/home/WIN/cdegma/PKTFX/data/dream/lambda_01/3_5
loss	sse	Lt	Lp
1102.73445	1100.51048	19.24786	13.92721
1013.39365	1011.28619	18.03282	14.06631
919.79918	917.21058	21.07193	15.79883
834.61435	831.09119	26.30324	18.80139
754.64736	749.86669	31.59334	22.74705
679.13619	672.74289	35.93791	27.42776
621.75324	613.58918	38.75638	31.59762
572.95586	562.70742	40.82299	35.26023
524.67914	512.32903	42.46167	38.15909
490.52161	477.16578	43.28701	39.63774
461.15175	446.88639	43.96108	40.97007
434.95029	419.82305	44.57330	42.23511
411.27981	395.71421	45.16086	43.14810
385.82104	370.15775	45.79578	43.89745
363.33428	347.45653	46.36785	44.68382
343.29836	327.18298	46.85687	45.45645
328.15272	311.85467	47.16827	46.07979
311.45164	294.99781	47.52133	46.75867
298.55981	282.03075	47.78677	47.25951
286.58265	269.93264	48.03787	47.76991
275.37555	258.61344	48.26733	48.25783
264.90041	247.99173	48.48353	48.76205
255.09357	238.02114	48.66125	49.26341
244.05234	226.84859	48.85680	49.78375
232.14174	214.82845	49.08407	50.31066
222.68000	205.25045	49.28072	50.73375
215.29373	197.77513	49.43759	51.08466
208.26797	190.70874	49.57090	51.38432
200.37717	182.73781	49.72977	51.74822
192.96957	175.26851	49.84622	52.08637
186.01301	168.27978	49.96186	52.38437
179.45110	161.71932	50.05394	52.67015
173.29125	155.54080	50.13062	52.97071
168.42877	150.64874	50.20992	53.21517
162.87050	145.09612	50.27944	53.46752
157.60273	139.81386	50.35682	53.71576
153.40894	135.61880	50.41937	53.88954
149.38593	131.59910	50.49138	54.04822
144.75496	126.98433	50.58012	54.21118
141.05040	123.28531	50.65989	54.33599
137.47874	119.73067	50.70519	54.44031
133.34890	115.60128	50.79390	54.55757
130.03076	112.30761	50.85613	54.64010
126.82129	109.11890	50.91619	54.71960
123.72156	106.02828	50.98686	54.80792
120.71538	103.04356	51.05019	54.88151
117.23554	99.58654	51.12528	54.96267
113.88398	96.26204	51.19130	55.03239
110.66039	93.04833	51.25959	55.10509
107.55283	89.97151	51.30955	55.15041
104.54478	87.01008	51.36178	55.17824
101.64367	84.14795	51.43188	55.19536
99.29973	81.83783	51.48696	55.19912
96.57415	79.16410	51.54124	55.19453
93.93922	76.56926	51.60528	55.19569
91.39451	74.06679	51.66076	55.19504
88.93808	71.65697	51.71616	55.17929
86.94094	69.71277	51.75760	55.15065
84.62873	67.44869	51.81780	55.12928
82.77251	65.63022	51.86410	55.10912
80.60053	63.51345	51.90851	55.07900
78.16120	61.13634	51.96920	55.03794
76.48309	59.50426	52.00634	55.01099
74.84428	57.91802	52.03621	54.97142
73.24901	56.38167	52.06114	54.92624
71.39988	54.59705	52.10346	54.86689
69.90822	53.15488	52.14503	54.81563
68.15914	51.48807	52.17779	54.73719
66.75912	50.14690	52.19401	54.68729
65.11978	48.58972	52.22413	54.62967
63.54734	47.09086	52.25642	54.57921
62.02370	45.64962	52.28344	54.51839
60.55653	44.26177	52.30042	54.46235
59.13293	42.92378	52.32905	54.39874
57.75804	41.63237	52.35141	54.32900
56.42058	40.39317	52.36288	54.25770
55.13175	39.19364	52.37776	54.19217
53.88609	38.04035	52.38557	54.12530
52.68340	36.92723	52.39700	54.06537
51.52306	35.85460	52.40815	54.00718
50.59294	34.98731	52.42254	53.97087
49.50072	33.98552	52.43246	53.92159
48.45051	33.02722	52.43980	53.86420
47.60672	32.24971	52.44268	53.82164
46.62046	31.34724	52.45152	53.76608
45.83251	30.62907	52.45441	53.72470
44.91028	29.78839	52.46008	53.67220
44.01992	28.97250	52.47634	53.62083
43.30644	28.31692	52.48121	53.57898
42.47808	27.55717	52.48157	53.53357
41.67975	26.82610	52.48369	53.49152
41.03568	26.23626	52.48564	53.44917
40.28574	25.55059	52.48940	53.39700
39.43731	24.78198	52.48673	53.33079
38.73895	24.14912	52.48713	53.27377
38.06336	23.53368	52.49934	53.21639
37.41131	22.94414	52.50457	53.16335
36.77825	22.37345	52.50236	53.10819
36.26766	21.91919	52.50555	53.06000
35.67373	21.38596	52.50482	53.00533
35.19402	20.95727	52.51341	52.95456
34.73514	20.54587	52.51723	52.90253
34.28416	20.14770	52.50850	52.85028
33.84830	19.75445	52.52300	52.80969
33.34997	19.31165	52.51063	52.76243
32.94970	18.94629	52.52093	52.72270
32.56171	18.59638	52.52550	52.68309
32.11483	18.19827	52.53068	52.62862
31.68919	17.80858	52.53117	52.58889
31.27139	17.44126	52.54391	52.53022
30.80865	17.03242	52.54593	52.46697
30.42882	16.69514	52.55694	52.41261
30.06265	16.37060	52.55709	52.37083
29.70560	16.05343	52.56577	52.32640
29.41656	15.79739	52.57603	52.28781
29.14186	15.55397	52.58118	52.25417
28.87138	15.32225	52.58158	52.21487
28.55914	15.04750	52.58968	52.17036
28.20956	14.74029	52.60214	52.11867
27.96571	14.52682	52.60818	52.08187
27.72976	14.32521	52.60769	52.04548
27.45051	14.08892	52.60711	52.00199
27.18380	13.86020	52.61298	51.96055
26.92725	13.63968	52.62334	51.92523
26.67709	13.42808	52.62572	51.88470
26.43205	13.22364	52.62723	51.83778
26.23429	13.05925	52.63002	51.80555
26.00947	12.86927	52.63933	51.76251
25.82322	12.70810	52.64389	51.73423
25.60795	12.52604	52.64210	51.69691
25.39641	12.35568	52.63873	51.65384
25.19655	12.18073	52.65724	51.62390
24.99727	12.01810	52.65230	51.59057
24.81008	11.86236	52.65562	51.55687
24.62399	11.70607	52.66042	51.52619
24.47653	11.58376	52.66550	51.49969
24.32980	11.46196	52.66348	51.48449
24.18890	11.34596	52.66437	51.46965
24.02344	11.21011	52.67169	51.44832
23.81239	11.03609	52.67082	51.42349
