/home/WIN/cdegma/PKTFX/data/dream/lambda_01/1_5
loss	sse	Lt	Lp
709.62170	707.96356	13.50601	17.64468
539.31071	535.82131	18.82305	28.76340
437.94939	429.64952	23.59820	40.55769
396.95513	388.58838	23.68023	41.42426
361.78961	352.47573	24.05374	43.40587
335.06175	324.82503	24.64885	44.96322
313.60554	302.80071	25.07751	46.02941
296.67938	284.90417	25.52791	47.29764
277.69082	264.79401	25.99778	48.70088
263.07306	249.36409	26.30782	49.78228
247.03975	232.41214	26.59327	51.08626
234.88549	219.80154	26.74812	52.02804
223.77400	208.36041	26.89579	52.88419
213.62681	197.97835	27.04966	53.66905
200.84598	184.98684	27.22746	54.65775
189.37416	173.41751	27.37995	55.50768
180.52842	164.34281	27.50549	56.21507
172.35593	156.00133	27.58120	56.81942
166.01766	149.58105	27.63252	57.25556
160.09939	143.57883	27.68862	57.65507
153.52916	136.87682	27.74211	58.11925
148.37019	131.62369	27.77072	58.44185
143.49633	126.64648	27.78556	58.73484
138.80804	121.96020	27.79087	58.96213
133.43647	116.62023	27.81208	59.16080
128.24587	111.49871	27.82455	59.31562
124.08626	107.35465	27.85717	59.43281
119.24140	102.55154	27.91060	59.57029
115.33344	98.67092	27.95921	59.66716
110.79462	94.14663	28.02655	59.77431
106.44969	89.78622	28.07789	59.86933
101.59411	84.95208	28.12330	59.94106
97.62214	81.02008	28.14337	59.99257
93.83736	77.30252	28.15755	60.02920
90.27190	73.77974	28.18874	60.06068
87.47521	71.02387	28.17439	60.07551
84.25112	67.92707	28.14276	60.04851
81.21938	65.01547	28.11522	59.98457
78.35410	62.30477	28.07109	59.90839
75.66161	59.75438	28.02852	59.81343
73.54302	57.77534	27.98653	59.72210
71.16146	55.54037	27.91923	59.62267
68.90670	53.41401	27.85500	59.51084
66.77744	51.46339	27.77413	59.37289
64.76271	49.62114	27.68750	59.21793
63.16721	48.14934	27.63630	59.09324
61.63404	46.75751	27.55923	58.95460
59.87447	45.16882	27.48913	58.78930
58.20977	43.66064	27.42097	58.65327
56.87808	42.46245	27.36358	58.53141
55.34791	41.10053	27.28738	58.38825
53.90203	39.79085	27.20146	58.25169
52.50331	38.56440	27.11423	58.09850
51.17342	37.38952	27.03803	57.94678
49.88326	36.26960	26.95838	57.77632
48.64854	35.18492	26.88555	57.60640
47.45432	34.14652	26.81415	57.42770
46.30635	33.15438	26.73929	57.24128
45.19997	32.20010	26.67479	57.06189
44.13329	31.29486	26.59666	56.86991
43.26887	30.56341	26.53568	56.70241
42.43615	29.85133	26.48104	56.53798
41.46904	29.03943	26.40882	56.33411
40.69041	28.37603	26.36003	56.16522
39.93147	27.73988	26.30552	55.99271
39.19855	27.12623	26.24748	55.82154
38.48423	26.53069	26.19145	55.64959
37.66489	25.84021	26.13333	55.45178
36.73892	25.07415	26.05318	55.20936
36.10594	24.54607	26.01758	55.04020
35.37359	23.93686	25.96107	54.83981
34.66555	23.35418	25.89599	54.64162
33.98255	22.77543	25.85350	54.45516
33.32430	22.23136	25.80062	54.26576
32.80215	21.79495	25.75488	54.11604
32.18638	21.28850	25.70328	53.92960
31.59575	20.79291	25.66712	53.74975
31.02456	20.32919	25.61022	53.57611
30.56809	19.94703	25.57547	53.43318
30.12337	19.58061	25.54036	53.28604
29.59774	19.15799	25.50480	53.09732
29.09410	18.74371	25.46173	52.93242
28.60892	18.35336	25.41989	52.75532
28.21027	18.02726	25.38581	52.60726
27.74491	17.65597	25.34188	52.42726
27.29898	17.30026	25.30940	52.24374
26.94220	17.01222	25.26990	52.10466
26.52081	16.68004	25.23222	51.92249
26.11391	16.36015	25.18734	51.74769
25.72321	16.04763	25.14841	51.57740
