TF	Target	Relationship
YNL216W	YJL189W	-
YNL216W	YJR058C	-
YNL216W	YJR059W	-
YNL216W	YKL006CA	-
YNL216W	YKL063C	-
YNL216W	YLL037W	-
YNL216W	YLL039C	-
YNL216W	YLR047C	-
YNL216W	YLR287CA	-
YNL216W	YLR387C	-
YNL216W	YLR399C	-
YNL216W	YLR400W	-
YNL216W	YLR442C	-
YNL216W	YML025C	-
YNL216W	YML064C	-
YNL216W	YMR242WA	-
YNL216W	YNL144C	-
YNL216W	YNL162WA	-
YNL216W	YNL163C	-
YNL216W	YNL329C	-
YNL216W	YNL338W	-
YNL216W	YNL339C	-
YNL216W	YOL052CA	-
YNL216W	YOL060C	-
YNL216W	YOL082W	-
YNL216W	YOL109W	-
YNL216W	YOL128C	-
YNL216W	YOR095C	-
YNL216W	YOR179C	-
YNL216W	YOR235W	-
YNL216W	YOR342C	-
YNL216W	YOR343C	-
YNL216W	YOR343WA	-
YNL216W	YOR343WB	-
YNL216W	YOR344C	-
YNL216W	YOR365C	-
YNL216W	YPL016W	-
YNL216W	YPL017C	-
YNL216W	YPL249CA	-
YNL216W	YPR029C	-
YNL216W	YPR030W	-
YNL216W	YPR080W	-
YNL216W	YPR102C	-
YNL216W	YPR103W	-
YNL216W	YPR131C	-
YNL216W	YPR132W	-
YOL028C	YBR008C	-
YOL028C	YBR046C	-
YOL028C	YBR047W	-
YOL028C	YBR068C	-
YOL028C	YBR174C	-
YOL028C	YBR176W	-
YOL028C	YBR179C	-
YOL028C	YBR180W	-
YOL028C	YBR254C	-
YOL028C	YBR255W	-
YOL028C	YCR018CA	-
YOL028C	YCR019W	-
YOL028C	YCR102C	-
YOL028C	YDL020C	-
YOL028C	YDL120W	-
YOL028C	YDL124W	-
YOL028C	YDL125C	-
YOL028C	YDL204W	-
YOL028C	YDL205C	-
YOL028C	YDL218W	-
YOL028C	YDL233W	-
YOL028C	YDL234C	-
YOL028C	YDL239C	-
YOL028C	YDL242W	-
YOL028C	YDL243C	-
YOL028C	YDR010C	-
YOL028C	YDR011W	-
YOL028C	YDR040C	-
YOL028C	YDR041W	-
YOL028C	YDR042C	-
YOL028C	YDR084C	-
YOL028C	YDR132C	-
YOL028C	YDR135C	-
YOL028C	YDR137W	-
YOL028C	YDR181C	-
YOL028C	YDR182W	-
YOL028C	YDR278C	-
YOL028C	YDR317W	-
YOL028C	YDR341C	-
YOL028C	YDR361C	-
YOL028C	YDR486C	-
YOL028C	YDR533C	-
YOL028C	YEL050C	-
YOL028C	YER089C	-
YOL028C	YER090W	-
YOL028C	YER141W	-
YOL028C	YER147C	-
YOL028C	YER148W	-
YOL028C	YER184C	-
YOL028C	YER185W	-
YOL028C	YFL056C	-
YOL028C	YFL057C	-
YOL028C	YFR033C	-
YOL028C	YGL114W	-
YOL028C	YGL252C	-
YOL028C	YGR009C	-
YOL028C	YGR010W	-
YOL028C	YGR011W	-
YOL028C	YGR039W	-
YOL028C	YGR144W	-
YOL028C	YGR223C	-
YOL028C	YGR224W	-
YOL028C	YHR007C	-
YOL028C	YHR008C	-
YOL028C	YHR029C	-
YOL028C	YHR048W	-
YOL028C	YHR049W	-
YOL028C	YHR053C	-
YOL028C	YHR055C	-
YOL028C	YHR111W	-
YOL028C	YHR133C	-
YOL028C	YHR134W	-
YOL028C	YHR179W	-
YOL028C	YHR191C	-
YOL028C	YHR192W	-
YOL028C	YHR199C	-
YOL028C	YHR200W	-
YOL028C	YIR005W	-
YOL028C	YIR031C	-
YOL028C	YJL030W	-
YOL028C	YJL031C	-
YOL028C	YJL048C	-
YOL028C	YJL088W	-
YOL028C	YJL100W	-
YOL028C	YJL101C	-
YOL028C	YJR102C	-
YOL028C	YJR103W	-
YOL028C	YJR104C	-
YOL028C	YJR105W	-
YOL028C	YJR109C	-
YOL028C	YJR110W	-
YOL028C	YJR122W	-
YOL028C	YKL039W	-
YOL028C	YKL040C	-
YOL028C	YKL071W	-
YOL028C	YKL086W	-
YOL028C	YKL087C	-
YOL028C	YKL103C	-
YOL028C	YKL157W	-
YOL028C	YKR043C	-
YOL028C	YKR044W	-
YOL028C	YKR052C	-
YOL028C	YKR061W	-
YOL028C	YKR071C	-
YOL028C	YKR098C	-
YOL028C	YKR099W	-
YOL028C	YLL052C	-
YOL028C	YLL053C	-
YOL028C	YLL054C	-
YOL028C	YLL060C	-
YOL028C	YLR022C	-
YOL028C	YLR023C	-
YOL028C	YLR047C	-
YOL028C	YLR048W	-
YOL028C	YLR049C	-
YOL028C	YLR074C	-
YOL028C	YLR075W	-
YOL028C	YLR108C	-
YOL028C	YLR109W	-
YOL028C	YLR193C	-
YOL028C	YLR254C	-
YOL028C	YLR297W	-
YOL028C	YLR298C	-
YOL028C	YLR299W	-
YOL028C	YLR460C	-
YOL028C	YML116W	-
YOL028C	YML131W	-
YOL028C	YMR031WA	-
YOL028C	YMR038C	-
YOL028C	YMR119W	-
YOL028C	YMR119WA	-
YOL028C	YMR177W	-
YOL028C	YMR193W	-
YOL028C	YMR258C	-
YOL028C	YMR316CB	-
YOL028C	YMR318C	-
YOL028C	YNL087W	-
YOL028C	YNL134C	-
YOL028C	YNL174W	-
YOL028C	YNL212W	-
YOL028C	YNL213C	-
YOL028C	YNL239W	-
YOL028C	YNL240C	-
YOL028C	YNL249C	-
YOL028C	YNL260C	-
YOL028C	YNL261W	-
YOL028C	YOL058W	-
YOL028C	YOL113W	-
YOL028C	YOL114C	-
YOL028C	YOL119C	-
YOL028C	YOL151W	-
YOL028C	YOR008C	-
YOL028C	YOR162C	-
YOL028C	YOR163W	-
YOL028C	YOR173W	-
YOL028C	YOR227W	-
YOL028C	YPL091W	-
YOL028C	YPL170W	-
YOL028C	YPL171C	-
YOL028C	YPR048W	-
YOL028C	YPR067W	-
YOL028C	YPR085C	-
YOL028C	YPR086W	-
YOL028C	YPR118W	-
YOL028C	YPR167C	-
YOL028C	YPR168W	-
YOL028C	YPR200C	-
YOL028C	YPR201W	-
YOL067C	YBL097W	-
YOL067C	YBR167C	-
YOL067C	YBR168W	-
YOL067C	YCL054W	-
YOL067C	YCR018CA	-
YOL067C	YCR019W	-
YOL067C	YCR096C	-
YOL067C	YDL192W	-
YOL067C	YDR042C	-
YOL067C	YDR084C	-
YOL067C	YDR210WD	-
YOL067C	YDR322CA	-
YOL067C	YDR323C	-
YOL067C	YEL010W	-
YOL067C	YEL071W	-
YOL067C	YER013W	-
YOL067C	YGL254W	-
YOL067C	YGR071C	-
YOL067C	YGR072W	-
YOL067C	YGR271W	-
YOL067C	YGR272C	-
YOL067C	YHR156C	-
YOL067C	YHR157W	-
YOL067C	YJR011C	-
YOL067C	YJR100C	-
YOL067C	YJR101W	-
YOL067C	YKL071W	-
YOL067C	YLR053C	-
YOL067C	YLR261C	-
YOL067C	YLR262C	-
YOL067C	YLR277C	-
YOL067C	YLR302C	-
YOL067C	YLR304C	-
YOL067C	YLR397C	-
YOL067C	YMR019W	-
YOL067C	YMR098C	-
YOL067C	YMR126C	-
YOL067C	YMR178W	-
YOL067C	YMR227C	-
YOL067C	YNL001W	-
YOL067C	YNL002C	-
YOL067C	YNL037C	-
YOL067C	YNR049C	-
YOL067C	YOL159C	-
YOL067C	YOR136W	-
YOL067C	YPR155C	-
YOL067C	YPR198W	-
YOL089C	YBL074C	-
YOL089C	YCR096C	-
YOL089C	YCR097W	-
YOL089C	YCR102WA	-
YOL089C	YCR104W	-
YOL089C	YCR108C	-
YOL089C	YDL068W	-
YOL089C	YDL071C	-
YOL089C	YDR042C	-
YOL089C	YDR084C	-
YOL089C	YDR098CA	-
YOL089C	YDR098CB	-
YOL089C	YDR099W	-
YOL089C	YEL001C	-
YOL089C	YER048C	-
YOL089C	YER134C	-
YOL089C	YER135C	-
YOL089C	YGL001C	-
YOL089C	YGL097W	-
YOL089C	YGR071C	-
YOL089C	YGR072W	-
YOL089C	YGR218W	-
YOL089C	YGR271CA	-
YOL089C	YGR271W	-
YOL089C	YHR218W	-
YOL089C	YJL008C	-
YOL089C	YJL198W	-
YOL089C	YJL200C	-
YOL089C	YJR013W	-
YOL089C	YKL063C	-
YOL089C	YLR050C	-
YOL089C	YLR154C	-
YOL089C	YLR461W	-
YOL089C	YMR019W	-
YOL089C	YMR118C	-
YOL089C	YMR258C	-
YOL089C	YNL038W	-
YOL089C	YNL050C	-
YOL089C	YNL336W	-
YOL089C	YNL337W	-
YOL089C	YNL339C	-
YOL089C	YOL084W	-
YOL089C	YOL085C	-
YOL089C	YOL086C	-
YOL089C	YOL159C	-
YOL089C	YOR001W	-
YOL089C	YPR072W	-
YOL089C	YPR198W	-
YOL108C	YAL053W	-
YOL108C	YAL054C	-
YOL108C	YBR030W	-
YOL108C	YDR050C	-
YOL108C	YDR146C	-
YOL108C	YDR278C	-
YOL108C	YDR279W	-
YOL108C	YDR345C	-
YOL108C	YER033C	-
YOL108C	YER034W	-
YOL108C	YGL116W	-
YOL108C	YGR238C	-
YOL108C	YJL168C	-
YOL108C	YJR104C	-
YOL108C	YLR153C	-
YOL108C	YNL171C	-
YOL108C	YNL175C	-
YOL108C	YNR017W	-
YOL108C	YOR316CA	-
YOL108C	YPR013C	-
YOL116W	STA1	-
YOL116W	STA2	-
YOL116W	STA3	-
YOL116W	YBL041W	-
YOL116W	YKL189W	-
YOL116W	YKR038C	-
YOL116W	YNL028W	-
YOR028C	YAL037CA	-
YOR028C	YAL037W	-
YOR028C	YAL063C	-
YOR028C	YBL029CA	-
YOR028C	YBL029W	-
YOR028C	YBL030C	-
YOR028C	YBR007C	-
YOR028C	YBR008C	-
YOR028C	YBR053C	-
YOR028C	YBR054W	-
YOR028C	YBR071W	-
YOR028C	YBR072W	-
YOR028C	YBR157C	-
YOR028C	YBR158W	-
YOR028C	YBR201W	-
YOR028C	YBR208C	-
YOR028C	YBR295W	-
YOR028C	YCL024W	-
YOR028C	YCL025C	-
YOR028C	YCR021C	-
YOR028C	YCR102C	-
YOR028C	YDL037C	-
YOR028C	YDL129W	-
YOR028C	YDL168W	-
YOR028C	YDL169C	-
YOR028C	YDL214C	-
YOR028C	YDR089W	-
YOR028C	YDR300C	-
YOR028C	YDR301W	-
YOR028C	YDR343C	-
YOR028C	YDR345C	-
YOR028C	YDR441C	-
YOR028C	YDR442W	-
YOR028C	YDR504C	-
YOR028C	YDR505C	-
YOR028C	YDR508C	-
YOR028C	YEL011W	-
YOR028C	YEL044W	-
YOR028C	YEL045C	-
YOR028C	YEL052W	-
YOR028C	YEL053C	-
YOR028C	YER028C	-
YOR028C	YER038C	-
YOR028C	YER045C	-
YOR028C	YER046W	-
YOR028C	YFL004W	-
YOR028C	YFR016C	-
YOR028C	YGL006WA	-
YOR028C	YGL007CA	-
YOR028C	YGL253W	-
YOR028C	YGR009C	-
YOR028C	YGR010W	-
YOR028C	YGR011W	-
YOR028C	YGR035C	-
YOR028C	YGR035WA	-
YOR028C	YGR134W	-
YOR028C	YGR144W	-
YOR028C	YGR145W	-
YOR028C	YGR171C	-
YOR028C	YGR178C	-
YOR028C	YGR180C	-
YOR028C	YGR233C	-
YOR028C	YGR238C	-
YOR028C	YGR249W	-
YOR028C	YGR250C	-
YOR028C	YHL041W	-
YOR028C	YHL044W	-
YOR028C	YHL046C	-
YOR028C	YHR047C	-
YOR028C	YHR048W	-
YOR028C	YHR049W	-
YOR028C	YHR128W	-
YOR028C	YHR133C	-
YOR028C	YHR134W	-
YOR028C	YHR179W	-
YOR028C	YIL045W	-
YOR028C	YIL118W	-
YOR028C	YIL119C	-
YOR028C	YIL170W	-
YOR028C	YIL172C	-
YOR028C	YIR001C	-
YOR028C	YIR019C	-
YOR028C	YIR020C	-
YOR028C	YIR020WB	-
YOR028C	YIR021W	-
YOR028C	YJL028W	-
YOR028C	YJL029C	-
YOR028C	YJL030W	-
YOR028C	YJL031C	-
YOR028C	YJL076W	-
YOR028C	YJL077C	-
YOR028C	YJL171C	-
YOR028C	YJL219W	-
YOR028C	YJL221C	-
YOR028C	YJR003C	-
YOR028C	YJR011C	-
YOR028C	YJR013W	-
YOR028C	YJR061W	-
YOR028C	YJR083C	-
YOR028C	YJR084W	-
YOR028C	YJR094C	-
YOR028C	YJR094WA	-
YOR028C	YJR102C	-
YOR028C	YJR103W	-
YOR028C	YJR129C	-
YOR028C	YJR132W	-
YOR028C	YJR133W	-
YOR028C	YJR145C	-
YOR028C	YJR147W	-
YOR028C	YJR158W	-
YOR028C	YKL039W	-
YOR028C	YKL040C	-
YOR028C	YKL043W	-
YOR028C	YKL044W	-
YOR028C	YKL087C	-
YOR028C	YKL103C	-
YOR028C	YKL107W	-
YOR028C	YKL109W	-
YOR028C	YKL110C	-
YOR028C	YKL142W	-
YOR028C	YKL182W	-
YOR028C	YKL223W	-
YOR028C	YKL224C	-
YOR028C	YKR039W	-
YOR028C	YKR067W	-
YOR028C	YKR102W	-
YOR028C	YLL006W	-
YOR028C	YLL006WA	-
YOR028C	YLL007C	-
YOR028C	YLL011W	-
YOR028C	YLL052C	-
YOR028C	YLL053C	-
YOR028C	YLL054C	-
YOR028C	YLL061W	-
YOR028C	YLL062C	-
YOR028C	YLR001C	-
YOR028C	YLR020C	-
YOR028C	YLR021W	-
YOR028C	YLR029C	-
YOR028C	YLR030W	-
YOR028C	YLR034C	-
YOR028C	YLR044C	-
YOR028C	YLR074C	-
YOR028C	YLR075W	-
YOR028C	YLR081W	-
YOR028C	YLR121C	-
YOR028C	YLR125W	-
YOR028C	YLR228C	-
YOR028C	YLR264CA	-
YOR028C	YLR412CA	-
YOR028C	YLR413W	-
YOR028C	YLR460C	-
YOR028C	YML115C	-
YOR028C	YML131W	-
YOR028C	YMR038C	-
YOR028C	YMR081C	-
YOR028C	YMR082C	-
YOR028C	YMR083W	-
YOR028C	YMR089C	-
YOR028C	YMR090W	-
YOR028C	YMR164C	-
YOR028C	YMR171C	-
YOR028C	YMR172CA	-
YOR028C	YMR172W	-
YOR028C	YMR173W	-
YOR028C	YMR173WA	-
YOR028C	YMR177W	-
YOR028C	YMR244CA	-
YOR028C	YMR246W	-
YOR028C	YMR265C	-
YOR028C	YMR266W	-
YOR028C	YMR283C	-
YOR028C	YMR319C	-
YOR028C	YNL039W	-
YOR028C	YNL087W	-
YOR028C	YNL145W	-
YOR028C	YNL146CA	-
YOR028C	YNL180C	-
YOR028C	YNR060W	-
YOR028C	YOL052CA	-
YOR028C	YOL059W	-
YOR028C	YOL060C	-
YOR028C	YOL116W	-
YOR028C	YOL133W	-
YOR028C	YOL135C	-
YOR028C	YOL151W	-
YOR028C	YOL156W	-
YOR028C	YOL157C	-
YOR028C	YOR019W	-
YOR028C	YOR029W	-
YOR028C	YOR047C	-
YOR028C	YOR049C	-
YOR028C	YOR230W	-
YOR028C	YOR302W	-
YOR028C	YOR303W	-
YOR028C	YOR306C	-
YOR028C	YOR311C	-
YOR028C	YOR313C	-
YOR028C	YOR315W	-
YOR028C	YOR316CA	-
YOR028C	YOR344C	-
YOR028C	YOR381W	-
YOR028C	YPL061W	-
YOR028C	YPL062W	-
YOR028C	YPL165C	-
YOR028C	YPL275W	-
YOR028C	YPL276W	-
YOR028C	YPL277C	-
YOR028C	YPL278C	-
YOR028C	YPR014C	-
YOR028C	YPR022C	-
YOR028C	YPR035W	-
YOR028C	YPR063C	-
YOR028C	YPR065W	-
YOR028C	YPR122W	-
YOR028C	YPR124W	-
YOR028C	YPR158CC	-
YOR028C	YPR158CD	-
YOR032C	YBL074C	-
YOR032C	YBR133C	-
YOR032C	YBR135W	-
YOR032C	YDR042C	-
YOR032C	YEL002C	-
YOR032C	YEL050C	-
YOR032C	YER136W	-
YOR032C	YGL001C	-
YOR032C	YHR005CA	-
YOR032C	YHR006W	-
YOR032C	YLR035C	-
YOR032C	YOR001W	-
YOR113W	YAL037CA	-
YOR113W	YAL037W	-
YOR113W	YAR009C	-
YOR113W	YBL029CA	-
YOR113W	YBL029W	-
YOR113W	YBL074C	-
YOR113W	YDL245C	-
YOR113W	YDR042C	-
YOR113W	YDR259C	-
YOR113W	YDR472W	-
YOR113W	YEL062W	-
YOR113W	YEL063C	-
YOR113W	YHL041W	-
YOR113W	YIL099W	-
YOR113W	YIL101C	-
YOR113W	YIR019C	-
YOR113W	YIR020C	-
YOR113W	YIR020WB	-
YOR113W	YIR021W	-
YOR113W	YJL148W	-
YOR113W	YLL019C	-
YOR113W	YLL020C	-
YOR113W	YLR023C	-
YOR113W	YML007CA	-
YOR113W	YML007W	-
YOR113W	YML008C	-
YOR113W	YNR050C	-
YOR113W	YOL121C	-
YOR113W	YPR013C	-
YOR140W	YIL162W	-
YOR162C	YDL092W	-
YOR162C	YDL094C	-
YOR162C	YDR080W	-
YOR162C	YDR136C	-
YOR162C	YDR138W	-
YOR162C	YDR279W	-
YOR162C	YDR286C	-
YOR162C	YDR287W	-
YOR162C	YER013W	-
YOR162C	YER134C	-
YOR162C	YER138C	-
YOR162C	YGR184C	-
YOR162C	YGR188C	-
YOR162C	YHR171W	-
YOR162C	YIL043C	-
YOR162C	YJR088C	-
YOR162C	YJR089W	-
YOR162C	YML072C	-
YOR162C	YNR054C	-
YOR162C	YOL099C	-
YOR162C	YOR353C	-
YOR162C	YOR368W	-
YOR344C	YAL007C	-
YOR344C	YAL060W	-
YOR344C	YAR073W	-
YOR344C	YBL001C	-
YOR344C	YBL016W	-
YOR344C	YBL017C	-
YOR344C	YBL022C	-
YOR344C	YBL098W	-
YOR344C	YBR039W	-
YOR344C	YBR061C	-
YOR344C	YBR135W	-
YOR344C	YBR144C	-
YOR344C	YBR148W	-
YOR344C	YBR195C	-
YOR344C	YCL074W	-
YOR344C	YCR087CA	-
YOR344C	YDL027C	-
YOR344C	YDL052C	-
YOR344C	YDL084W	-
YOR344C	YDL120W	-
YOR344C	YDR042C	-
YOR344C	YDR131C	-
YOR344C	YDR210WC	-
YOR344C	YDR240C	-
YOR344C	YDR316WA	-
YOR344C	YDR316WB	-
YOR344C	YEL001C	-
YOR344C	YEL003W	-
YOR344C	YER001W	-
YOR344C	YER021W	-
YOR344C	YER060WA	-
YOR344C	YER114C	-
YOR344C	YER177W	-
YOR344C	YFR030W	-
YOR344C	YGL001C	-
YOR344C	YGL153W	-
YOR344C	YGL154C	-
YOR344C	YGL223C	-
YOR344C	YGL230C	-
YOR344C	YGL257C	-
YOR344C	YGR038CA	-
YOR344C	YGR223C	-
YOR344C	YGR224W	-
YOR344C	YGR225W	-
YOR344C	YHR005CA	-
YOR344C	YHR006W	-
YOR344C	YHR041C	-
YOR344C	YHR089C	-
YOR344C	YHR174W	-
YOR344C	YIR007W	-
YOR344C	YJL139C	-
YOR344C	YJR088C	-
YOR344C	YJR089W	-
YOR344C	YJR124C	-
YOR344C	YJR138W	-
YOR344C	YJR139C	-
YOR344C	YKL015W	-
YOR344C	YKL016C	-
YOR344C	YKL096WA	-
YOR344C	YKL097C	-
YOR344C	YLL015W	-
YOR344C	YLR033W	-
YOR344C	YMR196W	-
YOR344C	YMR267W	-
YOR344C	YMR301C	-
YOR344C	YMR324C	-
YOR344C	YMR325W	-
YOR344C	YNL232W	-
YOR344C	YNL260C	-
YOR344C	YNL284CA	-
YOR344C	YNR051C	-
YOR344C	YOL064C	-
YOR344C	YOL086C	-
YOR344C	YOR038C	-
YOR344C	YOR039W	-
YOR344C	YOR139C	-
YOR344C	YPL204W	-
YOR344C	YPL206C	-
YOR344C	YPL212C	-
YOR363C	YAL034WA	-
YOR363C	YAL035W	-
YOR363C	YAL036C	-
YOR363C	YBL089W	-
YOR363C	YBR020W	-
YOR363C	YBR150C	-
YOR363C	YBR151W	-
YOR363C	YBR159W	-
YOR363C	YBR187W	-
YOR363C	YBR214W	-
YOR363C	YDR048C	-
YOR363C	YDR142C	-
YOR363C	YDR207C	-
YOR363C	YDR208W	-
YOR363C	YDR244W	-
YOR363C	YGL143C	-
YOR363C	YGR188C	-
YOR363C	YHR117W	-
YOR363C	YIL101C	-
YOR363C	YIL120W	-
YOR363C	YJL218W	-
YOR363C	YJR019C	-
YOR363C	YJR069C	-
YOR363C	YJR071W	-
YOR363C	YKL188C	-
YOR363C	YLR174W	-
YOR363C	YLR239C	-
YOR363C	YLR240W	-
YOR363C	YML042W	-
YOR363C	YML072C	-
YOR363C	YNL202W	-
YOR363C	YNL299W	-
YOR363C	YNL329C	-
YOR363C	YNR001C	-
YOR363C	YOL083W	-
YOR363C	YOR180C	-
YOR363C	YOR301W	-
YPL038W	YBL074C	-
YPL038W	YDR042C	-
YPL038W	YER091CA	-
YPL038W	YGL013C	-
YPL038W	YJL192C	-
YPL038W	YJR138W	-
YPL038W	YNL277WA	-
YPL038W	YPR168W	-
YPL075W	YAL039C	-
YPL075W	YAR064W	-
YPL075W	YBR118W	-
YPL075W	YBR196CA	-
YPL075W	YBR196CB	-
YPL075W	YCL030C	-
YPL075W	YCL050C	-
YPL075W	YCR031C	-
YPL075W	YDR210WC	-
YPL075W	YDR240C	-
YPL075W	YDR316WA	-
YPL075W	YDR316WB	-
YPL075W	YDR472W	-
YPL075W	YER097W	-
YPL075W	YER137CA	-
YPL075W	YER138WA	-
YPL075W	YGR038CA	-
YPL075W	YHR092C	-
YPL075W	YHR185C	-
YPL075W	YIL061C	-
YPL075W	YJR048W	-
YPL075W	YKR038C	-
YPL075W	YKR039W	-
YPL075W	YOR192C	-
YPL075W	YPR080W	-
YPL089C	YBR057C	-
YPL089C	YBR157C	-
YPL089C	YBR158W	-
YPL089C	YCR018CA	-
YPL089C	YCR019W	-
YPL089C	YDL245C	-
YPL089C	YDR072C	-
YPL089C	YDR073W	-
YPL089C	YDR210WD	-
YPL089C	YDR417C	-
YPL089C	YDR419W	-
YPL089C	YDR524C	-
YPL089C	YDR524CB	-
YPL089C	YDR524WA	-
YPL089C	YDR525W	-
YPL089C	YDR525WA	-
YPL089C	YEL001C	-
YPL089C	YEL050C	-
YPL089C	YER001W	-
YPL089C	YER138C	-
YPL089C	YGL259W	-
YPL089C	YGL261C	-
YPL089C	YHL034C	-
YPL089C	YHL041W	-
YPL089C	YHR143WA	-
YPL089C	YHR193C	-
YPL089C	YHR194W	-
YPL089C	YIL040W	-
YPL089C	YIL122W	-
YPL089C	YJR158W	-
YPL089C	YJR159W	-
YPL089C	YKR103W	-
YPL089C	YLR110C	-
YPL089C	YLR111W	-
YPL089C	YLR113W	-
YPL089C	YLR154C	-
YPL089C	YLR390WA	-
YPL089C	YLR463C	-
YPL089C	YLR465C	-
YPL089C	YLR467W	-
YPL089C	YML124C	-
YPL089C	YMR013C	-
YPL089C	YMR013WA	-
YPL089C	YMR014W	-
YPL089C	YNL288W	-
YPL089C	YNR050C	-
YPL089C	YOR058C	-
YPL089C	YOR313C	-
YPL089C	YOR354C	-
YPL089C	YOR355W	-
YPL177C	YBL029CA	-
YPL177C	YBL029W	-
YPL177C	YBL043W	-
YPL177C	YBR291C	-
YPL177C	YBR293W	-
YPL177C	YDL245C	-
YPL177C	YDL246C	-
YPL177C	YDR259C	-
YPL177C	YDR441C	-
YPL177C	YEL040W	-
YPL177C	YEL070W	-
YPL177C	YFR005C	-
YPL177C	YFR006W	-
YPL177C	YIL099W	-
YPL177C	YIL101C	-
YPL177C	YIL118W	-
YPL177C	YIL119C	-
YPL177C	YIR019C	-
YPL177C	YIR020C	-
YPL177C	YIR020WB	-
YPL177C	YIR021W	-
YPL177C	YJR100C	-
YPL177C	YJR101W	-
YPL177C	YJR158W	-
YPL177C	YJR159W	-
YPL177C	YKR092C	-
YPL177C	YNL288W	-
YPL177C	YOR178C	-
YPL177C	YPL198W	-
YPL202C	YAL022C	-
YPL202C	YBR077C	-
YPL202C	YBR078W	-
YPL202C	YBR089CA	-
YPL202C	YBR090C	-
YPL202C	YBR102C	-
YPL202C	YBR103W	-
YPL202C	YBR132C	-
YPL202C	YBR134W	-
YPL202C	YBR204C	-
YPL202C	YBR205W	-
YPL202C	YBR206W	-
YPL202C	YBR296C	-
YPL202C	YCR105W	-
YPL202C	YCR107W	-
YPL202C	YDL032W	-
YPL202C	YDL035C	-
YPL202C	YDL089W	-
YPL202C	YDL090C	-
YPL202C	YDL114W	-
YPL202C	YDL115C	-
YPL202C	YDL154W	-
YPL202C	YDR052C	-
YPL202C	YDR151C	-
YPL202C	YDR152W	-
YPL202C	YDR270W	-
YPL202C	YDR422C	-
YPL202C	YDR441C	-
YPL202C	YDR442W	-
YPL202C	YDR473C	-
YPL202C	YDR475C	-
YPL202C	YDR544C	-
YPL202C	YDR545W	-
YPL202C	YEL059W	-
YPL202C	YEL070W	-
YPL202C	YER078C	-
YPL202C	YER146W	-
YPL202C	YER177W	-
YPL202C	YER189W	-
YPL202C	YER190W	-
YPL202C	YFL042C	-
YPL202C	YFL043C	-
YPL202C	YFL059W	-
YPL202C	YFL060C	-
YPL202C	YFR017C	-
YPL202C	YFR024C	-
YPL202C	YFR024CA	-
YPL202C	YGL010W	-
YPL202C	YGL011C	-
YPL202C	YGL056C	-
YPL202C	YGL071W	-
YPL202C	YGL072C	-
YPL202C	YGL074C	-
YPL202C	YGL181W	-
YPL202C	YGL182C	-
YPL202C	YGL227W	-
YPL202C	YGL260W	-
YPL202C	YGL261C	-
YPL202C	YGR009C	-
YPL202C	YGR010W	-
YPL202C	YGR011W	-
YPL202C	YGR130C	-
YPL202C	YGR131W	-
YPL202C	YHL045W	-
YPL202C	YHL046C	-
YPL202C	YHR008C	-
YPL202C	YHR033W	-
YPL202C	YHR091C	-
YPL202C	YHR115C	-
YPL202C	YHR116W	-
YPL202C	YHR195W	-
YPL202C	YIL070C	-
YPL202C	YIL100W	-
YPL202C	YIR020C	-
YPL202C	YIR040C	-
YPL202C	YIR041W	-
YPL202C	YJL067W	-
YPL202C	YJL068C	-
YPL202C	YJL079C	-
YPL202C	YJL205CA	-
YPL202C	YJL223C	-
YPL202C	YJR006W	-
YPL202C	YJR044C	-
YPL202C	YJR135C	-
YPL202C	YKL054C	-
YPL202C	YKL223W	-
YPL202C	YKL224C	-
YPL202C	YLL010C	-
YPL202C	YLL011W	-
YPL202C	YLL015W	-
YPL202C	YLL033W	-
YPL202C	YLL064C	-
YPL202C	YLR051C	-
YPL202C	YLR052W	-
YPL202C	YLR120C	-
YPL202C	YLR137W	-
YPL202C	YLR141W	-
YPL202C	YLR205C	-
YPL202C	YLR206W	-
YPL202C	YLR213C	-
YPL202C	YLR284C	-
YPL202C	YLR285W	-
YPL202C	YLR397C	-
YPL202C	YLR439W	-
YPL202C	YLR461W	-
YPL202C	YMR034C	-
YPL202C	YMR035W	-
YPL202C	YMR041C	-
YPL202C	YMR056C	-
YPL202C	YMR086CA	-
YPL202C	YMR087W	-
YPL202C	YMR135WA	-
YPL202C	YMR177W	-
YPL202C	YMR265C	-
YPL202C	YMR266W	-
YPL202C	YMR279C	-
YPL202C	YMR324C	-
YPL202C	YMR325W	-
YPL202C	YNL193W	-
YPL202C	YNL194C	-
YPL202C	YNL241C	-
YPL202C	YNL268W	-
YPL202C	YNL270C	-
YPL202C	YNL333W	-
YPL202C	YNL334C	-
YPL202C	YNL337W	-
YPL202C	YNR028W	-
YPL202C	YNR076W	-
YPL202C	YOL161C	-
YPL202C	YOR227W	-
YPL202C	YOR302W	-
YPL202C	YOR303W	-
YPL202C	YOR316C	-
YPL202C	YOR330C	-
YPL202C	YOR332W	-
YPL202C	YOR394W	-
YPL202C	YOR396W	-
YPL202C	YPL137C	-
YPL202C	YPL251W	-
YPL202C	YPL253C	-
YPL202C	YPL282C	-
YPL202C	YPR151C	-
YPL230W	YFL034W	-
YPL230W	YGL205W	-
YPL230W	YGL206C	-
YPL248C	YAL049C	-
YPL248C	YAR002CA	-
YPL248C	YAR002W	-
YPL248C	YAR007C	-
YPL248C	YAR008W	-
YPL248C	YBL109W	-
