YKL112W	YKL112W	activator
YKL112W	YNL059C	activator
YKL112W	YDR384C	activator
YKL112W	YKL004W	activator
YKL112W	YKR099W	activator
YKL112W	YGR282C	activator
YKL112W	YPL111W	activator
YKL112W	YAL041W	activator
YKL112W	YLR229C	activator
YKL112W	YHR051W	activator
YKL112W	YPR017C	activator
YKL112W	YJL201W	activator
YKL112W	YAL003W	activator
YKL112W	YAL042W	activator
YKL112W	YDR130C	activator
YKL112W	YJR093C	activator
YKL112W	YDR283C	activator
YKL112W	YEL017W	activator
YKL112W	YIL072W	activator
YKL112W	YGR268C	activator
YKL112W	YNL037C	activator
YKL112W	YBR011C	activator
YKL112W	YNL322C	activator
YKL112W	YJL174W	activator
YKL112W	YKL008C	activator
YKL112W	YCL005W	activator
YKL112W	YKL143W	activator
YKL112W	YKL029C	activator
YKL112W	YJR137C	activator
YKL112W	YGL106W	activator
YKL112W	YNL117W	activator
YKL112W	YDR245W	activator
YKL112W	YJL183W	activator
YKL112W	YCR003W	activator
YKL112W	YJL063C	activator
YKL112W	YIL048W	activator
YKL112W	YDR456W	activator
YKL112W	YJR062C	activator
YKL112W	YNL149C	activator
YKL112W	YNL267W	activator
YKL112W	YMR297W	activator
YKL112W	YIL037C	activator
YKL112W	YJL166W	activator
YKL112W	YLL034C	activator
YKL112W	YPR018W	activator
YKL112W	YGL107C	activator
YKL112W	YDR404C	activator
YKL112W	YIL018W	activator
YKL112W	YOR063W	activator
YKL112W	YBR031W	activator
YKL112W	YDR233C	activator
YKL112W	YGR059W	activator
YKL112W	YDR312W	activator
YKL112W	YOR027W	activator
YKL112W	YKL211C	activator
YKL112W	YGR185C	activator
YKL112W	YBL039C	activator
YKL112W	YLR396C	activator
YKL112W	YDL012C	activator
YKL112W	YDR340W	activator
YKL112W	YMR310C	activator
YKL112W	YGR270W	activator
YLR131C	YPL158C	activator
YLR131C	YBR158W	activator
YLR131C	YKL185W	activator
YLR131C	YJR148W	activator
YLR131C	YGR041W	activator
YLR131C	YHR142W	activator
YLR131C	YLR286C	activator
YLR131C	YER124C	activator
YLR131C	YHR143W	activator
YLR131C	YOR264W	activator
YLR131C	YNR067C	activator
YLR131C	YNL327W	activator
YLR131C	YFL022C	activator
YLR131C	YFL021W	activator
YLR131C	YJR147W	activator
YLR131C	YJL159W	activator
YLR131C	YBR157C	activator
YLR131C	YLR439W	activator
YLR131C	YNL078W	activator
YLR131C	YER154W	activator
YLR131C	YKL164C	activator
YLR131C	YJL078C	activator
YLR131C	YDR055W	activator
YLR131C	YJR145C	activator
YLR131C	YGL028C	activator
YLR131C	YLR079W	activator
YLR131C	YJR046W	activator
YLR131C	YKR042W	activator
YLR131C	YOR230W	activator
YLR131C	YER152C	activator
YLR131C	YGR234W	activator
YLR131C	YJR146W	activator
YDR216W	YAL054C	activator
YDR216W	YOL086C	activator
YDR216W	YMR303C	activator
YDR216W	YCR010C	activator
YDR216W	YOR374W	activator
YDR216W	YLR312C	activator
YDR216W	YDR384C	activator
YDR216W	YJR148W	activator
YDR216W	YLR438W	activator
YDR216W	YML042W	activator
YDR216W	YPR001W	activator
YDR216W	YPL200W	activator
YDR216W	YIL169C	activator
YDR216W	YDR256C	activator
YDR216W	YML054C	activator
YDR216W	YPL265W	activator
YDR216W	YDL174C	activator
YDR216W	YLR284C	activator
YDR216W	YOR317W	activator
YDR216W	YER015W	activator
YDR216W	YKL187C	activator
YDR216W	YLR377C	activator
YDR216W	YKR009C	activator
YDR216W	YOR271C	activator
YDR216W	YER054C	activator
YDR216W	YDR096W	activator
YDR216W	YHL032C	activator
YDR216W	YIL155C	activator
YDR216W	YOL155C	activator
YDR216W	YFL014W	activator
YDR216W	YMR011W	activator
YDR216W	YDR343C	activator
YDR216W	YPR006C	activator
YDR216W	YPL135W	activator
YDR216W	YKL217W	activator
YDR216W	YOR084W	activator
YDR216W	YPL004C	activator
YDR216W	YFL016C	activator
YDR216W	YML128C	activator
YDR216W	YPR149W	activator
YDR216W	YNL036W	activator
YDR216W	YLR328W	activator
YDR216W	YIL136W	activator
YDR216W	YOL147C	activator
YDR216W	YOR363C	activator
YDR216W	YIL160C	activator
YDR216W	YGL205W	activator
YDR216W	YEL060C	activator
YDR216W	YOR348C	activator
YDR216W	YPL147W	activator
YDR216W	YKL188C	activator
YDR216W	YIL057C	activator
YDR216W	YIR015W	activator
YDR216W	YBR214W	activator
YDR216W	YDR077W	activator
YDR216W	YGR236C	activator
YDR216W	YMR107W	activator
YDR216W	YER150W	activator
YDR216W	YNL202W	activator
YDR216W	YDR536W	activator
YDR216W	YPR151C	activator
YDR216W	YPL016W	activator
YDR216W	YJR019C	activator
YDR216W	YBR067C	activator
YDR216W	YOR273C	activator
YDR216W	YMR304W	activator
YDR216W	YJL048C	activator
YDR216W	YPL230W	activator
YDR216W	YEL035C	activator
YDR216W	YGR067C	activator
YDR216W	YPL201C	activator
YDR216W	YKR075C	activator
YDR216W	YNL194C	activator
YGL071W	YGL071W	activator
YGL071W	YHL040C	activator
YGL071W	YHL047C	activator
YGL071W	YDR270W	activator
YGL071W	YLR380W	activator
YGL071W	YPL018W	activator
YGL071W	YNL111C	activator
YGL071W	YOL158C	activator
YGL071W	YMR058W	activator
YGL071W	YOR382W	activator
YGL071W	YOR383C	activator
YGL071W	YLR214W	activator
YGL071W	YKL220C	activator
YGL071W	YLL051C	activator
YGL071W	YER145C	activator
YGL071W	YGR187C	activator
YGL071W	YJR137C	activator
YGL071W	YGR235C	activator
YGL071W	YPR052C	activator
YGL071W	YHR170W	activator
YGL071W	YDL213C	activator
YGL071W	YGR078C	activator
YGL071W	YBR222C	activator
YGL071W	YDL188C	activator
YGL071W	YEL060C	activator
YGL071W	YGL120C	activator
YGL071W	YNL169C	activator
YGL071W	YDR465C	activator
YGL071W	YOL005C	activator
YGL071W	YLR061W	activator
YGL071W	YKL082C	activator
YGL071W	YOR021C	activator
YGL071W	YEL065W	activator
YGL071W	YOR149C	activator
YGL071W	YPL019C	activator
YGL071W	YER156C	activator
YPL202C	YKL103C	activator
YPL202C	YNL259C	activator
YPL202C	YOL158C	activator
YPL202C	YFL041W	activator
YPL202C	YDR534C	activator
YPL202C	YOR383C	activator
YPL202C	YLR214W	activator
YPL202C	YBR207W	activator
YPL202C	YER145C	activator
YPL202C	YLR192C	activator
YPL202C	YOR226C	activator
YPL202C	YKR052C	activator
YPL202C	YEL060C	activator
YPL202C	YPL156C	activator
YPL202C	YNL090W	activator
YPL202C	YLR034C	activator
YPL202C	YLR136C	activator
YPL202C	YER079W	activator
YPL202C	YPL034W	activator
YMR042W	YPL111W	activator
YMR042W	YLR438W	activator
YMR042W	YER025W	activator
YMR042W	YOR206W	activator
YML099C	YML099C	activator
YML099C	YPL111W	activator
YML099C	YLR438W	activator
YML099C	YHR179W	activator
YML099C	YDR244W	activator
YML099C	YKR055W	activator
YML099C	YGL145W	activator
YML099C	YDR084C	activator
YDR421W	YDR380W	activator
YDR421W	YDR421W	activator
YDR421W	YHR137W	activator
YDR421W	YNL125C	activator
YDR421W	YCL066W	activator
YDR421W	YHL036W	activator
YDR421W	YDR075W	activator
YDR421W	YCL065W	activator
YPR199C	YPR200C	activator
YPR199C	YPR201W	activator
YPR199C	YJR044C	activator
YKL185W	YDR309C	activator
YKL185W	YMR305C	activator
YKL185W	YOR052C	activator
YKL185W	YNL300W	activator
YKL185W	YBR071W	activator
YKL185W	YMR304C-A	activator
YOR113W	YDL037C	activator
YOR113W	YAL040C	activator
YKR099W	YAR015W	activator
YKR099W	YLR359W	activator
YKR099W	YMR120C	activator
YKR099W	YGR061C	activator
YKR099W	YLR397C	activator
YKR099W	YLR127C	activator
YKR099W	YMR098C	activator
YKR099W	YER061C	activator
YKR099W	YDR020C	activator
YKR099W	YMR130W	activator
YKR099W	YLR060W	activator
YKR099W	YDR019C	activator
YKR099W	YMR189W	activator
YKR099W	YEL042W	activator
YKR099W	YMR135C	activator
YKR099W	YER055C	activator
YKR099W	YIL116W	activator
YKR099W	YBR248C	activator
YKR099W	YLR355C	activator
YKR099W	YBR086C	activator
YKR099W	YAR018C	activator
YKR099W	YKL073W	activator
YKR099W	YKR080W	activator
YKR099W	YKL120W	activator
YKR099W	YLR350W	activator
YKR099W	YBR087W	activator
YKR099W	YGL135W	activator
YKR099W	YLR061W	activator
YKR099W	YNL189W	activator
YKR099W	YGL186C	activator
YKR099W	YKR079C	activator
YKR099W	YPL253C	activator
YKR099W	YBL029W	activator
YKR099W	YPL251W	activator
YDR423C	YHL021C	activator
YDR423C	YPR013C	activator
YDR423C	YMR220W	activator
YDR423C	YOL119C	activator
YDR423C	YKL120W	activator
YDR423C	YGL158W	activator
YDR423C	YPL089C	activator
YDR423C	YOR165W	activator
YDR423C	YDR011W	activator
YDR423C	YKL033W	activator
YDR423C	YBL029W	activator
YDR423C	YDR034W-B	activator
YDR423C	YKL071W	activator
YDR423C	YLR177W	activator
