TF	Target	Sign
MAL63	YBR299W	+
MAL63	YLR134W	+
MAL63	YOR145C	+
MAL63	YPL098C	+
MATA1	YPR111W	-
MATA1	YBL018C	-
MATA1	YBR199W	-
MATA1	YBR281C	-
MATA1	YBR282W	-
MATA1	YCR083W	-
MATA1	YDL227C	-
MATA1	YDR177W	-
MATA1	YDR235W	-
MATA1	YDR363W-A	-
MATA1	YDR372C	-
MATA1	YDR373W	-
MATA1	YDR473C	-
MATA1	YEL018W	-
MATA1	YEL019C	-
MATA1	YEL055C	-
MATA1	YER007W	-
MATA1	YER008C	-
MATA1	YER009W	-
MATA1	YGL170C	-
MATA1	YGR166W	-
MATA1	YLR277C	-
MATA1	YMR066W	-
MATA1	YNL101W	-
MATA1	YNL105W	-
MATA1	YNL187W	-
MATA1	YNL245C	-
MATA1	YNL253W	-
MATA1	YNL254C	-
MATA1	YOL077W-A	-
MATA1	YOL078W	-
MATA1	YOL080C	-
MATA1	YOR035C	-
MATA1	YOR036W	-
MATA1	YOR156C	-
MATA1	YPR110C	-
YAL051W	YDR477W	+
YAL051W	YER134C	+
YAL051W	YGR109C	+
YAL051W	YGR188C	+
YAL051W	YIL113W	+
YAL051W	YJR066W	+
YAL051W	YLR240W	+
YAL051W	YBR150C	+
YAL051W	YDR207C	+
YAL051W	YGL237C	+
YAL051W	YGR067C	+
YAL051W	YLR176C	+
YAL051W	YMR043W	+
YAL051W	YAL016W	+
YAL051W	YAL034W-A	+
YAL051W	YAL035C-A	+
YAL051W	YAL035W	+
YAL051W	YAL036C	+
YAL051W	YBL089W	+
YAL051W	YBR019C	+
YAL051W	YBR020W	+
YAL051W	YBR127C	+
YAL051W	YBR151W	+
YAL051W	YBR187W	+
YAL051W	YBR214W	+
YAL051W	YBR230C	+
YAL051W	YCR020C-A	+
YAL051W	YCR081W	+
YAL051W	YDL058W	+
YAL051W	YDL059C	+
YAL051W	YDR048C	+
YAL051W	YDR208W	+
YAL051W	YDR256C	+
YAL051W	YDR476C	+
YAL051W	YEL011W	-
YAL051W	YER015W	+
YAL051W	YFR015C	+
YAL051W	YFR016C	+
YAL051W	YGL143C	+
YAL051W	YGL201C	+
YAL051W	YGL235W	+
YAL051W	YGR069W	+
YAL051W	YGR109W-A	+
YAL051W	YGR109W-B	+
YAL051W	YHL017W	+
YAL051W	YHR041C	+
YAL051W	YHR042W	+
YAL051W	YHR117W	+
YAL051W	YIL054W	+
YAL051W	YIL055C	+
YAL051W	YIL069C	+
YAL051W	YIL114C	+
YAL051W	YIL120W	+
YAL051W	YIL125W	+
YAL051W	YJL222W	+
YAL051W	YJR045C	+
YAL051W	YJR046W	+
YAL051W	YJR065C	+
YAL051W	YJR069C	+
YAL051W	YJR071W	+
YAL051W	YJR104C	+
YAL051W	YJR105W	+
YAL051W	YKL146W	+
YAL051W	YKL148C	+
YAL051W	YKR096W	+
YAL051W	YLR089C	+
YAL051W	YLR090W	+
YAL051W	YLR174W	+
YAL051W	YLR177W	+
YAL051W	YLR239C	+
YAL051W	YLR373C	+
YAL051W	YLR375W	+
YAL051W	YLR428C	+
YAL051W	YLR430W	+
YAL051W	YML072C	+
YAL051W	YML125C	+
YAL051W	YMR062C	+
YAL051W	YMR063W	+
YAL051W	YMR107W	-
YAL051W	YMR165C	+
YAL051W	YNL113W	+
YAL051W	YNL115C	+
YAL051W	YNL299W	+
YAL051W	YNL321W	+
YAL051W	YNL322C	+
YAL051W	YOL083W	-
YAL051W	YOR042W	+
YAL051W	YOR301W	+
YAL051W	YPL016W	+
YAL051W	YPL017C	+
YAL051W	YPL059W	+
YAL051W	YPL060C-A	+
YAL051W	YPL262W	+
YAL051W	YPL263C	+
YAL051W	YPR098C	+
YAL051W	YPR100W	+
YAL051W	YPR148C	+
YAL051W	YPR149W	+
YBL005W	YLR240W	+
YBL005W	YOR233W	+
YBL005W	YGL209W	+
YBL005W	YAR050W	+
YBL005W	YBL006C	+
YBL005W	YBL007C	+
YBL005W	YBR008C	+
YBL005W	YBR080C	+
YBL005W	YCR032W	+
YBL005W	YDL027C	+
YBL005W	YDR011W	+
YBL005W	YDR048C	-
YBL005W	YDR072C	+
YBL005W	YDR406W	+
YBL005W	YDR415C	+
YBL005W	YDR416W	-
YBL005W	YDR468C	+
YBL005W	YDR469W	+
YBL005W	YGL066W	+
YBL005W	YGR110W	-
YBL005W	YGR218W	+
YBL005W	YGR281W	+
YBL005W	YHR064C	+
YBL005W	YJL082W	+
YBL005W	YJL219W	-
YBL005W	YJR007W	+
YBL005W	YJR132W	+
YBL005W	YKL077W	+
YBL005W	YLR239C	+
YBL005W	YLR343W	+
YBL005W	YML093W	+
YBL005W	YML095C-A	+
YBL005W	YML096W	-
YBL005W	YML097C	+
YBL005W	YML125C	+
YBL005W	YMR193W	+
YBL005W	YMR258C	-
YBL005W	YNL168C	+
YBL005W	YNL258C	-
YBL005W	YNR007C	+
YBL005W	YNR008W	+
YBL005W	YOL083W	+
YBL005W	YOL156W	+
YBL005W	YOR148C	+
YBL005W	YOR153W	+
YBL005W	YOR328W	+
YBL005W	YOR339C	-
YBL005W	YPL066W	+
YBL005W	YPL068C	+
YBL008W	YBR097W	-
YBL008W	YDR523C	-
YBL008W	YKL203C	-
YBL008W	YLR226W	-
YBL008W	YLR361C	-
YBL008W	YLR362W	-
YBL008W	YOR137C	-
YBL008W	YCR040W	-
YBL008W	YAL001C	-
YBL008W	YAR002W	-
YBL008W	YBL002W	-
YBL008W	YBL003C	-
YBL008W	YBR009C	-
YBL008W	YBR010W	-
YBL008W	YBR095C	-
YBL008W	YBR096W	-
YBL008W	YCR039C	-
YBL008W	YCR041W	-
YBL008W	YDR086C	-
YBL008W	YDR098C	-
YBL008W	YDR224C	-
YBL008W	YDR225W	-
YBL008W	YDR386W	-
YBL008W	YDR417C	-
YBL008W	YDR419W	-
YBL008W	YEL001C	-
YBL008W	YEL002C	-
YBL008W	YEL022W	-
YBL008W	YEL023C	-
YBL008W	YFR001W	-
YBL008W	YGL230C	-
YBL008W	YGR004W	-
YBL008W	YHR138C	-
YBL008W	YIL014W	-
YBL008W	YIL070C	-
YBL008W	YJR007W	-
YBL008W	YJR044C	-
YBL008W	YKL202W	-
YBL008W	YLR002C	-
YBL008W	YLR061W	-
YBL008W	YLR166C	-
YBL008W	YLR167W	-
YBL008W	YLR225C	-
YBL008W	YNL030W	-
YBL008W	YNL031C	-
YBL008W	YNR052C	-
YBL008W	YOL144W	-
YBL008W	YOL145C	-
YBL008W	YOR004W	-
YBL008W	YOR273C	-
YBL008W	YOR274W	-
YBL008W	YPL018W	-
YBL008W	YPL019C	-
YBL008W	YPL249C-A	-
YBL008W	YPL251W	-
YBL008W	YPL253C	-
YBL008W	YPR144C	-
YBL021C	YDL170W	+
YBL021C	YDR146C	+
YBL021C	YKL072W	+
YBL021C	YOR140W	+
YBL021C	YBR039W	+
YBL021C	YCR028C	+
YBL021C	YDL171C	+
YBL021C	YDR030C	+
YBL021C	YDR031W	+
YBL021C	YDR147W	+
YBL021C	YDR292C	+
YBL021C	YDR372C	+
YBL021C	YDR373W	+
YBL021C	YDR377W	+
YBL021C	YER174C	+
YBL021C	YER175C	+
YBL021C	YER176W	+
YBL021C	YFR023W	+
YBL021C	YGL187C	+
YBL021C	YGL195W	+
YBL021C	YGR191W	+
YBL021C	YGR234W	+
YBL021C	YHR001W-A	+
YBL021C	YHR044C	+
YBL021C	YHR045W	+
YBL021C	YHR051W	+
YBL021C	YJL145W	+
YBL021C	YJL148W	+
YBL021C	YJR077C	+
YBL021C	YJR078W	-
YBL021C	YJR079W	+
YBL021C	YJR082C	+
YBL021C	YJR100C	+
YBL021C	YLL026W	+
YBL021C	YLL027W	+
YBL021C	YLR220W	+
YBL021C	YML119W	+
YBL021C	YML120C	+
YBL021C	YMR065W	+
YBL021C	YMR126C	+
YBL021C	YMR258C	+
YBL021C	YNL009W	+
YBL021C	YNR006W	+
YBL021C	YOL105C	+
YBL021C	YOR112W	+
YBL021C	YOR138C	+
YBL021C	YPL207W	+
YBL021C	YPR197C	+
YBL054W	YDR039C	+
YBL054W	YDR375C	+
YBL054W	YDR376W	+
YBL054W	YDR443C	+
YBL054W	YDR444W	+
YBL054W	YGL240W	+
YBL054W	YGL241W	+
YBL054W	YGL242C	+
YBL054W	YHL042W	+
YBL054W	YHR139C-A	+
YBL054W	YHR140W	+
YBL054W	YIR030C	+
YBL054W	YKL157W	+
YBL054W	YNL258C	+
YBL054W	YOR022C	+
YBL103C	YDL236W	+
YBL103C	YDR067C	+
YBL103C	YER129W	+
YBL103C	YHR071W	+
YBL103C	YCR096C	+
YBL103C	YCR097W	-
YBL103C	YIL036W	+
YBL103C	YLR266C	-
YBL103C	YMR019W	+
YBL103C	YAL053W	+
YBL103C	YAL054C	+
YBL103C	YAL062W	+
YBL103C	YAR009C	+
YBL103C	YBL015W	+
YBL103C	YBL043W	+
YBL103C	YBL059W	+
YBL103C	YBL104C	+
YBL103C	YBR099C	+
YBL103C	YBR104W	+
YBL103C	YBR167C	+
YBL103C	YBR168W	+
YBL103C	YCL030C	+
YBL103C	YCR005C	+
YBL103C	YCR018C-A	+
YBL103C	YCR019W	+
YBL103C	YCR020C-A	+
YBL103C	YCR021C	+
YBL103C	YCR090C	+
YBL103C	YCR095C	+
YBL103C	YCR105W	+
YBL103C	YCR107W	+
YBL103C	YDL013W	+
YBL103C	YDL044C	+
YBL103C	YDL066W	+
YBL103C	YDL067C	+
YBL103C	YDL146W	+
YBL103C	YDL182W	+
YBL103C	YDL247W	+
YBL103C	YDR040C	+
YBL103C	YDR041W	+
YBL103C	YDR042C	+
YBL103C	YDR068W	+
YBL103C	YDR077W	+
YBL103C	YDR078C	+
YBL103C	YDR079W	+
YBL103C	YDR084C	+
YBL103C	YDR127W	+
YBL103C	YDR131C	+
YBL103C	YDR179C	+
YBL103C	YDR179W-A	+
YBL103C	YDR210W-D	+
YBL103C	YDR278C	+
YBL103C	YDR314C	+
YBL103C	YDR317W	+
YBL103C	YDR434W	+
YBL103C	YDR473C	+
YBL103C	YDR482C	+
YBL103C	YDR483W	+
YBL103C	YDR508C	+
YBL103C	YDR510W	+
YBL103C	YDR519W	+
YBL103C	YDR522C	+
YBL103C	YDR540C	+
YBL103C	YEL010W	+
YBL103C	YEL050C	+
YBL103C	YEL071W	+
YBL103C	YER002W	+
YBL103C	YER013W	+
YBL103C	YER044C-A	+
YBL103C	YER069W	+
YBL103C	YER076C	+
YBL103C	YER107C	+
YBL103C	YER115C	+
YBL103C	YER135C	+
YBL103C	YER138C	+
YBL103C	YFL011W	+
YBL103C	YFR017C	+
YBL103C	YFR024C	+
YBL103C	YFR024C-A	+
YBL103C	YGL001C	+
YBL103C	YGL027C	+
YBL103C	YGL114W	+
YBL103C	YGL255W	+
YBL103C	YGR038C-B	+
YBL103C	YGR050C	+
YBL103C	YGR071C	+
YBL103C	YGR072W	+
YBL103C	YGR142W	+
YBL103C	YGR178C	+
YBL103C	YGR218W	+
YBL103C	YGR271C-A	+
YBL103C	YGR272C	+
YBL103C	YHR018C	+
YBL103C	YHR143W	+
YBL103C	YHR156C	+
YBL103C	YHR157W	+
YBL103C	YHR161C	+
YBL103C	YHR162W	+
YBL103C	YIL026C	+
YBL103C	YIL037C	+
YBL103C	YIL056W	+
YBL103C	YIR029W	+
YBL103C	YJL088W	+
YBL103C	YJL133W	+
YBL103C	YJL203W	+
YBL103C	YJL204C	+
YBL103C	YJL217W	+
YBL103C	YJR011C	+
YBL103C	YJR088C	+
YBL103C	YJR089W	+
YBL103C	YJR109C	+
YBL103C	YJR110W	+
YBL103C	YJR148W	-
YBL103C	YJR152W	+
YBL103C	YJR160C	+
YBL103C	YKL060C	+
YBL103C	YKL067W	+
YBL103C	YKL071W	+
YBL103C	YKL177W	+
YBL103C	YKL179C	+
YBL103C	YKR004C	+
YBL103C	YKR089C	+
YBL103C	YKR090W	+
YBL103C	YKR093W	-
YBL103C	YKR103W	+
YBL103C	YLL004W	+
YBL103C	YLL005C	+
YBL103C	YLL015W	+
YBL103C	YLR049C	+
YBL103C	YLR082C	+
YBL103C	YLR130C	+
YBL103C	YLR140W	+
YBL103C	YLR141W	+
YBL103C	YLR189C	+
YBL103C	YLR190W	+
YBL103C	YLR267W	+
YBL103C	YLR276C	+
YBL103C	YLR302C	+
YBL103C	YLR304C	+
YBL103C	YLR316C	+
YBL103C	YLR318W	+
YBL103C	YLR348C	+
YBL103C	YLR350W	+
YBL103C	YLR397C	+
YBL103C	YMR086C-A	+
YBL103C	YMR087W	+
YBL103C	YMR095C	+
YBL103C	YMR096W	+
YBL103C	YMR098C	+
YBL103C	YMR135W-A	+
YBL103C	YMR178W	+
YBL103C	YMR188C	+
YBL103C	YMR189W	+
YBL103C	YMR193W	+
YBL103C	YMR227C	+
YBL103C	YMR228W	+
YBL103C	YMR251W-A	+
YBL103C	YMR258C	+
YBL103C	YNL001W	+
YBL103C	YNL002C	+
YBL103C	YNL009W	+
YBL103C	YNL036W	+
YBL103C	YNL037C	+
YBL103C	YNL040W	+
YBL103C	YNL041C	+
YBL103C	YNL071W	+
YBL103C	YNL134C	+
YBL103C	YNL178W	+
YBL103C	YNL231C	+
YBL103C	YNL258C	+
YBL103C	YNR001C	+
YBL103C	YNR017W	+
YBL103C	YOL058W	+
YBL103C	YOL079W	+
YBL103C	YOL159C	+
YBL103C	YOR130C	+
YBL103C	YOR136W	+
YBL103C	YOR302W	+
YBL103C	YOR303W	+
YBL103C	YPL124W	+
YBL103C	YPL135W	+
YBL103C	YPL137C	+
YBL103C	YPL146C	+
YBL103C	YPL252C	+
YBL103C	YPL265W	+
YBL103C	YPL268W	+
YBL103C	YPR001W	+
YBL103C	YPR038W	+
YBL103C	YPR039W	+
YBL103C	YPR040W	+
YBL103C	YPR197C	+
YBL103C	YPR198W	+
YBR033W	YKL072W	+
YBR033W	YDL044C	+
YBR033W	YEL002C	+
YBR033W	YEL015W	+
YBR033W	YEL016C	+
YBR033W	YGR100W	+
YBR033W	YJR132W	+
YBR033W	YJR154W	+
YBR033W	YKL026C	+
YBR033W	YKL177W	-
YBR033W	YKL179C	+
YBR033W	YML065W	+
YBR033W	YML066C	+
YBR033W	YMR283C	+
YBR033W	YNL259C	+
YBR033W	YOR353C	+
YBR049C	YDL188C	+
YBR049C	YDR028C	+
YBR049C	YDR466W	+
YBR049C	YGL119W	+
YBR049C	YKL025C	+
YBR049C	YKL203C	+
YBR049C	YMR001C	+
YBR049C	YNL161W	+
YBR049C	YPL204W	+
YBR049C	YPR025C	+
YBR049C	YPR119W	+
YBR049C	YDR146C	+
YBR049C	YDR174W	+
YBR049C	YER068W	+
YBR049C	YGL181W	+
YBR049C	YGL237C	+
YBR049C	YKL072W	+
YBR049C	YLR223C	+
YBR049C	YMR182C	+
YBR049C	YMR280C	+
YBR049C	YNL216W	+
YBR049C	YOR077W	+
YBR049C	YAL030W	+
YBR049C	YAL031C	+
YBR049C	YAL038W	+
YBR049C	YAL054C	+
YBR049C	YBL013W	+
YBR049C	YBL014C	+
YBR049C	YBL036C	+
YBR049C	YBL050W	+
YBR049C	YBL051C	+
YBR049C	YBL058W	+
YBR049C	YBL059C-A	+
YBR049C	YBL059W	+
YBR049C	YBR017C	+
YBR049C	YBR019C	+
YBR049C	YBR020W	+
YBR049C	YBR035C	+
YBR049C	YBR051W	+
YBR049C	YBR095C	+
YBR049C	YBR096W	+
YBR049C	YBR130C	+
YBR049C	YBR131W	+
YBR049C	YBR143C	+
YBR049C	YBR164C	+
YBR049C	YBR165W	+
YBR049C	YBR170C	+
YBR049C	YBR171W	+
YBR049C	YBR179C	+
YBR049C	YBR180W	+
YBR049C	YBR222C	+
YBR049C	YBR224W	+
YBR049C	YBR225W	+
YBR049C	YBR236C	+
YBR049C	YBR237W	+
YBR049C	YCR012W	+
YBR049C	YCR032W	+
YBR049C	YCR042C	+
YBR049C	YCR094W	+
YBR049C	YCR095C	+
YBR049C	YDL007W	+
YBR049C	YDL045W-A	+
YBR049C	YDL137W	+
YBR049C	YDL140C	+
YBR049C	YDL152W	+
YBR049C	YDL155W	+
YBR049C	YDL161W	+
YBR049C	YDL164C	+
YBR049C	YDL176W	+
YBR049C	YDL177C	+
YBR049C	YDL186W	+
YBR049C	YDL208W	+
YBR049C	YDL209C	+
YBR049C	YDL212W	+
YBR049C	YDL213C	+
YBR049C	YDL225W	+
YBR049C	YDL226C	+
YBR049C	YDR003W	+
YBR049C	YDR007W	+
YBR049C	YDR030C	+
YBR049C	YDR031W	+
YBR049C	YDR036C	+
YBR049C	YDR037W	+
YBR049C	YDR050C	+
YBR049C	YDR101C	+
YBR049C	YDR155C	+
YBR049C	YDR156W	+
YBR049C	YDR173C	+
YBR049C	YDR179C	+
YBR049C	YDR179W-A	+
YBR049C	YDR219C	+
YBR049C	YDR221W	+
YBR049C	YDR257C	+
YBR049C	YDR282C	+
YBR049C	YDR284C	+
YBR049C	YDR285W	+
YBR049C	YDR294C	+
YBR049C	YDR313C	+
YBR049C	YDR322C-A	+
YBR049C	YDR323C	+
YBR049C	YDR328C	+
YBR049C	YDR370C	+
YBR049C	YDR371W	+
YBR049C	YDR372C	+
YBR049C	YDR373W	+
YBR049C	YDR455C	+
YBR049C	YDR457W	+
YBR049C	YDR465C	+
YBR049C	YDR498C	+
YBR049C	YDR499W	+
YBR049C	YEL010W	+
YBR049C	YEL012W	+
YBR049C	YEL022W	+
YBR049C	YEL023C	+
YBR049C	YEL026W	+
YBR049C	YEL027W	+
YBR049C	YER013W	+
YBR049C	YER025W	+
YBR049C	YER039C	+
YBR049C	YER039C-A	+
YBR049C	YER048W-A	+
YBR049C	YER049W	+
YBR049C	YER066C-A	+
YBR049C	YER070W	+
YBR049C	YER086W	+
YBR049C	YER105C	+
YBR049C	YER106W	+
YBR049C	YER156C	+
YBR049C	YER157W	+
YBR049C	YFL005W	+
YBR049C	YFL023W	-
YBR049C	YFL024C	+
YBR049C	YFL039C	+
YBR049C	YFR050C	+
YBR049C	YGL026C	+
YBR049C	YGL058W	+
YBR049C	YGL068W	+
YBR049C	YGL070C	+
YBR049C	YGL086W	+
YBR049C	YGL087C	+
YBR049C	YGL088W	+
YBR049C	YGL089C	+
YBR049C	YGL120C	+
YBR049C	YGL151W	+
YBR049C	YGL152C	+
YBR049C	YGL160W	+
YBR049C	YGL161C	+
YBR049C	YGL182C	+
YBR049C	YGL183C	+
YBR049C	YGL191W	+
YBR049C	YGL193C	+
YBR049C	YGL198W	+
YBR049C	YGL200C	+
YBR049C	YGL244W	+
YBR049C	YGL246C	+
YBR049C	YGR002C	+
YBR049C	YGR012W	+
YBR049C	YGR037C	+
YBR049C	YGR038W	+
YBR049C	YGR054W	+
YBR049C	YGR078C	+
YBR049C	YGR079W	+
YBR049C	YGR132C	+
YBR049C	YGR133W	+
YBR049C	YGR134W	+
YBR049C	YGR135W	+
YBR049C	YGR141W	+
YBR049C	YGR145W	-
YBR049C	YGR147C	+
YBR049C	YGR156W	+
YBR049C	YGR172C	+
YBR049C	YGR173W	+
YBR049C	YGR179C	+
YBR049C	YGR184C	+
YBR049C	YGR231C	+
YBR049C	YGR232W	+
YBR049C	YGR235C	+
YBR049C	YGR241C	+
YBR049C	YGR243W	+
YBR049C	YGR254W	+
YBR049C	YHL031C	+
YBR049C	YHR039C-A	+
YBR049C	YHR040W	+
YBR049C	YHR146W	+
YBR049C	YHR170W	+
YBR049C	YIL022W	+
YBR049C	YIL023C	+
YBR049C	YIL075C	+
YBR049C	YIL108W	+
YBR049C	YIL109C	+
YBR049C	YIL112W	+
YBR049C	YIL125W	+
YBR049C	YIL148W	+
YBR049C	YIL149C	+
YBR049C	YIR002C	+
YBR049C	YIR003W	+
YBR049C	YJL001W	+
YBR049C	YJL002C	+
YBR049C	YJL105W	+
YBR049C	YJL111W	+
YBR049C	YJL148W	+
YBR049C	YJL194W	+
YBR049C	YJL196C	+
YBR049C	YJR007W	+
YBR049C	YJR085C	+
YBR049C	YJR086W	+
YBR049C	YJR087W	+
YBR049C	YJR090C	+
YBR049C	YJR097W	+
YBR049C	YJR098C	+
YBR049C	YJR099W	+
YBR049C	YJR100C	+
YBR049C	YJR101W	+
YBR049C	YJR122W	+
YBR049C	YJR137C	+
YBR049C	YJR138W	+
YBR049C	YKL058W	+
YBR049C	YKL059C	+
YBR049C	YKL081W	+
YBR049C	YKL082C	+
YBR049C	YKL104C	+
YBR049C	YKL142W	+
YBR049C	YKL145W	+
YBR049C	YKL146W	+
YBR049C	YKL147C	+
YBR049C	YKL148C	+
YBR049C	YKL182W	+
YBR049C	YKL202W	+
YBR049C	YKR015C	+
YBR049C	YKR016W	+
YBR049C	YKR068C	+
YBR049C	YKR069W	+
YBR049C	YLL040C	+
YBR049C	YLR032W	+
YBR049C	YLR114C	+
YBR049C	YLR115W	+
YBR049C	YLR170C	+
YBR049C	YLR224W	+
YBR049C	YLR262C	+
YBR049C	YLR275W	+
YBR049C	YLR367W	+
YBR049C	YLR378C	+
YBR049C	YLR380W	+
YBR049C	YLR457C	+
YBR049C	YLR459W	+
YBR049C	YML001W	+
YBR049C	YML042W	+
YBR049C	YML119W	+
YBR049C	YML120C	+
YBR049C	YML129C	+
YBR049C	YMR002W	+
YBR049C	YMR039C	+
YBR049C	YMR040W	+
YBR049C	YMR047C	+
YBR049C	YMR048W	+
YBR049C	YMR117C	+
YBR049C	YMR121C	+
YBR049C	YMR122W-A	+
YBR049C	YMR186W	+
YBR049C	YMR188C	+
YBR049C	YMR189W	+
YBR049C	YMR207C	+
YBR049C	YMR208W	+
YBR049C	YMR214W	+
YBR049C	YMR221C	+
YBR049C	YMR257C	+
YBR049C	YMR281W	+
YBR049C	YNL008C	+
YBR049C	YNL090W	+
YBR049C	YNL091W	+
YBR049C	YNL111C	+
YBR049C	YNL113W	+
YBR049C	YNL115C	+
YBR049C	YNL117W	+
YBR049C	YNL118C	+
YBR049C	YNL168C	+
YBR049C	YNL169C	+
YBR049C	YNL171C	+
YBR049C	YNL197C	+
YBR049C	YNL243W	+
YBR049C	YNL244C	+
YBR049C	YNL262W	+
YBR049C	YNL263C	+
YBR049C	YNL284C	+
YBR049C	YNL308C	+
YBR049C	YNR011C	+
YBR049C	YNR012W	+
YBR049C	YNR039C	+
YBR049C	YNR040W	+
YBR049C	YOL004W	+
YBR049C	YOL005C	+
YBR049C	YOL006C	+
YBR049C	YOL144W	+
YBR049C	YOL145C	+
YBR049C	YOR021C	+
YBR049C	YOR044W	+
YBR049C	YOR048C	+
YBR049C	YOR074C	+
YBR049C	YOR075W	+
YBR049C	YOR076C	+
YBR049C	YOR093C	+
YBR049C	YOR094W	+
YBR049C	YOR116C	+
YBR049C	YOR117W	+
YBR049C	YOR122C	+
YBR049C	YOR128C	+
YBR049C	YOR148C	+
YBR049C	YOR149C	+
YBR049C	YOR150W	+
YBR049C	YOR151C	+
YBR049C	YOR157C	+
YBR049C	YOR158W	+
YBR049C	YOR187W	+
YBR049C	YOR237W	-
YBR049C	YOR271C	+
YBR049C	YOR272W	+
YBR049C	YOR287C	-
YBR049C	YOR319W	+
YBR049C	YOR335C	+
YBR049C	YOR336W	+
YBR049C	YOR340C	+
YBR049C	YPL160W	+
YBR049C	YPL161C	+
YBR049C	YPL180W	+
YBR049C	YPL182C	+
YBR049C	YPL206C	+
YBR049C	YPL211W	+
YBR049C	YPL212C	+
YBR049C	YPL231W	+
YBR049C	YPR026W	+
YBR049C	YPR029C	+
YBR049C	YPR030W	+
YBR049C	YPR052C	+
YBR049C	YPR053C	+
YBR049C	YPR055W	+
YBR049C	YPR067W	+
YBR049C	YPR074C	+
YBR049C	YPR076W	+
YBR049C	YPR099C	+
YBR049C	YPR101W	+
YBR049C	YPR163C	+
YBR049C	YPR164W	+
YBR049C	YPR181C	+
YBR049C	YPR182W	+
YBR049C	YPR197C	+
YBR083W	YBL016W	+
YBR083W	YDL127W	-
YBR083W	YDR195W	+
YBR083W	YDR523C	-
YBR083W	YJL187C	+
YBR083W	YKL139W	-
YBR083W	YNL053W	+
YBR083W	YNL289W	+
YBR083W	YCL055W	+
YBR083W	YCL066W	+
YBR083W	YCL067C	+
YBR083W	YCR040W	+
YBR083W	YDR207C	+
YBR083W	YDR463W	+
YBR083W	YGL192W	+
YBR083W	YHR084W	+
YBR083W	YIL119C	+
YBR083W	YLR403W	+
YBR083W	YMR164C	+
YBR083W	YOR077W	+
YBR083W	YAL028W	+
YBR083W	YAL029C	+
YBR083W	YAL041W	-
YBR083W	YAL043C-A	+
YBR083W	YAR010C	+
YBR083W	YAR014C	+
YBR083W	YAR015W	+
YBR083W	YBL017C	+
YBR083W	YBL107W-A	+
YBR083W	YBR012W-A	+
YBR083W	YBR012W-B	+
YBR083W	YBR040W	+
YBR083W	YBR048W	+
YBR083W	YBR082C	+
YBR083W	YBR200W	+
YBR083W	YCL012W	+
YBR083W	YCL014W	+
YBR083W	YCL018W	+
YBR083W	YCL027W	+
YBR083W	YCL056C	+
YBR083W	YCL065W	+
YBR083W	YCR039C	+
YBR083W	YCR041W	-
YBR083W	YCR089W	+
YBR083W	YCR105W	+
YBR083W	YCR107W	-
YBR083W	YDL053C	+
YBR083W	YDL068W	+
YBR083W	YDL071C	-
YBR083W	YDL126C	+
YBR083W	YDR042C	-
YBR083W	YDR098C-A	+
YBR083W	YDR098C-B	+
YBR083W	YDR104C	+
YBR083W	YDR180W	+
YBR083W	YDR194C	+
YBR083W	YDR208W	+
YBR083W	YDR210W	+
YBR083W	YDR210W-C	+
YBR083W	YDR240C	-
YBR083W	YDR309C	+
YBR083W	YDR316W-A	+
YBR083W	YDR316W-B	+
YBR083W	YDR317W	+
YBR083W	YDR461W	+
YBR083W	YDR522C	+
YBR083W	YDR544C	+
YBR083W	YDR545W	+
YBR083W	YEL040W	+
YBR083W	YER041W	+
YBR083W	YER118C	+
YBR083W	YER120W	+
YBR083W	YER137C-A	+
YBR083W	YER155C	+
YBR083W	YER189W	+
YBR083W	YER190W	+
YBR083W	YFL039C	+
YBR083W	YGL001C	+
YBR083W	YGL032C	+
YBR083W	YGL062W	+
YBR083W	YGL194C	+
YBR083W	YGR014W	+
YBR083W	YGR027W-A	+
YBR083W	YGR038C-A	+
YBR083W	YGR039W	+
YBR083W	YGR189C	+
YBR083W	YGR199W	+
YBR083W	YGR218W	+
YBR083W	YGR221C	+
YBR083W	YHR001W	+
YBR083W	YHR005C	-
YBR083W	YHR091C	+
YBR083W	YHR141C	+
YBR083W	YHR142W	+
YBR083W	YHR145C	+
YBR083W	YIL015W	+
YBR083W	YIL123W	+
YBR083W	YIR020C	+
YBR083W	YJL145W	+
YBR083W	YJL186W	+
YBR083W	YKL095W	+
YBR083W	YKL096W	+
YBR083W	YKL096W-A	+
YBR083W	YKL097C	-
YBR083W	YKL104C	+
YBR083W	YKL118W	+
YBR083W	YKL127W	+
YBR083W	YKL140W	+
YBR083W	YKL177W	+
YBR083W	YKL179C	+
YBR083W	YKR041W	+
YBR083W	YKR056W	+
YBR083W	YKR061W	+
YBR083W	YKR091W	+
YBR083W	YKR102W	+
YBR083W	YLL015W	-
YBR083W	YLL065W	+
YBR083W	YLR011W	+
YBR083W	YLR022C	+
YBR083W	YLR046C	+
YBR083W	YLR084C	+
YBR083W	YLR322W	-
YBR083W	YLR353W	+
YBR083W	YLR360W	-
YBR083W	YLR413W	+
YBR083W	YLR452C	+
YBR083W	YLR463C	-
YBR083W	YLR465C	-
YBR083W	YLR467W	+
YBR083W	YML040W	+
YBR083W	YML048W-A	+
YBR083W	YML058C-A	+
YBR083W	YML106W	+
YBR083W	YML107C	+
YBR083W	YMR014W	+
YBR083W	YMR065W	+
YBR083W	YMR132C	+
YBR083W	YMR133W	+
YBR083W	YMR135C	+
