TF	Target	Sign
YIL131C	YBR163W	-
YIL131C	YCL027W	-
YIL131C	YCL054W	-
YIL131C	YCL063W	-
YIL131C	YCL064C	-
YIL131C	YCR075C	-
YIL131C	YCR077C	-
YIL131C	YCR086W	-
YIL131C	YCR089W	-
YIL131C	YCR092C	-
YIL131C	YCR093W	-
YIL131C	YDL018C	-
YIL131C	YDL084W	-
YIL131C	YDR003W	-
YIL131C	YDR027C	-
YIL131C	YDR085C	-
YIL131C	YDR107C	-
YIL131C	YDR108W	-
YIL131C	YDR113C	-
YIL131C	YDR115W	-
YIL131C	YDR179C	-
YIL131C	YDR179W-A	-
YIL131C	YDR263C	-
YIL131C	YDR324C	+
YIL131C	YDR325W	-
YIL131C	YDR378C	-
YIL131C	YDR379W	-
YIL131C	YDR452W	-
YIL131C	YDR488C	-
YIL131C	YDR489W	-
YIL131C	YDR500C	-
YIL131C	YDR538W	-
YIL131C	YEL015W	-
YIL131C	YEL016C	-
YIL131C	YER031C	-
YIL131C	YER032W	-
YIL131C	YER046W	-
YIL131C	YER064C	-
YIL131C	YER070W	-
YIL131C	YER094C	-
YIL131C	YER095W	-
YIL131C	YER122C	-
YIL131C	YER124C	-
YIL131C	YER125W	-
YIL131C	YFL022C	-
YIL131C	YFL037W	-
YIL131C	YFL038C	-
YIL131C	YFR003C	-
YIL131C	YFR004W	-
YIL131C	YFR017C	+
YIL131C	YFR018C	-
YIL131C	YFR019W	-
YIL131C	YFR023W	-
YIL131C	YFR044C	+
YIL131C	YFR045W	-
YIL131C	YFR051C	-
YIL131C	YFR052W	-
YIL131C	YGL028C	+
YIL131C	YGL075C	-
YIL131C	YGL092W	-
YIL131C	YGL116W	-
YIL131C	YGL255W	-
YIL131C	YGL256W	-
YIL131C	YGL257C	-
YIL131C	YGR041W	+
YIL131C	YGR050C	-
YIL131C	YGR098C	-
YIL131C	YGR099W	-
YIL131C	YGR107W	-
YIL131C	YGR171C	-
YIL131C	YGR268C	-
YIL131C	YGR270W	-
YIL131C	YHL024W	-
YIL131C	YHR049W	-
YIL131C	YHR090C	-
YIL131C	YHR094C	-
YIL131C	YHR095W	-
YIL131C	YHR101C	-
YIL131C	YHR103W	-
YIL131C	YHR117W	-
YIL131C	YHR118C	-
YIL131C	YHR119W	-
YIL131C	YHR143W	+
YIL131C	YHR183W	-
YIL131C	YHR199C	-
YIL131C	YHR200W	-
YIL131C	YIL015W	-
YIL131C	YIL076W	-
YIL131C	YIL077C	-
YIL131C	YIL158W	+
YIL131C	YJL078C	+
YIL131C	YJL100W	-
YIL131C	YJL101C	+
YIL131C	YJL189W	-
YIL131C	YJL190C	-
YIL131C	YJL210W	-
YIL131C	YJL212C	-
YIL131C	YJR091C	-
YIL131C	YJR092W	+
YIL131C	YKL069W	-
YIL131C	YKL096W-A	-
YIL131C	YKL097C	-
YIL131C	YKL157W	-
YIL131C	YKR054C	-
YIL131C	YKR055W	-
YIL131C	YKR059W	-
YIL131C	YKR093W	+
YIL131C	YLR209C	-
YIL131C	YLR257W	-
YIL131C	YLR272C	-
YIL131C	YLR286C	+
YIL131C	YLR300W	-
YIL131C	YLR353W	-
YIL131C	YLR399C	+
YIL131C	YLR400W	-
YIL131C	YLR406C	-
YIL131C	YLR407W	-
YIL131C	YML100W	+
YIL131C	YML100W-A	+
YIL131C	YML101C	-
YIL131C	YML102C-A	-
YIL131C	YMR076C	-
YIL131C	YMR078C	-
YIL131C	YMR079W	-
YIL131C	YMR086W	-
YIL131C	YMR117C	-
YIL131C	YMR144W	-
YIL131C	YMR183C	+
YIL131C	YMR184W	-
YIL131C	YMR197C	-
YIL131C	YMR198W	-
YIL131C	YMR199W	-
YIL131C	YMR215W	-
YIL131C	YMR232W	-
YIL131C	YMR261C	-
YIL131C	YMR262W	+
YIL131C	YNL091W	-
YIL131C	YNL093W	-
YIL131C	YNL100W	-
YIL131C	YNL104C	-
YIL131C	YNL138W	-
YIL131C	YNL140C	-
YIL131C	YNL145W	-
YIL131C	YNL174W	-
YIL131C	YNL176C	-
YIL131C	YNL212W	-
YIL131C	YNL213C	-
YIL131C	YNL218W	-
YIL131C	YNL219C	-
YIL131C	YNR046W	-
YIL131C	YOL023W	-
YIL131C	YOL030W	-
YIL131C	YOL031C	-
YIL131C	YOL114C	-
YIL131C	YOR095C	-
YIL131C	YOR096W	-
YIL131C	YOR309C	-
YIL131C	YOR310C	-
YIL131C	YOR312C	-
YIL131C	YOR313C	+
YIL131C	YOR315W	-
YIL131C	YOR357C	-
YIL131C	YPL032C	-
YIL131C	YPL116W	-
YIL131C	YPL117C	-
YIL131C	YPL155C	+
YIL131C	YPL226W	-
YIL131C	YPL227C	-
YIL131C	YPR013C	-
YIL131C	YPR033C	-
YIL131C	YPR034W	-
YIL131C	YPR035W	+
YIL131C	YPR045C	-
YIL131C	YPR046W	-
YIL131C	YPR075C	-
YIL131C	YPR194C	+
YIL131C	YPR195C	-
YIL131C	YPR204W	-
YIR017C	YGR188C	+
YIR017C	YCR081W	+
YIR017C	YDL050C	+
YIR017C	YDL089W	+
YIR017C	YDL090C	-
YIR017C	YDL149W	-
YIR017C	YDL151C	+
YIR017C	YDR144C	+
YIR017C	YDR145W	+
YIR017C	YFR030W	+
YIR017C	YIL038C	+
YIR017C	YJR010W	+
YIR017C	YKL001C	+
YIR017C	YKL075C	+
YIR017C	YKL076C	+
YIR017C	YLR023C	-
YIR017C	YLR067C	-
YIR017C	YLR068W	+
YIR017C	YMR126C	+
YIR017C	YNL082W	-
YIR017C	YOL049W	+
YIR017C	YOL050C	+
YIR017C	YOR339C	+
YIR017C	YPR167C	+
YIR018W	YBR160W	+
YIR018W	YDL159W	+
YIR018W	YER075C	+
YIR018W	YER139C	+
YIR018W	YHR102W	+
YIR018W	YJL106W	-
YIR018W	YKL101W	+
YIR018W	YMR277W	+
YIR018W	YNL307C	+
YIR018W	YPL031C	+
YIR018W	YPL209C	+
YIR018W	YBL005W	+
YIR018W	YCL066W	+
YIR018W	YCL067C	+
YIR018W	YCR040W	+
YIR018W	YDL170W	+
YIR018W	YDR423C	+
YIR018W	YFL021W	+
YIR018W	YIL128W	+
YIR018W	YKL020C	+
YIR018W	Q0065	+
YIR018W	YAL039C	+
YIR018W	YAL053W	+
YIR018W	YAL054C	+
YIR018W	YAL060W	+
YIR018W	YAL061W	+
YIR018W	YAR009C	+
YIR018W	YAR014C	+
YIR018W	YAR015W	+
YIR018W	YAR028W	+
YIR018W	YAR029W	+
YIR018W	YAR047C	+
YIR018W	YAR050W	+
YIR018W	YAR064W	+
YIR018W	YAR066W	+
YIR018W	YBL005W-A	+
YIR018W	YBL043W	+
YIR018W	YBL044W	+
YIR018W	YBL072C	+
YIR018W	YBL075C	+
YIR018W	YBL109W	+
YIR018W	YBL111C	+
YIR018W	YBL112C	+
YIR018W	YBL113C	+
YIR018W	YBR007C	+
YIR018W	YBR036C	+
YIR018W	YBR057C	+
YIR018W	YBR101C	-
YIR018W	YBR110W	+
YIR018W	YBR117C	+
YIR018W	YBR118W	+
YIR018W	YBR196C	+
YIR018W	YBR199W	+
YIR018W	YBR200W	+
YIR018W	YBR201W	+
YIR018W	YBR202W	+
YIR018W	YBR228W	+
YIR018W	YBR244W	+
YIR018W	YCL032W	+
YIR018W	YCL033C	+
YIR018W	YCL036W	+
YIR018W	YCL037C	+
YIR018W	YCL065W	+
YIR018W	YCL069W	+
YIR018W	YCR022C	+
YIR018W	YCR031C	-
YIR018W	YCR032W	+
YIR018W	YCR039C	+
YIR018W	YCR041W	+
YIR018W	YCR042C	+
YIR018W	YCR053W	+
YIR018W	YCR105W	+
YIR018W	YCR107W	+
YIR018W	YDL075W	+
YIR018W	YDL076C	+
YIR018W	YDL082W	+
YIR018W	YDL083C	-
YIR018W	YDL114W	+
YIR018W	YDL115C	+
YIR018W	YDL147W	+
YIR018W	YDL160C	+
YIR018W	YDL224C	+
YIR018W	YDR160W	+
YIR018W	YDR161W	+
YIR018W	YDR203W	+
YIR018W	YDR204W	+
YIR018W	YDR226W	+
YIR018W	YDR227W	+
YIR018W	YDR257C	+
YIR018W	YDR271C	+
YIR018W	YDR272W	+
YIR018W	YDR297W	+
YIR018W	YDR300C	+
YIR018W	YDR301W	+
YIR018W	YDR314C	+
YIR018W	YDR356W	+
YIR018W	YDR370C	+
YIR018W	YDR371W	+
YIR018W	YDR372C	+
YIR018W	YDR373W	+
YIR018W	YDR403W	+
YIR018W	YDR448W	+
YIR018W	YDR449C	+
YIR018W	YDR450W	+
YIR018W	YDR470C	+
YIR018W	YDR543C	+
YIR018W	YDR544C	+
YIR018W	YDR545W	+
YIR018W	YEL024W	+
YIR018W	YEL073C	+
YIR018W	YEL074W	+
YIR018W	YEL075C	+
YIR018W	YEL076C	+
YIR018W	YEL076C-A	+
YIR018W	YER065C	+
YIR018W	YER066W	+
YIR018W	YER093C-A	+
YIR018W	YER094C	+
YIR018W	YER095W	+
YIR018W	YER096W	+
YIR018W	YER104W	+
YIR018W	YER116C	-
YIR018W	YER117W	+
YIR018W	YER140W	+
YIR018W	YER162C	+
YIR018W	YER180C	+
YIR018W	YER182W	+
YIR018W	YER183C	+
YIR018W	YER189W	+
YIR018W	YER190W	+
YIR018W	YFL004W	+
YIR018W	YFL020C	+
YIR018W	YFL022C	+
YIR018W	YFL045C	+
YIR018W	YFL059W	+
YIR018W	YFL060C	+
YIR018W	YFL062W	+
YIR018W	YFL063W	+
YIR018W	YFL064C	+
YIR018W	YFL065C	+
YIR018W	YFR021W	+
YIR018W	YFR022W	+
YIR018W	YFR032C	+
YIR018W	YGL103W	+
YIR018W	YGL104C	+
YIR018W	YGL153W	+
YIR018W	YGL154C	+
YIR018W	YGL175C	+
YIR018W	YGR139W	+
YIR018W	YGR140W	+
YIR018W	YGR148C	+
YIR018W	YGR149W	+
YIR018W	YGR168C	-
YIR018W	YGR170W	+
YIR018W	YGR187C	+
YIR018W	YGR194C	+
YIR018W	YGR195W	+
YIR018W	YGR245C	+
YIR018W	YGR296W	+
YIR018W	YHL034C	+
YIR018W	YHL037C	+
YIR018W	YHL048W	+
YIR018W	YHL049C	+
YIR018W	YHR018C	+
YIR018W	YHR028C	+
YIR018W	YHR036W	+
YIR018W	YHR087W	+
YIR018W	YHR091C	+
YIR018W	YHR103W	+
YIR018W	YHR111W	+
YIR018W	YHR141C	+
YIR018W	YHR142W	+
YIR018W	YHR150W	+
YIR018W	YIL003W	+
YIR018W	YIL008W	+
YIR018W	YIL015W	+
YIR018W	YIL018W	+
YIR018W	YIL066C	+
YIR018W	YIL092W	+
YIR018W	YIL129C	+
YIR018W	YIL133C	-
YIR018W	YIL174W	+
YIR018W	YIL175W	+
YIR018W	YIL177C	+
YIR018W	YJL042W	+
YIR018W	YJL107C	+
YIR018W	YJL134W	+
YIR018W	YJL135W	+
YIR018W	YJL136C	+
YIR018W	YJL188C	+
YIR018W	YJL189W	+
YIR018W	YJL190C	-
YIR018W	YJL201W	+
YIR018W	YJL225C	+
YIR018W	YJR007W	+
YIR018W	YJR008W	+
YIR018W	YJR044C	-
YIR018W	YJR069C	+
YIR018W	YKL019W	+
YIR018W	YKL073W	+
YIR018W	YKL100C	+
YIR018W	YKL102C	+
YIR018W	YKL124W	+
YIR018W	YKL125W	+
YIR018W	YKL162C-A	+
YIR018W	YKL210W	+
YIR018W	YKL211C	+
YIR018W	YKL217W	+
YIR018W	YKL218C	+
YIR018W	YKR041W	+
YIR018W	YKR042W	+
YIR018W	YKR090W	+
YIR018W	YKR091W	+
YIR018W	YLL065W	+
YIR018W	YLL066C	+
YIR018W	YLL067C	+
YIR018W	YLR035C-A	+
YIR018W	YLR039C	+
YIR018W	YLR089C	+
YIR018W	YLR090W	+
YIR018W	YLR217W	+
YIR018W	YLR244C	+
YIR018W	YLR267W	+
YIR018W	YLR268W	+
YIR018W	YLR272C	+
YIR018W	YLR290C	+
YIR018W	YLR356W	+
YIR018W	YLR357W	+
YIR018W	YLR397C	+
YIR018W	YLR460C	+
YIR018W	YLR461W	+
YIR018W	YLR462W	+
YIR018W	YLR463C	+
YIR018W	YLR464W	+
YIR018W	YLR465C	+
YIR018W	YLR466W	+
YIR018W	YLR467W	+
YIR018W	YML038C	+
YIR018W	YML070W	+
YIR018W	YML071C	+
YIR018W	YML096W	+
YIR018W	YML097C	+
YIR018W	YML132W	+
YIR018W	YML133C	+
YIR018W	YMR049C	+
YIR018W	YMR056C	+
YIR018W	YMR082C	+
YIR018W	YMR083W	+
YIR018W	YMR135W-A	+
YIR018W	YMR166C	+
YIR018W	YMR167W	+
YIR018W	YMR230W	+
YIR018W	YMR231W	+
YIR018W	YMR257C	+
YIR018W	YMR276W	+
YIR018W	YMR323W	+
YIR018W	YNL048W	+
YIR018W	YNL049C	+
YIR018W	YNL091W	+
YIR018W	YNL092W	+
YIR018W	YNL101W	+
YIR018W	YNL135C	-
YIR018W	YNL281W	+
YIR018W	YNL302C	+
YIR018W	YNL306W	+
YIR018W	YNL336W	+
YIR018W	YNL337W	+
YIR018W	YNL338W	+
YIR018W	YNL339C	+
YIR018W	YNR029C	+
YIR018W	YNR030W	+
YIR018W	YNR036C	+
YIR018W	YNR037C	+
YIR018W	YNR048W	+
YIR018W	YNR075W	+
YIR018W	YNR076W	+
YIR018W	YOL024W	+
YIR018W	YOL025W	+
YIR018W	YOL129W	+
YIR018W	YOR097C	+
YIR018W	YOR107W	+
YIR018W	YOR108W	+
YIR018W	YOR198C	+
YIR018W	YOR199W	+
YIR018W	YOR318C	+
YIR018W	YOR319W	+
YIR018W	YOR385W	+
YIR018W	YOR386W	+
YIR018W	YOR393W	+
YIR018W	YPL030W	+
YIR018W	YPL059W	-
YIR018W	YPL090C	+
YIR018W	YPL208W	+
YIR018W	YPL282C	+
YIR018W	YPL283C	+
YIR018W	YPR035W	+
YIR018W	YPR036W	+
YIR018W	YPR074C	+
YIR018W	YPR112C	+
YIR018W	YPR131C	+
YIR018W	YPR132W	+
YIR018W	YPR172W	+
YIR018W	YPR202W	+
YIR018W	YPR203W	+
YIR023W	YCL024W	+
YIR023W	YDL236W	+
YIR023W	YHR071W	+
YIR023W	YLR113W	+
YIR023W	YNL289W	+
YIR023W	YCR065W	+
YIR023W	YDL170W	-
YIR023W	YEL009C	+
YIR023W	YFL021W	+
YIR023W	YIL119C	+
YIR023W	YIR033W	+
YIR023W	YKL062W	+
YIR023W	YKL109W	+
YIR023W	YLR256W	+
YIR023W	YLR266C	+
YIR023W	YMR070W	+
YIR023W	YOR344C	+
YIR023W	YBL041W	+
YIR023W	YBL042C	-
YIR023W	YBR006W	+
YIR023W	YBR043C	+
YIR023W	YBR068C	+
YIR023W	YBR069C	+
YIR023W	YBR195C	+
YIR023W	YBR208C	+
YIR023W	YBR209W	+
YIR023W	YCL012W	+
YIR023W	YCL014W	+
YIR023W	YCL018W	+
YIR023W	YCL025C	+
YIR023W	YCL063W	+
YIR023W	YCL064C	+
YIR023W	YCR064C	+
YIR023W	YCR098C	+
YIR023W	YDL171C	+
YIR023W	YDL182W	+
YIR023W	YDL210W	+
YIR023W	YDL215C	-
YIR023W	YDL237W	+
YIR023W	YDL238C	+
YIR023W	YDR010C	+
YIR023W	YDR011W	+
YIR023W	YDR042C	+
YIR023W	YDR046C	+
YIR023W	YDR047W	+
YIR023W	YDR065W	+
YIR023W	YDR072C	+
YIR023W	YDR073W	+
YIR023W	YDR077W	+
YIR023W	YDR090C	+
YIR023W	YDR098C-A	+
YIR023W	YDR098C-B	+
YIR023W	YDR099W	+
YIR023W	YDR170C	+
YIR023W	YDR309C	+
YIR023W	YDR508C	+
YIR023W	YDR510W	+
YIR023W	YEL007W	+
YIR023W	YEL008W	+
YIR023W	YEL017W	+
YIR023W	YEL033W	+
YIR023W	YEL034W	+
YIR023W	YEL035C	+
YIR023W	YEL044W	+
YIR023W	YEL045C	+
YIR023W	YEL046C	+
YIR023W	YEL062W	+
YIR023W	YEL063C	+
YIR023W	YEL065W	+
YIR023W	YEL067C	+
YIR023W	YEL071W	+
YIR023W	YER001W	+
YIR023W	YER013W	+
YIR023W	YFL022C	+
YIR023W	YFR011C	+
YIR023W	YFR012W	+
YIR023W	YFR033C	+
YIR023W	YFR055W	+
YIR023W	YGL055W	+
YIR023W	YGL056C	+
YIR023W	YGL203C	+
YIR023W	YGR018C	+
YIR023W	YGR019W	+
YIR023W	YGR050C	+
YIR023W	YGR055W	+
YIR023W	YGR060W	+
YIR023W	YGR120C	+
YIR023W	YGR154C	+
YIR023W	YGR155W	+
YIR023W	YGR157W	+
YIR023W	YGR161C	+
YIR023W	YGR234W	+
YIR023W	YHL016C	+
YIR023W	YHR007C	+
YIR023W	YHR049W	+
YIR023W	YIL056W	+
YIR023W	YIR027C	+
YIR023W	YIR028W	+
YIR023W	YIR029W	+
YIR023W	YIR031C	+
YIR023W	YIR032C	+
YIR023W	YJL088W	+
YIR023W	YJL133W	+
YIR023W	YJL172W	+
YIR023W	YJL173C	+
YIR023W	YJL210W	+
YIR023W	YJL212C	-
YIR023W	YJR109C	+
YIR023W	YJR110W	+
YIR023W	YJR148W	-
YIR023W	YJR152W	+
YIR023W	YKL096W	+
YIR023W	YKL096W-A	+
YIR023W	YKL097C	+
YIR023W	YKL103C	+
YIR023W	YKL110C	+
YIR023W	YKL118W	+
YIR023W	YKL182W	+
YIR023W	YKR038C	+
YIR023W	YKR039W	-
YIR023W	YKR040C	+
YIR023W	YKR042W	+
YIR023W	YKR092C	+
YIR023W	YKR093W	+
YIR023W	YLL032C	+
YIR023W	YLR031W	+
YIR023W	YLR089C	+
YIR023W	YLR090W	+
YIR023W	YLR094C	+
YIR023W	YLR110C	+
YIR023W	YLR111W	+
YIR023W	YLR112W	+
YIR023W	YLR138W	+
YIR023W	YLR139C	+
YIR023W	YLR142W	+
YIR023W	YLR143W	+
YIR023W	YLR255C	+
YIR023W	YLR256W-A	+
YIR023W	YLR257W	+
YIR023W	YLR267W	+
YIR023W	YLR304C	-
YIR023W	YLR379W	+
YIR023W	YML031W	+
YIR023W	YMR056C	+
YIR023W	YMR088C	+
YIR023W	YMR098C	+
YIR023W	YMR135C	+
YIR023W	YMR136W	+
YIR023W	YMR145C	+
YIR023W	YMR195W	+
YIR023W	YMR251W-A	+
YIR023W	YNL142W	+
YIR023W	YNL143C	+
YIR023W	YNL231C	+
YIR023W	YOL007C	+
YIR023W	YOL019W	+
YIR023W	YOL020W	+
YIR023W	YOL021C	+
YIR023W	YOL058W	+
YIR023W	YOL109W	+
YIR023W	YOL119C	+
YIR023W	YOL125W	+
YIR023W	YOL126C	+
YIR023W	YOR221C	+
YIR023W	YOR222W	+
YIR023W	YOR302W	+
YIR023W	YOR303W	+
YIR023W	YOR315W	+
YIR023W	YOR342C	+
YIR023W	YOR375C	+
YIR023W	YOR376W	+
YIR023W	YPL056C	+
YIR023W	YPL111W	-
YIR023W	YPL123C	+
YIR023W	YPL265W	-
YIR023W	YPR035W	+
YIR023W	YPR038W	+
YIR023W	YPR039W	+
YIR023W	YPR040W	+
YIR023W	YPR124W	+
YIR023W	YPR144C	+
YIR023W	YPR145W	+
YIR023W	YPR194C	+
YIR023W	YPR195C	+
YJL056C	YDR066C	+
YJL056C	YGL134W	+
YJL056C	YCL066W	+
YJL056C	YCL067C	+
YJL056C	YCR040W	+
YJL056C	YGR089W	+
YJL056C	YLR131C	+
YJL056C	YAL001C	+
YJL056C	YCL065W	+
YJL056C	YCL068C	+
YJL056C	YCL074W	+
YJL056C	YCR039C	+
YJL056C	YCR041W	+
YJL056C	YCR105W	+
YJL056C	YDR042C	+
YJL056C	YDR064W	+
YJL056C	YDR543C	+
YJL056C	YDR545W	+
YJL056C	YER189W	+
YJL056C	YGL022W	+
YJL056C	YGL023C	+
YJL056C	YGL255W	+
YJL056C	YGR084C	+
YJL056C	YGR222W	+
YJL056C	YHR145C	+
YJL056C	YHR146W	+
YJL056C	YHR193C	+
YJL056C	YHR194W	+
YJL056C	YJL054W	+
YJL056C	YJL055W	+
YJL056C	YJL188C	+
YJL056C	YJL191W	+
YJL056C	YJL192C	+
YJL056C	YKL175W	+
YJL056C	YKL176C	+
YJL056C	YLR130C	+
YJL056C	YML065W	+
YJL056C	YML066C	+
YJL056C	YNL253W	+
YJL056C	YNL254C	+
YJL056C	YNL336W	+
YJL056C	YNL337W	+
YJL056C	YNL339C	+
YJL056C	YOL121C	+
YJL056C	YPL283C	+
YJL089W	YDR523C	+
YJL089W	YGL192W	+
YJL089W	YGR089W	+
YJL089W	YKR099W	+
YJL089W	YAL054C	+
YJL089W	YAL055W	+
YJL089W	YAR064W	+
YJL089W	YCR005C	+
YJL089W	YCR018C-A	+
YJL089W	YCR019W	+
YJL089W	YDR086C	+
YJL089W	YDR282C	+
YJL089W	YDR294C	+
YJL089W	YDR317W	+
YJL089W	YDR369C	+
YJL089W	YDR522C	+
YJL089W	YEL030W	+
YJL089W	YEL048C	+
YJL089W	YER023W	+
YJL089W	YER065C	+
YJL089W	YER189W	+
YJL089W	YER190W	+
YJL089W	YFR041C	+
YJL089W	YFR042W	+
YJL089W	YGL194C	+
YJL089W	YGL230C	+
YJL089W	YGR218W	+
YJL089W	YJL139C	+
YJL089W	YJR095W	+
YJL089W	YJR108W	+
YJL089W	YKR097W	+
YJL089W	YKR098C	+
YJL089W	YLR127C	+
YJL089W	YLR128W	-
YJL089W	YLR308W	+
YJL089W	YLR309C	+
YJL089W	YLR377C	+
YJL089W	YLR428C	+
YJL089W	YLR430W	+
YJL089W	YMR086C-A	+
YJL089W	YMR087W	+
YJL089W	YMR258C	+
YJL089W	YNL102W	+
YJL089W	YNL116W	+
YJL089W	YNL117W	-
YJL089W	YNL118C	+
YJL089W	YOL079W	+
YJL089W	YOL125W	+
YJL089W	YOL126C	+
YJL089W	YOL160W	+
YJL089W	YOR095C	+
YJL089W	YOR096W	+
YJL110C	YCL066W	-
YJL110C	YCL067C	-
YJL110C	YCR040W	+
YJL110C	YCR096C	-
YJL110C	YKR034W	-
YJL110C	YBL059W	-
YJL110C	YBL109W	-
YJL110C	YBL111C	-
YJL110C	YBL112C	-
YJL110C	YBL113C	-
YJL110C	YBR099C	-
YJL110C	YBR166C	-
YJL110C	YBR169C	+
YJL110C	YCL065W	-
YJL110C	YCR018C-A	-
YJL110C	YCR019W	-
YJL110C	YCR028C	-
YJL110C	YCR039C	-
YJL110C	YCR041W	-
YJL110C	YCR105W	-
YJL110C	YCR107W	-
YJL110C	YDL091C	-
YJL110C	YDL146W	-
YJL110C	YDL210W	-
YJL110C	YDR040C	-
YJL110C	YDR041W	-
YJL110C	YDR080W	-
YJL110C	YDR084C	-
YJL110C	YDR210W-D	-
YJL110C	YDR279W	-
YJL110C	YDR294C	-
YJL110C	YDR317W	-
YJL110C	YDR415C	-
YJL110C	YDR416W	-
YJL110C	YDR522C	-
YJL110C	YDR543C	-
YJL110C	YDR544C	-
YJL110C	YDR545W	-
YJL110C	YER002W	-
YJL110C	YER138C	-
YJL110C	YER189W	-
YJL110C	YER190W	-
YJL110C	YGL001C	-
YJL110C	YGL116W	-
YJL110C	YGL133W	-
YJL110C	YGL156W	-
YJL110C	YGR071C	-
YJL110C	YGR072W	-
YJL110C	YGR166W	-
YJL110C	YGR218W	-
YJL110C	YGR296W	-
YJL110C	YHR074W	-
YJL110C	YHR091C	-
YJL110C	YIL038C	-
YJL110C	YIL103W	-
YJL110C	YIL104C	-
YJL110C	YIL161W	-
YJL110C	YJL203W	-
YJL110C	YJL204C	-
YJL110C	YKL071W	-
YJL110C	YKL131W	-
YJL110C	YKL133C	-
YJL110C	YKL136W	-
YJL110C	YKR039W	-
YJL110C	YKR056W	-
YJL110C	YKR105C	-
YJL110C	YKR106W	-
YJL110C	YLL047W	-
YJL110C	YLL048C	-
YJL110C	YLL065W	-
YJL110C	YLR023C	-
YJL110C	YLR083C	-
YJL110C	YLR265C	-
YJL110C	YLR463C	-
YJL110C	YLR465C	-
YJL110C	YLR467W	-
YJL110C	YMR098C	-
YJL110C	YMR193W	-
YJL110C	YMR260C	-
YJL110C	YNL210W	-
YJL110C	YNL211C	-
YJL110C	YNL241C	-
YJL110C	YNL337W	-
YJL110C	YNL338W	-
YJL110C	YNL339C	-
YJL110C	YNR068C	-
YJL110C	YOL160W	-
YJL110C	YPR081C	-
YJL127C	YIL035C	-
YJL206C	YER068W	-
YJL206C	YKL072W	-
YJL206C	YNR054C	-
YJL206C	YAR009C	-
YJL206C	YAR047C	-
YJL206C	YAR050W	-
YJL206C	YBL025W	-
YJL206C	YBR012C	-
YJL206C	YBR013C	-
YJL206C	YBR065C	-
YJL206C	YBR109C	-
YJL206C	YBR110W	-
YJL206C	YBR234C	-
YJL206C	YBR235W	-
YJL206C	YBR292C	-
YJL206C	YCR083W	-
YJL206C	YDR166C	-
YJL206C	YDR167W	-
YJL206C	YDR282C	-
YJL206C	YDR294C	-
YJL206C	YEL044W	-
YJL206C	YEL045C	-
YJL206C	YEL046C	-
YJL206C	YER066C-A	-
YJL206C	YER138C	-
YJL206C	YER142C	-
YJL206C	YER143W	-
YJL206C	YFR007W	-
YJL206C	YGL258W	-
YJL206C	YGL262W	-
YJL206C	YGL263W	-
YJL206C	YGR166W	-
YJL206C	YGR200C	-
YJL206C	YHL008C	-
YJL206C	YHR012W	-
YJL206C	YHR028C	-
YJL206C	YHR044C	-
YJL206C	YHR045W	-
YJL206C	YHR155W	-
YJL206C	YJL193W	-
YJL206C	YJL195C	-
YJL206C	YJR098C	-
YJL206C	YJR099W	-
YJL206C	YKL026C	-
YJL206C	YKR066C	-
YJL206C	YKR067W	-
YJL206C	YMR060C	-
YJL206C	YMR061W	-
YJL206C	YMR125W	-
YJL206C	YMR257C	-
YJL206C	YMR259C	+
YJL206C	YMR319C	-
YJL206C	YNL004W	-
YJL206C	YNL005C	-
YJL206C	YNL012W	-
YJL206C	YNL013C	-
YJL206C	YNL258C	-
YJL206C	YNR018W	-
YJL206C	YNR071C	-
YJL206C	YNR072W	-
YJL206C	YOR129C	-
YJL206C	YOR368W	-
YJL206C	YOR387C	-
YJL206C	YOR388C	-
YJL206C	YOR389W	-
YJL206C	YPL014W	-
YJL206C	YPL015C	-
YJL206C	YPL274W	-
YJL206C	YPL275W	-
YJL206C	YPL276W	-
YJL206C	YPL277C	-
YJL206C	YPL278C	-
YJL206C	YPR013C	-
YJR060W	YAL017W	+
YJR060W	YDL006W	-
YJR060W	YDR247W	+
YJR060W	YFL033C	+
YJR060W	YHL007C	-
YJR060W	YHR082C	+
YJR060W	YJL187C	+
YJR060W	YJR059W	+
YJR060W	YKL139W	+
YJR060W	YLL010C	+
YJR060W	YMR216C	-
YJR060W	YOL100W	-
YJR060W	YOR039W	-
YJR060W	YOR367W	+
YJR060W	YPL204W	+
YJR060W	YPL236C	+
YJR060W	YBR049C	+
YJR060W	YCR106W	-
YJR060W	YDL020C	-
YJR060W	YER111C	+
YJR060W	YFL031W	-
YJR060W	YGL252C	-
YJR060W	YIR017C	+
YJR060W	YIR018W	-
YJR060W	YJR147W	+
YJR060W	YKL015W	+
YJR060W	YLR266C	+
YJR060W	YMR037C	+
YJR060W	YNL103W	+
YJR060W	YOR038C	-
YJR060W	YOR162C	+
YJR060W	YOR230W	-
YJR060W	YOR344C	+
YJR060W	YAL012W	+
YJR060W	YAL018C	+
YJR060W	YAL026C	+
YJR060W	YAL053W	+
YJR060W	YAL054C	+
YJR060W	YBR015C	+
YJR060W	YBR016W	+
YJR060W	YBR039W	+
YJR060W	YBR051W	+
YJR060W	YBR082C	+
YJR060W	YBR089C-A	-
YJR060W	YBR090C	+
YJR060W	YBR091C	-
YJR060W	YBR133C	-
YJR060W	YBR144C	+
YJR060W	YBR145W	-
YJR060W	YBR222C	-
YJR060W	YBR224W	+
