P	Target	Ref
YGL180W	YPR129W	Ptacek 2005
YGL180W	YAL028W	Ptacek 2005
YGL180W	YNL227C	Ptacek 2005
YGL180W	YOR056C	Ptacek 2005
YGL180W	YGR028W	Ptacek 2005
YGL180W	YGL207W	Ptacek 2005
YGL180W	YPR137C-A	Ptacek 2005
YGL180W	YGR130C	Ptacek 2005
YGL180W	YKL093W	Ptacek 2005
YGL180W	YDR346C	Ptacek 2005
YGL180W	YBR155W	Ptacek 2005
YGL180W	YFL054C	Ptacek 2005
YGL180W	YMR316W	Ptacek 2005
YGL180W	YNR019W	Ptacek 2005
YGL180W	YLR323C	Ptacek 2005
YGL180W	YML045W-A	Ptacek 2005
YGL180W	YLR257W	Ptacek 2005
YGL180W	YNL314W	Ptacek 2005
YGL180W	YER034W	Ptacek 2005
YGL180W	YEL017W	Ptacek 2005
YGL180W	YPR115W	Ptacek 2005
YGL180W	YGR021W	Ptacek 2005
YGL180W	YDL220C	Ptacek 2005
YGL180W	YNL054W-A	Ptacek 2005
YGL180W	YPL257W-A	Ptacek 2005
YGL180W	YLR192C	Ptacek 2005
YGL180W	YLR265C	Ptacek 2005
YGL180W	YER122C	Ptacek 2005
YGL180W	YLL008W	Ptacek 2005
YGL180W	YLR410W	Ptacek 2005
YGL180W	YOR340C	Ptacek 2005
YGL180W	YOR078W	Ptacek 2005
YGL180W	YOR239W	Ptacek 2005
YGL180W	YDL051W	Ptacek 2005
YGL180W	YER092W	Ptacek 2005
YGL180W	YDR099W	Ptacek 2005
YGL180W	YHR009C	Ptacek 2005
YGL180W	YBL061C	Ptacek 2005
YGL180W	YDR037W	Ptacek 2005
YGL180W	YLR410W-A	Ptacek 2005
YGL180W	YNL304W	Ptacek 2005
YGL180W	YFL023W	Ptacek 2005
YGL180W	YIL091C	Ptacek 2005
YGL180W	YDR208W	Ptacek 2005
YGL180W	YLR244C	Ptacek 2005
YGL180W	YMR288W	Ptacek 2005
YGL180W	YNL293W	Ptacek 2005
YGL180W	YKL023W	Ptacek 2005
YGL180W	YFL034W	Ptacek 2005
YGL180W	YML062C	Ptacek 2005
YGL180W	YBR086C	Ptacek 2005
YGL180W	YBR108W	Ptacek 2005
YGL180W	YFL050C	Ptacek 2005
YGL180W	YBR130C	Ptacek 2005
YGL180W	YOR119C	Ptacek 2005
YGL180W	YGL190C	Ptacek 2005
YGL180W	YKL114C	Ptacek 2005
YGL180W	YJR072C	Ptacek 2005
YGL180W	YER112W	Ptacek 2005
YGL180W	YPL190C	Ptacek 2005
YGL180W	YBR270C	Ptacek 2005
YGL180W	YNL182C	Ptacek 2005
YGL180W	YIL077C	Ptacek 2005
YGL180W	YHL019C	Ptacek 2005
YGL180W	YLR098C	Ptacek 2005
YJL095W	YMR295C	Ptacek 2005
YJL095W	YOR177C	Ptacek 2005
YJL095W	YGR094W	Ptacek 2005
YJL095W	YLR429W	Ptacek 2005
YJL095W	YKR040C	Ptacek 2005
YJL095W	YHR114W	Ptacek 2005
YJL095W	YBR233W	Ptacek 2005
YJL095W	YMR111C	Ptacek 2005
YJL095W	YGL245W	Ptacek 2005
YJL095W	YJR141W	Ptacek 2005
YJL095W	YGL256W	Ptacek 2005
YJL095W	YFL023W	Ptacek 2005
YJL095W	YNL135C	Ptacek 2005
YJL095W	YDR087C	Ptacek 2005
YJL095W	YDR152W	Ptacek 2005
YJL095W	YPL191C	Ptacek 2005
YJL095W	YNL114C	Ptacek 2005
YJL095W	YNL001W	Ptacek 2005
YJL095W	YDL223C	Ptacek 2005
YJL095W	YNL077W	Ptacek 2005
YJL095W	YGL207W	Ptacek 2005
YJL095W	YNL034W	Ptacek 2005
YJL095W	YNL133C	Ptacek 2005
YJL095W	YJR092W	Ptacek 2005
YJL095W	YPR152C	Ptacek 2005
YJL095W	YBR225W	Ptacek 2005
YJL095W	YPR032W	Ptacek 2005
YJL095W	YDR170W-A	Ptacek 2005
YJL095W	YNL155W	Ptacek 2005
YJL095W	YJL196C	Ptacek 2005
YJL095W	YOR050C	Ptacek 2005
YJL095W	YDL025C	Ptacek 2005
YJL095W	YKL168C	Ptacek 2005
YJL095W	YNL293W	Ptacek 2005
YJL095W	YPR058W	Ptacek 2005
YJL095W	YNR006W	Ptacek 2005
YJL095W	YNL272C	Ptacek 2005
YJL095W	YDR034C-C	Ptacek 2005
YJL095W	YOR210W	Ptacek 2005
YJL095W	YAR019C	Ptacek 2005
YJL095W	YNL022C	Ptacek 2005
YJL095W	YOR196C	Ptacek 2005
YJL095W	YDR134C	Ptacek 2005
YJL095W	YML083C	Ptacek 2005
YJL095W	YDL019C	Ptacek 2005
YJL095W	YBL024W	Ptacek 2005
YJL095W	YPL217C	Ptacek 2005
YJL095W	YBL007C	Ptacek 2005
YJL095W	YMR155W	Ptacek 2005
YJL095W	YML037C	Ptacek 2005
YJL095W	YNL125C	Ptacek 2005
YJL095W	YDR411C	Ptacek 2005
YJL095W	YIL070C	Ptacek 2005
YJL095W	YGL105W	Ptacek 2005
YJL095W	YMR229C	Ptacek 2005
YJL095W	YNL186W	Ptacek 2005
YJL095W	YBR108W	Ptacek 2005
YJL095W	YPR137C-A	Ptacek 2005
YJL095W	YML080W	Ptacek 2005
YJL095W	YOR107W	Ptacek 2005
YJL095W	YDL070W	Ptacek 2005
YJL095W	YNL136W	Ptacek 2005
YJL095W	YDR226W	Ptacek 2005
YJL095W	YBL011W	Ptacek 2005
YJL095W	YDL220C	Ptacek 2005
YJL095W	YNL054W-A	Ptacek 2005
YJL095W	YJR063W	Ptacek 2005
YJL095W	YPL257W-A	Ptacek 2005
YJL095W	YER122C	Ptacek 2005
YJL095W	YLL008W	Ptacek 2005
YJL095W	YJL141C	Ptacek 2005
YAR019C	YBR162C	Ptacek 2005
YAR019C	YML037C	Ptacek 2005
YAR019C	YGL245W	Ptacek 2005
YAR019C	YPL251W	Ptacek 2005
YAR019C	YOR018W	Ptacek 2005
YAR019C	YBR151W	Ptacek 2005
YMR001C	YAR019C	Ptacek 2005
YMR001C	YPR013C	Ptacek 2005
YMR001C	YPL150W	Ptacek 2005
YMR001C	YDR360W	Ptacek 2005
YMR001C	YDL006W	Ptacek 2005
YMR001C	YBR231C	Ptacek 2005
YMR001C	YJL051W	Ptacek 2005
YMR001C	YPR115W	Ptacek 2005
YMR001C	YPR058W	Ptacek 2005
YMR001C	YPR067W	Ptacek 2005
YIL035C	YKL093W	Ptacek 2005
YIL035C	YGL148W	Ptacek 2005
YIL035C	YLL008W	Ptacek 2005
YIL035C	YJR044C	Ptacek 2005
YIL035C	YJR096W	Ptacek 2005
YIL035C	YMR173W	Ptacek 2005
YIL035C	YER122C	Ptacek 2005
YIL035C	YKL160W	Ptacek 2005
YIL035C	YGR276C	Ptacek 2005
YIL035C	YJR130C	Ptacek 2005
YIL035C	YLR345W	Ptacek 2005
YIL035C	YKR041W	Ptacek 2005
YIL035C	YOL016C	Ptacek 2005
YIL035C	YKR022C	Ptacek 2005
YIL035C	YBL024W	Ptacek 2005
YNL298W	YAL043C	Ptacek 2005
YNL298W	YAR019C	Ptacek 2005
YNL298W	YPR115W	Ptacek 2005
YNL298W	YGR275W	Ptacek 2005
YNL298W	YKL104C	Ptacek 2005
YNL298W	YKL099C	Ptacek 2005
YNL298W	YGR276C	Ptacek 2005
YNL298W	YBR298C-A	Ptacek 2005
YNL298W	YIL041W	Ptacek 2005
YNL298W	YDL006W	Ptacek 2005
YNL298W	YBR061C	Ptacek 2005
YNL298W	YDL070W	Ptacek 2005
YNL298W	YHR056C	Ptacek 2005
YNL298W	YDL149W	Ptacek 2005
YNL298W	YAL028W	Ptacek 2005
YNL298W	YDL153C	Ptacek 2005
YNL298W	YPR067W	Ptacek 2005
YFR014C	YGL208W	Ptacek 2005
YFR014C	YDR099W	Ptacek 2005
YFR014C	YHR117W	Ptacek 2005
YFR014C	YPR036W	Ptacek 2005
YFR014C	YMR165C	Ptacek 2005
YFR014C	YJL124C	Ptacek 2005
YFR014C	YKR047W	Ptacek 2005
YFR014C	YLR259C	Ptacek 2005
YFR014C	YNL316C	Ptacek 2005
YFR014C	YNL272C	Ptacek 2005
YFR014C	YJR076C	Ptacek 2005
YFR014C	YER174C	Ptacek 2005
YFR014C	YJL189W	Ptacek 2005
YFR014C	YIL051C	Ptacek 2005
YFR014C	YJL146W	Ptacek 2005
YFR014C	YIR003W	Ptacek 2005
YFR014C	YIL167W	Ptacek 2005
YFR014C	YJL175W	Ptacek 2005
YFR014C	YER153C	Ptacek 2005
YFR014C	YPL100W	Ptacek 2005
YFR014C	YHR112C	Ptacek 2005
YFR014C	YDR312W	Ptacek 2005
YFR014C	YER175C	Ptacek 2005
YFR014C	YKR092C	Ptacek 2005
YFR014C	YER131W	Ptacek 2005
YFR014C	YNL121C	Ptacek 2005
YFR014C	YLR274W	Ptacek 2005
YFR014C	YGR249W	Ptacek 2005
YFR014C	YBL047C	Ptacek 2005
YFR014C	YGL079W	Ptacek 2005
YFR014C	YBR267W	Ptacek 2005
YFR014C	YHR090C	Ptacek 2005
YFR014C	YNL245C	Ptacek 2005
YFR014C	YFR017C	Ptacek 2005
YFR014C	YIL074C	Ptacek 2005
YFR014C	YKR071C	Ptacek 2005
YFR014C	YDR001C	Ptacek 2005
YFR014C	YNL027W	Ptacek 2005
YFR014C	YML048W	Ptacek 2005
YFR014C	YBR109C	Ptacek 2005
YFR014C	YDL143W	Ptacek 2005
YFR014C	YDR335W	Ptacek 2005
YFR014C	YER154W	Ptacek 2005
YFR014C	YLR102C	Ptacek 2005
YFR014C	YLR276C	Ptacek 2005
YFR014C	YKL127W	Ptacek 2005
YFR014C	YGL023C	Ptacek 2005
YFR014C	YDL006W	Ptacek 2005
YFR014C	YJL177W	Ptacek 2005
YFR014C	YFR010W	Ptacek 2005
YFR014C	YPL146C	Ptacek 2005
YFR014C	YDR169C	Ptacek 2005
YFR014C	YIL053W	Ptacek 2005
YFR014C	YPL139C	Ptacek 2005
YFR014C	YKR094C	Ptacek 2005
YFR014C	YLR059C	Ptacek 2005
YFR014C	YIL148W	Ptacek 2005
YFR014C	YBR001C	Ptacek 2005
YFR014C	YIL010W	Ptacek 2005
YFR014C	YLR437C	Ptacek 2005
YFR014C	YOR054C	Ptacek 2005
YFR014C	YGL205W	Ptacek 2005
YFR014C	YNL021W	Ptacek 2005
YFR014C	YFR033C	Ptacek 2005
YFR014C	YOR257W	Ptacek 2005
YFR014C	YJR072C	Ptacek 2005
YFR014C	YER054C	Ptacek 2005
YFR014C	YGR135W	Ptacek 2005
YFR014C	YJL084C	Ptacek 2005
YFR014C	YLR451W	Ptacek 2005
YFR014C	YNL218W	Ptacek 2005
YFR014C	YLR030W	Ptacek 2005
YFR014C	YBL064C	Ptacek 2005
YFR014C	YGL184C	Ptacek 2005
YFR014C	YCR075C	Ptacek 2005
YFR014C	YER142C	Ptacek 2005
YFR014C	YMR140W	Ptacek 2005
YFR014C	YKR009C	Ptacek 2005
YFR014C	YBR169C	Ptacek 2005
YFR014C	YLL028W	Ptacek 2005
YFR014C	YLR307W	Ptacek 2005
YFR014C	YKL151C	Ptacek 2005
YFR014C	YGL039W	Ptacek 2005
YFR014C	YOR113W	Ptacek 2005
YFR014C	YDR113C	Ptacek 2005
YFR014C	YIL107C	Ptacek 2005
YFR014C	YER128W	Ptacek 2005
YFR014C	YDR019C	Ptacek 2005
YFR014C	YGL105W	Ptacek 2005
YFR014C	YGR159C	Ptacek 2005
YFR014C	YLR060W	Ptacek 2005
YFR014C	YLL043W	Ptacek 2005
YFR014C	YNL227C	Ptacek 2005
YFR014C	YJR001W	Ptacek 2005
YFR014C	YBR177C	Ptacek 2005
YFR014C	YKL064W	Ptacek 2005
YFR014C	YKR074W	Ptacek 2005
YFR014C	YGL207W	Ptacek 2005
YFR014C	YGR130C	Ptacek 2005
YFR014C	YNR033W	Ptacek 2005
YFR014C	YHR116W	Ptacek 2005
YFR014C	YOL148C	Ptacek 2005
YFR014C	YPL156C	Ptacek 2005
YFR014C	YEL017W	Ptacek 2005
YFR014C	YPR035W	Ptacek 2005
YFR014C	YER143W	Ptacek 2005
YFR014C	YOR332W	Ptacek 2005
YFR014C	YJL188C	Ptacek 2005
YFR014C	YML030W	Ptacek 2005
YFR014C	YOR340C	Ptacek 2005
YFR014C	YER092W	Ptacek 2005
YFR014C	YPR152C	Ptacek 2005
YFR014C	YHR182W	Ptacek 2005
YFR014C	YOR123C	Ptacek 2005
YFR014C	YMR049C	Ptacek 2005
YFR014C	YDR354W	Ptacek 2005
YFR014C	YLL024C	Ptacek 2005
YFR014C	YML062C	Ptacek 2005
YFR014C	YNL186W	Ptacek 2005
YFR014C	YLR457C	Ptacek 2005
YFR014C	YDR328C	Ptacek 2005
YFR014C	YBL055C	Ptacek 2005
YFR014C	YBL011W	Ptacek 2005
YFR014C	YLL033W	Ptacek 2005
YFR014C	YOR141C	Ptacek 2005
YFR014C	YCL029C	Ptacek 2005
YFR014C	YPR171W	Ptacek 2005
YFR014C	YKL042W	Ptacek 2005
YFR014C	YJL137C	Ptacek 2005
YFR014C	YPR187W	Ptacek 2005
YFR014C	YLR265C	Ptacek 2005
YFR014C	YOR078W	Ptacek 2005
YFR014C	YGL055W	Ptacek 2005
YFR014C	YLR215C	Ptacek 2005
YFR014C	YGL143C	Ptacek 2005
YFR014C	YKL044W	Ptacek 2005
YFR014C	YJL160C	Ptacek 2005
YFR014C	YGL172W	Ptacek 2005
YFR014C	YDR486C	Ptacek 2005
YFR014C	YMR173W	Ptacek 2005
YFR014C	YLR319C	Ptacek 2005
YFR014C	YIL052C	Ptacek 2005
YFR014C	YMR290C	Ptacek 2005
YFR014C	YKL149C	Ptacek 2005
YFR014C	YMR087W	Ptacek 2005
YFR014C	YJL148W	Ptacek 2005
YFR014C	YNL267W	Ptacek 2005
YFR014C	YKL128C	Ptacek 2005
YFR014C	YPR083W	Ptacek 2005
YFR014C	YBL078C	Ptacek 2005
YFR014C	YPL133C	Ptacek 2005
YFR014C	YJL136C	Ptacek 2005
YFR014C	YAL028W	Ptacek 2005
YFR014C	YER157W	Ptacek 2005
YFR014C	YGR028W	Ptacek 2005
YFR014C	YFL054C	Ptacek 2005
YFR014C	YOR092W	Ptacek 2005
YOL016C	YML037C	Ptacek 2005
YOL016C	YER064C	Ptacek 2005
YOL016C	YPR013C	Ptacek 2005
YOL016C	YDR264C	Ptacek 2005
YOL016C	YJL007C	Ptacek 2005
YOL016C	YML096W	Ptacek 2005
YOL016C	YMR165C	Ptacek 2005
YOL016C	YPR050C	Ptacek 2005
YOL016C	YGR159C	Ptacek 2005
YOL016C	YFR056C	Ptacek 2005
YKL139W	YJL089W	Ptacek 2005
YKL139W	YOL012C	Ptacek 2005
YGR092W	YOR228C	Ptacek 2005
YGR092W	YOR362C	Ptacek 2005
YGR092W	YDR299W	Ptacek 2005
YGR092W	YML035C	Ptacek 2005
YGR092W	YNL007C	Ptacek 2005
YGR092W	YHR182W	Ptacek 2005
YGR092W	YNL155W	Ptacek 2005
YGR092W	YKL168C	Ptacek 2005
YGR092W	YJL211C	Ptacek 2005
YGR092W	YKR022C	Ptacek 2005
YGR092W	YMR165C	Ptacek 2005
YGR092W	YNL101W	Ptacek 2005
YGR092W	YFR033C	Ptacek 2005
YGR092W	YJL076W	Ptacek 2005
YGR092W	YNR006W	Ptacek 2005
YGR092W	YKL146W	Ptacek 2005
YGR092W	YNL284C-A	Ptacek 2005
YGR092W	YGR038C-A	Ptacek 2005
YGR092W	YNL272C	Ptacek 2005
YGR092W	YHL021C	Ptacek 2005
YGR092W	YKL077W	Ptacek 2005
YGR092W	YPR091C	Ptacek 2005
YGR092W	YGR223C	Ptacek 2005
YGR092W	YGL245W	Ptacek 2005
YGR092W	YDR293C	Ptacek 2005
YGR092W	YPL150W	Ptacek 2005
YGR092W	YDR134C	Ptacek 2005
YGR092W	YIL135C	Ptacek 2005
YGR092W	YDL019C	Ptacek 2005
YGR092W	YLR303W	Ptacek 2005
YGR092W	YBL024W	Ptacek 2005
YGR092W	YMR239C	Ptacek 2005
YGR092W	YDL153C	Ptacek 2005
YGR092W	YBR118W	Ptacek 2005
YGR092W	YGR220C	Ptacek 2005
YGR092W	YJR094W-A	Ptacek 2005
YGR092W	YNR047W	Ptacek 2005
YGR092W	YJR142W	Ptacek 2005
YGR092W	YML037C	Ptacek 2005
YGR092W	YMR184W	Ptacek 2005
YGR092W	YKL140W	Ptacek 2005
YGR092W	YOL104C	Ptacek 2005
YGR092W	YNL125C	Ptacek 2005
YGR092W	YBR285W	Ptacek 2005
YGR092W	YGR264C	Ptacek 2005
YGR092W	YGL105W	Ptacek 2005
YGR092W	YMR229C	Ptacek 2005
YGR092W	YJL108C	Ptacek 2005
YGR092W	YCR105W	Ptacek 2005
YGR092W	YBR108W	Ptacek 2005
YGR092W	YPR137C-A	Ptacek 2005
YGR092W	YDL002C	Ptacek 2005
YGR092W	YBL106C	Ptacek 2005
YGR092W	YJL213W	Ptacek 2005
YGR092W	YDL070W	Ptacek 2005
YGR092W	YDR226W	Ptacek 2005
YGR092W	YDL220C	Ptacek 2005
YGR092W	YBR138C	Ptacek 2005
YGR092W	YPL257W-A	Ptacek 2005
YGR092W	YLR007W	Ptacek 2005
YGR092W	YMR196W	Ptacek 2005
YGR092W	YLL008W	Ptacek 2005
YDL101C	YKR097W	Ptacek 2005
YDL101C	YHR185C	Ptacek 2005
YDL101C	YBL011W	Ptacek 2005
YDL101C	YLR098C	Ptacek 2005
YDL101C	YER064C	Ptacek 2005
YDL101C	YPL177C	Ptacek 2005
YDL101C	YLR001C	Ptacek 2005
YDL101C	YGR038C-A	Ptacek 2005
YDL101C	YJR056C	Ptacek 2005
YDL101C	YDR264C	Ptacek 2005
YDL101C	YER079W	Ptacek 2005
YDL101C	YJL111W	Ptacek 2005
YDL101C	YAR019C	Ptacek 2005
YDL101C	YEL017W	Ptacek 2005
YDL101C	YHR067W	Ptacek 2005
YDL101C	YDR523C	Ptacek 2005
YDL101C	YDR171W	Ptacek 2005
YDL101C	YDR531W	Ptacek 2005
YDL101C	YML083C	Ptacek 2005
YDL101C	YPR050C	Ptacek 2005
YKL048C	YIL033C	Ptacek 2005
YKL048C	YJR130C	Ptacek 2005
YKL048C	YBR064W	Ptacek 2005
YKL048C	YPL128C	Ptacek 2005
YKL048C	YHR111W	Ptacek 2005
YAL017W	YGL245W	Ptacek 2005
YAL017W	YDR293C	Ptacek 2005
YAL017W	YNR047W	Ptacek 2005
YAL017W	YCL043C	Ptacek 2005
YAL017W	YPR160W	Ptacek 2005
YAL017W	YHL024W	Ptacek 2005
YAL017W	YAR019C	Ptacek 2005
YAL017W	YDR454C	Ptacek 2005
YAL017W	YDR259C	Ptacek 2005
YAL017W	YLR257W	Ptacek 2005
YAL017W	YJL110C	Ptacek 2005
YAL017W	YOL125W	Ptacek 2005
YAL017W	YML037C	Ptacek 2005
YAL017W	YMR184W	Ptacek 2005
YAL017W	YKL168C	Ptacek 2005
YAL017W	YML073C	Ptacek 2005
YAL017W	YDR134C	Ptacek 2005
YAL017W	YPR050C	Ptacek 2005
YAL017W	YDL153C	Ptacek 2005
YBL016W	YBL023C	Ptacek 2005
YBL016W	YPR086W	Ptacek 2005
YBL016W	YGL055W	Ptacek 2005
YBL016W	YER082C	Ptacek 2005
YBL016W	YHR117W	Ptacek 2005
YBL016W	YPL146C	Ptacek 2005
YBL016W	YMR262W	Ptacek 2005
YBL016W	YGR237C	Ptacek 2005
YBL016W	YGL099W	Ptacek 2005
YBL016W	YOR309C	Ptacek 2005
YBL016W	YOL103W-A	Ptacek 2005
YBL016W	YLR451W	Ptacek 2005
YBL016W	YPR139C	Ptacek 2005
YBL016W	YFL023W	Ptacek 2005
YBL016W	YBL057C	Ptacek 2005
YBL016W	YDL153C	Ptacek 2005
YBL016W	YKL081W	Ptacek 2005
YBL016W	YHR214C-C	Ptacek 2005
YBL016W	YPL133C	Ptacek 2005
YBL016W	YDR439W	Ptacek 2005
YBL016W	YER098W	Ptacek 2005
YBL016W	YDR120C	Ptacek 2005
YBL016W	YPR158C-C	Ptacek 2005
YBL016W	YHL019C	Ptacek 2005
YBL016W	YLR003C	Ptacek 2005
YBL016W	YDR153C	Ptacek 2005
YBL016W	YNL227C	Ptacek 2005
YBL016W	YKL064W	Ptacek 2005
YBL016W	YNL186W	Ptacek 2005
YBL016W	YPR137C-A	Ptacek 2005
YBL016W	YHR131C	Ptacek 2005
YBL016W	YDL070W	Ptacek 2005
YBL016W	YNL136W	Ptacek 2005
YBL016W	YBL055C	Ptacek 2005
YBL016W	YBL011W	Ptacek 2005
YBL016W	YDR440W	Ptacek 2005
YBL016W	YNL054W-A	Ptacek 2005
YBL016W	YPL257W-A	Ptacek 2005
YBL016W	YLR192C	Ptacek 2005
YBL016W	YPR158W-A	Ptacek 2005
YBL016W	YER122C	Ptacek 2005
YBL016W	YOR151C	Ptacek 2005
YBL016W	YOL127W	Ptacek 2005
YBL016W	YOR141C	Ptacek 2005
YBL016W	YNL284C-A	Ptacek 2005
YBL016W	YDR034C-C	Ptacek 2005
YBL016W	YEL053C	Ptacek 2005
YBL016W	YDR266C	Ptacek 2005
YBL016W	YML045W-A	Ptacek 2005
YBL016W	YER151C	Ptacek 2005
YBL016W	YOL130W	Ptacek 2005
YBL016W	YEL032W	Ptacek 2005
YBL016W	YBR055C	Ptacek 2005
YBL016W	YDL173W	Ptacek 2005
YBL016W	YNL293W	Ptacek 2005
YBL016W	YGR027W-A	Ptacek 2005
YBL016W	YAL034C	Ptacek 2005
YBL016W	YJR014W	Ptacek 2005
YBL016W	YJL117W	Ptacek 2005
YBL016W	YMR235C	Ptacek 2005
YBL016W	YNL135C	Ptacek 2005
YBL016W	YOR276W	Ptacek 2005
YBL016W	YGL082W	Ptacek 2005
YBL016W	YOL023W	Ptacek 2005
YBL016W	YDR152W	Ptacek 2005
YBL016W	YNR019W	Ptacek 2005
YBL016W	YFR039C	Ptacek 2005
YBL016W	YPR115W	Ptacek 2005
YBL016W	YEL050C	Ptacek 2005
YBL016W	YDR480W	Ptacek 2005
YBL016W	YBR259W	Ptacek 2005
YBL016W	YOL016C	Ptacek 2005
YBL016W	YMR186W	Ptacek 2005
YBL016W	YLR394W	Ptacek 2005
YBL016W	YNR050C	Ptacek 2005
YBL016W	YDR225W	Ptacek 2005
YDR507C	YDL225W	Ptacek 2005
YDR507C	YMR086W	Ptacek 2005
YDR507C	YLR345W	Ptacek 2005
YDR507C	YLR242C	Ptacek 2005
YDR507C	YKL093W	Ptacek 2005
YJL165C	YDL074C	Ptacek 2005
YJL165C	YHR201C	Ptacek 2005
YJL165C	YDR007W	Ptacek 2005
YJL165C	YGR051C	Ptacek 2005
YJL165C	YDR020C	Ptacek 2005
YJL165C	YCR099C	Ptacek 2005
YJL165C	YDR022C	Ptacek 2005
YJL165C	YML037C	Ptacek 2005
YJL165C	YPR013C	Ptacek 2005
YJL165C	YOL122C	Ptacek 2005
YJL165C	YHR056C	Ptacek 2005
YJL165C	YGL105W	Ptacek 2005
YJL165C	YMR165C	Ptacek 2005
YJL165C	YDL038C	Ptacek 2005
YJL165C	YBR108W	Ptacek 2005
YJL165C	YPR058W	Ptacek 2005
YJL165C	YGL134W	Ptacek 2005
YJL165C	YGR130C	Ptacek 2005
YJL165C	YOR210W	Ptacek 2005
YJL165C	YDL212W	Ptacek 2005
YJL165C	YNL116W	Ptacek 2005
YJL165C	YDR293C	Ptacek 2005
YJL165C	YOR292C	Ptacek 2005
YJL165C	YDL056W	Ptacek 2005
YJL165C	YPR160W	Ptacek 2005
YJL165C	YPR119W	Ptacek 2005
YJL165C	YAR007C	Ptacek 2005
YPL204W	YIL007C	Ptacek 2005
YPL204W	YLL008W	Ptacek 2005
YPL204W	YGR276C	Ptacek 2005
YPL204W	YJR125C	Ptacek 2005
YPL204W	YJR044C	Ptacek 2005
YPL204W	YGR167W	Ptacek 2005
YPL204W	YML035C	Ptacek 2005
YPL204W	YNL212W	Ptacek 2005
YPL204W	YOR187W	Ptacek 2005
YPL204W	YKL178C	Ptacek 2005
YPL204W	YLR003C	Ptacek 2005
YPL204W	YNL027W	Ptacek 2005
YPL204W	YKR090W	Ptacek 2005
YPL204W	YLR438W	Ptacek 2005
YKL101W	YNL202W	Ptacek 2005
YKL101W	YDL013W	Ptacek 2005
YKL101W	YJR096W	Ptacek 2005
YKL101W	YDR023W	Ptacek 2005
YKL101W	YJR089W	Ptacek 2005
YKL101W	YLR011W	Ptacek 2005
YKL101W	YML035C	Ptacek 2005
YKL101W	YNL007C	Ptacek 2005
YKL101W	YPR072W	Ptacek 2005
YKL101W	YMR165C	Ptacek 2005
YKL101W	YBR273C	Ptacek 2005
YKL101W	YOR239W	Ptacek 2005
YKL101W	YER036C	Ptacek 2005
YKL101W	YML042W	Ptacek 2005
YKL101W	YNR006W	Ptacek 2005
YKL101W	YGR121C	Ptacek 2005
YKL101W	YNL286W	Ptacek 2005
YKL101W	YNL272C	Ptacek 2005
YKL101W	YDR034C-C	Ptacek 2005
YKL101W	YMR285C	Ptacek 2005
YKL101W	YLL024C	Ptacek 2005
YKL101W	YHL021C	Ptacek 2005
YKL101W	YOL139C	Ptacek 2005
YKL101W	YKR048C	Ptacek 2005
YKL101W	YJR141W	Ptacek 2005
YKL101W	YDR398W	Ptacek 2005
YKL101W	YFL023W	Ptacek 2005
YKL101W	YBL064C	Ptacek 2005
YKL101W	YDR134C	Ptacek 2005
YKL101W	YBL024W	Ptacek 2005
YKL101W	YMR239C	Ptacek 2005
YKL101W	YBR169C	Ptacek 2005
YKL101W	YMR115W	Ptacek 2005
YKL101W	YBR118W	Ptacek 2005
YKL101W	YOR335C	Ptacek 2005
YKL101W	YER098W	Ptacek 2005
YKL101W	YMR155W	Ptacek 2005
YKL101W	YPL246C	Ptacek 2005
YKL101W	YOL125W	Ptacek 2005
YKL101W	YMR184W	Ptacek 2005
YKL101W	YBR285W	Ptacek 2005
YKL101W	YDL223C	Ptacek 2005
YKL101W	YNL077W	Ptacek 2005
YKL101W	YGL105W	Ptacek 2005
YKL101W	YMR229C	Ptacek 2005
YKL101W	YIL038C	Ptacek 2005
YKL101W	YLR195C	Ptacek 2005
YKL101W	YGR210C	Ptacek 2005
YKL101W	YOR168W	Ptacek 2005
YKL101W	YGL207W	Ptacek 2005
YKL101W	YPR137C-A	Ptacek 2005
YKL101W	YDL074C	Ptacek 2005
YKL101W	YKR071C	Ptacek 2005
YKL101W	YBR130C	Ptacek 2005
YKL101W	YKL152C	Ptacek 2005
YKL101W	YDL002C	Ptacek 2005
YKL101W	YBR155W	Ptacek 2005
YKL101W	YHL009C	Ptacek 2005
YKL101W	YNL136W	Ptacek 2005
YKL101W	YPL257W-A	Ptacek 2005
YKL101W	YOR252W	Ptacek 2005
YKL101W	YER122C	Ptacek 2005
YKL101W	YLL008W	Ptacek 2005
YKL101W	YNL064C	Ptacek 2005
YKL101W	YIL078W	Ptacek 2005
YKL101W	YGR276C	Ptacek 2005
YKL101W	YIL057C	Ptacek 2005
YJL057C	YHR185C	Ptacek 2005
YJL057C	YOL078W	Ptacek 2005
YJL057C	YDR023W	Ptacek 2005
YJL057C	YAR019C	Ptacek 2005
YJL057C	YGL245W	Ptacek 2005
YJL057C	YAL034W-A	Ptacek 2005
YJL057C	YOL125W	Ptacek 2005
YJL057C	YBL011W	Ptacek 2005
YJL057C	YKL096W-A	Ptacek 2005
YJL057C	YPR013C	Ptacek 2005
YJL057C	YML073C	Ptacek 2005
YJL057C	YML121W	Ptacek 2005
YJL057C	YFL063W	Ptacek 2005
YJL106W	YPL254W	Ptacek 2005
YJL106W	YDL006W	Ptacek 2005
YJL106W	YGR240C	Ptacek 2005
YJL106W	YDR292C	Ptacek 2005
