loss	sse	Lt	Lp	epoch	time
119175.12670	118613.87327	1733.50577	857.63256	1	2019-12-12T11:10:44.655
97632.61547	96616.26134	6185.82175	268.53721	4	2019-12-12T11:30:27.429
83958.11683	81726.62258	9668.25521	319.14595	7	2019-12-12T11:49:54.31
74626.05946	71706.80947	11941.55230	510.21327	10	2019-12-12T12:08:49.726
67474.76727	64277.97520	13575.07186	420.19143	13	2019-12-12T12:28:59.287
62300.24010	58635.23140	14932.65304	503.35426	16	2019-12-12T12:48:15.163
57843.65954	53832.74195	16085.48180	494.47368	19	2019-12-12T13:07:47.902
54218.11947	49996.85332	17039.92259	489.40809	22	2019-12-12T13:27:11.39
51190.49258	46858.57254	17808.07988	413.41401	25	2019-12-12T13:46:49.442
48697.70683	44232.78827	18429.49711	452.48476	28	2019-12-12T14:06:40.553
46567.52444	42024.88207	18948.88289	411.79233	31	2019-12-12T14:26:03.616
44737.88980	40104.87682	19392.81724	440.58603	34	2019-12-12T14:44:40.67
43142.37658	38442.15881	19770.81078	431.08013	37	2019-12-12T15:03:43.518
41771.99267	37008.91482	20089.16784	451.82518	40	2019-12-12T15:22:48.166
40535.22737	35756.25638	20358.26965	401.67683	43	2019-12-12T15:42:07.135
39468.83584	34653.18129	20591.79872	407.81675	46	2019-12-12T16:00:55.391
38525.41105	33672.93027	20799.76013	414.34221	49	2019-12-12T16:19:48.43
37689.87608	32799.26998	20987.09888	435.74326	52	2019-12-12T16:38:45.16
36931.69990	32017.43986	21156.41287	433.91668	55	2019-12-12T16:57:03.698
36254.44112	31312.55283	21311.38682	443.33948	58	2019-12-12T17:15:32.413
35627.08779	30672.58037	21455.32868	416.18679	61	2019-12-12T17:33:56.261
35065.46304	30089.61960	21589.64506	411.18994	64	2019-12-12T17:52:40.18
34550.78189	29557.97651	21715.04762	402.58521	67	2019-12-12T18:10:38.716
34099.06364	29070.00839	21833.46996	442.95165	70	2019-12-12T18:29:28.623
33670.13621	28619.92501	21946.18437	448.18213	73	2019-12-12T18:48:01.855
33258.79758	28203.42068	22053.86061	418.46139	76	2019-12-12T19:07:06.893
32882.04048	27816.87588	22157.26090	400.59991	79	2019-12-12T19:25:50.183
32549.38888	27456.65452	22256.67598	425.80263	82	2019-12-12T19:45:20.614
32228.18046	27119.88834	22352.60494	424.71547	85	2019-12-12T20:04:29.868
31937.42710	26804.11843	22445.17256	445.39801	88	2019-12-12T20:24:17.229
31657.65311	26507.75141	22534.33784	449.76755	91	2019-12-12T20:43:14.289
31386.38855	26228.77250	22620.33511	431.30104	94	2019-12-12T21:02:52.793
31131.72895	25965.69144	22703.16974	417.84818	97	2019-12-12T21:22:08.759
30900.53682	25717.08197	22782.79090	426.63809	100	2019-12-12T21:41:20.707
30676.00814	25481.90694	22859.42615	421.07757	103	2019-12-12T22:00:13.237
30481.78022	25258.13943	22933.18004	459.38379	106	2019-12-12T22:18:32.575
30281.89867	25046.05484	23004.14276	460.46875	109	2019-12-12T22:37:27.926
30084.72097	24844.64842	23072.74777	442.20975	112	2019-12-12T22:55:59.443
29890.24487	24652.44487	23139.00792	412.85654	115	2019-12-12T23:15:22.62
29725.22292	24468.62759	23203.40336	429.45526	118	2019-12-12T23:33:56.173
29560.56908	24293.21421	23265.77928	431.58440	121	2019-12-12T23:53:35.605
29411.38667	24125.01683	23326.20495	452.74915	124	2019-12-13T00:12:08.023
29259.00425	23963.89711	23384.72541	448.10268	127	2019-12-13T00:31:40.937
29116.82933	23809.59355	23441.33527	457.34640	130	2019-12-13T00:50:35
28968.54370	23661.27305	23495.93676	436.91571	133	2019-12-13T01:10:21.781
28833.30301	23518.89358	23548.65821	430.62060	136	2019-12-13T01:29:13.799
28698.93127	23382.27759	23599.55138	422.35437	139	2019-12-13T01:47:45.333
28592.84174	23250.38443	23649.03334	461.97493	142	2019-12-13T02:06:42.28
28473.78400	23123.21757	23697.05564	465.30929	145	2019-12-13T02:25:34.53
28349.91691	23000.73576	23743.92409	447.04312	148	2019-12-13T02:44:58.15
28234.88557	22881.81875	23789.32090	439.04793	151	2019-12-13T03:03:42.353
28124.63886	22767.22929	23833.45809	434.97230	154	2019-12-13T03:23:04.881
28016.60327	22657.09856	23876.62086	426.27894	157	2019-12-13T03:42:10.415
27932.50514	22549.80440	23918.41979	468.41617	160	2019-12-13T04:01:53.684
27833.75263	22445.52269	23959.34174	465.80256	163	2019-12-13T04:20:14.837
27733.18919	22344.48491	23999.22626	454.30757	166	2019-12-13T04:39:09.013
27639.47841	22246.43652	24037.83529	449.86491	169	2019-12-13T04:57:36.892
27541.50417	22151.79897	24075.36889	431.33661	172	2019-12-13T05:17:03.859
27449.02634	22059.66209	24111.90103	418.26853	175	2019-12-13T05:36:46.867
27388.86415	21969.91138	24147.48896	477.49440	178	2019-12-13T05:56:00.061
27306.54096	21883.06883	24182.08213	475.14485	181	2019-12-13T06:14:29.721
27219.10444	21798.12625	24215.92327	457.13152	184	2019-12-13T06:34:03.103
27131.24972	21715.69473	24249.02953	435.86514	187	2019-12-13T06:52:15.929
27064.90987	21636.00451	24281.00450	456.69310	190	2019-12-13T07:10:21.777
26991.45289	21558.05045	24312.49860	458.51125	193	2019-12-13T07:29:26.731
26926.88828	21481.52562	24343.21743	472.97301	196	2019-12-13T07:48:03.143
26853.60667	21407.17098	24372.89103	467.88047	199	2019-12-13T08:07:05.949
26781.80987	21335.54216	24401.47791	457.51359	202	2019-12-13T08:25:48.703
26706.09021	21265.71024	24429.63030	438.36751	205	2019-12-13T08:44:51.756
26643.88686	21196.30839	24457.26403	443.18232	208	2019-12-13T09:03:24.003
26579.73579	21129.13410	24484.19493	439.46803	211	2019-12-13T09:22:44.997
26535.58169	21063.33600	24510.15861	481.44970	214	2019-12-13T09:42:11.582
26479.41391	20999.69455	24535.15284	490.30081	217	2019-12-13T10:01:17.491
26414.84999	20937.44157	24559.65398	477.44057	220	2019-12-13T10:20:26.921
26345.73977	20876.50524	24583.98467	448.48093	223	2019-12-13T10:39:27.587
26293.94725	20817.61402	24607.67050	458.76132	226	2019-12-13T10:58:33.147
26233.42841	20759.55557	24631.07115	446.32652	229	2019-12-13T11:17:45.609
26193.56952	20702.79780	24653.99255	477.24890	232	2019-12-13T11:36:18.449
26144.84792	20646.87706	24676.13317	485.25669	235	2019-12-13T11:55:55.874
26085.46310	20593.10818	24697.84304	465.95156	238	2019-12-13T12:14:40.702
26029.63733	20540.52030	24719.21186	453.40798	241	2019-12-13T12:33:36.531
25976.98469	20488.41475	24740.27272	446.70086	244	2019-12-13T12:52:44.463
25926.70583	20437.63424	24760.81066	439.32226	247	2019-12-13T13:11:41.289
25904.58810	20387.50600	24780.80225	499.75417	250	2019-12-13T13:30:01.644
25859.89863	20338.94824	24800.32383	502.68370	253	2019-12-13T13:49:23.449
25799.87664	20291.97543	24819.46105	467.47172	256	2019-12-13T14:08:25.807
25745.78923	20245.82076	24838.46244	445.00272	259	2019-12-13T14:26:47.469
25710.15458	20199.29847	24857.28052	464.39904	262	2019-12-13T14:45:39.87
25667.71563	20153.90962	24875.54558	462.76687	265	2019-12-13T15:04:34.358
25637.30166	20110.46965	24893.18530	490.21320	268	2019-12-13T15:23:25.061
25594.48607	20067.48367	24910.65715	487.61902	271	2019-12-13T15:42:07.113
25552.98495	20025.58929	24927.64252	484.15239	274	2019-12-13T16:01:13.914
25506.70718	19984.44486	24944.38643	465.93445	277	2019-12-13T16:20:08.794
25468.80467	19944.03210	24960.89064	467.74394	280	2019-12-13T16:39:27.54
25428.63481	19904.07979	24977.21299	460.59148	283	2019-12-13T16:58:10.291
25403.71150	19865.26678	24993.26027	490.12899	286	2019-12-13T17:17:07.846
25370.09575	19826.92670	25009.15844	496.23385	289	2019-12-13T17:36:08.739
25325.47715	19789.84964	25024.49115	476.29260	292	2019-12-13T17:55:30.574
25282.48981	19752.78421	25039.55346	457.91171	295	2019-12-13T18:14:11.931
25252.88723	19716.62397	25054.47645	468.43382	298	2019-12-13T18:32:51.464
25218.06819	19681.59046	25069.18735	468.64047	301	2019-12-13T18:51:28.139
25200.82186	19646.62503	25083.53066	505.11923	304	2019-12-13T19:09:47.912
25162.06511	19612.92317	25097.54296	490.32338	307	2019-12-13T19:29:26.99
25131.78168	19579.19831	25111.24672	495.18017	310	2019-12-13T19:48:53.417
25091.20055	19545.87906	25124.84609	473.21480	313	2019-12-13T20:07:55.571
25049.49037	19513.80956	25138.38266	449.04750	316	2019-12-13T20:26:33.485
25021.75904	19482.56835	25151.38669	455.32242	319	2019-12-13T20:45:37.964
25011.15867	19450.80573	25164.36495	499.50308	322	2019-12-13T21:05:05.777
24982.04273	19420.07370	25177.36950	500.08347	325	2019-12-13T21:23:47.8
24950.78130	19389.68535	25189.74736	497.39798	328	2019-12-13T21:42:41.188
24913.23031	19360.37876	25201.67434	474.63792	331	2019-12-13T22:01:46.839
24887.20575	19331.19608	25213.49467	479.76693	334	2019-12-13T22:20:53.432
24858.23572	19302.65923	25225.55827	476.33121	337	2019-12-13T22:39:45.707
24842.13057	19274.23263	25237.45381	499.57631	340	2019-12-13T22:57:52.625
24811.51652	19246.65291	25248.88004	493.22567	343	2019-12-13T23:16:01.633
24785.51799	19218.95715	25260.39203	491.90003	346	2019-12-13T23:35:53.841
24754.64932	19192.73112	25271.42340	481.37906	349	2019-12-13T23:55:37.693
24725.07580	19166.69115	25282.34474	471.62243	352	2019-12-14T00:14:31.18
24698.21809	19140.84567	25293.34663	467.27257	355	2019-12-14T00:33:40.329
24694.42007	19115.04329	25304.02468	514.05357	358	2019-12-14T00:53:02.204
24675.22778	19089.74490	25314.33507	525.84513	361	2019-12-14T01:11:38.438
24640.87735	19065.32652	25324.62470	501.98895	364	2019-12-14T01:30:17.976
24606.40579	19040.78357	25334.69367	476.59510	367	2019-12-14T01:48:50.374
24591.89109	19017.34952	25344.22671	495.93044	370	2019-12-14T02:07:34.787
24559.76386	18993.60235	25354.03067	474.18103	373	2019-12-14T02:25:59.123
24551.31931	18971.03195	25363.54074	507.25604	376	2019-12-14T02:45:32.651
24528.68079	18948.09788	25373.08843	506.29895	379	2019-12-14T03:03:50.372
24496.73151	18925.73631	25382.58488	482.91038	382	2019-12-14T03:22:46.873
24473.67852	18903.65553	25392.14678	478.70236	385	2019-12-14T03:41:19.653
24454.16872	18881.53589	25401.67414	483.70291	388	2019-12-14T04:00:27.512
24429.24954	18860.25145	25410.80077	473.34717	391	2019-12-14T04:19:25.58
24432.13621	18839.45487	25419.87343	529.28365	394	2019-12-14T04:38:08.551
24410.90536	18819.01815	25428.87229	525.98207	397	2019-12-14T04:56:53.068
24379.57022	18798.31548	25437.60919	498.86702	400	2019-12-14T05:16:09.384
24352.06828	18777.81663	25446.15528	480.89876	403	2019-12-14T05:35:03.47
24331.75343	18758.50670	25454.88809	477.97628	406	2019-12-14T05:53:39.818
24313.05538	18739.16596	25463.51880	480.23955	409	2019-12-14T06:12:07.986
24304.32847	18719.40945	25471.94208	504.63823	412	2019-12-14T06:30:55.921
24287.41003	18700.86309	25480.17727	508.48724	415	2019-12-14T06:49:21.476
24268.38853	18681.90298	25488.68876	508.04674	418	2019-12-14T07:08:30.209
24245.41343	18662.84081	25497.05698	496.27102	421	2019-12-14T07:27:28.781
24221.16496	18645.10885	25504.79877	481.38437	424	2019-12-14T07:46:48.247
24199.47583	18627.57725	25512.26471	473.59988	427	2019-12-14T08:05:52.718
24204.98382	18610.29941	25520.14890	526.37497	430	2019-12-14T08:24:58.146
24189.18563	18592.41758	25528.19915	528.87620	433	2019-12-14T08:44:18.13
24162.69258	18574.73507	25536.19707	507.09981	436	2019-12-14T09:03:06.149
24134.88405	18558.02682	25543.94653	479.08621	439	2019-12-14T09:21:27.134
24126.99539	18541.62213	25551.36634	500.11989	442	2019-12-14T09:40:01.789
24107.96177	18524.90880	25558.32313	492.86659	445	2019-12-14T09:58:23.824
24104.73640	18508.55002	25565.35575	523.35482	448	2019-12-14T10:17:28.217
24089.57598	18492.54443	25572.20180	525.12352	451	2019-12-14T10:36:26.548
24066.25300	18477.07221	25578.93651	506.44456	454	2019-12-14T10:55:07.916
24043.48102	18461.56010	25585.51869	489.47421	457	2019-12-14T11:13:41.516
24034.16075	18446.35416	25592.50895	502.78138	460	2019-12-14T11:32:55.378
24012.84914	18431.40474	25599.16193	490.15827	463	2019-12-14T11:52:08.284
24015.40975	18416.12475	25605.96632	530.93633	466	2019-12-14T12:11:11.763
24001.88984	18401.33833	25612.22428	531.41083	469	2019-12-14T12:29:55.886
23980.23640	18386.98314	25618.81908	515.47071	472	2019-12-14T12:49:36.622
23952.52085	18373.05402	25625.32713	484.58495	475	2019-12-14T13:09:25.888
23947.65410	18358.81509	25631.63168	507.04128	478	2019-12-14T13:27:57.836
23933.89486	18344.12899	25638.07443	507.13696	481	2019-12-14T13:46:46.353
23923.00145	18330.78687	25643.89746	513.74818	484	2019-12-14T14:05:36.182
23911.32541	18316.89694	25649.87445	517.63819	487	2019-12-14T14:24:23.239
23896.53670	18303.55584	25655.59767	513.52985	490	2019-12-14T14:43:52.145
23874.00963	18290.99471	25661.00118	491.64822	493	2019-12-14T15:03:34.538
23861.14874	18278.16085	25667.00796	493.70120	496	2019-12-14T15:21:45.333
23850.50543	18264.75015	25673.01980	498.62995	499	2019-12-14T15:39:37.476
