kinase	substrate	marker	q	gps	biogrid	fasolo	parca	fiedler	EMAP	yeastkid	netphorest	networkin	networkin STRING	networkin_biogrid	activation	binding	catalysis	expression	inhibition	ptmod	reaction	undirected	ptacek	n_datasets	goldstandard1	goldstandard2	goldstandard3	goldstandard4
YJL141C	YNL053W	0.00623828583897999	0.339882544410947	0.000251						2.04941	0.213023	2.0265	0.334	0.6404								397		6				
YJL141C	YNL056W	-0.00225512880380348	0.435456401417812	0.000208							0.058605	0.3087	0.1302	0.0879										4				
YJL141C	YNL099C	0.00459612087081386	0.381114888077457	0.000181							0.111185	0.519	0.1499	0.3889										4				
YJL141C	YNL154C	-0.0200007602501711	0.0625794265516466	0.000205							0.087202	0.4641	0.2301	0.0673								415		5				
YJL141C	YNL161W	0.0388193109893612	0.00129336032833974	0.000215							0.140608	0.6626	0.3479	0.6234								175		5				
YJL141C	YNL183C	-0.00348008541901106	0.407778212250497	0.000213							0.13601	0.8854	0.4402	0.8854								187		5				
YJL141C	YNL201C	0	0.481425639536617	0.000233							0.10274	0.5904	0.2955											3				
YJL141C	YNL207W	-0.0401918852588286	0.000891245132186411	0.000188							0.07799	0.4795	0.3073	0.3148										4				
YJL141C	YNL222W	0.0479461098041658	8.43113572163987e-05	0.000151							0.068579	0.3748	0.166	0.2692										4				
YJL141C	YNL289W	-0.00055692605345507	0.470705906537976	0.000232							0.097648	0.4892	0.2186	0.1884										4				
YJL141C	YNL298W	-0.0197323126264312	0.0652851460618474	0.000237							0.086208	0.6462	0.4113	0.6462										4				
YJL141C	YNL307C	-0.0112038466881782	0.211315254213566	0.000239							0.081176	0.53	0.3783	0.53								563		5				
YJL141C	YNR031C	-0.00735851221327343	0.310830360940931	0.000219							0.108499	0.6211	0.3014	0.6211								208		5				
YJL141C	YNR047W	0.00587688300054301	0.34912303956241	0.000251							0.215304	2.1252	0.3755	2.1252								288		5				
YJL141C	YOL001W	-0.0130703424516819	0.166857557095181	0.000200							0.159891	0.7194	0.2843	0.5858								153		5	0			
YJL141C	YOL016C	-0.022222184250193	0.0438350840452909	0.000170							0.097421	0.5877	0.3608	0.1872								260		5				
YJL141C	YOL045W	-0.0148162750699863	0.131230309352756	0.000251							0.125719	0.5298	0.1992	0.5298								258		5				
YJL141C	YOL100W	-0.0168515499203566	0.0996321511497716	0.000224							0.189109	0.9335	0.2477	0.6493										4				
YJL141C	YOL113W	0.0236074272942287	0.0346560357303412	0.000269							0.179618	0.6637	0.1937	0.1332										4				
YJL141C	YOL128C	-0.0170877379689802	0.0964199087240843	0.000181							0.120522	0.7007	0.392	0.2645								331		5				
YJL141C	YOR014W	-0.0133285502904014	0.161061843875749	0.000205							0.130734	0.6559	0.3556	0.6247								290		5				
YJL141C	YOR039W	-0.001855495363061	0.44408995310893	0.000218							0.064897	0.3735	0.2261	0.1712								289		5				
YJL141C	YOR043W	0.0455796097237233	0.000180144008983361	0.000164							0.133247	0.7329	0.398	0.7329								328		5				
YJL141C	YOR061W	0	0.481425639536617	0.000173							0.141734	0.6502	0.2974									272		4				
YJL141C	YOR090C	0	0.481425639536617	0.000202							0.133782	0.535	0.1538											3				
YJL141C	YOR119C	-0.0283242992528309	0.0144395533791643	0.000166							0.093498	0.465	0.121	0.1097										4				
YJL141C	YOR208W	-0.00424293812309621	0.389688708822007	0.000201						2.04941	0.117846	0.6384	0.305	0.6161								385		6				
YJL141C	YOR231W	-0.0150302150716817	0.127579816297643	0.000232							0.11794	0.5712	0.2623	0.2926								231		5				
YJL141C	YOR233W	-0.0102121645593287	0.236369357783832	0.000228							0.198458	1.2128	0.243	0.7207								207		5				
YJL141C	YOR267C	-0.0162070865988167	0.108879630772465	0.000275							0.138651	0.7403	0.3987	0.5153										4				
YJL141C	YOR351C	0	0.481425639536617	0.000216							0.072151	0.3773	0.2034									187		4				
YJL141C	YOR367W	0.0340343560766566	0.00423838608173992	0.000216							0.097091	0.476	0.1524	0.0626										4				
YJL141C	YPL026C	0	0.481425639536617	0.000147							0.075628	0.3861	0.1743									310		4				
YJL141C	YPL031C	0	0.481425639536617	0.000241							0.087158	0.5469	0.343									221		4				
YJL141C	YPL042C	-0.00840828604124793	0.283307821392455	0.000198							0.07618	0.5969	0.4233	0.0982								285		5				
YJL141C	YPL063W	0	0.481425639536617	0.000183							0.138623	0.5381	0.131											3				
YJL141C	YPL109C	0	0.481425639536617	0.000208							0.20892	1.4514	0.0943									304		4				
YJL141C	YPL140C	0.00468983983364518	0.378820118442768	0.000225							0.102026	0.4933	0.2053	0.1358								161		5				
YJL141C	YPL141C	-0.012408492353127	0.18213740471816	0.000234							0.182125	0.6734	0.2102	0.6679								179		5				
YJL141C	YPL150W	0.008254264026781	0.287350379154122	0.000220							0.161338	0.801	0.3836	0.7745								260		5				
YJL141C	YPL153C	0.0431015137512708	0.000387771268671279	0.000232							0.126113	0.8154	0.4232	0.8154								202		5				
YJL141C	YPL179W	0.00773879844830717	0.300875014970747	0.000206							0.19416	1.0478	0.1533	0.5318								326		5				
YJL141C	YPL203W	-0.00129533782921317	0.455845211119176	0.000207						4.11853	0.119861	17.4123	0.965	3.5152								777		6				
YJL141C	YPL204W	0.024699606382677	0.0286740357144992	0.000165							0.147475	0.671	0.368	0.671								627		5				
YJL141C	YPL209C	0.0554978855934165	5.94656593290106e-06	0.000215							0.163217	0.815	0.3847	0.815								292		5				
YJL141C	YPL236C	0	0.481425639536617	0.000210							0.192271	0.9736	0.0604											3				
YJL141C	YPL256C	-0.0209326383044677	0.054119060919571	0.000203							0.097199	0.7235	0.4203	0.7235										4				
YJL141C	YPR025C	0.0395502142848995	0.00105860539634322	0.000223							0.091839	0.5622	0.3253	0.1164										4				
YJL141C	YPR073C	-0.0194866478039341	0.0678481585391565	0.000169							0.07335	0.3787	0.1188	0.1065										4				
YJL141C	YPR106W	-0.0227387647145458	0.0402220736004404	0.000234							0.113749	0.5221	0.1301	0.1336								309		5				
YJL141C	YPR111W	0.00654657351888783	0.331941847110247	0.000240							0.204141	2.1743	0.4604	0.4549										4				
YJL141C	YPR119W	-0.0181405761911987	0.0830344378798325	0.000210							0.091144	1.3217	0.4999	1.3217								172		5				
YJL141C	YPR120C	-0.00726881843026124	0.313173589045801	0.000165							0.124708	0.6259	0.2917	0.3072										4				
YJL141C	YPR161C	0.00913611618879729	0.264242412772091	0.000232							0.110042	0.5413	0.2361	0.4064										4				
YJL141C	YAL051W	-0.0197746800203863	0.187372818909092	0.000247							0.151765	0.6856	0.3692	0.6856										4				
YJL141C	YBL005W	0.0147044355182638	0.377842537337607	0.000221							0.131939	0.6561	0.3505	0.6406										4				
YJL141C	YBL008W	0.00375048569263374	0.723641543749721	0.000186							0.100139	0.5926	0.3204	0.1023										4				
YJL141C	YBL054W	0.028092218022825	0.0414330199129346	0.000212							0.150425	0.5466	0.1751	0.5466								462		5				
YJL141C	YBL103C	-0.0199387213965386	0.1821618082346	0.000185							0.137712	3.601	0.677	3.5109								598		5				
YJL141C	YBR033W	-0.0215563123869302	0.138000534137749	0.000234							0.154438	0.6017	0.1008	0.4364										4				
YJL141C	YBR049C	0.0119582752590285	0.486533423785131	0.000198							0.154895	0.6035	0.1874	0.251										4				
YJL141C	YBR083W	-0.0190983501117334	0.209703062489241	0.000265							0.110575	0.7151	0.3998	0.372								422		5				
YJL141C	YBR112C	0.00930261625637105	0.580542212434127	0.000216							0.071258	0.409	0.2614	0.409								205		5				
YJL141C	YBR150C	-0.037791127088213	0.00355708363783011	0.000198							0.128844	0.5318	0.0902	0.1011										4				
YJL141C	YBR182C	0.00744734009551233	0.636620962333047	0.000214							0.1778	0.6747	0.2149	0.4683								311		5				
YJL141C	YBR239C	0	0.783105134357029	0.000197							0.136009	0.5427	0.2102											3				
YJL141C	YBR240C	0	0.783105134357029	0.000221							0.146067	0.5429	0.1204											3				
YJL141C	YBR267W	0.00349980101856447	0.728435706750451	0.000218							0.070782	0.376	0.2021	0.1008								204		5				
YJL141C	YBR297W	0	0.783105134357029	0.000179							0.168842	0.6556	0.1223											3				
YJL141C	YCL055W	-0.00845429877711968	0.607231343163963	0.000289							0.245242	2.8983	0.2042	2.8983										4				1
YJL141C	YCR018C	-0.0195472654823807	0.194731825976687	0.000245							0.0849	0.4388	0.0891	0.1157										4				
YJL141C	YCR065W	-0.0115819606086245	0.500709081964129	0.000203							0.107561	0.508	0.1966	0.3257								514		5				
YJL141C	YCR084C	0.000935445412339782	0.770553421669031	0.000232							0.110715	0.5585	0.2559	0.5585								457		5				
YJL141C	YCR106W	0	0.783105134357029	0.000175							0.07516	0.3846	0.1946											3				
YJL141C	YDL020C	-0.0374930304312186	0.00388450891401375	0.000224							0.114642	0.6118	0.2884	0.4396								150		5	0			
YJL141C	YDL048C	0.0222786194101452	0.123060053522092	0.000229							0.158129	0.6158	0.1418	0.3752										4				
YJL141C	YDL056W	-0.00661231618676724	0.659095809266906	0.000225						3.31273	0.139507	0.5387	0.1731	0.5382								336		6				
YJL141C	YDL106C	-0.0179662772937599	0.249843481174717	0.000213							0.119445	0.5257	0.1672	0.5236										4				
YJL141C	YDL166C	-0.00160962709291476	0.760629591259051	0.000217							0.078984	0.3971	0.1238	0.113										4				
YJL141C	YDL233W	0.0140832246062943	0.402928335651631	0.000199							0.148733	0.5446	0.1236	0.5446										4				
YJL141C	YDR009W	0	0.783105134357029	0.000210							0.091695	0.4946	0.254											3				
YJL141C	YDR026C	0.012846740749422	0.452193966381527	0.000233							0.179975	0.664	0.1435	0.0617										4				
YJL141C	YDR034C	-0.0132904300371997	0.434669700484131	0.000220							0.109941	0.5152	0.1161	0.2703										4				
YJL141C	YDR043C	-0.0551941513654912	6.6695043840313e-06	0.000199							0.073052	0.3777	0.1685	0.0653								340		5				
YJL141C	YDR049W	0.0102507400184737	0.54869810935109	0.000206							0.152708	0.5764	0.2032	0.1161								211		5				
YJL141C	YDR081C	0.00567099550750418	0.682404988330955	0.000208							0.106378	0.5044	0.1321	0.0973								169		5				
YJL141C	YDR146C	-0.0223486644656898	0.121652797695429	0.000232							0.103911	0.6292	0.3822	0.6292										4				
YJL141C	YDR174W	-0.0199694795359349	0.181193945803169	0.000179							0.084292	0.5323	0.3108	0.0824								555		5				
YJL141C	YDR207C	-0.0187700426374427	0.221008352498352	0.000257							0.132364	0.5712	0.2495	0.5712								307		5				
YJL141C	YDR213W	0.0126319698293401	0.46059513678343	0.000208							0.120798	0.6449	0.3336	0.6192										4				
YJL141C	YDR216W	-0.0473895503257356	0.000150825811475317	0.000253							0.20171	1.4808	0.3743	0.6671								235		5				
YJL141C	YDR259C	-0.024436740655955	0.0845941175167541	0.000174							0.08802	0.7714	0.4507	0.1925										4				
YJL141C	YDR266C	0.0202422313172462	0.172740533614638	0.000212							0.110936	0.5183	0.1188	0.4552										4				
YJL141C	YDR277C	-0.000282486373854059	0.779457613644379	0.000190							0.095928	0.4725	0.1941	0.4725										4				
YJL141C	YDR310C	0.000569172297803914	0.775631022568117	0.000214							0.1167	0.5301	0.2102	0.5301										4				
YJL141C	YDR421W	-0.0202694281420075	0.171910481154616	0.000186							0.131804	0.5337	0.1661	0.46										4				
YJL141C	YDR423C	0	0.783105134357029	0.000212							0.064212	0.3535	0.1755											3				
YJL141C	YDR451C	-0.0113142520402924	0.510640804857151	0.000224							0.204208	1.2427	0.2102	0.456										4				
YJL141C	YDR463W	-0.0114015778182191	0.507415634075803	0.000213							0.104932	0.4999	0.1754	0.4496										4				
YJL141C	YDR501W	0.00611559524433429	0.671659578783642	0.000241							0.116162	0.5236	0.1345	0.5222										4				
YJL141C	YDR520C	0	0.783105134357029	0.000184							0.187257	0.8401	0.1516											3				
YJL141C	YEL009C	-0.032663579675802	0.0144345431052384	0.000215							0.115014	0.6405	0.3346	0.6405								300		5				
YJL141C	YER028C	0	0.783105134357029	0.000189							0.153668	0.5906	0.2102											3				
YJL141C	YER040W	-0.0108700567492327	0.526818316214245	0.000213							0.176213	2.0625	0.523	1.5521								634		5				
YJL141C	YER045C	0.00360147927974432	0.726506788554712	0.000229							0.103033	0.4941	0.1008	0.4293								307		5				
YJL141C	YER068W	0.00379178249186435	0.72283929355	0.000190							0.094899	0.5825	0.3784	0.5825								182		5				
YJL141C	YER088C	-0.0374143199944566	0.00397452164301079	0.000232							0.185063	0.903	0.2984	0.6379								454		5				
YJL141C	YER111C	-0.0166930332010202	0.298288295773922	0.000241							0.202078	1.4834	0.3621	0.6715								296		5				
YJL141C	YER130C	0	0.783105134357029	0.000200							0.124355	0.5289	0.1486											3				
YJL141C	YER161C	0.00809284686490892	0.618068997410724	0.000201							0.116084	0.5303	0.2111	0.255										4				
YJL141C	YER169W	0.0162889308151176	0.31419505121155	0.000207							0.210347	1.501	0.1518	1.501								200		5				
YJL141C	YER184C	0	0.783105134357029	0.000208							0.162184	0.6313	0.1673											3				
YJL141C	YFL021W	-0.0377311940581473	0.00362103254156943	0.000241							0.17338	3.3856	0.597	3.3856										4				1
YJL141C	YFL031W	0	0.783105134357029	0.000162							0.078041	0.4437	0.2763											3				
YJL141C	YFL044C	-0.0223203638827093	0.122220612086862	0.000172							0.033372	0.1496	0.2171	0.0838										4				
YJL141C	YFL052W	0	0.783105134357029	0.000176							0.085114	0.4394	0.0665											3				
YJL141C	YFR034C	-0.00554228735741829	0.68542884180305	0.000273							0.208799	1.4471	0.1755	1.4471										4				
YJL141C	YGL013C	-0.0202592912933534	0.172219584928478	0.000188							0.143053	0.6649	0.3505	0.5244										4				
YJL141C	YGL035C	0.0281375283157051	0.0410416069076063	0.000234							0.148558	0.6678	0.3402	0.6607								296		5				
YJL141C	YGL071W	-0.00781971932850325	0.626044474113604	0.000206							0.130206	0.5389	0.2102	0.5271										4				
YJL141C	YGL073W	-0.0162406664579358	0.316107715768481	0.000241						9.01163	0.212886	54.9473	0.968	54.9473						507		936		7	1	1	1	1
YJL141C	YGL096W	-0.0260110156327868	0.0628564149746136	0.000204							0.077313	0.3916	0.1601	0.3916										4				
YJL141C	YGL131C	0.00136549211792712	0.764311886570216	0.000235							0.161538	0.6289	0.1469	0.5386										4				
YJL141C	YGL162W	0.0245902034045559	0.0822607153422211	0.000211							0.120969	0.6415	0.3092	0.4259										4				
YJL141C	YGL166W	0	0.783105134357029	0.000183							0.10173	0.6631	0.3953											3				
YJL141C	YGL181W	-0.0109265475680822	0.524782647790923	0.000211							0.220611	2.2122	0.3132	0.6524								224		5				
YJL141C	YGL197W	-0.0262213121656296	0.0604033546740242	0.000214							0.19207	1.4144	0.4125	1.4144										4				
YJL141C	YGL209W	0	0.783105134357029	0.000215							0.149632	0.5515	0.2102											3				
YJL141C	YGL237C	-0.00662983139970293	0.658641902024113	0.000198							0.067137	0.449	0.2964	0.449										4				
YJL141C	YGL252C	-0.010199876828062	0.550458300081413	0.000182							0.090365	0.6931	0.4207	0.1022										4				
YJL141C	YGL254W	0	0.783105134357029	0.000176							0.197057	1.1475	0.2102											3				
YJL141C	YGR044C	0	0.783105134357029	0.000196							0.056461	0.3017	0.1799											3				
YJL141C	YGR067C	0.0148809459602379	0.370705118424562	0.000193							0.077671	0.401	0.2165	0.2607										4				
YJL141C	YGR089W	0.0108979668507817	0.525813373773377	0.000205							0.101181	0.4885	0.1188	0.0635										4				
YJL141C	YGR097W	-0.0133555416552058	0.432081130441209	0.000224							0.159534	0.8258	0.3917	0.704										4				
YJL141C	YGR249W	0	0.783105134357029	0.000199							0.142602	0.6614	0.329									187		4				
YJL141C	YHL009C	-0.0105599797857993	0.537874886145474	0.000215							0.150322	0.5459	0.1642	0.5459								219		5				
YJL141C	YHL020C	0.00286838938250014	0.73994803637538	0.000213							0.080853	0.4264	0.1883	0.2899										4				
YJL141C	YHL027W	-0.0282539517171387	0.04004520757832	0.000183							0.104217	0.4984	0.2032	0.4908								266		5				
YJL141C	YHR006W	-0.0139914300572431	0.406624191269847	0.000204							0.127671	0.5372	0.2102	0.2723										4				
YJL141C	YHR084W	-0.00849993609364155	0.605840114312297	0.000263							0.220735	3.1657	0.4541	0.9009								154		5	0			
YJL141C	YHR124W	0	0.783105134357029	0.000260							0.203616	1.2975	0.2452											3				
YJL141C	YHR178W	0	0.783105134357029	0.000209							0.101291	0.4888	0.1562											3				
YJL141C	YHR206W	-0.0341763138520079	0.00976947996112636	0.000268							0.07552	0.4974	0.3857	0.0853								389		5				
YJL141C	YIL036W	-0.0247613701750485	0.0797530292341047	0.000281							0.139004	0.5383	0.1607	0.5339								358		5				
YJL141C	YIL101C	-0.0761546723015311	1.54698396200927e-10	0.000209							0.139182	0.6596	0.335	0.6206								344		5				
YJL141C	YIL119C	0.0155941222018594	0.341935091945527	0.000209							0.098869	0.6683	0.4006	0.0946										4				
YJL141C	YIL122W	-0.00626563143227138	0.667927271687892	0.000224							0.156975	0.6186	0.2102	0.6186										4				
YJL141C	YIL128W	0.000579587889339632	0.775489585344198	0.000158							0.134491	0.5354	0.1735	0.0666								203		5				
YJL141C	YIL131C	0	0.783105134357029	0.000192							0.087349	0.4943	0.2713									530		4				
YJL141C	YIR017C	0	0.783105134357029	0.000155							0.07218	0.3767	0.1706											3				
YJL141C	YIR018W	0	0.783105134357029	0.000117							0.036578	0.2398	0.1584											3				
YJL141C	YIR023W	-0.00948025067456517	0.574734731227919	0.000269							0.13869	0.5491	0.2161	0.3824										4				
YJL141C	YIR033W	-0.0140348699237394	0.404875712583531	0.000191							0.087036	0.4453	0.1882	0.4453										4				
YJL141C	YJL056C	0.0113229789111408	0.510319142217111	0.000225							0.093235	0.4696	0.2102	0.4632								181		5				
YJL141C	YJL089W	0	0.783105134357029	0.000210							0.065828	0.3643	0.1862											3				
YJL141C	YJL103C	-0.0186309040070299	0.225885962465871	0.000183							0.098419	0.5069	0.2402	0.2841										4				
YJL141C	YJL110C	0.0160957565673343	0.321864815010159	0.000223							0.105556	0.5319	0.2429	0.4112								270		5				
YJL141C	YJL127C	0	0.783105134357029	0.000238							0.094333	0.6089	0.3876											3				
YJL141C	YJL206C	-0.00132518096298163	0.764910098046274	0.000205						2.27298	0.124185	0.5288	0.1163											4				
YJL141C	YJR060W	-0.00683929712907983	0.653155694735905	0.000251							0.069379	0.4632	0.3692	0.4446								212		5				
YJL141C	YJR094C	0.0430955363068336	0.000674639484841971	0.000217							0.095338	0.5785	0.3499	0.3304										4				
YJL141C	YJR127C	-0.0630854222649481	1.77837402890447e-07	0.000235							0.179966	0.664	0.1864	0.5348								183		5				
YJL141C	YJR140C	0.0115542053202467	0.501744854505905	0.000205							0.11355	0.901	0.4516	0.1801										4				
YJL141C	YKL005C	-0.0187142995058132	0.222956439871572	0.000257							0.191752	0.9465	0.1457	0.302										4				
YJL141C	YKL015W	-0.00516281760696015	0.694120518719849	0.000178							0.096048	0.4783	0.2102	0.4783										4				
YJL141C	YKL020C	-0.0289262927029844	0.0346411401792229	0.000219							0.143913	0.5416	0.2024	0.2628										4				
YJL141C	YKL032C	-0.0166162103515985	0.301296413312676	0.000206							0.136573	0.5368	0.1416	0.103										4				
YJL141C	YKL038W	-0.025168123382764	0.0739398823933637	0.000243							0.18912	1.0791	0.3658	0.8101										4				
YJL141C	YKL043W	0	0.783105134357029	0.000214							0.110876	3.9527	0.815									598		4				
YJL141C	YKL062W	-0.0506649896835378	4.31389696891761e-05	0.000225							0.217597	76.7152	0.992	76.7152								727		5				1
YJL141C	YKL072W	0.0262957623261935	0.0595609529427889	0.000227							0.129137	0.532	0.1539	0.5011										4				
YJL141C	YKL109W	-0.00848871789364661	0.606182568829378	0.000239							0.126065	0.6515	0.351	0.0987										4				
YJL141C	YKL112W	-0.0194299840475253	0.198587035172064	0.000186							0.128754	0.5317	0.1884	0.5317										4				
YJL141C	YKL185W	-0.0134772721047823	0.427231430989116	0.000284							0.222251	2.6165	0.4026	2.6165										4				1
YJL141C	YKR034W	0.0112307693678482	0.513710579507504	0.000206							0.091815	0.4924	0.2502	0.288										4				
YJL141C	YKR064W	0	0.783105134357029	0.000200							0.107639	0.7543	0.4151											3				
YJL141C	YKR077W	0.00300956357699224	0.737442651587266	0.000221							0.120006	0.5322	0.2102	0.5322										4				
YJL141C	YKR099W	0.0110720358952268	0.519510393177478	0.000220							0.140018	0.5453	0.2102	0.5444								262		5				
YJL141C	YLR013W	-0.00145177941185017	0.763022102915608	0.000187							0.066655	0.3738	0.0892	0.0663										4				
YJL141C	YLR014C	0.0025747986420656	0.745034953332738	0.000251							0.144165	0.5417	0.1161	0.375										4				
YJL141C	YLR098C	-0.0191080112123695	0.209374838049437	0.000223							0.128807	0.5318	0.1161	0.3628										4				
YJL141C	YLR131C	-0.0129830925809859	0.44683134302152	0.000216							0.104763	0.5365	0.2526	0.5365										4				
YJL141C	YLR176C	-0.0282669770252745	0.0399345746648892	0.000282							0.194689	1.2894	0.3301	0.6616										4				
YJL141C	YLR182W	-0.0136621663551002	0.419841998033087	0.000208						-0.217601	0.112238	0.6409	0.3534	0.3899								295		6	0	0		
YJL141C	YLR183C	-0.0132075251331663	0.437959831083986	0.000263							0.174002	0.6595	0.1787	0.5075										4				
YJL141C	YLR223C	0.0243889925002125	0.0853348849993633	0.000295							0.179928	0.8442	0.383	0.8442								826		5				
YJL141C	YLR228C	-0.026134387408412	0.0613936127287162	0.000214							0.116168	0.5723	0.2654	0.3231										4				
YJL141C	YLR256W	-0.0236707650314272	0.0970878253697516	0.000209						2.06912	0.1227	3.2475	0.649	3.0871								220		6				
YJL141C	YLR278C	0.0189547064319837	0.214613547459749	0.000194							0.170804	0.6571	0.1266	0.3749										4				
YJL141C	YLR403W	-0.00673780923908366	0.655827167513848	0.000235							0.165725	0.7973	0.3766	0.5519								592		5				
YJL141C	YLR451W	0.0131738504423935	0.439294297817891	0.000219							0.09587	0.4723	0.1638	0.2604										4				
YJL141C	YML007W	-0.0391647395506619	0.0023658759179162	0.000215							0.129156	0.7183	0.3949	0.3434								276		5				
YJL141C	YML027W	-0.0156309609320348	0.34045498730903	0.000224							0.214113	1.7282	0.2102	0.3289										4				
YJL141C	YML051W	-0.00042271735726463	0.777601789732588	0.000202							0.200154	1.4299	0.3078	0.3276										4				
YJL141C	YML076C	-0.0122586779693907	0.475050530418376	0.000242							0.238572	3.2972	0.3924	3.2972										4				1
YJL141C	YML081W	-0.0125617348621923	0.46332965543197	0.000232							0.180163	0.6641	0.1657	0.5158										4				
YJL141C	YML099C	0	0.783105134357029	0.000193							0.096639	0.4746	0.1466											3				
YJL141C	YML113W	0.0136247664372593	0.421338830334987	0.000227							0.097623	0.4832	0.2102	0.0628										4				
YJL141C	YMR016C	-0.00706500584387367	0.647123993064582	0.000257							0.115643	14.6204	0.91	14.6204								718		5				1
YJL141C	YMR019W	-0.0149513368945691	0.367859327200535	0.000197							0.077578	0.3925	0.1415	0.0633										4				
YJL141C	YMR021C	0.00176650244170387	0.758208912522077	0.000190							0.177546	0.6622	0.1722	0.2493										4				
YJL141C	YMR037C	-0.0648762746082005	7.36531013569072e-08	0.000214						3.31273	0.242383	145.1225	0.998	145.1225						419		937		7	1	1	1	
YJL141C	YMR042W	0	0.783105134357029	0.000270							0.194391	1.0504	0.1477									262		4				
YJL141C	YMR043W	-0.0155422926752918	0.344018855079032	0.000183							0.064365	0.3662	0.2224	0.0709								310		5				
YJL141C	YMR053C	-0.0253386837491409	0.0715681068561612	0.000231							0.166758	0.6488	0.177	0.6067										4				
YJL141C	YMR075W	-0.017602931982594	0.263361162155425	0.000248							0.110956	0.5183	0.1633	0.442										4				
YJL141C	YMR164C	0	0.783105134357029	0.000222							0.10872	0.8689	0.4474											3				
YJL141C	YMR172W	-0.0446174785786827	0.000403891669615159	0.000200							0.128465	0.65	0.3271	0.2942										4				
YJL141C	YMR182C	0	0.783105134357029	0.000236							0.066783	0.4576	0.3309											3				
YJL141C	YMR280C	-0.0149494280530341	0.367936490667172	0.000240							0.1555	0.6058	0.1736	0.6015										4				
YJL141C	YNL027W	0.00761935110377038	0.631778033652636	0.000256							0.189726	1.0728	0.303	0.7988								188		5				
YJL141C	YNL068C	-0.0225330569034888	0.117987513686263	0.000276						1.14167	0.180415	0.8611	0.3867	0.8431								550		6				
YJL141C	YNL103W	-0.00522042377004016	0.692822387099751	0.000191							0.126988	0.5411	0.2158	0.2449										4				
YJL141C	YNL132W	0.0153672516881972	0.35106672656644	0.000195							0.118711	0.5705	0.2607	0.096										4				
YJL141C	YNL139C	-0.00812166708421923	0.617216678973745	0.000256							0.113675	0.522	0.1649	0.3752								176		5				
YJL141C	YNL167C	-0.0340915793016685	0.00999286185925672	0.000216							0.168852	0.8565	0.3883	0.8565								307		5				
YJL141C	YNL199C	0.0125303559405427	0.464549223486596	0.000217							0.178478	0.8136	0.344	0.3303										4				
YJL141C	YNL216W	-0.00802987021164881	0.619924306492676	0.000217							0.130983	0.5537	0.2285	0.1285								385		5				
YJL141C	YNL257C	0.0066929583150236	0.656999775389415	0.000208							0.081865	0.4295	0.1632	0.0619										4				
YJL141C	YNL309W	-0.0112207122538562	0.514079495514353	0.000245							0.163783	0.6449	0.2102	0.4375										4				
YJL141C	YNL312W	-0.00746650762049956	0.636084924819211	0.000213							0.089211	0.5557	0.3516	0.4608										4				
YJL141C	YNL314W	-0.0140599198441941	0.403867019876015	0.000225							0.11233	0.5319	0.2163	0.1155										4				
YJL141C	YNR054C	0.0426829128214461	0.00077448475602915	0.000169							0.067297	0.3742	0.1861	0.0652										4				
YJL141C	YNR063W	0.0153194088908752	0.352995543312866	0.000220							0.1081	0.5096	0.1053	0.4985										4				
YJL141C	YOL028C	-0.00139546776468095	0.763865263247176	0.000205							0.188153	0.8608	0.1591	0.0671										4				
YJL141C	YOL067C	-0.0133091470792577	0.43392599164961	0.000138							0.035231	1.3809	0.69	1.3809								601		5				
YJL141C	YOL089C	-0.00352652978403738	0.727930692339047	0.000221							0.132266	0.534	0.1698	0.375								190		5				
YJL141C	YOL108C	0	0.783105134357029	0.000155							0.072423	0.4626	0.345											3				
YJL141C	YOL116W	0.010348286170955	0.545306462991526	0.000192							0.109379	0.5542	0.256	0.1204										4				
YJL141C	YOR028C	-0.0438455810209653	0.000525426463373114	0.000191							0.160331	0.7695	0.363	0.3909								242		5				
YJL141C	YOR032C	0	0.783105134357029	0.000177							0.1431	0.557	0.2224											3				
YJL141C	YOR038C	-0.0112492657320488	0.51303158788494	0.000233							0.171767	1.0639	0.4351	0.1462										4				
YJL141C	YOR066W	-0.00482664099867182	0.701545859557146	0.000208							0.107148	0.5067	0.1756	0.2965										4				
YJL141C	YOR077W	-0.0351406198538162	0.00751275705342283	0.000206							0.114732	0.5227	0.1384	0.1187										4				
YJL141C	YOR113W	0.00156452095581082	0.761317660809212	0.000203							0.093197	0.4641	0.1496	0.4641										4				
YJL141C	YOR140W	-0.0421361476326048	0.000923095298198358	0.000266							0.168593	0.8102	0.3755	0.8102								194		5				
YJL141C	YOR162C	0.00235273893565364	0.748773834683506	0.000195							0.12049	0.5264	0.1787	0.3491										4				
YJL141C	YOR229W	0.00157238190562657	0.761198000093735	0.000212							0.10584	0.5027	0.191	0.3319										4				
YJL141C	YOR230W	-0.00752531633034341	0.634434620687556	0.000263							0.153649	0.583	0.1489	0.583										4				
YJL141C	YOR298C-A	-0.0271127080061239	0.050696079070778	0.000190							0.095571	0.5794	0.3507	0.1397										4				
YJL141C	YOR337W	-0.0349179043346811	0.00798595023218933	0.000205							0.189274	0.8767	0.1188	0.2695										4				
YJL141C	YOR344C	-0.0312207531404768	0.0205519089873767	0.000243							0.109511	0.5236	0.2151	0.404										4				
YJL141C	YOR358W	0.0111984127866159	0.514896792920725	0.000199							0.070466	0.3758	0.177	0.3758										4				
YJL141C	YOR363C	-0.00821950691635912	0.614307907093241	0.000191							0.165967	0.6458	0.2009	0.0965										4				
