kinase	substrate	marker	q	gps	biogrid	fasolo	parca	fiedler	EMAP	yeastkid	netphorest	networkin	networkin STRING	networkin_biogrid	activation	binding	catalysis	expression	inhibition	ptmod	reaction	undirected	ptacek	n_datasets	goldstandard1	goldstandard2	goldstandard3	goldstandard4
YDR507C	YNL298W	0.0303696486871944	0.00949351914211555	0.000226						1.35422	0.158197	31.2052	0.995	31.2052								673		6				
YDR507C	YNL307C	-0.0442741923323878	0.000271298517264047	0.000178							0.05942	0.4259	0.3962	0.1602										4				
YDR507C	YNR031C	-0.0193484628869047	0.0693070066664113	0.000214						1.14167	0.184393	0.8896	0.3359	0.8896										5				
YDR507C	YNR047W	-0.0232772616634351	0.0366749567166743	0.000241						1.14167	0.24937	3.5618	0.2776	3.5618								530		6				
YDR507C	YOL001W	-0.030248733045861	0.00974445914537748	0.000217							0.081348	0.4279	0.1917	0.269								150		5	0			
YDR507C	YOL016C	-0.0205675958228221	0.0573170032902067	0.000198							0.098723	0.481	0.2014	0.2594										4				
YDR507C	YOL045W	-0.0364222142475344	0.00238374406598753	0.000230							0.158755	0.6182	0.1885	0.6182										4				
YDR507C	YOL100W	0.0149086297526888	0.129641696735106	0.000263							0.211	1.6431	0.2511	0.5879										4				
YDR507C	YOL113W	0.0166622554945978	0.102274159636064	0.000215							0.223222	2.7932	0.4111	0.1295										4				
YDR507C	YOL128C	-0.0341344351959913	0.00414301019235845	0.000185							0.154566	0.7385	0.34	0.095										4				
YDR507C	YOR014W	-0.0158151892665078	0.114862844079479	0.000205						4.08002	0.207565	30.2511	0.867	11.885								527		6				
YDR507C	YOR039W	-0.0249301994425209	0.0275220650050901	0.000222							0.06574	0.394	0.2575	0.0742										4				
YDR507C	YOR043W	-0.0344674518259753	0.00384097194583544	0.000204							0.148264	0.6263	0.283	0.6263										4				
YDR507C	YOR061W	0	0.481425639536617	0.000218							0.120877	0.6575	0.3796											3				
YDR507C	YOR090C	0	0.481425639536617	0.000197							0.139903	0.553	0.22											3				
YDR507C	YOR119C	-0.0333312966113399	0.00499082882666177	0.000161							0.159659	0.6445	0.2271	0.314										4				
YDR507C	YOR208W	-0.0219947963879839	0.0455010719613644	0.000201							0.184962	0.9191	0.3618	0.0846										4				
YDR507C	YOR231W	-0.0272841664279493	0.0176603783509071	0.000176						2.06912	0.165052	4.7826	0.786	4.7826								248		6				
YDR507C	YOR233W	-0.0184890236901846	0.078834754787408	0.000188						1.14167	0.110651	0.8576	0.4412	0.8576								254		6				
YDR507C	YOR267C	-0.0296582035038093	0.0110481620301886	0.000215							0.237784	2.423	0.1588	2.423										4				1
YDR507C	YOR351C	0	0.481425639536617	0.000208							0.144699	0.542	0.1788											3				
YDR507C	YOR367W	0.0405611904370177	0.000805040264996253	0.000139							0.118243	0.525	0.1692	0.0809										4				
YDR507C	YPL026C	0	0.481425639536617	0.000179						1.1463	0.08178	0.4292	0.1615											4				
YDR507C	YPL031C	0	0.481425639536617	0.000180						1.778255	0.070865	0.9897	0.4832									320		5				
YDR507C	YPL042C	-0.0243760972879399	0.0303194178680253	0.000181						1.1463	0.134395	0.6539	0.3221	0.0784										5				
YDR507C	YPL063W	0	0.481425639536617	0.000246							0.149298	0.545	0.1648											3				
YDR507C	YPL109C	0	0.481425639536617	0.000182							0.156316	0.639	0.2358											3				
YDR507C	YPL140C	-0.0375986923699154	0.00178716803232583	0.000175							0.117378	0.7164	0.3973	0.1594										4				
YDR507C	YPL141C	-0.0165316526857661	0.104150236990731	0.000222							0.188201	0.8954	0.2287	0.6669										4				
YDR507C	YPL150W	-0.0300151523246577	0.0102379134786099	0.000220							0.215008	2.1016	0.3324	1.461										4				
YDR507C	YPL153C	0.0361276940034512	0.00256474051731941	0.000229						3.42334	0.142632	15.323	0.914	15.323								549		6				
YDR507C	YPL179W	-0.0190494263847516	0.0725033538872653	0.000233							0.265351	3.7001	0.0985	0.4538										4				
YDR507C	YPL203W	-0.0255605119428245	0.0245243712212189	0.000151							0.042424	0.3229	0.3481	0.1311								252		5				
YDR507C	YPL204W	-0.0190661027799387	0.0723237533947456	0.000213							0.117104	0.6545	0.3796	0.3181										4				
YDR507C	YPL209C	0.0209069218622258	0.054337806363211	0.000226							0.130537	0.6479	0.3014	0.5927										4				
YDR507C	YPL236C	0	0.481425639536617	0.000231							0.094526	0.4682	0.1069											3				
YDR507C	YPL256C	-0.00854019991099542	0.279846572220364	0.000174						2.49589	0.138588	15.6261	0.921	7.806								694		6				
YDR507C	YPR025C	-0.0365392852182982	0.00231550758413259	0.000180							0.180734	0.8142	0.3354	0.1344										4				
YDR507C	YPR073C	-0.0206368795294867	0.0566979451124798	0.000163							0.090257	0.4603	0.21	0.0644										4				
YDR507C	YPR106W	-0.0285789569911815	0.0137396634459992	0.000231						1.14167	0.178944	0.6632	0.1654	0.0616										5				
YDR507C	YPR111W	-0.0235664069556735	0.0348985174112855	0.000229							0.112511	0.635	0.3099	0.3168										4				
YDR507C	YPR119W	-0.0355503415359677	0.00295233642550607	0.000175						0.179598	0.11401	3.9017	0.79	0.6359								710		6				
YDR507C	YPR120C	-0.021527603127077	0.0491570968206978	0.000183							0.163061	0.917	0.4091	0.5613								199		5				
YDR507C	YPR161C	0.013971853999412	0.147059012111986	0.000208							0.068876	0.4604	0.3449	0.3304										4				
YDR507C	YAL051W	-0.0275865698235837	0.0459334138155412	0.000208							0.195495	1.1003	0.2192	0.8839										4				
YDR507C	YBL005W	0.0153644589654908	0.351179290727685	0.000220							0.220351	2.3749	0.389	0.3455										4				
YDR507C	YBL008W	-0.0145399464427659	0.384492970648505	0.000189							0.153104	0.7067	0.3163	0.48								175		5				
YDR507C	YBL054W	-0.0253084775436947	0.0719844297426269	0.000199							0.198754	1.4048	0.3316	1.4048										4				
YDR507C	YBL103C	0.0212225222918488	0.14540022491636	0.000183							0.239355	3.0989	0.3497	3.0989										4				1
YDR507C	YBR033W	0.027037856289801	0.051477631981355	0.000276							0.23144	2.1376	0.091	0.3749										4				
YDR507C	YBR049C	-0.0188453418216892	0.21838980030187	0.000230							0.176004	0.661	0.1513	0.3749										4				
YDR507C	YBR083W	-0.0386669990865436	0.0027503490025893	0.000188							0.211703	2.1015	0.3926	0.0864										4				
YDR507C	YBR112C	-0.0297098249762557	0.0291512298021427	0.000168							0.134958	0.5538	0.2251	0.4943										4				
YDR507C	YBR150C	0.0191747678917073	0.207113974436507	0.000231							0.216913	1.7344	0.1184	0.3194										4				
YDR507C	YBR182C	-0.0167837886933767	0.294745099091489	0.000227							0.154213	0.6382	0.2444	0.2758										4				
YDR507C	YBR239C	0	0.783105134357029	0.000235							0.125217	0.5294	0.1895											3				
YDR507C	YBR240C	0	0.783105134357029	0.000184							0.129808	0.5324	0.1581											3				
YDR507C	YBR267W	-0.00177647371489557	0.758053589722545	0.000175						1.533818	0.047119	6.6498	0.886	1.9911								593		6				
YDR507C	YBR297W	0	0.783105134357029	0.000215							0.21319	1.67	0.1056											3				
YDR507C	YCL055W	0.00319471108037759	0.734097486629741	0.000266							0.089981	0.4543	0.1524	0.1099										4				
YDR507C	YCR018C	-0.0340496365559236	0.0101047166675484	0.000215							0.177323	0.662	0.0891	0.0661										4				
YDR507C	YCR065W	-0.0103033766376941	0.546870543188007	0.000203							0.160227	0.759	0.3042	0.1438										4				
YDR507C	YCR084C	-0.0342084551792126	0.00968565522929001	0.000171							0.098437	0.5266	0.268	0.4103										4				
YDR507C	YCR106W	0	0.783105134357029	0.000184							0.127045	0.5306	0.1503											3				
YDR507C	YDL020C	-0.0199688915586948	0.181212420149645	0.000208						1.1463	0.174018	0.8098	0.3455	0.3303										5				
YDR507C	YDL048C	-0.0468929128312561	0.000180234664296758	0.000218							0.247135	3.0091	0.1573	0.5285										4				
YDR507C	YDL056W	-0.0128714926935344	0.451222101276352	0.000254							0.209583	1.9879	0.3946	1.9879								169		5				
YDR507C	YDL106C	-0.0150446389639359	0.36408836915224	0.000243							0.108469	0.6265	0.3413	0.1861										4				
YDR507C	YDL166C	0.00808531277841365	0.618291469505354	0.000234							0.104401	0.4983	0.1848	0.0617										4				
YDR507C	YDL233W	0.0113131745145872	0.510680511272019	0.000203							0.249555	3.1608	0.1926	3.1608										4				1
YDR507C	YDR009W	0	0.783105134357029	0.000185							0.120608	0.6423	0.3169											3				
YDR507C	YDR026C	-0.0122756001117046	0.474399551483191	0.000189							0.172925	0.6587	0.1513	0.0656										4				
YDR507C	YDR034C	-0.032184898124052	0.0162624508496448	0.000217							0.16348	0.6542	0.2213	0.2915										4				
YDR507C	YDR043C	-0.0151240505091903	0.360880192896703	0.000180							0.151612	0.5545	0.1882	0.0688										4				
YDR507C	YDR049W	0.00308523931733888	0.736083567283044	0.000201							0.175445	0.6606	0.1752	0.3065										4				
YDR507C	YDR081C	-0.0154029428529736	0.349628452328082	0.000246							0.175216	0.6604	0.1758	0.3193										4				
YDR507C	YDR146C	-0.0202536859935652	0.172390648087268	0.000196						0.179598	0.151318	0.6794	0.3519	0.3677								226		6				
YDR507C	YDR174W	-0.0110163666277242	0.521532739958501	0.000200							0.122076	1.3716	0.4812	1.3716										4				
YDR507C	YDR207C	-0.0226808519680688	0.115172143286606	0.000218							0.190299	1.2533	0.4039	0.7621										4				
YDR507C	YDR213W	0.010856389830903	0.527309834608129	0.000252						1.14167	0.146113	0.6172	0.2792	0.2886										5				
YDR507C	YDR216W	-0.0527974190684732	1.83282885580998e-05	0.000244						-0.217601	0.210912	1.8202	0.294	0.7271										5	0	0		
YDR507C	YDR259C	-0.0615806455566398	3.65154173668009e-07	0.000173							0.099213	0.4825	0.1866	0.0643										4				
YDR507C	YDR266C	0.00872265303766699	0.598977517534341	0.000246							0.16046	0.6248	0.1513	0.4453										4				
YDR507C	YDR277C	-0.0559447932469003	4.83771798213977e-06	0.000202							0.152212	0.5585	0.1808	0.4485										4				
YDR507C	YDR310C	-0.0218598943713881	0.131603360805591	0.000204						0.179598	0.237994	3.0052	0.3666	3.0052										5				
YDR507C	YDR421W	-0.00575727288537056	0.680356283807393	0.000211							0.188396	0.8661	0.1498	0.4725										4				
YDR507C	YDR423C	0	0.783105134357029	0.000164							0.070353	0.4124	0.2685											3				
YDR507C	YDR451C	-0.0151086687671992	0.361501488703694	0.000209						1.1463	0.242703	2.8652	0.2355	0.5097								167		6				
YDR507C	YDR463W	-0.0197065374820103	0.189561573789365	0.000183							0.098798	0.5866	0.3128	0.3276										4				
YDR507C	YDR501W	-0.0405618657903708	0.00152676771287993	0.000248							0.226769	2.1359	0.2592	0.2808										4				
YDR507C	YDR520C	0	0.783105134357029	0.000204							0.184443	0.7287	0.1368											3				
YDR507C	YEL009C	-0.0130657208918703	0.443571393251672	0.000178							0.052021	0.3173	0.2882	0.3118										4				
YDR507C	YER028C	0	0.783105134357029	0.000210							0.205088	1.2691	0.1487											3				
YDR507C	YER040W	0.00570586078195665	0.681579196815647	0.000231							0.242219	3.2772	0.2999	0.7722										4				
YDR507C	YER045C	0.0326990987975497	0.014306527193359	0.000228							0.231468	2.138	0.1378	0.5453										4				
YDR507C	YER068W	-0.01053610246605	0.538717921397497	0.000217							0.144327	0.6694	0.3736	0.4656										4				
YDR507C	YER088C	-0.0153562817378855	0.3515089033143	0.000234							0.236836	2.4381	0.2237	2.4381										4				1
YDR507C	YER111C	-0.0369652414561676	0.00451913224165147	0.000230						-0.217601	0.236703	8.9467	0.536	8.9467								306		6	0	0		
YDR507C	YER130C	0	0.783105134357029	0.000250							0.187742	0.8564	0.1056											3				
YDR507C	YER161C	-0.0137226849745632	0.417417775948272	0.000193							0.118205	0.5387	0.2201	0.116										4				
YDR507C	YER169W	-0.0203928195328265	0.168174186017915	0.000256							0.163432	0.6361	0.1447	0.4893										4				
YDR507C	YER184C	0	0.783105134357029	0.000230							0.214073	1.7079	0.1545											3				
YDR507C	YFL021W	0.0177252666531728	0.258779311347749	0.000268							0.240524	2.5947	0.1447	1.21										4				
YDR507C	YFL031W	0	0.783105134357029	0.000172							0.1727	0.6957	0.2406											3				
YDR507C	YFL044C	-0.0171858273212222	0.279198380028793	0.000193							0.087554	0.4469	0.172	0.4469										4				
YDR507C	YFL052W	0	0.783105134357029	0.000220							0.158496	0.6172	0.0657											3				
YDR507C	YFR034C	0.0180580787109425	0.246472888633105	0.000200							0.191317	0.9372	0.1922	0.6621										4				
YDR507C	YGL013C	-0.0216869059000533	0.135228770695642	0.000199						1.35422	0.219151	16.1511	0.829	3.3359								560		6				
YDR507C	YGL035C	-0.0402090712877479	0.00170421580910214	0.000275							0.254689	3.9163	0.2534	3.9163										4				1
YDR507C	YGL071W	0.0108040082406751	0.529190154210292	0.000216							0.182947	0.832	0.3036	0.832										4				
YDR507C	YGL073W	-0.0199754615581696	0.181006050537246	0.000251							0.192031	1.1733	0.3136	0.6451										4				
YDR507C	YGL096W	0.0140262060115987	0.405224514622987	0.000214							0.153586	0.5801	0.1624	0.4814										4				
YDR507C	YGL131C	-0.0129741831131178	0.447182398109837	0.000183							0.216188	1.7276	0.1405	0.5016										4				
YDR507C	YGL162W	-0.021459469471765	0.14010570151866	0.000241							0.206876	1.6898	0.3326	0.6617										4				
YDR507C	YGL166W	0	0.783105134357029	0.000219							0.08417	0.5154	0.2911											3				
YDR507C	YGL181W	0.006790199649246	0.654451231365973	0.000202							0.247263	3.0605	0.2121	2.453										4				1
YDR507C	YGL197W	-0.00513359973881865	0.694776035288693	0.000211							0.23851	2.4685	0.1997	1.956										4				
YDR507C	YGL209W	0	0.783105134357029	0.000192							0.169664	0.6563	0.1255											3				
YDR507C	YGL237C	0.01904415536655	0.21154905884688	0.000173							0.163061	0.6347	0.1586	0.6347										4				
YDR507C	YGL252C	-0.014129030657428	0.401082619912153	0.000220							0.176188	0.8126	0.3497	0.1379										4				
YDR507C	YGL254W	0	0.783105134357029	0.000214							0.138023	0.5377	0.1931											3				
YDR507C	YGR044C	0	0.783105134357029	0.000167							0.112773	0.6424	0.3608											3				
YDR507C	YGR067C	-0.0194410993131386	0.198219931721019	0.000198							0.174497	0.6599	0.1752	0.1306										4				
YDR507C	YGR089W	0.029259108528209	0.0322430415788965	0.000180							0.183214	0.6904	0.1188	0.0791										4				
YDR507C	YGR097W	0.0186358348370147	0.225712254348897	0.000243							0.205631	1.3183	0.2107	1.3183										4				
YDR507C	YGR249W	0	0.783105134357029	0.000237							0.171531	0.6577	0.1313											3				
YDR507C	YHL009C	-0.00797208849666423	0.621617950943223	0.000184							0.218431	1.7919	0.1466	1.7919										4				
YDR507C	YHL020C	-0.0336392957421456	0.0112435846474538	0.000174							0.159508	0.6211	0.1732	0.3766										4				
YDR507C	YHL027W	0.00509113221596508	0.695725346751835	0.000218							0.16369	0.6371	0.1975	0.4866										4				
YDR507C	YHR006W	0.0101111282632727	0.553515820771338	0.000209							0.100978	0.5947	0.3128	0.082										4				
YDR507C	YHR084W	-0.0626929982101095	2.1457902703316e-07	0.000173							0.156779	0.6578	0.2546	0.5621										4				
YDR507C	YHR124W	0	0.783105134357029	0.000198							0.198201	1.1424	0.1775											3				
YDR507C	YHR178W	0	0.783105134357029	0.000197							0.177645	0.8144	0.3527											3				
YDR507C	YHR206W	-0.058379292815216	1.61827222385251e-06	0.000185							0.091514	0.6276	0.3975	0.1609										4				
YDR507C	YIL036W	-0.00678908020946914	0.654480701397709	0.000197							0.182757	0.8239	0.2999	0.8239										4				
YDR507C	YIL101C	-0.0113802749766558	0.508203718997172	0.000219							0.246383	3.6176	0.3217	0.1854										4				
YDR507C	YIL119C	0.00970891480324758	0.567149787957949	0.000215							0.169091	0.6558	0.1621	0.2363										4				
YDR507C	YIL122W	-0.0314809081067343	0.0192997342927925	0.000172						1.1463	0.218953	2.2225	0.348	2.2225										5				
YDR507C	YIL128W	-0.0245669152868316	0.082604567624688	0.000196							0.117108	0.5358	0.2174	0.0669										4				
YDR507C	YIL131C	0	0.783105134357029	0.000221						2.28797	0.128092	0.6487	0.32											4				
YDR507C	YIR017C	0	0.783105134357029	0.000173							0.077423	0.3936	0.205											3				
YDR507C	YIR018W	0	0.783105134357029	0.000130							0.064861	0.3606	0.1549											3				
YDR507C	YIR023W	-0.0136069558426093	0.422051287642687	0.000204							0.18382	0.8295	0.29	0.8295										4				
YDR507C	YIR033W	-0.013693219301822	0.418598417567415	0.000233							0.185962	0.9359	0.3334	0.6518										4				
YDR507C	YJL056C	-0.0269359513378263	0.0525520244886082	0.000203							0.142329	0.5551	0.2207	0.3701										4				
YDR507C	YJL089W	0	0.783105134357029	0.000211							0.209506	1.7395	0.2914											3				
YDR507C	YJL103C	-0.0147586275609816	0.375651152168925	0.000173						-0.217601	0.184998	0.7465	0.1426	0.6565										5	0	0		
YDR507C	YJL110C	0.0275311790821869	0.0464582773032638	0.000202							0.199412	1.1605	0.1431	1.1605										4				
YDR507C	YJL127C	0	0.783105134357029	0.000197							0.134339	0.658	0.3506											3				
YDR507C	YJL206C	0.0119902823428305	0.485316747040349	0.000223							0.15813	0.6158	0.1156											3				
YDR507C	YJR060W	-0.0229001263809731	0.111043450192476	0.000177							0.073647	0.4004	0.2393	0.1146										4				
YDR507C	YJR094C	0.0457549294729111	0.000271496669007943	0.000186							0.246299	4.1695	0.4039	0.1574										4				
YDR507C	YJR127C	-0.0048712148145074	0.700575984599034	0.000222							0.193027	1.0101	0.1526	0.5272										4				
YDR507C	YJR140C	0.0196976028491104	0.189849596581541	0.000228							0.178085	0.815	0.3535	0.1105										4				
YDR507C	YKL005C	0.00819992416786792	0.614891991333425	0.000240							0.163067	0.6347	0.1405	0.5289										4				
YDR507C	YKL015W	-0.0141957733760503	0.398391705739173	0.000210						-0.217601	0.223115	2.0592	0.2552	0.1249										5	0	0		
YDR507C	YKL020C	-0.0456780342355657	0.000279064202710438	0.000212							0.160949	0.6266	0.1713	0.6266										4				
YDR507C	YKL032C	-0.0220711617054997	0.127264239144841	0.000171						-0.217601	0.14709	0.6658	0.3346	0.0979										5	0	0		
YDR507C	YKL038W	-0.0282145339002579	0.0403810480934725	0.000259							0.253025	3.5791	0.1947	3.5791										4				1
YDR507C	YKL043W	0	0.783105134357029	0.000209							0.092601	0.4956	0.2511											3				
YDR507C	YKL062W	-0.0388563498001749	0.00259917789506601	0.000220							0.170423	0.79	0.297	0.79										4				
YDR507C	YKL072W	-0.0489622121313486	8.38094874006255e-05	0.000216							0.189934	0.8845	0.1511	0.533										4				
YDR507C	YKL109W	-0.0344137967811752	0.00916742638041562	0.000219							0.242112	2.6943	0.1568	0.3763										4				
YDR507C	YKL112W	-0.0299660985874583	0.0274854825834681	0.000190							0.132445	0.5584	0.2332	0.5584										4				
YDR507C	YKL185W	-0.0700333488478941	5.02769320550946e-09	0.000220							0.179133	0.8186	0.368	0.8186										4				
YDR507C	YKR034W	0.0170571368493269	0.284146845552521	0.000187							0.072243	0.3767	0.1681	0.2689										4				
YDR507C	YKR064W	0	0.783105134357029	0.000216							0.189045	0.9113	0.2312											3				
YDR507C	YKR077W	-0.0151685868319398	0.359081647566393	0.000207							0.209355	1.7933	0.3272	1.7933										4				
YDR507C	YKR099W	-0.0298882844170335	0.0279809277760365	0.000187						-0.217601	0.204153	1.3871	0.2778	1.3871								153		6	0	0		
YDR507C	YLR013W	-0.00714577702256691	0.644935137376288	0.000178							0.102516	0.4926	0.0891	0.0638										4				
YDR507C	YLR014C	-0.00639799883916657	0.664589603167875	0.000192							0.150779	0.5489	0.0969	0.4393										4				
YDR507C	YLR098C	0.0112065077551312	0.514600215083839	0.000186							0.2222	1.8655	0.1063	0.1279										4				
YDR507C	YLR131C	-0.0211378276938047	0.147343251644741	0.000202						-0.217601	0.206566	1.786	0.3883	0.6019										5	0	0		
YDR507C	YLR176C	-0.011086385711376	0.518988101644604	0.000226							0.21648	2.1041	0.3021	1.4163										4				
YDR507C	YLR182W	0.00362298707484439	0.726096048289453	0.000184						3.628449	0.107982	13.4591	0.895	11.3806								339		6				
YDR507C	YLR183C	-0.0113417413842693	0.509627092702463	0.000212							0.152319	1.6992	0.515	1.6992										4				
YDR507C	YLR223C	-0.0204403606946591	0.166747663277272	0.000215							0.168546	0.7953	0.2999	0.7953										4				
YDR507C	YLR228C	-0.0246807606092536	0.0809296555211048	0.000261							0.153291	0.5798	0.1304	0.4612										4				
YDR507C	YLR256W	-0.0508971094422816	3.93117976133825e-05	0.000188							0.206991	1.4883	0.2533	1.1139										4				
YDR507C	YLR278C	-0.0357944843201095	0.00626592359174959	0.000187							0.189837	0.9469	0.2511	0.1234										4				
YDR507C	YLR403W	-0.00697110858926063	0.649648415262455	0.000195							0.113666	0.5598	0.2513	0.4103										4				
YDR507C	YLR451W	-0.012436327942464	0.468195611679986	0.000199							0.113769	0.5221	0.1677	0.5132										4				
YDR507C	YML007W	-0.0211516152625713	0.147016698150093	0.000217							0.117208	1.5932	0.515	0.8176										4				
YDR507C	YML027W	-0.00212540353988179	0.752506650824754	0.000246							0.232575	2.652	0.3623	0.5238										4				
YDR507C	YML051W	-0.0250391572644948	0.0757599430174635	0.000230							0.076027	0.3874	0.1818	0.1295										4				
YDR507C	YML076C	0.00336786524738797	0.730907195156497	0.000222							0.178516	0.6629	0.1622	0.6503										4				
YDR507C	YML081W	-0.00871407452078559	0.599244092457071	0.000204							0.23128	2.1356	0.0891	0.1183										4				
YDR507C	YML099C	0	0.783105134357029	0.000244							0.186988	0.8245	0.1672											3				
YDR507C	YML113W	0.0499183707789086	5.7915341217564e-05	0.000157							0.139849	0.5614	0.2306	0.0642										4				
YDR507C	YMR016C	-0.0421247662988504	0.000926406087895008	0.000215							0.168604	0.6555	0.1867	0.2688										4				
YDR507C	YMR019W	0.00304087136331899	0.7368817531777	0.000185							0.120006	0.5261	0.1451	0.0656										4				
YDR507C	YMR021C	0.0174724353945692	0.26828126217613	0.000181							0.198878	1.15	0.1878	0.0624										4				
YDR507C	YMR037C	-0.0443475057532683	0.000441830922408415	0.000245							0.220869	2.2954	0.3817	2.2954										4				1
YDR507C	YMR042W	0	0.783105134357029	0.000181							0.066693	0.3738	0.1805											3				
YDR507C	YMR043W	0.00484781797983981	0.701085627961223	0.000170							0.061858	0.3993	0.3084	0.3152										4				
YDR507C	YMR053C	0.0127570697118711	0.455708631126413	0.000218							0.218851	1.8348	0.2123	0.5489										4				
YDR507C	YMR075W	0.00680111545638426	0.654163704737038	0.000248							0.24339	2.8987	0.2327	2.8987										4				1
YDR507C	YMR164C	0	0.783105134357029	0.000209							0.138226	0.5378	0.1977											3				
YDR507C	YMR172W	-0.0769850471543918	9.53035575673807e-11	0.000218							0.217358	1.8588	0.2444	0.1838										4				
YDR507C	YMR182C	0	0.783105134357029	0.000196							0.059175	0.312	0.1102											3				
YDR507C	YMR280C	-0.0124940761990113	0.465957594086996	0.000210							0.217364	1.9196	0.2679	0.5795										4				
YDR507C	YNL027W	0.0157009323842047	0.337646029607207	0.000174		1				0.0388082	0.19135	0.9379	0.1741	0.9379										6	1	1		
YDR507C	YNL068C	-0.0303219378163401	0.0253552490696128	0.000171						2.28797	0.178744	0.8149	0.3498	0.6446										5				
YDR507C	YNL103W	-0.00791806142897854	0.623194076717292	0.000199						1.14167	0.177211	0.708	0.2495	0.2903										5				
YDR507C	YNL132W	-0.0239147864683561	0.0929386920832936	0.000227							0.195374	1.4572	0.3969	0.1158										4				
YDR507C	YNL139C	-0.0140461698170554	0.404420733440646	0.000207							0.147188	0.5441	0.2029	0.3932										4				
YDR507C	YNL167C	-0.0613642117460015	4.04754114752299e-07	0.000248							0.228296	2.0647	0.2187	2.0647										4				
YDR507C	YNL199C	0.0182152955323721	0.240744749343241	0.000199							0.131039	0.6581	0.3691	0.6083										4				
YDR507C	YNL216W	-0.0449892725888802	0.0003556497824662	0.000214							0.136266	0.6526	0.3029	0.3928										4				
YDR507C	YNL257C	0.000354849772582671	0.778503736178374	0.000211							0.142492	0.5795	0.2511	0.0669										4				
YDR507C	YNL309W	0.0148519701873522	0.371876703069375	0.000218							0.127497	0.7179	0.3952	0.6371										4				
YDR507C	YNL312W	-0.0477025437764458	0.000134751561854681	0.000174							0.033613	0.1867	0.3661	0.1867										4				
YDR507C	YNL314W	0.00937677287351817	0.57812685376994	0.000183							0.121794	0.5272	0.1483	0.3769										4				
YDR507C	YNR054C	0.0103427939234839	0.545497979930995	0.000157							0.105493	0.6133	0.3263	0.0833										4				
YDR507C	YNR063W	-0.0112278955443526	0.513816017186316	0.000210							0.213418	1.6982	0.1081	0.2615										4				
YDR507C	YOL028C	-0.0157734254700822	0.334739313680024	0.000214							0.091924	0.5547	0.2977	0.0756										4				
YDR507C	YOL067C	-0.00515838842180541	0.69422001477272	0.000210							0.049981	0.2691	0.1634	0.2691										4				
YDR507C	YOL089C	-0.0135139121198372	0.425769232699364	0.000238							0.171958	0.658	0.0973	0.0636										4				
YDR507C	YOL108C	0	0.783105134357029	0.000143							0.101532	0.6022	0.3537											3				
YDR507C	YOL116W	-0.0152369986422943	0.356320066689249	0.000245							0.199889	1.44	0.3571	0.0758										4				
YDR507C	YOR028C	-0.0383187011969481	0.00304532806553224	0.000213							0.16784	0.653	0.1794	0.653										4				
YDR507C	YOR032C	0	0.783105134357029	0.000192							0.1107	0.5751	0.2722											3				
YDR507C	YOR038C	-0.0108621614910031	0.527102308509954	0.000222							0.172454	0.8075	0.3406	0.3877								198		5				
YDR507C	YOR066W	0.00583941834369613	0.678389421859142	0.000182							0.150373	0.6713	0.3498	0.3262										4				
YDR507C	YOR077W	-0.0187791648572366	0.220690327753068	0.000207							0.192987	1.008	0.1237	0.2887										4				
YDR507C	YOR113W	-0.00601022335198114	0.674248652678064	0.000191							0.176172	0.6611	0.1364	0.6572										4				
YDR507C	YOR140W	0.00987157012575175	0.561680619327354	0.000196							0.225938	1.9682	0.1783	1.9682										4				
YDR507C	YOR162C	-0.0152573126918063	0.355500345053054	0.000205							0.094479	0.5749	0.3472	0.0793										4				
YDR507C	YOR229W	0.00266552905842467	0.743480526724624	0.000195						1.14167	0.150172	0.6633	0.3014	0.6633										5				
YDR507C	YOR230W	-0.0265659959592963	0.0565496196482045	0.000190							0.118622	0.6456	0.3508	0.6456								588		5				
YDR507C	YOR298C-A	0.0208427379996367	0.15496783560961	0.000197							0.08988	0.454	0.1721	0.2372										4				
YDR507C	YOR337W	-0.0338168239920238	0.010740986023252	0.000195							0.161656	0.6293	0.1505	0.0646										4				
YDR507C	YOR344C	0.0133864117753922	0.430852506346451	0.000178							0.150008	0.5646	0.2262	0.0672										4				
YDR507C	YOR358W	-0.0147364251639912	0.376548964504372	0.000197							0.09486	0.4692	0.1252	0.1115								167		5				
YDR507C	YOR363C	-0.0115796767052597	0.500794364836936	0.000194							0.186027	0.9312	0.3036	0.0795										4				
YDR507C	YOR372C	0.0164808028842239	0.306617288819402	0.000226							0.237184	2.934	0.3533	2.934										4				1
YDR507C	YOR380W	0	0.783105134357029	0.000187							0.089641	0.4763	0.2367											3				
YDR507C	YPL038W	0.0197074091314238	0.189533487595424	0.000167							0.144828	0.5422	0.2024	0.2692										4				
YDR507C	YPL049C	0.014410275626842	0.38973300867996	0.000214							0.199703	1.4308	0.3421	1.4308										4				
YDR507C	YPL075W	0.00713200210603729	0.645309564801441	0.000228							0.158835	0.7598	0.3472	0.4758										4				
YDR507C	YPL089C	-0.0134704810201346	0.427502321486559	0.000208							0.169041	0.8108	0.3765	0.6214										4				
YDR507C	YPL128C	-0.0235365444193662	0.0994322440132209	0.000182							0.084545	0.4414	0.208	0.388										4				
YDR507C	YPL133C	-0.0694208390482943	6.99481193213877e-09	0.000166		1				0.0388082	0.133315	0.5347	0.1489	0.0631										6	1	1		
YDR507C	YPL139C	-0.0116514210256843	0.498110939437335	0.000160							0.077236	0.4037	0.2237	0.0798										4				
