/home/WIN/cdegma/PKTFX/data/dream/lambda_01/2_4
loss	sse	Lt	Lp
580.96218	579.89855	8.77087	18.39069
553.59211	552.74715	6.83354	18.46979
521.89224	520.70760	8.48374	21.40302
482.73084	480.87468	11.05626	25.73754
422.36703	419.31612	13.90499	31.18558
340.61745	335.26136	16.08359	37.42861
313.42367	305.71588	16.39061	41.04761
276.48272	270.56544	15.31364	39.36461
259.01636	252.95524	15.07985	39.84079
244.71405	237.90852	15.07112	40.99334
230.50575	223.88132	14.89641	40.95792
220.20710	213.67177	14.87813	40.92653
211.37474	204.35454	15.04749	41.47508
203.35131	196.33506	15.21715	41.46955
195.83860	188.45207	15.52279	41.77359
188.62832	180.97982	15.82473	41.97072
181.51501	173.64198	16.15480	42.13207
175.63442	167.44106	16.48805	42.35956
169.76393	161.33640	16.80817	42.54285
163.88495	155.08772	17.15699	42.81878
158.03201	148.88367	17.49873	43.08742
151.02273	141.42954	17.90371	43.42491
144.05867	134.03040	18.29358	43.76301
137.20321	126.76989	18.63301	44.11147
130.50325	119.70530	18.92505	44.46631
125.12232	114.02630	19.10788	44.79497
119.93042	108.60537	19.24639	45.11265
113.95879	102.44829	19.34925	45.45828
108.28612	96.67474	19.37845	45.77521
103.79920	92.13951	19.36638	46.02039
98.70026	87.05329	19.30906	46.29521
94.69958	83.08177	19.24488	46.51092
90.93186	79.32502	19.17763	46.72856
86.76531	75.15558	19.08854	46.98309
82.90500	71.31297	19.00558	47.21415
79.89450	68.33389	18.94578	47.38370
76.58459	65.01957	18.88381	47.58720
74.02886	62.46759	18.83715	47.73894
71.19846	59.62091	18.79931	47.92808
68.98954	57.44132	18.76524	48.06041
66.89156	55.37933	18.74858	48.17316
64.91180	53.43395	18.73000	48.27240
62.68009	51.22557	18.72917	48.38705
60.60110	49.16942	18.72585	48.49193
58.99008	47.55413	18.70688	48.58756
57.17015	45.73711	18.69807	48.69428
55.41629	44.05380	18.68493	48.75654
54.03893	42.70591	18.68813	48.81612
52.45473	41.15816	18.68744	48.88017
51.18839	39.93234	18.67748	48.92613
49.74656	38.53216	18.66939	48.97546
48.36096	37.19793	18.65440	49.01910
47.06017	35.93266	18.64643	49.06947
46.03006	34.92594	18.63713	49.11304
45.03210	33.96112	18.62819	49.14376
44.06154	33.04491	18.61761	49.15921
42.95707	31.99001	18.61354	49.17996
41.88865	30.97618	18.59641	49.20027
41.03078	30.16793	18.59765	49.20415
40.19596	29.38711	18.58509	49.21161
38.91721	28.17612	18.57812	49.22445
38.00096	27.31898	18.57169	49.22332
37.11071	26.48746	18.57561	49.21801
36.26166	25.69317	18.57321	49.20825
35.43882	24.92512	18.56794	49.19602
34.63191	24.18953	18.56040	49.17293
33.73971	23.35469	18.57053	49.15296
33.12171	22.78577	18.56983	49.13732
32.40471	22.11881	18.58119	49.11730
31.70322	21.48055	18.57570	49.09727
31.14057	20.95476	18.58595	49.08626
30.60204	20.44684	18.59088	49.08449
29.96229	19.85504	18.59060	49.07597
29.34876	19.29703	18.59103	49.05905
28.76064	18.74143	18.59099	49.05101
28.28916	18.30840	18.58689	49.04480
27.82840	17.88646	18.58599	49.03089
27.29929	17.39211	18.58255	49.02919
26.87681	17.00123	18.58492	49.02510
26.38187	16.54072	18.58116	49.01800
25.91394	16.10541	18.58355	49.00844
25.30735	15.54848	18.57318	48.99082
24.94098	15.22196	18.56955	48.96815
24.51715	14.84209	18.56299	48.94539
24.17674	14.53052	18.55705	48.92652
23.78123	14.17699	18.54947	48.89766
