	r	p	ψ
T1	1.0	1.0	0.6515131678995192
T2	1.0	1.0	0.34421958085829435
T3	1.0	1.0	0.6975166019280576
T4	1.0	1.0	0.9974327673958371
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	0.000505184444943123	0.000597463463281396	0.000597463463281396
P4	1.0	1.0	1.0
O1	0.19516515276842483	0.19516527204813838	0.0
O2	0.3177551385956028	0.31779172280292084	0.0
O3	0.6037093253960498	0.5988990897214809	0.0
O4	0.04232223367548359	0.042335566297954035	0.0
