	r	p	ψ
T1	1.0	1.0	0.6515131678995192
T2	1.0	1.0	0.34421958085829435
T3	1.0	1.0	0.0034326390637077152
T4	1.0	1.0	0.29093275279528213
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	0.00039802519160399454	0.0005461037722690811	0.0005461037722690811
O1	0.19516514823661932	0.19516525798671305	0.0
O2	0.3177549675697189	0.31778928491001646	0.0
O3	0.10070786354194934	0.10071257702893696	0.0
O4	0.999902671414045	0.9955708049237991	0.0
