	r	p	ψ
T1	1.0	1.0	0.6515131678843621
T2	1.0	1.0	0.9980742949659718
T3	1.0	1.0	0.69751660182629
T4	1.0	1.0	0.2909327527955934
P1	1.0	1.0	1.0
P2	0.00039865369184347997	0.0004617518878660038	0.0004617518878660038
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.7919807916848585	0.7895577476949801	0.0
O2	0.3178769928367792	0.3190601867723612	0.0
O3	0.10071204938744101	0.10085296395473985	0.0
O4	0.042325193418343544	0.042914366727310124	0.0
