	r	p	ψ
T1	1.0	1.0	0.0006823260149449194
T2	1.0	1.0	0.34421958085829435
T3	1.0	1.0	0.6975166019280606
T4	1.0	1.0	0.29093275279528213
P1	0.0003241309146970402	0.0003254185457598249	0.0003254185457598249
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.19516512952601822	0.19516519991749498	0.0
O2	0.9966545563315891	0.9923316476904147	0.0
O3	0.10070785133440534	0.10071125407443347	0.0
O4	0.04232222886202602	0.04233086162849137	0.0
