/home/WIN/cdegma/PKTFX/data/dream/lambda_01/2_1
loss	sse	Lt	Lp
317.26630	316.22985	8.49832	18.62681
301.15704	300.48100	5.55347	17.73790
290.34473	289.67098	5.20280	18.99981
278.20899	277.36097	5.82870	22.06154
265.55940	264.37602	6.85979	26.24835
251.23658	249.48748	7.97659	31.21401
237.44725	234.89753	8.75267	35.83105
223.67506	219.56993	9.45538	40.51479
209.27510	203.78945	10.02213	42.96510
194.59491	189.10743	10.37733	43.40033
183.51517	177.51647	10.76223	44.36950
173.04404	166.79082	11.10663	45.10966
159.47941	153.19377	11.53790	45.85998
150.71013	144.29248	11.80654	46.54875
141.17090	134.57443	12.09480	47.41855
132.52472	125.77616	12.29995	48.28930
124.66429	117.84291	12.46142	49.09542
118.63212	111.77913	12.58297	49.73758
111.97956	105.07903	12.72873	50.55335
105.91265	98.88972	12.84587	51.44323
100.36069	93.18772	12.91519	52.33268
95.24709	87.93928	12.96107	53.14295
90.49626	83.02414	13.01228	53.92392
86.05249	78.49319	13.01576	54.60983
82.58073	74.95573	13.02036	55.16104
78.66047	70.95119	13.00574	55.81794
74.98452	67.20172	12.97888	56.40478
71.56371	63.69420	12.93789	56.93253
68.86680	60.95938	12.89684	57.32424
65.84668	57.89809	12.83341	57.76390
63.01026	55.00769	12.78000	58.19254
60.35707	52.32812	12.71507	58.53194
58.25995	50.24373	12.66705	58.76205
56.29110	48.25663	12.62191	58.99483
54.04733	46.01288	12.56837	59.22293
51.95289	43.91350	12.51167	59.46777
49.96985	41.93830	12.45905	59.66624
48.08802	40.08578	12.39481	59.85542
46.31917	38.31741	12.34487	60.07955
44.65245	36.64002	12.31054	60.25240
43.32441	35.33674	12.27140	60.37198
41.79137	33.82586	12.23202	60.52346
40.58373	32.63173	12.20218	60.61642
39.18697	31.25752	12.16502	60.72035
38.06877	30.18259	12.11630	60.78712
36.79517	28.92698	12.08811	60.88147
35.57039	27.73422	12.05983	60.97901
34.59826	26.79537	12.02873	61.04933
33.47931	25.70784	11.99164	61.13852
32.41731	24.69233	11.95497	61.20205
31.57148	23.86799	11.93853	61.27325
30.59959	22.94722	11.89629	61.33929
29.66552	22.06736	11.86791	61.39249
28.92395	21.38220	11.83719	61.43279
28.07095	20.57837	11.80998	61.48213
27.39948	19.94091	11.79559	61.51909
26.74984	19.33876	11.77559	61.54916
26.00406	18.65172	11.74696	61.56763
25.29099	18.00762	11.73088	61.56871
24.71431	17.49585	11.69567	61.56063
24.06788	16.89783	11.68039	61.55270
23.43570	16.35068	11.64393	61.52278
22.95413	15.89708	11.64760	61.49799
22.38355	15.39735	11.61280	61.46691
21.91223	15.00068	11.58462	61.42521
21.38258	14.52944	11.57145	61.37923
20.87539	14.08477	11.55836	61.32815
20.39987	13.66441	11.53453	61.28953
19.93372	13.27377	11.50085	61.21784
19.57069	12.95090	11.49024	61.17472
19.22705	12.64873	11.46994	61.13155
18.83161	12.30204	11.44936	61.06789
18.44201	11.98092	11.41128	60.99727
18.07998	11.65950	11.40074	60.93555
17.79057	11.40816	11.38342	60.88836
17.45414	11.13239	11.35501	60.80179
17.18993	10.89312	11.35693	60.73338
16.87391	10.64132	11.32434	60.64694
16.57223	10.38864	11.31485	60.54135
16.33324	10.18211	11.31028	60.46268
16.06880	9.96263	11.28551	60.36868
15.84484	9.78383	11.26548	60.27163
15.63613	9.60587	11.26354	60.18024
15.34823	9.37617	11.24938	60.04717
15.16025	9.21714	11.24404	59.94706
14.96413	9.06208	11.24054	59.84139
14.77710	8.91830	11.22452	59.73698
14.60132	8.76832	11.22186	59.63541
14.36057	8.57953	11.21506	59.47786
14.20273	8.45224	11.20656	59.36646
14.03497	8.32121	11.20736	59.25497
13.87879	8.20260	11.19961	59.14816
13.72861	8.08129	11.19401	59.03404
13.58316	7.97239	11.18527	58.91654
13.44372	7.85524	11.19249	58.80253
13.29898	7.75225	11.18296	58.68049
13.15695	7.63930	11.17790	58.57255
13.02070	7.53975	11.16638	58.46039
12.89213	7.43394	11.17194	58.34103
12.74796	7.32358	11.16457	58.21654
12.61963	7.22161	11.16676	58.11632
12.47556	7.10784	11.16972	57.99005
12.35468	7.01879	11.16582	57.89064
12.19911	6.88469	11.17394	57.76387
12.06250	6.78479	11.17041	57.65904
11.93362	6.68221	11.17085	57.56077
11.82472	6.59180	11.17040	57.48050
11.70390	6.49722	11.17066	57.37551
11.57313	6.39279	11.18012	57.27074
11.45248	6.29891	11.16272	57.18828
11.33457	6.20240	11.16382	57.09760
11.21156	6.10948	11.16266	56.99219
11.09553	6.01871	11.16064	56.89815
10.98085	5.92033	11.16393	56.81032
10.88367	5.84488	11.16255	56.73856
10.78537	5.77202	11.15281	56.67146
10.67645	5.68134	11.15192	56.59097
10.56390	5.59132	11.15275	56.51287
10.47461	5.51836	11.14394	56.46211
10.36506	5.43403	11.14749	56.38851
10.26077	5.35174	11.14339	56.32545
10.16726	5.27259	11.14100	56.27080
10.06290	5.18990	11.13506	56.20703
9.96690	5.11403	11.13277	56.14321
9.86432	5.03982	11.12192	56.07832
9.78781	4.97857	11.12090	56.02786
9.70994	4.92469	11.11102	55.96910
9.62208	4.85000	11.11165	55.91371
9.53801	4.78941	11.10309	55.84846
9.46451	4.73762	11.10032	55.78730
9.38309	4.67000	11.09353	55.72118
9.29785	4.61385	11.08216	55.64086
9.22242	4.55035	11.07997	55.58340
9.14672	4.49812	11.07699	55.50532
9.07519	4.44413	11.06880	55.44363
9.01648	4.39723	11.07118	55.38844
8.95745	4.34942	11.06872	55.33679
8.90205	4.31471	11.05578	55.27584
8.83645	4.26134	11.06033	55.19985
8.76638	4.21150	11.05730	55.12508
8.71617	4.17575	11.05131	55.05774
8.65039	4.12870	11.04631	54.97596
8.60278	4.08914	11.04953	54.91484
8.54127	4.04402	11.04811	54.84149
8.48298	4.00185	11.04915	54.77809
8.42242	3.95881	11.04600	54.71193
8.37792	3.92514	11.04655	54.65661
8.32194	3.87910	11.04782	54.59706
8.26537	3.83867	11.04087	54.53540
8.21152	3.79957	11.04129	54.47280
8.15825	3.75713	11.03630	54.42503
8.10732	3.71914	11.03348	54.37176
8.04350	3.67282	11.03245	54.30956
7.99542	3.63321	11.03450	54.25922
7.94100	3.59814	11.02738	54.21323
7.90269	3.55887	11.03027	54.18553
7.85512	3.52283	11.02952	54.13501
7.80480	3.48874	11.02354	54.09290
7.76428	3.45832	11.02650	54.05771
7.72701	3.42519	11.02156	54.02953
7.68383	3.38821	11.02288	54.00341
7.63264	3.35080	11.02051	53.96593
7.59716	3.32438	11.01210	53.93778
7.55934	3.28882	11.01713	53.90702
7.52282	3.26054	11.01676	53.88423
7.47514	3.21876	11.01370	53.85474
7.42817	3.18827	11.00714	53.81823
7.39183	3.15929	11.00910	53.79174
7.34872	3.12090	11.00819	53.76456
7.30317	3.08960	11.00214	53.73748
7.26478	3.05819	10.99646	53.72122
7.22710	3.02084	11.00045	53.69689
7.19066	2.99625	10.99349	53.68625
7.15097	2.96175	10.99114	53.66842
7.12018	2.93120	10.99668	53.65215
7.08322	2.90829	10.98968	53.62966
7.04288	2.87265	10.98951	53.61500
6.99684	2.84630	10.97401	53.59386
6.96745	2.80999	10.97640	53.58402
6.93427	2.79082	10.97420	53.55769
6.89526	2.75685	10.97217	53.54351
6.85900	2.73244	10.96279	53.52097
6.82740	2.70272	10.96644	53.50320
6.78599	2.67351	10.96075	53.47485
6.74440	2.64624	10.95007	53.45002
6.70919	2.60923	10.95954	53.42839
6.66888	2.57930	10.95251	53.41019
6.63040	2.55344	10.94028	53.40053
6.59748	2.52102	10.94120	53.39335
6.56836	2.50029	10.93247	53.37909
6.53760	2.47244	10.93802	53.36197
6.50597	2.44536	10.92893	53.34985
6.47067	2.41648	10.93048	53.32954
6.44275	2.39840	10.91762	53.31839
6.41537	2.37419	10.92679	53.30851
6.37946	2.35451	10.90872	53.29438
6.35603	2.33154	10.91243	53.27968
6.32724	2.30519	10.90618	53.26898
6.29315	2.28462	10.90226	53.24834
6.27288	2.26506	10.90118	53.23108
6.24574	2.24022	10.90121	53.21055
6.21220	2.21695	10.89720	53.19084
6.18394	2.20325	10.88971	53.15987
6.16112	2.17913	10.88874	53.15093
6.13653	2.15815	10.88654	53.14156
6.11119	2.14472	10.88248	53.12039
6.08416	2.12278	10.87898	53.10714
6.05798	2.10546	10.87537	53.08402
6.03456	2.08806	10.87408	53.05876
6.01283	2.07144	10.87267	53.04191
5.99275	2.06026	10.87013	53.02105
5.97210	2.03922	10.87010	52.99866
5.95096	2.02681	10.87259	52.97123
5.93433	2.01454	10.86718	52.95228
5.91357	1.99944	10.86471	52.93628
5.89604	1.98844	10.86345	52.90744
5.87372	1.97302	10.86185	52.88397
5.85656	1.95687	10.86825	52.86156
5.84185	1.95103	10.86311	52.84893
5.82819	1.93951	10.86035	52.83250
5.80751	1.92596	10.86092	52.81346
5.79155	1.91112	10.86277	52.79989
5.77959	1.90903	10.85504	52.78470
5.76159	1.89360	10.85477	52.76293
5.75396	1.88759	10.85968	52.74191
5.74397	1.87562	10.85704	52.72992
5.72749	1.86929	10.85544	52.71108
5.71619	1.85559	10.85400	52.68700
5.69999	1.85131	10.85498	52.66297
5.68900	1.84029	10.85251	52.64840
5.67551	1.82885	10.85271	52.62936
5.66362	1.82384	10.84963	52.61043
5.65326	1.81298	10.85051	52.58931
5.64254	1.80949	10.85175	52.57897
5.63073	1.79940	10.84892	52.55509
5.61963	1.78478	10.85226	52.53748
5.61233	1.78123	10.85136	52.51990
5.59827	1.77344	10.84849	52.49909
5.59050	1.76750	10.84870	52.47504
5.58513	1.76047	10.84949	52.46402
5.57595	1.75629	10.84609	52.45000
5.56135	1.74640	10.84729	52.42986
5.55353	1.74228	10.84197	52.41670
5.54544	1.74293	10.84134	52.39484
5.53466	1.73042	10.84025	52.36980
5.52575	1.72101	10.84566	52.34720
5.52133	1.71620	10.84644	52.32310
5.51088	1.70922	10.84743	52.30210
5.50301	1.70153	10.84749	52.27933
5.49266	1.69947	10.84407	52.25422
5.48510	1.69048	10.84700	52.22670
5.47761	1.68832	10.84496	52.20191
5.46938	1.68039	10.84793	52.17737
5.46154	1.66672	10.84773	52.15149
5.45256	1.67058	10.84892	52.12138
5.44767	1.66325	10.84791	52.09572
5.44105	1.65852	10.85127	52.07199
5.43275	1.65660	10.84796	52.05030
5.42437	1.64807	10.84981	52.02392
5.41988	1.65045	10.84856	52.00266
5.41176	1.64297	10.84560	51.98141
5.40676	1.63522	10.85116	51.95912
5.39951	1.63515	10.84629	51.93003
5.38921	1.63004	10.84564	51.89781
5.38715	1.62753	10.84735	51.87583
5.37880	1.61917	10.84950	51.84274
5.36720	1.61708	10.84537	51.81270
5.36337	1.61264	10.84577	51.78895
5.35644	1.60543	10.84670	51.75973
5.34984	1.60407	10.84275	51.73149
5.34281	1.59837	10.84353	51.70695
5.33858	1.59713	10.84406	51.67894
5.33340	1.59109	10.84274	51.65184
5.32709	1.58582	10.85021	51.62681
5.31678	1.58860	10.84148	51.60103
5.31478	1.57908	10.84762	51.56935
5.30539	1.58146	10.84114	51.54265
5.30281	1.57470	10.84166	51.51578
5.29534	1.57123	10.84268	51.48495
5.28722	1.56810	10.84074	51.45775
5.28436	1.56451	10.84160	51.42677
5.27863	1.56142	10.84342	51.39821
5.26780	1.56553	10.83754	51.36296
5.26531	1.55004	10.84627	51.32413
5.26034	1.55716	10.83987	51.29481
5.24935	1.54898	10.83955	51.26173
5.24480	1.54692	10.84218	51.22351
5.23960	1.54261	10.84144	51.18805
5.23755	1.53693	10.84199	51.16283
5.22651	1.53770	10.83752	51.12458
5.22177	1.53326	10.83887	51.09908
5.21729	1.52781	10.84166	51.07050
5.21013	1.52992	10.83804	51.03014
5.20359	1.52052	10.84391	50.99998
5.19650	1.51890	10.83934	50.96866
5.19469	1.52054	10.83669	50.93097
5.18743	1.51182	10.84388	50.89586
5.18087	1.51378	10.83486	50.86009
5.17823	1.50776	10.84337	50.82546
5.16881	1.50500	10.83788	50.78534
5.16079	1.50547	10.83899	50.74828
5.15702	1.49941	10.83913	50.71495
5.15215	1.49595	10.83986	50.68139
5.14718	1.49550	10.84036	50.64445
5.14081	1.49427	10.83862	50.61500
5.13458	1.48613	10.84009	50.58999
5.13271	1.48968	10.84143	50.55822
5.12761	1.48684	10.84127	50.52756
5.12548	1.47754	10.84665	50.49562
5.11489	1.48143	10.83948	50.46390
5.10923	1.47464	10.83704	50.43339
5.10817	1.47629	10.84006	50.40342
5.09971	1.47328	10.83821	50.37960
5.09859	1.47192	10.83954	50.34796
5.09126	1.46850	10.83801	50.32137
5.08668	1.46561	10.83938	50.28440
5.08260	1.46154	10.84013	50.25069
5.07400	1.45999	10.83608	50.21970
5.07267	1.45724	10.83748	50.19543
5.06541	1.45447	10.83830	50.16479
5.06362	1.45275	10.83768	50.13451
5.05697	1.44964	10.83782	50.10329
5.05205	1.44847	10.83665	50.07341
5.04815	1.44412	10.83839	50.04004
5.04301	1.44436	10.83778	50.01203
5.04111	1.44133	10.83584	49.98548
