KP	KP2	Target
KSP1		YMR102C
KSP1		YDL201W
KSP1		YBR130C
KSP1		YDL070W
KSP1		YLL011W
KSP1		YPL094C
KSP1		YBL069W
KSP1		YBR159W
KSP1		YDR226W
KSP1		YBR138C
KSP1		YPR158W-A
KSP1		YDL035C
KSP1		YBR247C
KSP1		YNL064C
KSP1		YGL051W
KSP1		YOR162C
KSP1		YLR131C
KSP1		YOL079W
KSP1		YBR225W
KSP1		YDL166C
KSP1		YPR032W
KSP1		YML035C
KSP1		YNL007C
KSP1		YNL217W
KSP1		YER133W
KSP1		YDR074W
KSP1		YDL173W
KSP1		YOR207C
KSP1		YBL078C
KSP1		YHL024W
KSP1		YMR111C
KSP1		YBR233W
KSP1		YDR034C-C
KSP1		YMR285C
KSP1		YGR027W-A
KSP1		YDL210W
KSP1		YDL007W
KSP1		YPR091C
KSP1		YOL103W-A
KSP1		YNL022C
KSP1		YMR053C
KSP1		YGL256W
KSP1		YCL043C
KSP1		YFL023W
KSP1		YAR015W
KSP1		YBR154C
KSP1		YNL065W
KSP1		YBL064C
KSP1		YNL240C
KSP1		YDR134C
KSP1		YAL020C
KSP1		YBR212W
KSP1		YIL135C
KSP1		YDR323C
KSP1		YDR337W
KSP1		YDL153C
KSP1		YFR048W
KSP1		YNL182C
KSP1		YBR118W
KSP1		YNL189W
KSP1		YDL131W
KSP1		YER098W
KSP1		YDL051W
KSP1		YMR155W
KSP1		YDR330W
KSP1		YNR047W
KSP1		YLR249W
KSP1		YPL104W
KSP1		YPR158C-C
KSP1		YFL031W
KSP1		YAL013W
KSP1		YOL125W
KSP1		YNL073W
KSP1		YMR184W
KSP1		YML037C
KSP1		YOR208W
KSP1		YPL177C
KSP1		YDL219W
KSP1		YLR220W
KSP1		YMR229C
KSP1		YGL105W
KSP1		YLR293C
KSP1		YAL028W
KSP1		YCR105W
KSP1		YDR091C
KSP1		YMR214W
KSP1		YGL207W
KSP1		YPR137C-A
KSP1		YLR221C
KSP1		YDL002C
KSP1		YMR302C
KSP1		YDR266C
KSP1		YML045W-A
KSP1		YDR259C
KSP1		YLR257W
KSP1		YBR170C
KSP1		YDL220C
KSP1		YNL054W-A
KSP1		YPL257W-A
KSP1		YNL147W
KSP1		YER122C
KSP1		YOR035C
KSP1		YPL207W
KSP1		YPR050C
KSP1		YOR224C
KSP1		YIL078W
KSP1		YGR276C
KSP1		YBR121C
KSP1		YLR098C
KSP1		YKL051W
KSP1		YMR143W
KSP1		YOR181W
KSP1		YBR108W
KSP1		YNL027W
KSP1		YNL136W
KSP1		YDR234W
KSP1		YNL181W
KSP1		YOR107W
KSP1		YKR040C
KSP1		YMR281W
KSP1		YML054C
KSP1		YDR480W
KSP1		YDL013W
KSP1		YMR291W
KSP1		YMR190C
KSP1		YDR257C
KSP1		YBL057C
KSP1		YOL104C
KSP1		YNL001W
KSS1		YPR072W
KSS1		YIL130W
KSS1		YKR048C
KSS1		YMR229C
KSS1		YIL038C
KSS1		YJL089W
KSS1		YGR116W
KSS1		YBL023C
KSS1		YPL073C
KSS1		YFL011W
KSS1		YFL048C
KSS1		YGL136C
KSS1		YJR108W
KSS1		YHR001W
KSS1		YKL142W
KSS1		YBL100C
KSS1		YPL048W
KSS1		YER148W
KSS1		YIL163C
KSS1		YNR006W
KSS1		YOR003W
KSS1		YDR034C-C
KSS1		YNL272C
KSS1		YLR324W
KSS1		YMR241W
KSS1		YHL021C
KSS1		YHR216W
KSS1		YPR091C
KSS1		YGL245W
KSS1		YJR105W
KSS1		YJR069C
KSS1		YIL036W
KSS1		YFL023W
KSS1		YCL043C
KSS1		YGR016W
KSS1		YGR078C
KSS1		YGR034W
KSS1		YBL024W
KSS1		YMR239C
KSS1		YDL153C
KSS1		YLR307W
KSS1		YDL178W
KSS1		YBL007C
KSS1		YER098W
KSS1		YDR312W
KSS1		YGL061C
KSS1		YJR142W
KSS1		YBR162C
KSS1		YDL128W
KSS1		YIL070C
KSS1		YNL077W
KSS1		YGL105W
KSS1		YAL028W
KSS1		YFR038W
KSS1		YNL186W
KSS1		YLL022C
KSS1		YPR137C-A
KSS1		YOR245C
KSS1		YNL288W
KSS1		YLR316C
KSS1		YDL070W
KSS1		YNL054W-A
KSS1		YDL198C
KSS1		YBR272C
KSS1		YLL008W
KSS1		YJL199C
KSS1		YGR276C
MCK1		YBL023C
MCK1		YML035C
MCK1		YJR043C
MCK1		YGL245W
MCK1		YEL015W
MCK1		YFR022W
MCK1		YMR053C
MCK1		YGL256W
MCK1		YMR239C
MCK1		YLR006C
MCK1		YNL201C
MCK1		YCR073W-A
MCK1		YOL125W
MCK1		YMR184W
MCK1		YMR229C
MCK1		YAL028W
MCK1		YCR105W
MCK1		YDL186W
MCK1		YDL002C
MCK1		YML045W-A
MCK1		YDR259C
MCK1		YMR280C
MCK1		YLR131C
MCK1		YDR023W
MCK1		YBR225W
MCK1		YBL037W
MCK1		YPL080C
MCK1		YDL006W
MCK1		YLL034C
MCK1		YDL166C
MCK1		YMR205C
MCK1		YDR379W
MCK1		YLR258W
MCK1		YNL217W
MCK1		YPL077C
MCK1		YOR050C
MCK1		YKL168C
MCK1		YMR165C
MCK1		YBR273C
MCK1		YOR207C
MCK1		YDR002W
MCK1		YDR518W
MCK1		YPR058W
MCK1		YNR006W
MCK1		YKL146W
MCK1		YNL284C-A
MCK1		YGR038C-A
MCK1		YCR100C
MCK1		YNL272C
MCK1		YLR132C
MCK1		YAL034C
MCK1		YAR019C
MCK1		YJL084C
MCK1		YDR293C
MCK1		YJR141W
MCK1		YMR238W
MCK1		YJL110C
MCK1		YLR030W
MCK1		YNL065W
MCK1		YDL156W
MCK1		YDR134C
MCK1		YOL091W
MCK1		YIL135C
MCK1		YDL149W
MCK1		YBL024W
MCK1		YDR072C
MCK1		YDL153C
MCK1		YMR115W
MCK1		YGR220C
MCK1		YOR335C
MCK1		YER098W
MCK1		YDR330W
MCK1		YLR249W
MCK1		YNR047W
MCK1		YML058W
MCK1		YML037C
MCK1		YDL128W
MCK1		YPR013C
MCK1		YNL066W
MCK1		YFR009W
MCK1		YBR086C
MCK1		YJL108C
MCK1		YNL074C
MCK1		YDL209C
MCK1		YBR108W
MCK1		YGL134W
MCK1		YGR126W
MCK1		YAL007C
MCK1		YKL093W
MCK1		YML080W
MCK1		YBR043C
MCK1		YDL230W
MCK1		YNL027W
MCK1		YDL070W
MCK1		YAL034W-A
MCK1		YBL011W
MCK1		YDL198C
MCK1		YPL257W-A
MCK1		YML012W
MCK1		YFR014C
MCK1		YER122C
MCK1		YPR050C
MCK1		YOR224C
MCK1		YOR028C
MCK1		YNL078W
MCK1		YGL051W
MCK1		YGR276C
MCK1		YGL186C
MCK1		YNL187W
MEK1		YBL007C
MEK1		YKR021W
MEK1		YOR344C
MEK1		YLR258W
MEK1		YPL077C
MEK1		YIL038C
MEK1		YLR319C
MEK1		YKL159C
MEK1		YMR165C
MEK1		YJR125C
MEK1		YAL028W
MEK1		YNL074C
MEK1		YJR072C
MEK1		YJR049C
MEK1		YKL093W
MEK1		YLR047C
MEK1		YDR323C
MEK1		YFL034W
MEK1		YDR134C
MEK1		YJL146W
MEK1		YIL135C
MEK1		YKL185W
MEK1		YCR073W-A
MEK1		YML064C
MEK1		YGL035C
MEK1		YPL203W
MEK1		YPL100W
MEK1		YGL134W
MEK1		YML058W
MEK1		YIL033C
MEK1		YDR207C
MKK1		YHR157W
MKK1		YER064C
MKK1		YBR138C
MKK1		YAR019C
MKK1		YDL166C
MKK1		YML083C
MKK1		YPR050C
MKK1		YOR207C
MKK1		YKL015W
MPS1		YAR019C
MPS1		YJL089W
MPS1		YJL084C
MPS1		YNL116W
MPS1		YHR209W
MPS1		YPR048W
MPS1		YNL186W
PAK1		YDL006W
PAK1		YAR019C
PAK1		YGL245W
PAK1		YJL051W
PAK1		YML037C
PAK1		YJL108C
PAK1		YMR115W
PBS2		YIL033C
PBS2		YKR055W
PBS2		YJR059W
PBS2		YOL016C
PHO85		YHR183W
PHO85		YBL011W
PHO85		YGL023C
PHO85		YEL047C
PHO85		YNL289W
PHO85		YDR229W
PHO85		YJL084C
PHO85		YIR040C
PHO85		YNL263C
PHO85		YIL033C
PHO85		YOL016C
PHO85		YPL203W
PHO85	pcl1	YKL181W
PHO85	pcl1	YFR021W
PHO85	pcl1	YHR009C
PHO85	pcl1	YER101C
PHO85	pcl1	YHR182W
PHO85	pcl1	YDR170W-A
PHO85	pcl1	YMR165C
PHO85	pcl1	YJR075W
PHO85	pcl1	YKL197C
PHO85	pcl1	YKR090W
PHO85	pcl1	YER036C
PHO85	pcl1	YGR038C-A
PHO85	pcl1	YNL149C
PHO85	pcl1	YPL266W
PHO85	pcl1	YPR139C
PHO85	pcl1	YHR183W
PHO85	pcl1	YJL103C
PHO85	pcl1	YFL034W
PHO85	pcl1	YGL246C
PHO85	pcl1	YBL024W
PHO85	pcl1	YPL100W
PHO85	pcl1	YBR042C
PHO85	pcl1	YPR103W
PHO85	pcl1	YBL061C
PHO85	pcl1	YGR249W
PHO85	pcl1	YGR111W
PHO85	pcl1	YGL079W
PHO85	pcl1	YCR072C
PHO85	pcl1	YGL014W
PHO85	pcl1	YNL077W
PHO85	pcl1	YOL049W
PHO85	pcl1	YPL050C
PHO85	pcl1	YMR290C
PHO85	pcl1	YFR024C
PHO85	pcl1	YNL186W
PHO85	pcl1	YFR017C
PHO85	pcl1	YLR050C
PHO85	pcl1	YBR130C
PHO85	pcl1	YGL254W
PHO85	pcl1	YNL027W
PHO85	pcl1	YML048W
PHO85	pcl1	YIL118W
PHO85	pcl1	YMR313C
PHO85	pcl1	YER125W
PHO85	pcl1	YBL011W
PHO85	pcl1	YPR158W-A
PHO85	pcl1	YNL165W
PHO85	pcl1	YBL084C
PHO85	pcl1	YMR182C
PHO85	pcl1	YNL326C
PHO85	pcl1	YOR162C
PHO85	pcl1	YLR410W-A
PHO85	pcl1	YIL075C
PHO85	pcl1	YNL166C
PHO85	pcl1	YER082C
PHO85	pcl1	YFR010W
PHO85	pcl1	YDR256C
PHO85	pcl1	YPL146C
PHO85	pcl1	YNL304W
PHO85	pcl1	YDR379W
PHO85	pcl1	YER024W
PHO85	pcl1	YJL105W
PHO85	pcl1	YMR262W
PHO85	pcl1	YOL123W
PHO85	pcl1	YKR094C
PHO85	pcl1	YJL200C
PHO85	pcl1	YOR141C
PHO85	pcl1	YIL010W
PHO85	pcl1	YGR026W
PHO85	pcl1	YIL047C
PHO85	pcl1	YHL024W
PHO85	pcl1	YML086C
PHO85	pcl1	YDR034C-C
PHO85	pcl1	YIL112W
PHO85	pcl1	YGR027W-A
PHO85	pcl1	YFL001W
PHO85	pcl1	YOR301W
PHO85	pcl1	YOL103W-A
PHO85	pcl1	YPR091C
PHO85	pcl1	YJL084C
PHO85	pcl1	YCR024C
PHO85	pcl1	YEL015W
PHO85	pcl1	YDR293C
PHO85	pcl1	YMR046C
PHO85	pcl1	YLR183C
PHO85	pcl1	YPR019W
PHO85	pcl1	YIL156W
PHO85	pcl1	YOR083W
PHO85	pcl1	YDR323C
PHO85	pcl1	YLR125W
PHO85	pcl1	YBL086C
PHO85	pcl1	YCL014W
PHO85	pcl1	YKR009C
PHO85	pcl1	YBR118W
PHO85	pcl1	YNL189W
PHO85	pcl1	YGL119W
PHO85	pcl1	YOL147C
PHO85	pcl1	YGL025C
PHO85	pcl1	YDL051W
PHO85	pcl1	YMR155W
PHO85	pcl1	YJR094W-A
PHO85	pcl1	YDR120C
PHO85	pcl1	YPR158CC
PHO85	pcl1	YDR113C
PHO85	pcl1	YGR180C
PHO85	pcl1	YDR229W
PHO85	pcl1	YGL105W
PHO85	pcl1	YLR293C
PHO85	pcl1	YGL185C
PHO85	pcl1	YJR001W
PHO85	pcl1	YLL022C
PHO85	pcl1	YOR056C
PHO85	pcl1	YGR130C
PHO85	pcl1	YPR137C-A
PHO85	pcl1	YKL116C
PHO85	pcl1	YIR001C
PHO85	pcl1	YML117W
PHO85	pcl1	YMR250W
PHO85	pcl1	YDR346C
PHO85	pcl1	YMR316W
PHO85	pcl1	YML045W-A
PHO85	pcl1	YNL104C
PHO85	pcl1	YNL314W
PHO85	pcl1	YEL017W
PHO85	pcl1	YPR035W
PHO85	pcl1	YNL054W-A
PHO85	pcl1	YPL257W-A
PHO85	pcl1	YER122C
PHO85	pcl1	YLR410W
PHO85	pcl1	YLR134W
PHO85	pcl1	YOR110W
PHO85	pcl1	YLR450W
PHO85	pcl1	YNR013C
PHO85	pcl1	YPL073C
PHO85	pcl2	YDR363W-A
PHO85	pcl2	YMR304C-A
PHO85	pcl2	YER119C
PHO85	pcl2	YGL153W
PHO85	pcl2	YER096W
PHO85	pcl2	YGR233C
PHO85	pcl2	YBR164C
PHO85	pcl2	YOL072W
PHO85	pcl2	YHR168W
PHO85	pcl2	YOR184W
PHO85	pcl2	YGL052W
PHO85	pcl2	YLR016C
PHO85	pcl2	YOL066C
PHO85	pcl2	YPL193W
PHO85	pcl2	YLR027C
PHO85	pcl2	YHR074W
PHO85	pcl2	YHR028C
PHO85	pcl2	YER072W
PHO85	pcl2	YPL133C
PHO85	pcl2	YLR231C
PHO85	pcl2	YGL180W
PHO85	pcl2	YLR238W
PHO85	pcl2	YLR427W
PHO85	pcl2	YER131W
PHO85	pcl2	YMR173W
PHO85	pcl2	YGR292W
PHO85	pcl2	YBL047C
PHO85	pcl2	YHR090C
PHO85	pcl2	YOL049W
PHO85	pcl2	YFR024C
PHO85	pcl2	YNL186W
PHO85	pcl2	YER084W
PHO85	pcl2	YDR189W
PHO85	pcl2	YLR264W
PHO85	pcl2	YDL070W
PHO85	pcl2	YOL021C
PHO85	pcl2	YER125W
PHO85	pcl2	YPR035W
PHO85	pcl2	YOR298C-A
PHO85	pcl2	YER067W
PHO85	pcl2	YKR018C
PHO85	pcl2	YKR094C
PHO85	pcl2	YER061C
PHO85	pcl2	YJL084C
PHO85	pcl2	YPR026W
PHO85	pcl2	YPR160W
PHO85	pcl2	YIL084C
PHO85	pcl2	YER048C
PHO85	pcl2	YDL131W
PHO85	pcl2	YBR133C
PHO85	pcl2	YFR017C
PHO85	pcl2	YKL116C
PHO85	pcl2	YMR250W
PHO85	pcl2	YNL027W
PHO85	pcl2	YMR304W
PHO85	pcl2	YLR102C
PHO85	pcl2	YGR090W
PHO85	pcl2	YML119W
PHO85	pcl2	YPL118W
PHO85	pcl2	YER077C
PHO85	pcl9	YDR363W-A
PHO85	pcl9	YPL117C
PHO85	pcl9	YER119C
PHO85	pcl9	YER096W
PHO85	pcl9	YDR256C
PHO85	pcl9	YMR205C
PHO85	pcl9	YPL139C
PHO85	pcl9	YOR275C
PHO85	pcl9	YLR146C
PHO85	pcl9	YHR182W
PHO85	pcl9	YKR094C
PHO85	pcl9	YPL222W
PHO85	pcl9	YGR001C
PHO85	pcl9	YPL201C
PHO85	pcl9	YOR141C
PHO85	pcl9	YMR165C
PHO85	pcl9	YNR064C
PHO85	pcl9	YER061C
PHO85	pcl9	YNL021W
PHO85	pcl9	YOR184W
PHO85	pcl9	YGR135W
PHO85	pcl9	YHR205W
PHO85	pcl9	YJL167W
PHO85	pcl9	YLR027C
PHO85	pcl9	YJR076C
PHO85	pcl9	YDR257C
PHO85	pcl9	YKR048C
PHO85	pcl9	YJL084C
PHO85	pcl9	YPL190C
PHO85	pcl9	YNL207W
PHO85	pcl9	YHR074W
PHO85	pcl9	YPL281C
PHO85	pcl9	YHR028C
PHO85	pcl9	YPR026W
PHO85	pcl9	YMR039C
PHO85	pcl9	YFL034W
PHO85	pcl9	YPR160W
PHO85	pcl9	YER072W
PHO85	pcl9	YPR135W
PHO85	pcl9	YHR111W
PHO85	pcl9	YKR009C
PHO85	pcl9	YBR299W
PHO85	pcl9	YMR304W
PHO85	pcl9	YER048C
PHO85	pcl9	YGL039W
PHO85	pcl9	YLR231C
PHO85	pcl9	YPR147C
PHO85	pcl9	YER131W
PHO85	pcl9	YMR173W
PHO85	pcl9	YAL039C
PHO85	pcl9	YGR292W
PHO85	pcl9	YML062C
PHO85	pcl9	YGR111W
PHO85	pcl9	YGL079W
PHO85	pcl9	YBL047C
PHO85	pcl9	YIL034C
PHO85	pcl9	YHR090C
PHO85	pcl9	YGL105W
PHO85	pcl9	YLR003C
PHO85	pcl9	YOL049W
PHO85	pcl9	YNL227C
PHO85	pcl9	YER084W
PHO85	pcl9	YMR297W
PHO85	pcl9	YNL277W
PHO85	pcl9	YKL116C
PHO85	pcl9	YCL030C
PHO85	pcl9	YNL027W
PHO85	pcl9	YPR089W
PHO85	pcl9	YML048W
PHO85	pcl9	YDL070W
PHO85	pcl9	YER150W
PHO85	pcl9	YER125W
PHO85	pcl9	YML001W
PHO85	pcl9	YFL032W
PHO85	pcl9	YBL011W
PHO85	pcl9	YDR132C
PHO85	pcl9	YJR154W
PHO85	pcl9	YJR092W
PHO85	pcl9	YOR298C-A
PHO85	pcl9	YLR134W
PHO85	pcl9	YOR162C
PHO85	pcl9	YOL053W
PHO85	pcl9	YGR090W
PHO85	pcl9	YOL016C
PHO85	pcl9	YFL013W-A
PHO85	pcl9	YBR287W
PHO85	pcl9	YLR276C
PHO85	pcl9	YPL279C
PHO85	pcl9	YJL020C
PHO85	PHO80	YGL005C
PHO85	PHO80	YGL062W
PHO85	PHO80	YJR082C
PHO85	PHO80	YLR331C
PHO85	PHO80	YFR021W
PHO85	PHO80	YHR009C
PHO85	PHO80	YGL056C
PHO85	PHO80	YMR165C
PHO85	PHO80	YJL218W
PHO85	PHO80	YDR354W
PHO85	PHO80	YJR148W
PHO85	PHO80	YKR090W
PHO85	PHO80	YNL149C
PHO85	PHO80	YLL024C
PHO85	PHO80	YGL209W
PHO85	PHO80	YLR027C
PHO85	PHO80	YEL048C
PHO85	PHO80	YJR076C
PHO85	PHO80	YFR032C-A
PHO85	PHO80	YFR022W
PHO85	PHO80	YHR074W
PHO85	PHO80	YBL039C
PHO85	PHO80	YOL041C
PHO85	PHO80	YHR111W
PHO85	PHO80	YJL146W
PHO85	PHO80	YHR112C
PHO85	PHO80	YMR173W
PHO85	PHO80	YAL039C
PHO85	PHO80	YGL152C
PHO85	PHO80	YOR117W
PHO85	PHO80	YKR041W
PHO85	PHO80	YMR029C
PHO85	PHO80	YGR292W
PHO85	PHO80	YHR068W
PHO85	PHO80	YGR111W
PHO85	PHO80	YBL047C
PHO85	PHO80	YLR093C
PHO85	PHO80	YCR072C
PHO85	PHO80	YGL014W
PHO85	PHO80	YAL060W
PHO85	PHO80	YNL245C
PHO85	PHO80	YBR151W
PHO85	PHO80	YFR017C
PHO85	PHO80	YIL074C
PHO85	PHO80	YDL186W
PHO85	PHO80	YBR188C
PHO85	PHO80	YPR089W
PHO85	PHO80	YNL027W
PHO85	PHO80	YHL009C
PHO85	PHO80	YER009W
PHO85	PHO80	YBL011W
PHO85	PHO80	YHR200W
PHO85	PHO80	YFL022C
PHO85	PHO80	YJR092W
PHO85	PHO80	YPL117C
PHO85	PHO80	YDL006W
PHO85	PHO80	YOR177C
PHO85	PHO80	YMR262W
PHO85	PHO80	YOL123W
PHO85	PHO80	YML035C
PHO85	PHO80	YDR161W
PHO85	PHO80	YGL161C
PHO85	PHO80	YKR094C
PHO85	PHO80	YHR157W
PHO85	PHO80	YLR262C
PHO85	PHO80	YJL200C
PHO85	PHO80	YDL137W
PHO85	PHO80	YOR141C
PHO85	PHO80	YKL019W
PHO85	PHO80	YOR054C
PHO85	PHO80	YOR184W
PHO85	PHO80	YML086C
PHO85	PHO80	YGL234W
PHO85	PHO80	YOL103W-A
PHO85	PHO80	YJL084C
PHO85	PHO80	YHR115C
PHO85	PHO80	YDR293C
PHO85	PHO80	YPL190C
PHO85	PHO80	YFL030W
PHO85	PHO80	YDR032C
PHO85	PHO80	YDR489W
PHO85	PHO80	YPL249C
PHO85	PHO80	YBL064C
PHO85	PHO80	YNR010W
PHO85	PHO80	YIL156W
PHO85	PHO80	YPR135W
PHO85	PHO80	YER033C
PHO85	PHO80	YLR125W
PHO85	PHO80	YFR034C
PHO85	PHO80	YPL133C
PHO85	PHO80	YNL182C
PHO85	PHO80	YGR252W
PHO85	PHO80	YIL077C
PHO85	PHO80	YDR279W
PHO85	PHO80	YHL040C
PHO85	PHO80	YGL018C
PHO85	PHO80	YDL103C
PHO85	PHO80	YDR113C
PHO85	PHO80	YGR180C
PHO85	PHO80	YKL042W
PHO85	PHO80	YDR229W
PHO85	PHO80	YLR003C
PHO85	PHO80	YOL060C
PHO85	PHO80	YLR060W
PHO85	PHO80	YGR028W
PHO85	PHO80	YIL172C
PHO85	PHO80	YFR035C
PHO85	PHO80	YKL116C
PHO85	PHO80	YCL030C
PHO85	PHO80	YBR155W
PHO85	PHO80	YBL058W
PHO85	PHO80	YNL045W
PHO85	PHO80	YIR037W
PHO85	PHO80	YHL034C
PHO85	PHO80	YER034W
PHO85	PHO80	YEL017W
PHO85	PHO80	YHR174W
PHO85	PHO80	YMR192W
PHO85	PHO80	YML001W
PHO85	PHO80	YNL054W-A
PHO85	PHO80	YGL091C
PHO85	PHO80	YMR004W
PHO85	PHO80	YER122C
PHO85	PHO80	YPR188C
PHO85	PHO80	YLR134W
PHO85	PHO80	YKL181W
PHO85	PHO80	YBL023C
PHO85	PHO80	YOR362C
PHO85	PHO80	YMR048W
PHO85	PHO80	YBR019C
PHO85	PHO80	YGR167W
PHO85	PHO80	YHR182W
PHO85	PHO80	YGR001C
PHO85	PHO80	YFR036W
PHO85	PHO80	YIL109C
PHO85	PHO80	YER116C
PHO85	PHO80	YER036C
PHO85	PHO80	YJL167W
PHO85	PHO80	YJR097W
PHO85	PHO80	YMR311C
PHO85	PHO80	YNR007C
PHO85	PHO80	YPL281C
PHO85	PHO80	YHR183W
PHO85	PHO80	YFL034W
PHO85	PHO80	YGL246C
PHO85	PHO80	YIR003W
PHO85	PHO80	YOL070C
PHO85	PHO80	YDL171C
PHO85	PHO80	YMR304W
PHO85	PHO80	YML004C
PHO85	PHO80	YPL100W
PHO85	PHO80	YCL018W
PHO85	PHO80	YLR231C
PHO85	PHO80	YFL028C
PHO85	PHO80	YPR147C
PHO85	PHO80	YPR103W
PHO85	PHO80	YER131W
PHO85	PHO80	YLR274W
PHO85	PHO80	YGL079W
PHO85	PHO80	YBR173C
PHO85	PHO80	YBL032W
PHO85	PHO80	YPR017C
PHO85	PHO80	YDR167W
PHO85	PHO80	YJR070C
PHO85	PHO80	YJR129C
PHO85	PHO80	YER095W
PHO85	PHO80	YDL201W
PHO85	PHO80	YML048W
PHO85	PHO80	YBR109C
PHO85	PHO80	YEL042W
PHO85	PHO80	YNL136W
PHO85	PHO80	YJL060W
PHO85	PHO80	YER089C
PHO85	PHO80	YMR276W
PHO85	PHO80	YLL018C-A
PHO85	PHO80	YLR102C
PHO85	PHO80	YKL127W
PHO85	PHO80	YOR162C
PHO85	PHO80	YFR010W
PHO85	PHO80	YDR256C
PHO85	PHO80	YMR153W
PHO85	PHO80	YPL146C
PHO85	PHO80	YHR128W
PHO85	PHO80	YKR021W
PHO85	PHO80	YDR169C
PHO85	PHO80	YIL053W
PHO85	PHO80	YPL139C
PHO85	PHO80	YBR094W
PHO85	PHO80	YNL007C
PHO85	PHO80	YLR146C
PHO85	PHO80	YDL203C
PHO85	PHO80	YLR059C
PHO85	PHO80	YHR012W
PHO85	PHO80	YDL173W
PHO85	PHO80	YPL023C
PHO85	PHO80	YNL225C
PHO85	PHO80	YIL047C
PHO85	PHO80	YNL021W
PHO85	PHO80	YBL078C
PHO85	PHO80	YJR072C
PHO85	PHO80	YGR135W
PHO85	PHO80	YLR016C
PHO85	PHO80	YDR034C-C
PHO85	PHO80	YOR359W
PHO85	PHO80	YPR091C
PHO85	PHO80	YKL056C
PHO85	PHO80	YNL196C
PHO85	PHO80	YCL050C
PHO85	PHO80	YLR030W
PHO85	PHO80	YPR019W
PHO85	PHO80	YKL150W
PHO85	PHO80	YDL181W
PHO85	PHO80	YJL070C
PHO85	PHO80	YOR251C
PHO85	PHO80	YKR009C
PHO85	PHO80	YBR299W
PHO85	PHO80	YMR155W
PHO85	PHO80	YHR137W
PHO85	PHO80	YML058W
PHO85	PHO80	YJL020C
PHO85	PHO80	YLR438W
PHO85	PHO80	YLR460C
PHO85	PHO80	YML058W-A
PHO85	PHO80	YHR014W
PHO85	PHO80	YPR042C
PHO85	PHO80	YLR293C
PHO85	PHO80	YDR265W
PHO85	PHO80	YGL185C
PHO85	PHO80	YKL064W
PHO85	PHO80	YNL277W
PHO85	PHO80	YPR137C-A
PHO85	PHO80	YGR144W
PHO85	PHO80	YFR049W
PHO85	PHO80	YNR033W
PHO85	PHO80	YJL137C
PHO85	PHO80	YMR250W
PHO85	PHO80	YLR018C
PHO85	PHO80	YJR103W
PHO85	PHO80	YFL054C
PHO85	PHO80	YNR019W
PHO85	PHO80	YIL020C
PHO85	PHO80	YML016C
PHO85	PHO80	YNL314W
PHO85	PHO80	YPR035W
PHO85	PHO80	YPL257W-A
PHO85	PHO80	YDR513W
PHO85	PHO80	YMR171C
PHO85	PHO80	YJR154W
PHO85	PHO80	YOL082W
PHO85	PHO80	YMR294W
PHO85	PHO80	YLL008W
PHO85	PHO80	YLR410W
PHO85	PHO80	YPL106C
PHO85	PHO80	YIL057C
PHO85	PHO80	YKR018C
PKH2		YGL109W
PKH2		YOL077C
PKH2		YDR383C
PKH2		YOL016C
PRK1		YDL013W
PRK1		YPR152C
PRK1		YIL053W
PRK1		YHR056C
PRK1		YOR210W
PRK1		YGL245W
PRK1		YGL051W
PRK1		YDL166C
PRK1		YMR184W
PRK1		YML037C
PRK1		YOR050C
PRK1		YLR460C
PRK1		YKL062W
PRK1		YDL223C
PRK1		YJL044C
PRK1		YAL028W
PRK1		YEL058W
PRK1		YER036C
PRK1		YNL186W
PRK1		YBR108W
PRK1		YNR006W
PRK1		YLR251W
PRK1		YNL272C
PRK1		YDR034C-C
PRK1		YPR137C-A
PRK1		YBR130C
PRK1		YAR019C
PRK1		YGR027C
PRK1		YMR053C
PRK1		YOR196C
PRK1		YBR129C
PRK1		YNL054W-A
PRK1		YDL220C
PRK1		YPL257W-A
PRK1		YER122C
PRK1		YLR303W
PRK1		YPR050C
PRK1		YJR092W
PRK1		YMR239C
PRK1		YDL153C
PRK1		YGR276C
PRR1		YDL013W
PRR1		YMR184W
PRR1		YGL210W
PRR1		YGL245W
PRR1		YNL022C
PRR1		YBL024W
PRR1		YDR023W
PRR1		YOL125W
PRR1		YML037C
PRR1		YDL128W
PRR1		YPR013C
PRR1		YLR015W
PRR1		YMR284W
PRR1		YML073C
PRR1		YMR052W
PRR1		YNL272C
PRR1		YLR257W
PRR1		YBL011W
PRR1		YDR134C
PRR1		YPR050C
PRR1		YDR480W
PRR1		YKL116C
PRR1		YBR179C
PRR1		YOL086C
PRR1		YJR001W
PRR2		YBL007C
PRR2		YKL168C
PRR2		YNR006W
PRR2		YAR019C
PRR2		YJL198W
PRR2		YJL110C
PRR2		YDR360W
PRR2		YML083C
PRR2		YDL153C
PRR2		YGR276C
PRR2		YCR073W-A
PRR2		YML037C
PRR2		YMR165C
PRR2		YDL038C
PRR2		YJL051W
PRR2		YDL220C
PRR2		YBL024W
PRR2		YMR102C
PRR2		YOL065C
PRR2		YHL018W
PRR2		YAR018C
PRR2		YKR092C
PRR2		YGR249W
PRR2		YIL107C
PRR2		YCR079W
PRR2		YHR139C
PRR2		YNL227C
PRR2		YMR140W
PRR2		YHR121W
PRR2		YNR042W
PRR2		YHR060W
PRR2		YPL166W
PRR2		YJR103W
PRR2		YDL131W
PRR2		YKL012W
PRR2		YBR035C
PRR2		YBL074C
PRR2		YKL080W
PTK2		YKL181W
PTK2		YPL019C
PTK2		YGL055W
PTK2		YAR018C
