KP	KP2	Target
PTK2		YHR117W
PTK2		YGR008C
PTK2		YMR099C
PTK2		YML118W
PTK2		YNR013C
PTK2		YDL045W-A
PTK2		YEL032W
PTK2		YLL038C
PTK2		YPR167C
PTK2		YLR258W
PTK2		YBR157C
PTK2		YMR165C
PTK2		YML031W
PTK2		YKL080W
PTK2		YNL047C
PTK2		YLR259C
PTK2		YKR090W
PTK2		YMR288W
PTK2		YNL293W
PTK2		YNL284C-A
PTK2		YKL146W
PTK2		YJL167W
PTK2		YNR042W
PTK2		YHL021C
PTK2		YLR397C
PTK2		YGR241C
PTK2		YGR161C
PTK2		YJL051W
PTK2		YDR137W
PTK2		YPR160W
PTK2		YDL236W
PTK2		YJL146W
PTK2		YIL167W
PTK2		YAL038W
PTK2		YER153C
PTK2		YGR038W
PTK2		YOR276W
PTK2		YPL100W
PTK2		YHR112C
PTK2		YPR074C
PTK2		YBR028C
PTK2		YAL039C
PTK2		YCR073W-A
PTK2		YGR249W
PTK2		YHR207C
PTK2		YKR100C
PTK2		YKL140W
PTK2		YLR319C
PTK2		YGL014W
PTK2		YDL223C
PTK2		YDR153C
PTK2		YLR195C
PTK2		YNL186W
PTK2		YHR105W
PTK2		YNL245C
PTK2		YBR108W
PTK2		YIL074C
PTK2		YFR017C
PTK2		YFL050C
PTK2		YMR102C
PTK2		YJR056C
PTK2		YDR001C
PTK2		YJR049C
PTK2		YJR099W
PTK2		YJL198W
PTK2		YDL070W
PTK2		YDL143W
PTK2		YER125W
PTK2		YKL061W
PTK2		YMR196W
PTK2		YJL141C
PTK2		YKL127W
PTK2		YOL130W
PTK2		YKR021W
PTK2		YDR169C
PTK2		YER010C
PTK2		YMR081C
PTK2		YJR130C
PTK2		YKR022C
PTK2		YBR059C
PTK2		YKL062W
PTK2		YLR437C
PTK2		YNR039C
PTK2		YNL101W
PTK2		YGL205W
PTK2		YHR158C
PTK2		YMR285C
PTK2		YNL167C
PTK2		YDR257C
PTK2		YPR091C
PTK2		YJL084C
PTK2		YGL067W
PTK2		YDR293C
PTK2		YPR040W
PTK2		YKL121W
PTK2		YIL156W
PTK2		YDR134C
PTK2		YOR083W
PTK2		YDR207C
PTK2		YIL135C
PTK2		YOR229W
PTK2		YJR044C
PTK2		YGR267C
PTK2		YJL070C
PTK2		YMR140W
PTK2		YDL102W
PTK2		YJL136C
PTK2		YLR350W
PTK2		YLR270W
PTK2		YOR113W
PTK2		YGR100W
PTK2		YDL117W
PTK2		YJL020C
PTK2		YMR068W
PTK2		YKL166C
PTK2		YMR184W
PTK2		YML037C
PTK2		YKL042W
PTK2		YNL125C
PTK2		YIL107C
PTK2		YIL070C
PTK2		YDR229W
PTK2		YGL105W
PTK2		YLR003C
PTK2		YOR070C
PTK2		YLL043W
PTK2		YLR133W
PTK2		YJR001W
PTK2		YKL064W
PTK2		YNL074C
PTK2		YOR209C
PTK2		YGR210C
PTK2		YKL116C
PTK2		YLL029W
PTK2		YHR022C
PTK2		YKL093W
PTK2		YFL054C
PTK2		YNR019W
PTK2		YOR230W
PTK2		YNL045W
PTK2		YLR257W
PTK2		YHL034C
PTK2		YER078C
PTK2		YDR251W
PTK2		YDR208W
PTK2		YLR301W
PTK2		YER122C
PTK2		YDR070C
PTK2		YJL123C
PTK2		YDL126C
PTK2		YLR410W
PTK2		YGR276C
PTK2		YKL008C
PTK2		YJR112W
PTK2		YCR079W
PTK2		YNR047W
PTK2		YPL077C
PTK2		YGR252W
PTK2		YDR113C
PTK2		YGR253C
PTK2		YBL058W
PTK2		YOR028C
PTK2		YKL094W
PTK2		YIL144W
PTK2		YBR055C
PTK2		YKL168C
PTK2		YML096W
PTK2		YIL109C
PTK2		YBR035C
PTK2		YKR092C
PTK2		YHR184W
PTK2		YNL077W
PTK2		YKL184W
PTK2		YPL079W
PTK2		YDL078C
PTK2		YCR023C
PTK2		YIL112W
PTK2		YGR266W
PTK2		YBR270C
PTK2		YKL013C
PTK2		YPR107C
PTK2		YFR048W
PTK2		YDR505C
PTK2		YGL221C
PTK2		YGR159C
PTK2		YGL141W
PTK2		YPR115W
PTK2		YHR153C
PTK2		YOL082W
PTK2		YLL008W
RAD53		YER064C
RAD53		YNL298W
RAD53		YDR023W
RAD53		YBL007C
RAD53		YER098W
RAD53		YML035C
RAD53		YPR013C
RAD53		YGL105W
RAD53		YAL028W
RAD53		YNL186W
RAD53		YBR108W
RAD53		YNL284C-A
RAD53		YGR210C
RAD53		YDR034C-C
RAD53		YBR130C
RAD53		YPR091C
RAD53		YGL245W
RAD53		YJL084C
RAD53		YDR266C
RAD53		YDR293C
RAD53		YLR257W
RAD53		YDR226W
RAD53		YPL150W
RAD53		YER122C
RAD53		YOR181W
RAD53		YPR050C
RAD53		YDL019C
RAD53		YIL135C
RAD53		YPR039W
RAD53		YBL024W
RAD53		YJL128C
RAD53		YDL153C
RAD53		YGR276C
RCK1		YHL020C
RCK1		YJR096W
RCK1		YOR362C
RCK1		YBR178W
RCK1		YNL272C
RCK1		YMR241W
RCK1		YHL021C
RCK1		YKR048C
RCK1		YGR223C
RCK1		YGL245W
RCK1		YJR105W
RCK1		YGR063C
RCK1		YJR141W
RCK1		YPR160W
RCK1		YBL031W
RCK1		YBL024W
RCK1		YOR335C
RCK1		YJR094W-A
RCK1		YNL117W
RCK1		YOR044W
RCK1		YJR142W
RCK1		YIL070C
RCK1		YNL186W
RCK1		YOR193W
RCK1		YGR210C
RCK1		YDL070W
RCK1		YDL220C
RCK1		YNL064C
RCK1		YGR276C
RCK1		YGR078C
RCK1		YGR220C
RCK1		YGR024C
RCK1		YML037C
RCK1		YAL042W
RCK1		YMR229C
RCK1		YHR185C
RCK1		YHL027W
RCK1		YJR089W
RCK1		YJR115W
RCK1		YML035C
RCK1		YHR001W
RCK1		YMR284W
RCK1		YPR072W
RCK1		YER036C
RCK1		YIL021W
RCK1		YML042W
RCK1		YNL284C-A
RCK1		YHL003C
RCK1		YOR210W
RCK1		YGL231C
RCK1		YKL012W
RCK1		YIL004C
RCK1		YLL057C
RCK1		YIL051C
RCK1		YGL246C
RCK1		YLR303W
RCK1		YMR239C
RCK1		YFL063W
RCK1		YDL153C
RCK1		YMR115W
RCK1		YPR063C
RCK1		YER098W
RCK1		YMR155W
RCK1		YOL125W
RCK1		YAL068C
RCK1		YJR095W
RCK1		YNL212W
RCK1		YGR228W
RCK1		YDL230W
RCK1		YOR089C
RCK1		YHR044C
RCK1		YLL008W
RCK1		YIL078W
RCK2		YBL007C
RCK2		YDL128W
RCK2		YNL284C-A
RCK2		YNL272C
RCK2		YJL051W
RCK2		YJR063W
RCK2		YPL150W
RCK2		YIL135C
RCK2		YDR169C
RCK2		YNR047W
RCK2		YMR184W
RCK2		YKL168C
RCK2		YNL074C
RCK2		YBR108W
RCK2		YHR031C
RCK2		YPR091C
RCK2		YHR131C
RCK2		YOR018W
RCK2		YLR257W
RCK2		YFR022W
RCK2		YDR171W
RCK2		YPR160W
RCK2		YER122C
RCK2		YNL267W
RCK2		YDR021W
RIM11		YMR205C
RIM11		YGR249W
RIM11		YDR207C
RIM11		YAL028W
RIM11		YNL272C
RIM11		YKL093W
RIM11		YJL084C
RIM11		YGL035C
RIM11		YLR258W
RIM11		YPL077C
RIM11		YOL053W
RIM11		YMR291W
RIM11		YKL159C
RIM11		YIL107C
RIM11		YMR165C
RIM11		YIL135C
RIM11		YBR273C
RIM15		YCR052W
RIM15		YOL147C
RIM15		YLR263W
RIM15		YDL002C
RIM15		YIL116W
RIM15		YBR035C
RIM15		YMR155W
RIM15		YBL011W
RIM15		YNL157W
RIM15		YGL185C
RIM15		YER151C
RIM15		YGR276C
RIM15		YOR380W
RIM15		YOR162C
SAT4		YJL051W
SAT4		YFL023W
SAT4		YMR165C
SAT4		YAR019C
SAT4		YJL164C
SAT4		YBR107C
SAT4		YDR044W
SAT4		YOR018W
SAT4		YLL011W
SAT4		YAL034W-A
SAT4		YNL253W
SAT4		YPR013C
SAT4		YPL257W-A
SAT4		YBR285W
SAT4		YHR056C
SAT4		YGL084C
SAT4		YDR404C
SAT4		YOR224C
SAT4		YKL073W
SAT4		YGL134W
SKM1		YER098W
SKM1		YPR032W
SKM1		YCR073W-A
SKM1		YGL105W
SKM1		YBR086C
SKM1		YNL284C-A
SKM1		YGL245W
SKM1		YNL022C
SKM1		YBL011W
SKM1		YBL024W
SKM1		YGR276C
SKM1		YMR215W
SKM1		YHR182W
SKM1		YML037C
SKM1		YML096W
SKM1		YNL186W
SKM1		YNL272C
SKM1		YIL069C
SKM1		YLR182W
SKM1		YER122C
SKM1		YDL153C
SKM1		YNR042W
SKM1		YAR018C
SKM1		YJR058C
SKM1		YKR040C
SKM1		YBL091C-A
SKM1		YPL088W
SKM1		YHL004W
SKM1		YNL227C
SKM1		YOL062C
SKM1		YKL184W
SKM1		YDL131W
SKM1		YDL045W-A
SKM1		YEL032W
SKM1		YKL178C
SKM1		YDR191W
SKM1		YGR282C
SKM1		YMR210W
SKM1		YIR039C
SKM1		YDL209C
SKM1		YGL134W
SKS1		YJL029C
SKS1		YAR019C
SKS1		YGL245W
SKS1		YAL034W-A
SKS1		YIL135C
SKS1		YDL019C
SKS1		YAL028W
SKS1		YDL153C
SKS1		YER064C
SKS1		YNL022C
SKS1		YOR020C
SKS1		YCR073W-A
SKS1		YNL065W
SKS1		YPR013C
SKS1		YIL107C
SKS1		YHR056C
SKS1		YBL066C
SKS1		YML096W
SKS1		YDR183W
SKS1		YPR050C
SKS1		YFR017C
SKS1		YKL146W
SKS1		YDR001C
SKS1		YGR249W
SKS1		YDR226W
SKS1		YAL023C
SKS1		YJR049C
SKS1		YHR139C
SKS1		YMR102C
SKS1		YOL065C
SKS1		YGL119W
SKS1		YNR042W
SKS1		YKL184W
SKS1		YPL088W
SKS1		YPL282C
SKS1		YKL178C
SKS1		YKR040C
SKS1		YKL080W
SKS1		YGR199W
SKS1		YNL227C
SKS1		YFL016C
SKY1		YDL013W
SKY1		YIL075C
SKY1		YFR010W
SKY1		YOR141C
SKY1		YOR054C
SKY1		YOR239W
SKY1		YKL146W
SKY1		YFL001W
SKY1		YJL084C
SKY1		YJL033W
SKY1		YKL023W
SKY1		YIL156W
SKY1		YLR150W
SKY1		YKR009C
SKY1		YMR304W
SKY1		YLL018C
SKY1		YMR173W
SKY1		YGL105W
SKY1		YNL277W
SKY1		YKR071C
SKY1		YBR155W
SKY1		YNL027W
SKY1		YHL009C
SKY1		YER125W
SKY1		YLL008W
SKY1		YLR276C
SKY1		YOR078W
SKY1		YNL173C
SKY1		YLR410W-A
SKY1		YPL139C
SKY1		YPR019W
SKY1		YER072W
SKY1		YIL091C
SKY1		YPR042C
SKY1		YNL186W
SKY1		YML045W-A
SKY1		YHR090C
SKY1		YLR133W
SKY1		YKL064W
SKY1		YOL021C
SLT2		YOL016C
SLT2		YOL077C
SNF1		YKR022C
SNF1		YKR009C
SNF1		YLR192C
SNF1		YBL055C
SNF1		YNL007C
SNF1		YPR156C
SNF1		YGL208W
SNF1		YKL023W
SNF1		YDL225W
SNF1		YHR133C
SNF1		YHR117W
SNF1		YHR214C-C
SNF1		YNL272C
SNF1		YDL070W
SNF1		YML062C
SNF1		YMR205C
SNF1		YNL186W
SNF1		YDR120C
SNF1		YOR054C
SNF1		YGL023C
SNF1		YIL156W
SNF1		YER125W
SNF1		YIL107C
SNF1		YJL033W
SNF1		YKL079W
SNF1		YFL054C
SNF1		YMR165C
SNF1		YER024W
SNF1		YBR118W
SNF1		YER122C
SNF1		YDL220C
SNF1		YJL084C
SNF1		YJL110C
SNF1		YPR115W
SNF1		YFR022W
SNF1		YGL035C
SNF1		YDR312W
SNF1		YDR113C
SNF1		YLR242C
SNF1		YHR073W
SNF1		YDL025C
SNF1		YNL227C
SNF1		YMR015C
SNF1		YPL133C
SNF1		YLR265C
SNF1		YDR293C
SNF1		YOR340C
SNF1		YPR171W
SNF1		YJR019C
SNF1		YJL080C
SNF1		YIL044C
SNF1		YBR130C
SNF1		YBL061C
SNF1		YJL103C
SNF1		YPL146C
SNF1		YKL121W
SNF1		YKL008C
SNF1		YOR216C
SNF1		YKR071C
SNF1		YHL033C
SNF1		YLR150W
SNF1		YPR143W
SNF1		YMR290C
SNF1		YGL207W
SNF1		YFR010W
SNF1		YOR123C
SNF1		YIL075C
SNF1		YNR013C
SNF1		YAR014C
SNF1		YMR102C
SNF1		YLL027W
SNF1		YJL148W
SNF1		YOR198C
SNF1		YHR205W
SNF1		YLR439W
SNF1		YML111W
SNF1		YDL051W
SNF1		YIL112W
SNF1		YBR155W
SNF1		YHR103W
SPS1		YBR224W
SPS1		YIL103W
SPS1		YJR078W
SPS1		YGL066W
SPS1		YOR252W
SPS1		YPL246C
SPS1		YGR051C
SRB10		YJL199C
SRB10		YLR228C
SRB10		YJR130C
SRB10		YGR051C
SRB10		YLR467W
SRB10		YGL066W
SRB10		YOR042W
SRB10		YOL092W
SRB10		YPL246C
SRB10		YNL186W
SSK22		YOR018W
SSK22		YPL251W
SSK22		YHL020C
SSK22		YDR023W
SSK22		YDR524C
SSK22		YDR007W
SSK22		YPL217C
SSK22		YAR019C
SSK22		YJL089W
SSK22		YCL043C
SSK22		YHR157W
SSK22		YDL056W
SSK22		YML096W
SSK22		YDL125C
SSK22		YMR165C
SSK22		YCR049C
SSK22		YJL108C
SSK22		YNL284C-A
SSK22		YGL134W
STE11		YJR059W
STE11		YOL016C
STE20		YML080W
STE20		YDR023W
STE20		YOR177C
STE20		YPR032W
STE20		YOL098C
STE20		YMR165C
STE20		YKR040C
STE20		YBR273C
STE20		YNL101W
STE20		YNL272C
STE20		YGL245W
STE20		YNL022C
STE20		YBR063C
STE20		YML083C
STE20		YDL149W
STE20		YDL153C
STE20		YBR122C
STE20		YPL217C
STE20		YOR113W
STE20		YER098W
STE20		YCR073W-A
STE20		YOR208W
STE20		YDR026C
STE20		YBR086C
STE20		YAL028W
STE20		YBR108W
STE20		YBR071W
STE20		YNR019W
STE20		YHR131C
STE20		YDL070W
STE20		YDR037W
STE20		YDR251W
STE20		YBL011W
STE20		YGR276C
STE20		YBR102C
STE20		YMR053C
STE20		YER090W
STE20		YGR159C
STE20		YGL207W
STE20		YER122C
STE20		YEL058W
STE20		YPR091C
STE20		YLR314C
STE20		YDR293C
STE20		YBL085W
STE20		YBR154C
STE20		YAL020C
STE20		YBL014C
STE20		YBR042C
STE20		YDR330W
STE20		YML037C
STE20		YDL027C
STE20		YLR293C
STE20		YNL027W
STE20		YOR092W
STE20		YOR028C
STE20		YOL112W
STE20		YML096W
STE20		YHL024W
STE20		YCR100C
STE20		YOL139C
STE20		YOR232W
STE20		YIL156W
STE20		YOL091W
STE20		YAL042W
STE20		YGR108W
STE20		YBR130C
STE20		YER063W
STE20		YNL173C
STE20		YBR200W
SWE1		YHR090C
SWE1		YMR039C
SWE1		YHR182W
SWE1		YNL277W
SWE1		YGL100W
SWE1		YLR309C
SWE1		YBL047C
SWE1		YGL209W
SWE1		YGR038W
SWE1		YGR100W
SWE1		YAR014C
SWE1		YGR153W
SWE1		YDL070W
SWE1		YKL160W
SWE1		YKL160W
SWE1		YNL192W
SWE1		YDR316W
SWE1		YFR021W
SWE1		YGL079W
SWE1		YDL115C
SWE1		YNL145W
SWE1		YDR054C
SWE1		YNL272C
SWE1		YDR312W
SWE1		YMR165C
SWE1		YKR079C
SWE1		YLR132C
SWE1		YHR142W
SWE1		YHR133C
SWE1		YMR205C
SWE1		YDR330W
SWE1		YER122C
SWE1		YDL230W
SWE1		YLL043W
SWE1		YPR137CA
SWE1		YCR064C
SWE1		YGR240C
SWE1		YHR156C
SWE1		YBL011W
SWE1		YNL227C
SWE1		YIL148W
SWE1		YKR071C
SWE1		YML037C
SWE1		YFR038W
SWE1		YKL051W
SWE1		YER079W
SWE1		YPR152C
SWE1		YER024W
SWE1		YNL125C
SWE1		YFR029W
SWE1		YLR055C
SWE1		YPR024W
SWE1		YKL042W
SWE1		YPR082C
SWE1		YOR101W
SWE1		YIL077C
SWE1		YDR034CC
SWE1		YIL034C
SWE1		YLL028W
SWE1		YBL095W
SWE1		YDR328C
SWE1		YOR340C
SWE1		YBR231C
SWE1		YAL028W
SWE1		YGL207W
SWE1		YPL181W
SWE1		YDR443C
SWE1		YPR139C
SWE1		YLR350W
SWE1		YCL029C
SWE1		YPL257WA
SWE1		YDL070W
SWE1		YLR231C
SWE1		YEL012W
SWE1		YJR092W
SWE1		YGR017W
SWE1		YLL008W
SWE1		YNL186W
SWE1		YNL206C
SWE1		YNL212W
SWE1		YMR173W
SWE1		YKL121W
SWE1		YBL057C
SWE1		YOR123C
SWE1		YLL022C
SWE1		YMR049C
SWE1		YDR145W
SWE1		YBR264C
SWE1		YOR141C
SWE1		YPL023C
SWE1		YNL066W
SWE1		YLR215C
SWE1		YBL061C
SWE1		YLR125W
SWE1		YPL236C
SWE1		YOR078W
SWE1		YIL107C
SWE1		YOR254C
SWE1		YGL105W
SWE1		YKR092C
SWE1		YOR239W
SWE1		YML045WA
SWE1		YIL091C
SWE1		YKR094C
SWE1		YKL181W
SWE1		YDR229W
SWE1		YDR346C
SWE1		YER027C
SWE1		YNL027W
SWE1		YHL024W
SWE1		YGR038CA
SWE1		YER116C
SWE1		YGR159C
SWE1		YGL056C
SWE1		YGR167W
SWE1		YIR003W
SWE1		YJL084C
TOS3		YDR169C
TOS3		YHR073W
TOS3		YPL139C
TOS3		YGR167W
TOS3		YGL056C
TOS3		YPL222W
TOS3		YOR141C
TOS3		YMR165C
TOS3		YPR083W
TOS3		YHR205W
TOS3		YJR076C
TOS3		YJL084C
TOS3		YKL121W
TOS3		YIL156W
TOS3		YNL192W
TOS3		YIR003W
TOS3		YKR009C
TOS3		YIL091C
TOS3		YMR304W
TOS3		YLR231C
TOS3		YER131W
TOS3		YNL186W
TOS3		YNL277W
TOS3		YKR071C
TOS3		YKL093W
TOS3		YPL236C
TOS3		YNL027W
TOS3		YLR257W
TOS3		YPR115W
TOS3		YPR035W
TOS3		YDL115C
TOS3		YJR092W
TOS3		YLR276C
TOS3		YGR276C
TOS3		YNL293W
TOS3		YDL070W
TOS3		YGR038W
TOS3		YGR126W
TOS3		YAR014C
TOS3		YMR304C-A
TOS3		YPL117C
TOS3		YGL153W
TOS3		YOL130W
TOS3		YMR205C
TOS3		YFR021W
TOS3		YLR055C
TOS3		YMR081C
TOS3		YOL072W
TOS3		YKL197C
TOS3		YKR090W
TOS3		YNL021W
TOS3		YHL024W
TOS3		YGR135W
TOS3		YGR153W
TOS3		YGL035C
TOS3		YLR030W
TOS3		YCL043C
TOS3		YHR028C
TOS3		YER072W
TOS3		YPR135W
TOS3		YNL094W
TOS3		YJL146W
TOS3		YLR150W
TOS3		YOR251C
TOS3		YPL133C
TOS3		YHR214C-C
TOS3		YKL206C
TOS3		YIL084C
TOS3		YLR350W
TOS3		YHR137W
TOS3		YKR092C
TOS3		YKL042W
TOS3		YNL066W
TOS3		YIL107C
TOS3		YHR090C
TOS3		YDR229W
TOS3		YML045W-A
TOS3		YKR079C
TOS3		YOL082W
TOS3		YLL008W
TPK1		YML048W
TPK1		YKL181W
TPK1		YPR152C
TPK1		YHR117W
TPK1		YHL013C
TPK1		YNR013C
TPK1		YGR058W
TPK1		YHR073W
TPK1		YEL032W
TPK1		YLR244C
TPK1		YPL077C
TPK1		YDL025C
TPK1		YBR164C
TPK1		YMR165C
TPK1		YJL218W
TPK1		YLR259C
TPK1		YOR239W
TPK1		YNL112W
TPK1		YKL146W
TPK1		YGR038C-A
TPK1		YNL149C
TPK1		YDR239C
TPK1		YKR048C
TPK1		YLR216C
TPK1		YKR084C
TPK1		YJL110C
TPK1		YJL146W
TPK1		YLR150W
TPK1		YOL070C
TPK1		YHR214C-C
TPK1		YAL038W
TPK1		YMR304W
TPK1		YPL100W
TPK1		YBR042C
TPK1		YLL018C
TPK1		YDR312W
TPK1		YBR028C
TPK1		YBL061C
TPK1		YAL039C
TPK1		YCR073W-A
TPK1		YGR249W
TPK1		YLR319C
TPK1		YDL223C
TPK1		YMR210W
TPK1		YDR153C
TPK1		YMR290C
TPK1		YPL123C
TPK1		YGL043W
TPK1		YFR038W
TPK1		YNL186W
TPK1		YNL245C
TPK1		YBR108W
TPK1		YFR017C
TPK1		YIL074C
TPK1		YBR130C
TPK1		YDR001C
TPK1		YGL254W
TPK1		YNL027W
TPK1		YDL070W
TPK1		YNL136W
TPK1		YER125W
TPK1		YBL055C
TPK1		YOR198C
TPK1		YLR363C
TPK1		YMR196W
TPK1		YMR182C
TPK1		YJL141C
TPK1		YLR022C
TPK1		YOR162C
TPK1		YPL181W
TPK1		YLR410W-A
TPK1		YIL075C
TPK1		YNL166C
TPK1		YER082C
TPK1		YFR010W
TPK1		YOL130W
TPK1		YPL146C
TPK1		YDR292C
TPK1		YDR379W
TPK1		YMR205C
TPK1		YDR169C
TPK1		YNL007C
TPK1		YMR081C
TPK1		YOR141C
TPK1		YMR067C
TPK1		YPL023C
TPK1		YNL101W
TPK1		YOR054C
TPK1		YIL047C
TPK1		YGL205W
TPK1		YCR016W
TPK1		YGR135W
TPK1		YFL001W
TPK1		YJR014W
TPK1		YPR091C
TPK1		YGR223C
TPK1		YJL084C
TPK1		YEL015W
TPK1		YJL033W
TPK1		YNL196C
TPK1		YDR293C
TPK1		YKL121W
TPK1		YFL023W
TPK1		YBL057C
TPK1		YER127W
TPK1		YIL156W
TPK1		YOR083W
TPK1		YPR171W
TPK1		YDL153C
TPK1		YMR140W
TPK1		YKR009C
TPK1		YFR034C
TPK1		YPL133C
TPK1		YBR118W
TPK1		YDR439W
TPK1		YLR350W
TPK1		YNL189W
TPK1		YGR129W
TPK1		YOR113W
TPK1		YER098W
TPK1		YDL051W
TPK1		YHL033C
TPK1		YDR120C
TPK1		YPL104W
TPK1		YDR113C
TPK1		YHL019C
TPK1		YMR184W
TPK1		YML037C
TPK1		YKL042W
TPK1		YOR288C
TPK1		YIL107C
TPK1		YNL125C
TPK1		YPR143W
TPK1		YDR229W
TPK1		YMR229C
TPK1		YGL105W
TPK1		YLR003C
TPK1		YGR159C
TPK1		YOR070C
TPK1		YDL001W
TPK1		YLL043W
TPK1		YOR216C
TPK1		YNL227C
TPK1		YJR001W
TPK1		YKL064W
TPK1		YOR056C
TPK1		YGL207W
TPK1		YPR137C-A
TPK1		YGR130C
TPK1		YLL029W
TPK1		YKL093W
TPK1		YEL039C
TPK1		YBR155W
TPK1		YMR316W
TPK1		YNR019W
TPK1		YML045W-A
TPK1		YKL079W
TPK1		YDR259C
TPK1		YNL045W
TPK1		YKR068C
TPK1		YDR208W
TPK1		YPR115W
TPK1		YPL257W-A
TPK1		YLR192C
TPK1		YLR265C
TPK1		YER122C
TPK1		YDR070C
TPK1		YOR092W
TPK1		YLL008W
TPK1		YDR273W
TPK1		YGR276C
TPK1		YLR098C
TPK1		YKL008C
TPK1		YKR022C
TPK1		YDR257C
TPK1		YGR008C
TPK1		YLR345W
TPK1		YOR123C
TPK1		YJL080C
TPK1		YNL272C
TPK1		YGR038W
TPK1		YDL099W
TPK1		YOR386W
TPK1		YIL112W
TPK1		YPR019W
TPK1		YCL014W
TPK1		YNL182C
TPK1		YLR133W
TPK1		YLR410W
TPK1		YPR029C
TPK1		YKL160W
TPK1		YDR158W
TPK1		YDR035W
TPK1		YKL206C
TPK1		YGR234W
TPK1		YGR235C
TPK1		YHR207C
TPK1		YKR100C
TPK1		YNL157W
TPK1		YFL050C
TPK1		YMR102C
TPK1		YLR173W
TPK1		YKL061W
TPK1		YPL240C
TPK1		YKR021W
TPK1		YKR094C
TPK1		YGL168W
TPK1		YKL171W
TPK1		YBL085W
TPK1		YIL033C
TPK1		YGL184C
TPK1		YDR425W
TPK1		YER078C
TPK1		YLR301W
TPK1		YMR099C
TPK1		YML118W
TPK1		YLL038C
TPK1		YLR258W
TPK1		YHR182W
TPK1		YBR157C
TPK1		YKR090W
TPK1		YJL167W
TPK1		YPL056C
TPK1		YDL236W
TPK1		YPR160W
TPK1		YOR276W
TPK1		YGL014W
TPK1		YHR105W
TPK1		YKL191W
TPK1		YJR049C
TPK1		YPL203W
TPK1		YKL127W
TPK1		YGL023C
TPK1		YER010C
TPK1		YKL193C
TPK1		YKL062W
TPK1		YNR039C
TPK1		YHL024W
TPK1		YNL167C
TPK1		YPR040W
TPK1		YGL067W
TPK1		YOR134W
TPK1		YGR266W
TPK1		YDR207C
TPK1		YIL135C
TPK1		YGR267C
TPK1		YJL070C
TPK1		YLL028W
TPK1		YDR309C
TPK1		YJL020C
TPK1		YKL166C
TPK1		YFL017W-A
TPK1		YNL074C
TPK1		YGR210C
TPK1		YKL116C
TPK1		YBL058W
TPK2		YKL093W
TPK2		YOR113W
TPK2		YKL079W
TPK2		YPL077C
TPK2		YGR249W
TPK2		YMR184W
TPK2		YMR081C
TPK2		YIL107C
TPK2		YJR001W
TPK2		YKL064W
TPK2		YFR017C
TPK2		YDR169C
TPK2		YJL141C
TPK2		YMR140W
TPK2		YML118W
TPK2		YKR097W
TPK2		YOR250C
TPK2		YLR231C
TPK2		YKL121W
TPK2		YPL203W
TPK2		YFR014C
TPK2		YJL146W
TPK2		YHL024W
TPK2		YKL166C
TPK2		YIL033C
TPK2		YOL016C
TPK2		YNL263C
TPK2		YMR120C
TPK2		YBR059C
TPK3		YMR184W
TPK3		YMR081C
TPK3		YKL093W
TPK3		YFR014C
TPK3		YOR334W
TPK3		YLR410W
TPK3		YJR001W
TPK3		YKL064W
TPK3		YFR017C
TPK3		YPL240C
TPK3		YHL020C
TPK3		YDR023W
TPK3		YOR187W
TPK3		YAR018C
TPK3		YKR072C
TPK3		YOR068C
TPK3		YPL146C
TPK3		YLR443W
TPK3		YDR379W
TPK3		YHR182W
TPK3		YLR113W
TPK3		YHR168W
TPK3		YML013W
TPK3		YEL065W
TPK3		YKL114C
TPK3		YHR158C
TPK3		YBR142W
TPK3		YNR006W
TPK3		YDR285W
TPK3		YMR223W
TPK3		YNR042W
TPK3		YKL157W
TPK3		YJR014W
TPK3		YPL056C
TPK3		YOR134W
TPK3		YHR028C
TPK3		YIL033C
TPK3		YOL121C
TPK3		YGL075C
TPK3		YOR163W
TPK3		YOL052C
TPK3		YDR068W
TPK3		YGL184C
TPK3		YGR285C
TPK3		YDR443C
TPK3		YNL117W
TPK3		YER168C
TPK3		YDL081C
TPK3		YNL245C
TPK3		YOR266W
TPK3		YHR185C
TPK3		YPL166W
TPK3		YLR043C
TPK3		YPL138C
TPK3		YDR237W
TPK3		YDL165W
TPK3		YBR298C-A
TPK3		YDR382W
TPK3		YLR044C
TPK3		YLR440C
TPK3		YHR157W
TPK3		YBR059C
TPK3		YDR158W
TPK3		YKL171W
TPK3		YAR019C
TPK3		YOL016C
TPK3		YHR082C
TPK3		YNL280C
TPK3		YGL180W
TPK3		YDR425W
TPK3		YNL227C
TPK3		YIL172C
TPK3		YNL263C
TPK3		YMR120C
TPK3		YDL179W
TPK3		YIL002C
TPK3		YPL203W
TPK3		YPL232W
TPK3		YOR002W
VHS1		YIL033C
VHS1		YHR063C
VHS1		YJR130C
VHS1		YNR034W
VHS1		YKL093W
VHS1		YJR049C
VHS1		YIL107C
VHS1		YBL066C
VHS1		YBR059C
VHS1		YBL024W
VHS1		YGL184C
VHS1		YMR140W
VHS1		YCR073W-A
VHS1		YGR249W
YAK1		YBR273C
YAK1		YGR267C
YAK1		YBL066C
YCK1		YDR190C
YCK1		YDL228C
YCK1		YER064C
YCK1		YDR023W
YCK1		YER082C
YCK1		YDL166C
YCK1		YOR177C
YCK1		YML096W
YCK1		YAL037W
YCK1		YDL243C
YCK1		YNL284C-A
YCK1		YGR038C-A
YCK1		YGL245W
YCK1		YNL022C
YCK1		YGL256W
