ORF	Node	TF_amigo	TFA_amigo	TFR_amigo	PK_amigo	PP_amigo	BioGRID_PK	BioGRID_PP	Fasolo_KP	Fiedler_PK	Fiedler_PP	Parca_KP	Balaji_2006_TF	Balaji_2008_TF	Harbison_YPD_TF	Harbison_conds_TF	Horak_TF	workman_TF	YEASTRACT_bind_TF	YEASTRACT_expr_TFA	YEASTRACT_expr_TFR	STRING_TFA	STRING_TFR	Measured	Perturbations	Chua_TFKO	Chua_TFOE	Fiedler_KPKO	Goncalves_KPKOKP	Goncalves_KPKOTF	Holstege_2010_KO	Holstege_2014_KO	Luscombe_KP	Luscombe_TF	Zelezniak_KP	SGD_PK	SGD_PP	Amigo_PK	Amigo_PP	protein_type2	protein_type	TF	PP	PK	TR	TA	KP	protein_type0
YKL003C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL004W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL005C	TFR	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	7	6	2	2	0	0	0	0	1	0	1	0	0	0	0	0	TFR	TF	1	0	0	1	0	0	TF
YKL006C-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL006W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL007W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL008C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL009W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL010C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL011C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL012W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL013C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL014C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL015W	TFA	NA	IMP	NA	NA	NA	0	0	0	0	0	0	129	129	282	544	0	66	143	366	317	1	0	8	6	2	2	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YKL016C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL017C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL018C-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL018W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL019W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL020C	TFA	NA	NA	NA	NA	NA	0	0	0	0	0	0	28	28	229	0	0	33	1776	62	33	0	0	8	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YKL021C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL022C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL023W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL024C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL025C	KP	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	1	0	0	3	1	0	0	0	PK	PK	0	0	1	0	0	1	KP
YKL026C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL027W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL028W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL029C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL030W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL031W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL032C	TFR	NA	NA	NA	NA	NA	0	0	0	0	0	0	37	36	327	0	0	2	498	1118	888	5	1	7	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFR	TF	1	0	0	1	0	0	TF
YKL033W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL033W-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL034W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL035W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL036C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL037W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL038W	TFA	NA	IDA	NA	NA	NA	0	0	0	0	0	0	9	5	214	349	0	1	51	260	142	1	0	8	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YKL039W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL040C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL041W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL042W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL043W	TFA	IMP	NA	NA	NA	NA	0	0	0	0	0	0	145	145	344	578	0	128	520	180	98	0	0	8	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YKL044W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL045W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL046C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL047W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL048C	KP	NA	NA	NA	HDA,HDA,IDA,IGI	NA	4	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	1	1	2	1	0	0	0	1	0	1	0	PK	PK	0	0	1	0	0	1	KP
YKL049C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL050C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL051W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL052C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL053C-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL053W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL054C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL055C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL056C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL057C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL058W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL059C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL060C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL061W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL062W	TFA	NA	NA	NA	NA	NA	0	0	0	0	0	0	212	198	362	1131	0	163	1259	994	478	3	0	8	6	2	2	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YKL063C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL064W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL065C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL066W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL067W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL068W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL069W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL070W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL071W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL072W	TFR	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFR	TF	1	0	0	1	0	0	TF
YKL073W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL074C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL075C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL076C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL077W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL078W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL079W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL080W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL081W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL082C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL083W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL084W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL085W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL086W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL087C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL088W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL089W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL090W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL091C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL092C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL093W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL094W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL095W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL096W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL096W-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL097C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL098W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL099C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL100C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL101W	KP	NA	NA	NA	HDA,IDA,HDA,IDA,IMP	NA	1	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	1	0	2	1	0	0	3	1	0	1	0	PK	PK	0	0	1	0	0	1	KP
YKL102C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL103C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL104C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL105C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL106C-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL106W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL107W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL108W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL109W	TFA	NA	NA	NA	NA	NA	0	0	0	0	0	0	130	116	250	428	0	170	203	467	421	1	0	8	6	2	2	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YKL110C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL111C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL112W	TFA	NA	IDA	NA	NA	NA	0	0	0	0	0	0	298	283	784	0	0	176	357	906	320	2	0	9	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YKL113C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL114C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL115C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL116C	KP	NA	NA	NA	HDA,HDA	NA	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	6	0	0	0	1	0	1	1	0	0	3	1	0	1	0	PK	PK	0	0	1	0	0	1	KP
YKL117W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL118W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL119C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL120W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YKL121W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
