ORF	Node	TF_amigo	TFA_amigo	TFR_amigo	PK_amigo	PP_amigo	BioGRID_PK	BioGRID_PP	Fasolo_KP	Fiedler_PK	Fiedler_PP	Parca_KP	Balaji_2006_TF	Balaji_2008_TF	Harbison_YPD_TF	Harbison_conds_TF	Horak_TF	workman_TF	YEASTRACT_bind_TF	YEASTRACT_expr_TFA	YEASTRACT_expr_TFR	STRING_TFA	STRING_TFR	Measured	Perturbations	Chua_TFKO	Chua_TFOE	Fiedler_KPKO	Goncalves_KPKOKP	Goncalves_KPKOTF	Holstege_2010_KO	Holstege_2014_KO	Luscombe_KP	Luscombe_TF	Zelezniak_KP	SGD_PK	SGD_PP	Amigo_PK	Amigo_PP	protein_type2	protein_type	TF	PP	PK	TR	TA	KP	protein_type0
YCR100C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YCR101C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YCR102C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YCR102W-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YCR103C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YCR104W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YCR105W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YCR106W	TFR	NA	NA	NA	NA	NA	0	0	0	0	0	0	45	46	217	285	0	59	46	91	127	0	0	8	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFR	TF	1	0	0	1	0	0	TF
YCR107W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL001W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL002C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL003W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL004W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL005C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL006W	KP	NA	NA	NA	NA	IDA	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	7	8	0	0	0	1	1	5	1	0	0	0	0	1	0	1	PP	PP	0	1	0	0	0	1	KP
YDL007W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL008W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL009C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL010W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL011C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL012C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL013W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL014W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL015C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL016C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL017W	KP	NA	NA	NA	IDA,IGI,IMP	NA	4	0	3	12	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	PK	PK	0	0	1	0	0	1	KP
YDL018C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL019C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL020C	TFA	NA	IDA	NA	NA	NA	0	0	0	0	0	0	148	146	424	731	0	212	198	1705	1816	1	0	8	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YDL021W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL022W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL023C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL024C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL025C	KP	NA	NA	NA	NA	NA	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	7	0	0	0	1	0	1	1	0	0	4	1	0	0	0	PK	PK	0	0	1	0	0	1	KP
YDL026W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL027C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL028C	KP	NA	NA	NA	HDA,HDA,IDA,IMP	NA	23	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	PK	PK	0	0	1	0	0	1	KP
YDL029W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL030W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL031W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL032W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL033C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL034W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL035C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL036C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL037C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL038C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL039C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL040C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL041W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL042C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL043C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL044C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL045C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL045W-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL046W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL047W	KP	NA	NA	NA	NA	IMP	0	15	0	0	12	0	0	0	0	0	0	0	0	0	0	4	1	7	4	0	0	0	1	1	1	1	0	0	0	0	1	0	1	PP	PP	0	1	0	0	0	1	KP
YDL048C	TFA	NA	NA	NA	NA	NA	0	0	0	0	0	0	11	11	193	0	0	2	11	76	89	2	0	6	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YDL049C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL050C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL051W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL052C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL053C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL054C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL055C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL056W	TFA	NA	IMP	NA	NA	NA	0	0	0	0	0	0	246	243	405	990	0	394	374	357	355	0	0	8	6	2	2	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YDL057W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL058W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL059C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL060W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL061C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL062W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL063C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL064W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL065C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL066W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL067C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL068W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL069C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL070W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL071C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL072C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL073W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL074C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL075W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL076C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL077C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL078C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL079C	KP	NA	NA	NA	IGI	NA	1	0	5	2	0	1	0	0	0	0	0	0	0	0	0	5	4	7	6	0	0	0	1	0	1	1	0	0	3	1	0	1	0	PK	PK	0	0	1	0	0	1	KP
YDL080C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL081C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL082W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL083C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL084W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL085C-A	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL085W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL086W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL087C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL088C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL089W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL090C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL091C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL092W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL093W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL094C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL095W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL096C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL097C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL098C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL099W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL100C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL101C	KP	NA	NA	NA	HDA,IDA,HDA,IDA,IMP	NA	12	0	0	6	0	13	0	0	0	0	0	0	0	0	0	4	0	7	5	0	0	0	1	1	2	1	0	0	0	1	0	1	0	PK	PK	0	0	1	0	0	1	KP
YDL102W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL103C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL104C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL105W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL106C	TFA	NA	IDA,IGI,IMP	NA	NA	NA	0	0	0	0	0	0	101	84	377	1483	0	2	136	436	504	3	0	8	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	TFA	TF	1	0	0	0	1	0	TF
YDL107W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL108W	KP	NA	NA	NA	HDA,HDA	NA	4	0	20	3	0	3	0	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	PK	PK	0	0	1	0	0	1	KP
YDL109C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL110C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL111C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL112W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL113C	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
YDL114W	O	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	O	O	0	0	0	0	0	0	O
