TF	Target	Pval	Mode	weight
MATA1	YCL021W-A	0.03131	repressor	-0.208564014348185
MATA1	YCL055W	0.0459	repressor	-0.155793457396287
MATA1	YCL056C	0.0459	repressor	-0.155793457396287
MATA1	YCL065W	0.0362	repressor	-0.188978384361521
MATA1	YCL066W	0.0362	repressor	-0.188978384361521
MATA1	YCL067C	0.0362	repressor	-0.188978384361521
MATA1	YCR017C	0.0255	repressor	-0.235443932042758
MATA1	YCR035C	0.0325	repressor	-0.20357743502665
MATA1	YCR036W	0.0325	repressor	-0.20357743502665
MATA1	YCR081W	0.00718	repressor	-0.38443887465447
MATA1	YCR083W	7.18e-05	repressor	-0.790565179746374
MATA1	YCR094W	0.0107	repressor	-0.340255589602064
MATA1	YDL098C	0.0131	repressor	-0.316970312653556
MATA1	YDL114W	0.0437	repressor	-0.162782535514514
MATA1	YDL115C	0.0437	repressor	-0.162782535514514
MATA1	YDL130W-A	0.0248490597343529	repressor	-0.238765943911512
MATA1	YDL150W	0.0304	repressor	-0.212484133225839
MATA1	YDL153C	0.0304	repressor	-0.212484133225839
MATA1	YDL192W	0.00967	repressor	-0.351673532306086
MATA1	YDL217C	0.0165872549811437	repressor	-0.288989474855381
MATA1	YDL227C	0.00253489078462767	repressor	-0.490769850014989
MATA1	YDL240W	0.0239	repressor	-0.243742655656695
MATA1	YDR020C	0.0171	repressor	-0.285311709400407
MATA1	YDR021W	0.0171	repressor	-0.285311709400407
MATA1	YDR065W	0.0235	repressor	-0.245890061238828
MATA1	YDR066C	0.00651	repressor	-0.39496653204036
MATA1	YDR071C	0.0234	repressor	-0.246431713012328
MATA1	YDR101C	0.0401	repressor	-0.174858040689334
MATA1	YDR114C	0.0125	repressor	-0.322420818281483
MATA1	YDR177W	0.00123	repressor	-0.558465604575524
MATA1	YDR235W	0.00205	repressor	-0.511109089994007
MATA1	YDR239C	0.0256	repressor	-0.23493990332077
MATA1	YDR241W	0.0256	repressor	-0.23493990332077
MATA1	YDR280W	0.0103	repressor	-0.344570910241342
MATA1	YDR294C	0.0377	repressor	-0.183407041515084
MATA1	YDR363W-A	0.0016	repressor	-0.534352765655472
MATA1	YDR365C	0.00857	repressor	-0.365107219038382
MATA1	YDR365W-A	0.00857	repressor	-0.365107219038382
MATA1	YDR365W-B	0.00857	repressor	-0.365107219038382
MATA1	YDR367W	0.00857	repressor	-0.365107219038382
MATA1	YDR372C	0.00181	repressor	-0.522851913545653
MATA1	YDR373W	0.00181	repressor	-0.522851913545653
MATA1	YDR378C	0.0218	repressor	-0.255374829960813
MATA1	YDR379W	0.0218	repressor	-0.255374829960813
MATA1	YDR400W	0.0445	repressor	-0.160208938333272
MATA1	YDR402C	0.0114453276527749	repressor	-0.332576409518996
MATA1	YDR422C	0.0443	repressor	-0.160848818723302
MATA1	YDR429C	0.0327	repressor	-0.202754201225509
MATA1	YDR431W	0.0327	repressor	-0.202754201225509
MATA1	YDR473C	0.00298	repressor	-0.474992189316247
MATA1	YEL002C	0.00912	repressor	-0.358212926485672
MATA1	YEL018W	0.00299	repressor	-0.474662806914727
MATA1	YEL019C	0.00299	repressor	-0.474662806914727
MATA1	YEL050C	0.0464	repressor	-0.154242730801241
MATA1	YEL055C	0.0013	repressor	-0.553436127549935
MATA1	YER007W	0.00156	repressor	-0.53669824374568
MATA1	YER008C	0.00138	repressor	-0.547982809542742
MATA1	YER009W	0.00138	repressor	-0.547982809542742
MATA1	YER041W	0.00727	repressor	-0.383091456983267
MATA1	YER044C	0.0194	repressor	-0.269890513208756
MATA1	YER044C-A	0.0315	repressor	-0.20775744834156
MATA1	YER105C	0.0140131521385557	repressor	-0.309075394918138
MATA1	YER106W	0.0179472232135681	repressor	-0.279436339043045
MATA1	YER111C	0.0137	repressor	-0.311731461781773
MATA1	YER112W	0.0137	repressor	-0.311731461781773
MATA1	YER135C	0.00829	repressor	-0.368767432804361
MATA1	YER183C	0.0083	repressor	-0.368634855048884
MATA1	YFL011W	0.0443	repressor	-0.160848818723302
MATA1	YFL029C	0.00556	repressor	-0.411671513084484
MATA1	YGL038C	0.0161	repressor	-0.292575702425951
MATA1	YGL101W	0.0448	repressor	-0.159253448074337
MATA1	YGL102C	0.0448	repressor	-0.159253448074337
MATA1	YGL103W	0.0412	repressor	-0.171078196766125
MATA1	YGL104C	0.0412	repressor	-0.171078196766125
MATA1	YGL149W	0.0435	repressor	-0.163431867312807
MATA1	YGL169W	0.0182	repressor	-0.277729226544158
MATA1	YGL170C	1.58e-05	repressor	-0.898485538645623
MATA1	YGL233W	0.00422	repressor	-0.4401824839987
MATA1	YGR013W	0.0122	repressor	-0.325231513978383
MATA1	YGR024C	0.00488	repressor	-0.425265487248573
MATA1	YGR071C	0.0311	repressor	-0.209460204945976
MATA1	YGR072W	0.0311	repressor	-0.209460204945976
MATA1	YGR087C	0.0214	repressor	-0.257696942117518
MATA1	YGR106C	0.0192	repressor	-0.271167786681453
MATA1	YGR112W	0.0435898748718721	repressor	-0.163139776813675
MATA1	YGR127W	0.0346	repressor	-0.195133532771302
MATA1	YGR128C	0.00508	repressor	-0.421100717892725
MATA1	YGR129W	0.00508	repressor	-0.421100717892725
MATA1	YGR151C	0.00338	repressor	-0.462532491969797
MATA1	YGR152C	0.00338	repressor	-0.462532491969797
MATA1	YGR153W	0.00338	repressor	-0.462532491969797
MATA1	YGR165W	0.0238	repressor	-0.244276657485238
MATA1	YGR166W	0.0019	repressor	-0.518291215915429
MATA1	YGR167W	0.00559	repressor	-0.411106532458788
MATA1	YGR263C	0.02741	repressor	-0.226090038932253
MATA1	YHL002W	0.00824	repressor	-0.369432435928301
MATA1	YHL003C	0.00824	repressor	-0.369432435928301
MATA1	YHL011C	0.0372	repressor	-0.18524369704038
MATA1	YHR004C	0.0249	repressor	-0.238503360719136
MATA1	YHR005C	0.00983	repressor	-0.349832256896035
MATA1	YHR074W	0.00972	repressor	-0.351095292561765
MATA1	YHR104W	0.0145	repressor	-0.305045958401968
MATA1	YHR109W	0.00577	repressor	-0.407772123189971
MATA1	YHR118C	0.00671	repressor	-0.391727395520721
MATA1	YHR119W	0.00671	repressor	-0.391727395520721
MATA1	YHR120W	0.00919	repressor	-0.357361777775606
MATA1	YHR123W	0.0418	repressor	-0.169050843126477
MATA1	YHR143W	0.0477	repressor	-0.15027268800392
MATA1	YHR209W	0.0204	repressor	-0.26366702613059
MATA1	YIL005W	0.0229	repressor	-0.249169562344524
MATA1	YIL048W	0.00364	repressor	-0.455127097692505
MATA1	YIL110W	0.0423	repressor	-0.167379307058823
MATA1	YIR001C	0.0214131378270459	repressor	-0.257620093000251
MATA1	YIR030C	0.0286	repressor	-0.220533821117422
MATA1	YJL011C	0.0198	repressor	-0.267369168093744
MATA1	YJL058C	0.0307	repressor	-0.211181177882616
MATA1	YJL059W	0.0179	repressor	-0.279757528317431
MATA1	YJL073W	0.0207	repressor	-0.261850455031015
MATA1	YJL074C	0.0207	repressor	-0.261850455031015
MATA1	YJL155C	0.00482	repressor	-0.426544584006859
MATA1	YJR008W	0.0103	repressor	-0.344570910241342
MATA1	YJR033C	0.0335	repressor	-0.199502209120054
MATA1	YJR034W	0.0335	repressor	-0.199502209120054
MATA1	YJR124C	0.0431	repressor	-0.164737794848076
MATA1	YKL005C	0.0169054730270154	repressor	-0.286695746311254
MATA1	YKL049C	0.0491	repressor	-0.146093003845467
MATA1	YKL057C	0.0499	repressor	-0.143747199409767
MATA1	YKL078W	0.00708	repressor	-0.38595359086293
MATA1	YKL118W	0.0262	repressor	-0.231949872201819
MATA1	YKL169C	0.026	repressor	-0.23294012533152
MATA1	YKR010C	0.00345	repressor	-0.460489723171462
MATA1	YKR074W	0.0457	repressor	-0.156417549656835
MATA1	YLL002W	0.0177	repressor	-0.281125895129978
MATA1	YLR043C	0.0412	repressor	-0.171078196766125
MATA1	YLR067C	0.0141	repressor	-0.308347844165459
MATA1	YLR068W	0.0141	repressor	-0.308347844165459
MATA1	YLR106C	0.04	repressor	-0.175205821375651
MATA1	YLR107W	0.04	repressor	-0.175205821375651
MATA1	YLR116W	0.0244	repressor	-0.241100472991057
MATA1	YLR188W	0.0381	repressor	-0.181951980734389
MATA1	YLR222C	0.00584	repressor	-0.406500298017943
MATA1	YLR276C	0.0268	repressor	-0.229016556539114
MATA1	YLR277C	0.00104	repressor	-0.573569564080088
MATA1	YLR368W	0.00475	repressor	-0.428054928936532
MATA1	YLR426W	0.00591	repressor	-0.405241925539332
MATA1	YLR453C	0.0244	repressor	-0.241100472991057
MATA1	YLR454W	0.0244	repressor	-0.241100472991057
MATA1	YML002W	0.0311	repressor	-0.209460204945976
MATA1	YML040W	0.0308	repressor	-0.210749202447002
MATA1	YMR066W	0.00274	repressor	-0.483212346684495
MATA1	YMR106C	0.0224	repressor	-0.251958243668175
MATA1	YMR131C	0.0188	repressor	-0.273756642216456
MATA1	YMR177W	0.0367	repressor	-0.187100636065164
MATA1	YMR193C-A	0.0419	repressor	-0.168715245989342
MATA1	YMR271C	0.0288	repressor	-0.219618965789373
MATA1	YNL008C	0.0131	repressor	-0.316970312653556
MATA1	YNL010W	0.0057	repressor	-0.409057715157109
MATA1	YNL011C	0.0057	repressor	-0.409057715157109
MATA1	YNL076W	0.036	repressor	-0.18973543205139
MATA1	YNL101W	0.00151	repressor	-0.539708446530745
MATA1	YNL105W	0.000463	repressor	-0.643628586155622
MATA1	YNL146W	0.0303	repressor	-0.212920819005172
MATA1	YNL187W	0.00147	repressor	-0.542182800723033
MATA1	YNL188W	0.0346	repressor	-0.195133532771302
MATA1	YNL203C	0.0397	repressor	-0.176253420451801
MATA1	YNL242W	0.0304	repressor	-0.212484133225839
MATA1	YNL245C	0.002	repressor	-0.513448521728645
MATA1	YNL247W	0.0473	repressor	-0.151484902873596
MATA1	YNL248C	0.0473	repressor	-0.151484902873596
MATA1	YNL253W	0.00324	repressor	-0.46673475269092
MATA1	YNL254C	0.00324	repressor	-0.46673475269092
MATA1	YNL314W	0.0212428404052775	repressor	-0.258619346481811
MATA1	YNL316C	0.01301	repressor	-0.317773942217168
MATA1	YNR006W	0.045	repressor	-0.158619313081641
MATA1	YNR054C	0.0184	repressor	-0.276392798913415
MATA1	YNR063W	0.0309	repressor	-0.210318386529225
MATA1	YNR067C	0.0187	repressor	-0.274411171973654
MATA1	YOL010W	0.0246	repressor	-0.240056317085268
MATA1	YOL077W-A	0.00232	repressor	-0.49930562688627
MATA1	YOL078W	0.00232	repressor	-0.49930562688627
MATA1	YOL080C	0.00232	repressor	-0.49930562688627
MATA1	YOL087C	0.00449	repressor	-0.433844381886157
MATA1	YOL103W-A	0.0334	repressor	-0.199905186747783
MATA1	YOL103W-B	0.0334	repressor	-0.199905186747783
MATA1	YOL104C	0.0334	repressor	-0.199905186747783
MATA1	YOL105C	0.0366	repressor	-0.187474503792767
MATA1	YOL121C	0.0146	repressor	-0.30423275357215
MATA1	YOR005C	0.048	repressor	-0.149368858360816
MATA1	YOR035C	0.00142	repressor	-0.545363637047785
MATA1	YOR036W	0.00142	repressor	-0.545363637047785
MATA1	YOR051C	0.033497547881252	repressor	-0.19951207875811
MATA1	YOR143C	0.0155	repressor	-0.297121811343703
MATA1	YOR151C	0.0357	repressor	-0.190877488859306
MATA1	YOR156C	0.00289	repressor	-0.478002308618098
MATA1	YOR205C	0.0167	repressor	-0.288172531683669
MATA1	YOR206W	0.0167	repressor	-0.288172531683669
MATA1	YOR236W	0.0453	repressor	-0.157672350505482
MATA1	YOR249C	0.0366	repressor	-0.187474503792767
MATA1	YOR285W	0.0092	repressor	-0.357240648740729
MATA1	YOR339C	0.00692	repressor	-0.38841686812086
MATA1	YOR343C-A	0.0101	repressor	-0.346783630616175
MATA1	YOR343C-B	0.0101	repressor	-0.346783630616175
MATA1	YOR350C	0.0378157513307147	repressor	-0.182984688230698
MATA1	YPL020C	0.0312	repressor	-0.209032825294581
MATA1	YPL140C	0.0294	repressor	-0.216905727340665
MATA1	YPL180W	0.0479	repressor	-0.149669631157403
MATA1	YPL182C	0.0479	repressor	-0.149669631157403
MATA1	YPL257W-A	0.0453	repressor	-0.157672350505482
MATA1	YPL257W-B	0.0453	repressor	-0.157672350505482
MATA1	YPL269W	0.0149289555131401	repressor	-0.301591058818212
MATA1	YPR021C	0.0191	repressor	-0.271810669385753
MATA1	YPR047W	0.0214	repressor	-0.257696942117518
MATA1	YPR081C	0.0124	repressor	-0.323351161949618
MATA1	YPR110C	0.00225	repressor	-0.502241115358958
MATA1	YPR111W	0.00225	repressor	-0.502241115358958
MATA1	YPR122W	0.0395	repressor	-0.176955401203574
MATA1	YPR172W	0.00891	repressor	-0.360801149952209
MATA1	YPR186C	0.0221	repressor	-0.253656750112351
MATA1	YPR187W	0.0221	repressor	-0.253656750112351
MATA1	YPR188C	0.00796	repressor	-0.373223326953366
MATA1	YPR189W	0.00796	repressor	-0.373223326953366
YAL051W	YAL012W	0.04	activator	0.175205821375651
YAL051W	YAL016W	0.000179	activator	0.72077602512911
YAL051W	YAL021C	0.0315	activator	0.20775744834156
YAL051W	YAL034W-A	2.54e-05	activator	0.865574668479011
YAL051W	YAL035C-A	0.000282	activator	0.68450825387856
YAL051W	YAL035W	1.06064703400791e-05	activator	0.925517764889863
YAL051W	YAL036C	2.54e-05	activator	0.865574668479011
YAL051W	YAL047C	0.00762	activator	0.377987495127541
YAL051W	YAR066W	0.00369	activator	0.453757686032659
YAL051W	YBL005W	0.0448	activator	0.159253448074337
YAL051W	YBL006C	0.0448	activator	0.159253448074337
YAL051W	YBL029C-A	0.04999	activator	0.143485178313087
YAL051W	YBL032W	0.00908	activator	0.358701868563688
YAL051W	YBL033C	0.00908	activator	0.358701868563688
YAL051W	YBL052C	0.0224	activator	0.251958243668175
YAL051W	YBL054W	0.0086	activator	0.364721302714693
YAL051W	YBL055C	0.0086	activator	0.364721302714693
YAL051W	YBL089W	0.000405	activator	0.654806438518805
YAL051W	YBR012W-A	0.0354	activator	0.192027438377858
YAL051W	YBR012W-B	0.0354	activator	0.192027438377858
YAL051W	YBR019C	0.000103	activator	0.763462776065844
YAL051W	YBR020W	0.000103	activator	0.763462776065844
YAL051W	YBR048W	0.00431	activator	0.438030498152542
YAL051W	YBR127C	1.55e-05	activator	0.899797947184704
YAL051W	YBR150C	6.82e-05	activator	0.794382006561835
YAL051W	YBR151W	6.82e-05	activator	0.794382006561835
YAL051W	YBR187W	0.000141	activator	0.739389217437518
YAL051W	YBR214W	1.5900084947895e-06	activator	1.04765093976495
YAL051W	YBR230C	0.00182	activator	0.52233511254232
YAL051W	YBR240C	0.00727	activator	0.383091456983267
YAL051W	YCL068C	0.0288	activator	0.219618965789373
YAL051W	YCR018C-A	0.025	activator	0.237989195362016
YAL051W	YCR019W	0.025	activator	0.237989195362016
YAL051W	YCR020C-A	0.000373	activator	0.661627073545741
YAL051W	YCR038C	0.039	activator	0.178723089358717
YAL051W	YCR061W	0.0471	activator	0.152094093431927
YAL051W	YCR062W	0.0471	activator	0.152094093431927
YAL051W	YCR081W	0.000166	activator	0.726687946098518
YAL051W	YCR102C	0.0348	activator	0.194351526643505
YAL051W	YCR106W	0.00523	activator	0.418071899652183
YAL051W	YDL024C	0.00909	repressor	-0.35857945649704
YAL051W	YDL058W	0.00184	activator	0.521309211007526
YAL051W	YDL059C	0.00184	activator	0.521309211007526
YAL051W	YDL071C	0.04999	activator	0.143485178313087
YAL051W	YDL086W	0.00803	activator	0.372264746922763
YAL051W	YDL087C	0.00803	activator	0.372264746922763
YAL051W	YDL123W	0.0212	activator	0.258871787097994
YAL051W	YDL145C	0.0216	repressor	-0.256531343650086
YAL051W	YDL208W	0.0107	activator	0.340255589602064
YAL051W	YDL209C	0.0107	activator	0.340255589602064
YAL051W	YDL210W	0.00563	activator	0.410357399350059
YAL051W	YDL224C	0.0105	activator	0.342395342483787
YAL051W	YDR040C	0.04999	activator	0.143485178313087
YAL051W	YDR041W	0.04999	activator	0.143485178313087
YAL051W	YDR048C	0.000101	activator	0.764950616084555
YAL051W	YDR052C	0.0387	activator	0.179792577203601
YAL051W	YDR122W	0.0289	activator	0.21916351746866
YAL051W	YDR142C	0.0125	activator	0.322420818281483
YAL051W	YDR169C	0.0217	activator	0.255951961147194
YAL051W	YDR207C	0.00023	activator	0.700908592138344
YAL051W	YDR208W	0.00023	activator	0.700908592138344
YAL051W	YDR256C	4.27815213366915e-06	activator	0.985230924673871
YAL051W	YDR263C	0.0168	activator	0.287451877376868
YAL051W	YDR276C	0.0373	activator	0.184874759720192
YAL051W	YDR302W	0.0194	activator	0.269890513208756
YAL051W	YDR312W	0.00753	activator	0.379279893897129
YAL051W	YDR317W	0.0348	activator	0.194351526643505
YAL051W	YDR322W	0.0288	activator	0.219618965789373
YAL051W	YDR335W	0.0324	activator	0.20399062002975
YAL051W	YDR406W	0.04999	activator	0.143485178313087
YAL051W	YDR441C	0.0259	activator	0.233437643247162
YAL051W	YDR442W	0.0259	activator	0.233437643247162
YAL051W	YDR476C	0.00253	activator	0.490956713776304
YAL051W	YDR477W	0.00253	activator	0.490956713776304
YAL051W	YDR488C	0.00672	activator	0.391567689536764
YAL051W	YDR489W	0.00672	activator	0.391567689536764
YAL051W	YDR516C	0.0166	activator	0.288896887476388
YAL051W	YDR517W	0.0166	activator	0.288896887476388
YAL051W	YDR525W-A	0.04999	activator	0.143485178313087
YAL051W	YDR535C	0.0197	activator	0.267995421010616
YAL051W	YDR536W	0.0197	repressor	-0.267995421010616
YAL051W	YEL011W	3.57e-05	repressor	-0.841471513894494
YAL051W	YEL043W	0.0177	activator	0.281125895129978
YAL051W	YEL054C	0.0124	activator	0.323351161949618
YAL051W	YEL065W	0.00673	activator	0.391408193436955
YAL051W	YEL067C	0.00673	activator	0.391408193436955
YAL051W	YEL072W	0.0187	activator	0.274411171973654
YAL051W	YEL076W-C	0.0361	activator	0.189356478877993
YAL051W	YEL077C	0.0361	activator	0.189356478877993
YAL051W	YER015W	0.000395	activator	0.656882471427202
YAL051W	YER016W	0.0285	activator	0.220993245612699
YAL051W	YER134C	0.00276	activator	0.482503018562405
YAL051W	YER136W	0.0372	activator	0.18524369704038
YAL051W	YER152C	0.0387	activator	0.179792577203601
YAL051W	YER153C	0.0387	activator	0.179792577203601
YAL051W	YER154W	0.0387	activator	0.179792577203601
YAL051W	YFL066C	0.0106	activator	0.341321069907839
YAL051W	YFL067W	0.0429	activator	0.165394433107265
YAL051W	YFR015C	0.00103	activator	0.574432862435164
YAL051W	YFR016C	0.00288	activator	0.478341964940948
YAL051W	YGL025C	0.0198	activator	0.267369168093744
YAL051W	YGL143C	1.71e-05	activator	0.893059061863082
YAL051W	YGL148W	0.015	activator	0.301027113275368
YAL051W	YGL150C	0.015	activator	0.301027113275368
YAL051W	YGL162W	0.0113	activator	0.334038895909084
YAL051W	YGL163C	0.0203	activator	0.264277581290099
YAL051W	YGL172W	0.00893	activator	0.360552363519374
YAL051W	YGL173C	0.00893	activator	0.360552363519374
YAL051W	YGL180W	0.00748	activator	0.380003783373255
YAL051W	YGL201C	0.000305	activator	0.678138594778391
YAL051W	YGL234W	0.0228	activator	0.249723164491531
YAL051W	YGL235W	0.00013	activator	0.745660965248856
YAL051W	YGL236C	0.0228	activator	0.249723164491531
YAL051W	YGL237C	0.00013	activator	0.745660965248856
YAL051W	YGL260W	0.00716	activator	0.384740322529721
YAL051W	YGL261C	0.00716	activator	0.384740322529721
YAL051W	YGR002C	0.0411	activator	0.171418412222419
YAL051W	YGR003W	0.0411	activator	0.171418412222419
YAL051W	YGR032W	0.0301	activator	0.213797786071483
YAL051W	YGR067C	0.00143	activator	0.544719377949928
YAL051W	YGR069W	0.00143	activator	0.544719377949928
YAL051W	YGR109C	0.000809	activator	0.595792656835914
YAL051W	YGR109W-A	0.000809	activator	0.595792656835914
YAL051W	YGR109W-B	0.000809	activator	0.595792656835914
YAL051W	YGR145W	0.0126	activator	0.321496896755389
YAL051W	YGR177C	0.0143	activator	0.306686957703837
YAL051W	YGR188C	2.82e-05	activator	0.858216298220395
YAL051W	YGR209C	0.0155	activator	0.297121811343703
YAL051W	YGR283C	0.0133	activator	0.315201413244015
YAL051W	YGR285C	0.0474	activator	0.151181081448717
YAL051W	YGR294W	0.0265	activator	0.230476277466218
YAL051W	YHL009W-A	0.035	activator	0.193573201885779
YAL051W	YHL009W-B	0.035	activator	0.193573201885779
YAL051W	YHL017W	0.000138	activator	0.741052911149685
YAL051W	YHL021C	0.00337	activator	0.462827413712752
YAL051W	YHL045W	0.0322	activator	0.204820156868149
YAL051W	YHL046C	0.0322	activator	0.204820156868149
YAL051W	YHL050C	0.00874	activator	0.362935824842401
YAL051W	YHR011W	0.0448	activator	0.159253448074337
YAL051W	YHR026W	0.0136	activator	0.312590667470264
YAL051W	YHR041C	0.000384	activator	0.65922322172062
YAL051W	YHR042W	0.000384	activator	0.65922322172062
YAL051W	YHR087W	0.0191	repressor	-0.271810669385753
YAL051W	YHR115C	0.0279654018461401	activator	0.22347232421766
YAL051W	YHR117W	1.125279964755e-06	activator	1.06885472586136
YAL051W	YHR203C	0.0206	activator	0.262453486215402
YAL051W	YHR204W	0.0206	activator	0.262453486215402
YAL051W	YHR210C	0.0158	activator	0.294830248027279
YAL051W	YHR211W	0.0158	activator	0.294830248027279
YAL051W	YHR212C	0.00453	activator	0.432934529783919
YAL051W	YHR214W	0.00453	activator	0.432934529783919
YAL051W	YHR214W-A	0.00453	activator	0.432934529783919
YAL051W	YIL038C	0.03	activator	0.214238082445375
YAL051W	YIL044C	0.0377	activator	0.183407041515084
YAL051W	YIL052C	0.0499	activator	0.143747199409767
YAL051W	YIL054W	0.00124	activator	0.557731319187759
YAL051W	YIL055C	0.00124	activator	0.557731319187759
YAL051W	YIL069C	4.75e-05	activator	0.820905884803073
YAL051W	YIL092W	0.0255	activator	0.235443932042758
YAL051W	YIL093C	0.0255	activator	0.235443932042758
YAL051W	YIL096C	0.00769	activator	0.376991555580177
YAL051W	YIL100W	0.00562	activator	0.410544238421762
YAL051W	YIL101C	0.00562	activator	0.410544238421762
YAL051W	YIL113W	0.000403	activator	0.655217810347768
YAL051W	YIL114C	0.000403	activator	0.655217810347768
YAL051W	YIL120W	0.000205	activator	0.710068583382331
YAL051W	YIL125W	0.00171	activator	0.528167871605776
YAL051W	YIL134W	0.0277	activator	0.224717755687894
YAL051W	YIL136W	0.0241	activator	0.242680261100575
YAL051W	YIL137C	0.0241	activator	0.242680261100575
YAL051W	YIL176C	0.0338	activator	0.198299188390099
YAL051W	YIR040C	0.00851	activator	0.365882620646397
YAL051W	YIR041W	0.00851	activator	0.365882620646397
YAL051W	YJL017W	0.0478	activator	0.14997090704155
YAL051W	YJL024C	0.0271	activator	0.22757041669205
YAL051W	YJL030W	0.0399	activator	0.175554309324321
YAL051W	YJL031C	0.0399	activator	0.175554309324321
YAL051W	YJL079C	0.00413	activator	0.442375914355152
YAL051W	YJL174W	0.0292	activator	0.217804986782173
YAL051W	YJL176C	0.0292	activator	0.217804986782173
YAL051W	YJL222W	0.000497	activator	0.637665848728574
YAL051W	YJR011C	0.00442	activator	0.435454186102805
YAL051W	YJR016C	0.00355	activator	0.457635145903124
YAL051W	YJR018W	0.00355	activator	0.457635145903124
YAL051W	YJR045C	0.00198	activator	0.514399188871802
YAL051W	YJR046W	0.00198	activator	0.514399188871802
YAL051W	YJR065C	0.00131	activator	0.552737950769682
YAL051W	YJR066W	0.00131	activator	0.552737950769682
YAL051W	YJR069C	0.000683	activator	0.610522146027623
YAL051W	YJR071W	0.000683	activator	0.610522146027623
YAL051W	YJR077C	0.0114	activator	0.333030818681467
YAL051W	YJR078W	0.0114	activator	0.333030818681467
YAL051W	YJR079W	0.0114	activator	0.333030818681467
YAL051W	YJR095W	0.0437	activator	0.162782535514514
YAL051W	YJR104C	0.00215	activator	0.506581566429607
