TF	Target	Pval	Mode	weight
YBR033W	YDR056C	0.00475	repressor	-0.428054928936532
YBR033W	YDR057W	0.00475	repressor	-0.428054928936532
YBR033W	YDR066C	0.0489	repressor	-0.146684219525071
YBR033W	YDR135C	0.0391	repressor	-0.17836808210743
YBR033W	YDR137W	0.0391	repressor	-0.17836808210743
YBR033W	YDR164C	0.039	repressor	-0.178723089358717
YBR033W	YDR165W	0.039	repressor	-0.178723089358717
YBR033W	YDR210W-D	0.0331	repressor	-0.201120110323985
YBR033W	YDR228C	0.0193	repressor	-0.270527743911887
YBR033W	YDR229W	0.0193	repressor	-0.270527743911887
YBR033W	YDR273W	0.0235	repressor	-0.245890061238828
YBR033W	YDR294C	0.0289	repressor	-0.21916351746866
YBR033W	YDR324C	0.0154	repressor	-0.297894127216792
YBR033W	YDR325W	0.0154	repressor	-0.297894127216792
YBR033W	YDR352W	0.0439	repressor	-0.162135597149328
YBR033W	YDR415C	0.0146	repressor	-0.30423275357215
YBR033W	YDR416W	0.0146	repressor	-0.30423275357215
YBR033W	YDR498C	0.046	repressor	-0.155482230361574
YBR033W	YDR499W	0.046	repressor	-0.155482230361574
YBR033W	YDR523C	0.0216	repressor	-0.256531343650086
YBR033W	YEL002C	0.00257	repressor	-0.489437907958787
YBR033W	YEL010W	0.0433	repressor	-0.164083613384301
YBR033W	YEL015W	0.000742	repressor	-0.603338287043738
YBR033W	YEL016C	0.000742	repressor	-0.603338287043738
YBR033W	YER048C	0.0424	repressor	-0.167046920317345
YBR033W	YER059W	0.0193	repressor	-0.270527743911887
YBR033W	YER060W	0.009	repressor	-0.359685438059288
YBR033W	YER138C	0.0249	repressor	-0.238503360719136
YBR033W	YER183C	0.0098	repressor	-0.350175491855088
YBR033W	YFL049W	0.0337	repressor	-0.198699215478744
YBR033W	YFL050C	0.0337	repressor	-0.198699215478744
YBR033W	YFR007W	0.0119	repressor	-0.328102760588076
YBR033W	YFR023W	0.0045	repressor	-0.433616242368783
YBR033W	YFR041C	0.032	repressor	-0.205653957630714
YBR033W	YFR042W	0.032	repressor	-0.205653957630714
YBR033W	YFR044C	0.0303	repressor	-0.212920819005172
YBR033W	YFR045W	0.0303	repressor	-0.212920819005172
YBR033W	YFR054C	0.0432	repressor	-0.164410398361175
YBR033W	YGL016W	0.0396	repressor	-0.176604050413441
YBR033W	YGL121C	0.0408	repressor	-0.17244310245882
YBR033W	YGL133W	0.0048	repressor	-0.42697410481047
YBR033W	YGL159W	0.0162	repressor	-0.291832186613472
YBR033W	YGL171W	0.0218	repressor	-0.255374829960813
YBR033W	YGL191W	0.0295	repressor	-0.216458001096552
YBR033W	YGL193C	0.0295	repressor	-0.216458001096552
YBR033W	YGL195W	0.0201	repressor	-0.265506380589609
YBR033W	YGL196W	0.0318	repressor	-0.206492072886027
YBR033W	YGL244W	0.0451	repressor	-0.158303095937683
YBR033W	YGL258W	0.0141	repressor	-0.308347844165459
YBR033W	YGR004W	0.0257	repressor	-0.234437520332785
YBR033W	YGR047C	0.0373	repressor	-0.184874759720192
YBR033W	YGR048W	0.0373	repressor	-0.184874759720192
YBR033W	YGR066C	0.00568	repressor	-0.409427600991984
YBR033W	YGR100W	0.00272	repressor	-0.483926363708132
YBR033W	YGR187C	0.0151	repressor	-0.300237198659674
YBR033W	YGR188C	0.0236	repressor	-0.245350345040626
YBR033W	YHL044W	0.0123	repressor	-0.324288026738541
YBR033W	YHR044C	0.0171	repressor	-0.285311709400407
YBR033W	YHR045W	0.0171	repressor	-0.285311709400407
YBR033W	YHR047C	0.0157	repressor	-0.295589923098969
YBR033W	YHR060W	0.0238	repressor	-0.244276657485238
YBR033W	YHR062C	0.0146	repressor	-0.30423275357215
YBR033W	YHR084W	0.0363	repressor	-0.188601144021712
YBR033W	YHR132C	0.0317	repressor	-0.20691276450322
YBR033W	YHR146W	0.0267	activator	0.229501606913236
YBR033W	YHR153C	0.0263	repressor	-0.231457113955282
YBR033W	YHR154W	0.0263	repressor	-0.231457113955282
YBR033W	YIL038C	0.018	repressor	-0.279078228749303
YBR033W	YJL012C	0.0231	repressor	-0.248068439883257
YBR033W	YJL037W	0.00823	repressor	-0.369565861708127
YBR033W	YJL038C	0.00823	repressor	-0.369565861708127
YBR033W	YJL059W	0.0184	repressor	-0.276392798913415
YBR033W	YJL073W	0.0415	repressor	-0.170061551152539
YBR033W	YJL074C	0.0415	repressor	-0.170061551152539
YBR033W	YJL094C	0.0343	repressor	-0.196313532993596
YBR033W	YJL139C	0.0462	repressor	-0.154861403292926
YBR033W	YJL155C	0.0362	repressor	-0.188978384361521
YBR033W	YJL164C	0.0195	repressor	-0.269256067120121
YBR033W	YJL179W	0.0112	repressor	-0.335054756541158
YBR033W	YJL180C	0.0112	repressor	-0.335054756541158
YBR033W	YJL205C-A	0.0134	repressor	-0.31432556499875
YBR033W	YJR012C	0.00814	repressor	-0.370773145571231
YBR033W	YJR013W	0.00814	repressor	-0.370773145571231
YBR033W	YJR041C	0.00627	repressor	-0.398971777012516
YBR033W	YJR042W	0.00627	repressor	-0.398971777012516
YBR033W	YJR083C	0.0391	repressor	-0.17836808210743
YBR033W	YJR084W	0.0391	repressor	-0.17836808210743
YBR033W	YJR088C	0.0107	repressor	-0.340255589602064
YBR033W	YJR089W	0.0107	repressor	-0.340255589602064
YBR033W	YJR090C	0.0189	repressor	-0.273105068205047
YBR033W	YJR098C	0.00466	repressor	-0.430026242247981
YBR033W	YJR099W	0.00466	repressor	-0.430026242247981
YBR033W	YJR108W	0.0198	repressor	-0.267369168093744
YBR033W	YJR132W	0.000418	repressor	-0.652177577711134
YBR033W	YJR153W	0.0471	repressor	-0.152094093431927
YBR033W	YJR154W	0.00263	repressor	-0.48719928301535
YBR033W	YKL009W	0.0456	repressor	-0.156730419401311
YBR033W	YKL010C	0.0456	repressor	-0.156730419401311
YBR033W	YKL014C	0.028	repressor	-0.223310694264735
YBR033W	YKL026C	0.00269	repressor	-0.485006326801827
YBR033W	YKL039W	0.029	repressor	-0.218709377197551
YBR033W	YKL040C	0.029	repressor	-0.218709377197551
YBR033W	YKL061W	0.00332	repressor	-0.464313927774353
YBR033W	YKL072W	0.00168	repressor	-0.529817877200288
YBR033W	YKL100C	0.0321	repressor	-0.205236521119771
YBR033W	YKL123W	0.0487	repressor	-0.147277370511653
YBR033W	YKL124W	0.0487	repressor	-0.147277370511653
YBR033W	YKL128C	0.00371	repressor	-0.453214578099081
YBR033W	YKL131W	0.0271	repressor	-0.22757041669205
YBR033W	YKL133C	0.0271	repressor	-0.22757041669205
YBR033W	YKL167C	0.00494	repressor	-0.424000330465005
YBR033W	YKL170W	0.0338	repressor	-0.198299188390099
YBR033W	YKL173W	0.0486	repressor	-0.14757467643991
YBR033W	YKL174C	0.0486	repressor	-0.14757467643991
YBR033W	YKL177W	0.00211	repressor	-0.508369176132282
YBR033W	YKL179C	0.00211	repressor	-0.508369176132282
YBR033W	YKL216W	0.0383	repressor	-0.181229118427017
YBR033W	YKL218C	0.0397	repressor	-0.176253420451801
YBR033W	YKR003W	0.0382	repressor	-0.18159016378674
YBR033W	YKR017C	0.0491	repressor	-0.146093003845467
YBR033W	YKR051W	0.0324	repressor	-0.20399062002975
YBR033W	YKR102W	0.0313	repressor	-0.20860657718753
YBR033W	YKR103W	0.0314	repressor	-0.208181453792858
YBR033W	YLL014W	0.0163	repressor	-0.291092592410673
YBR033W	YLL015W	0.0498	repressor	-0.144038776400254
YBR033W	YLL035W	0.00508	repressor	-0.421100717892725
YBR033W	YLL036C	0.00508	repressor	-0.421100717892725
YBR033W	YLL038C	0.00508	repressor	-0.421100717892725
YBR033W	YLR087C	0.0389	repressor	-0.179078838547327
YBR033W	YLR088W	0.0389	repressor	-0.179078838547327
YBR033W	YLR097C	0.0386	repressor	-0.180150573972476
YBR033W	YLR114C	0.0246	repressor	-0.240056317085268
YBR033W	YLR115W	0.0246	repressor	-0.240056317085268
YBR033W	YLR127C	0.0392	repressor	-0.178013813210129
YBR033W	YLR128W	0.0392	repressor	-0.178013813210129
YBR033W	YLR134W	0.04	repressor	-0.175205821375651
YBR033W	YLR163C	0.0401	repressor	-0.174858040689334
YBR033W	YLR164W	0.0401	repressor	-0.174858040689334
YBR033W	YLR199C	0.00691	repressor	-0.38857248677343
YBR033W	YLR200W	0.00691	repressor	-0.38857248677343
YBR033W	YLR222C	0.0422	repressor	-0.167712330133863
YBR033W	YLR275W	0.0281	repressor	-0.222844464018728
YBR033W	YLR307W	0.0362	repressor	-0.188978384361521
YBR033W	YLR330W	0.0229	repressor	-0.249169562344524
YBR033W	YLR363C	0.0367	repressor	-0.187100636065164
YBR033W	YLR364W	0.0367	repressor	-0.187100636065164
YBR033W	YLR365W	0.0267	repressor	-0.229501606913236
YBR033W	YLR366W	0.0267	repressor	-0.229501606913236
YBR033W	YLR412W	0.00428	repressor	-0.438743325377047
YBR033W	YLR423C	0.0192	repressor	-0.271167786681453
YBR033W	YLR424W	0.0192	repressor	-0.271167786681453
YBR033W	YLR425W	0.0201	repressor	-0.265506380589609
YBR033W	YLR450W	0.0252	repressor	-0.236966015815081
YBR033W	YLR452C	0.0189	repressor	-0.273105068205047
YBR033W	YML065W	0.0019	repressor	-0.518291215915429
YBR033W	YML066C	0.0019	repressor	-0.518291215915429
YBR033W	YML070W	0.0216	repressor	-0.256531343650086
YBR033W	YML096W	0.049	repressor	-0.146388370705323
YBR033W	YML097C	0.049	repressor	-0.146388370705323
YBR033W	YMR060C	0.0385	repressor	-0.180509327281648
YBR033W	YMR061W	0.0385	repressor	-0.180509327281648
YBR033W	YMR078C	0.0129	repressor	-0.318762709003139
YBR033W	YMR079W	0.0129	repressor	-0.318762709003139
YBR033W	YMR091C	0.0479	repressor	-0.149669631157403
YBR033W	YMR098C	0.0189	repressor	-0.273105068205047
YBR033W	YMR101C	0.0297	repressor	-0.215566314991777
YBR033W	YMR120C	0.0281	repressor	-0.222844464018728
YBR033W	YMR123W	0.0372	repressor	-0.18524369704038
YBR033W	YMR126C	0.00664	repressor	-0.392851264768357
YBR033W	YMR129W	0.0421	repressor	-0.168045992395533
YBR033W	YMR130W	0.0312	repressor	-0.209032825294581
YBR033W	YMR146C	0.0212	repressor	-0.258871787097994
YBR033W	YMR147W	0.0212	repressor	-0.258871787097994
YBR033W	YMR148W	0.0255	repressor	-0.235443932042758
YBR033W	YMR164C	0.0439	repressor	-0.162135597149328
YBR033W	YMR166C	0.0103	repressor	-0.344570910241342
YBR033W	YMR167W	0.0103	repressor	-0.344570910241342
YBR033W	YMR186W	0.0134	repressor	-0.31432556499875
YBR033W	YMR187C	0.00413	repressor	-0.442375914355152
YBR033W	YMR188C	0.0295	repressor	-0.216458001096552
YBR033W	YMR189W	0.0295	repressor	-0.216458001096552
YBR033W	YMR200W	0.00879	repressor	-0.362304228388651
YBR033W	YMR212C	0.0399	repressor	-0.175554309324321
YBR033W	YMR213W	0.0399	repressor	-0.175554309324321
YBR033W	YMR218C	0.0326	repressor	-0.203165297448881
YBR033W	YMR219W	0.0326	repressor	-0.203165297448881
YBR033W	YMR264W	0.0305	repressor	-0.212048636010847
YBR033W	YMR267W	0.00384	repressor	-0.449747052427777
YBR033W	YMR283C	0.0023	repressor	-0.500136061013065
YBR033W	YNL010W	0.0345	repressor	-0.19552592893338
YBR033W	YNL011C	0.0345	repressor	-0.19552592893338
YBR033W	YNL012W	0.0491	repressor	-0.146093003845467
YBR033W	YNL013C	0.0491	repressor	-0.146093003845467
YBR033W	YNL048W	0.0389	repressor	-0.179078838547327
YBR033W	YNL049C	0.0389	repressor	-0.179078838547327
YBR033W	YNL056W	0.0252	repressor	-0.236966015815081
YBR033W	YNL057W	0.0336	repressor	-0.199100220550842
YBR033W	YNL058C	0.0252	repressor	-0.236966015815081
YBR033W	YNL059C	0.0336	repressor	-0.199100220550842
YBR033W	YNL076W	0.0188	repressor	-0.273756642216456
YBR033W	YNL088W	0.0355	repressor	-0.191643237129145
YBR033W	YNL089C	0.0355	repressor	-0.191643237129145
YBR033W	YNL100W	0.0382	activator	0.18159016378674
YBR033W	YNL101W	0.0409	repressor	-0.17210086195669
YBR033W	YNL126W	0.013	repressor	-0.317863530795153
YBR033W	YNL129W	0.013	repressor	-0.317863530795153
YBR033W	YNL130C	0.013	repressor	-0.317863530795153
YBR033W	YNL136W	0.0413	repressor	-0.17073865013735
YBR033W	YNL137C	0.0413	repressor	-0.17073865013735
YBR033W	YNL164C	0.0119	repressor	-0.328102760588076
YBR033W	YNL210W	0.0318	repressor	-0.206492072886027
YBR033W	YNL211C	0.0318	repressor	-0.206492072886027
YBR033W	YNL212W	0.0198	repressor	-0.267369168093744
YBR033W	YNL213C	0.0198	repressor	-0.267369168093744
YBR033W	YNL259C	0.00212	repressor	-0.507919410845023
YBR033W	YNL267W	0.0188	repressor	-0.273756642216456
YBR033W	YNR006W	0.0211	repressor	-0.259462728784943
YBR033W	YNR011C	0.0152	repressor	-0.299451766541194
YBR033W	YNR012W	0.0152	repressor	-0.299451766541194
YBR033W	YNR054C	0.0353	repressor	-0.192412530677942
YBR033W	YOL023W	0.0225	repressor	-0.251396338529529
YBR033W	YOL024W	0.0286	repressor	-0.220533821117422
YBR033W	YOL049W	0.0354	repressor	-0.192027438377858
YBR033W	YOL050C	0.0354	repressor	-0.192027438377858
YBR033W	YOL116W	0.0401	repressor	-0.174858040689334
YBR033W	YOL141W	0.0399	repressor	-0.175554309324321
YBR033W	YOL144W	0.0332	repressor	-0.200714131666461
YBR033W	YOL145C	0.0332	repressor	-0.200714131666461
YBR033W	YOR012W	0.0299	repressor	-0.21467959755931
YBR033W	YOR013W	0.0299	repressor	-0.21467959755931
YBR033W	YOR016C	0.0322	repressor	-0.204820156868149
YBR033W	YOR017W	0.0322	repressor	-0.204820156868149
YBR033W	YOR030W	0.036	repressor	-0.18973543205139
YBR033W	YOR034C	0.0379	repressor	-0.182677944756797
YBR033W	YOR056C	0.0295	repressor	-0.216458001096552
YBR033W	YOR057W	0.0295	repressor	-0.216458001096552
YBR033W	YOR058C	0.00356	repressor	-0.457353673289128
YBR033W	YOR059C	0.00939	repressor	-0.354960814527136
YBR033W	YOR074C	0.0339	activator	0.197900133818433
YBR033W	YOR075W	0.0339	repressor	-0.197900133818433
YBR033W	YOR089C	0.0331	repressor	-0.201120110323985
YBR033W	YOR102W	0.0202	repressor	-0.264890691424516
YBR033W	YOR106W	0.0357	repressor	-0.190877488859306
YBR033W	YOR124C	0.025	repressor	-0.237989195362016
YBR033W	YOR126C	0.0485	repressor	-0.147872471851078
YBR033W	YOR127W	0.0485	repressor	-0.147872471851078
YBR033W	YOR128C	0.00598	repressor	-0.403996702457759
YBR033W	YOR148C	0.00597	repressor	-0.404173797617387
YBR033W	YOR174W	0.027	repressor	-0.228050971979173
YBR033W	YOR216C	0.0196	repressor	-0.268624378602073
YBR033W	YOR217W	0.0196	repressor	-0.268624378602073
YBR033W	YOR239W	0.031	repressor	-0.209888723037432
YBR033W	YOR240W	0.031	repressor	-0.209888723037432
YBR033W	YOR241W	0.0419	repressor	-0.168715245989342
YBR033W	YOR253W	0.0487	repressor	-0.147277370511653
YBR033W	YOR256C	0.00526	repressor	-0.417475428379471
YBR033W	YOR257W	0.00526	repressor	-0.417475428379471
YBR033W	YOR280C	0.0457	repressor	-0.156417549656835
YBR033W	YOR282W	0.0457	repressor	-0.156417549656835
YBR033W	YOR309C	0.0382	repressor	-0.18159016378674
YBR033W	YOR310C	0.0382	repressor	-0.18159016378674
YBR033W	YOR350C	0.0435	repressor	-0.163431867312807
YBR033W	YOR353C	0.0028	repressor	-0.481098170005653
YBR033W	YOR368W	0.0293	repressor	-0.21735471983782
YBR033W	YOR387C	0.0186	repressor	-0.27506868755944
YBR033W	YOR391C	0.0393	repressor	-0.177660279109901
YBR033W	YOR392W	0.0421	repressor	-0.168045992395533
YBR033W	YOR393W	0.0393	repressor	-0.177660279109901
YBR033W	YPL008W	0.0405	repressor	-0.173473924315747
YBR033W	YPL009C	0.0405	repressor	-0.173473924315747
YBR033W	YPL010W	0.013	repressor	-0.317863530795153
YBR033W	YPL011C	0.013	repressor	-0.317863530795153
YBR033W	YPL118W	0.00797	repressor	-0.373085934272176
YBR033W	YPL119C	0.00797	repressor	-0.373085934272176
YBR033W	YPL150W	0.00333	repressor	-0.464015022360004
YBR033W	YPL151C	0.00333	repressor	-0.464015022360004
YBR033W	YPL168W	0.0399	repressor	-0.175554309324321
YBR033W	YPL169C	0.0399	repressor	-0.175554309324321
YBR033W	YPL185W	0.00982	repressor	-0.349946566770173
YBR033W	YPL204W	0.024	repressor	-0.243210528454584
YBR033W	YPL206C	0.024	repressor	-0.243210528454584
YBR033W	YPL213W	0.0333	repressor	-0.20030915904373
YBR033W	YPL214C	0.0333	repressor	-0.20030915904373
YBR033W	YPL235W	0.0273	repressor	-0.226613728193596
YBR033W	YPL236C	0.0273	repressor	-0.226613728193596
YBR033W	YPL238C	0.00474	repressor	-0.428272310493321
YBR033W	YPL243W	0.0266	repressor	-0.229988176942248
YBR033W	YPL244C	0.0266	repressor	-0.229988176942248
YBR033W	YPL249C	0.0179	repressor	-0.279757528317431
YBR033W	YPL257W	0.024	repressor	-0.243210528454584
YBR033W	YPL258C	0.00535	repressor	-0.415703995635385
YBR033W	YPL279C	0.039	repressor	-0.178723089358717
YBR033W	YPR057W	0.0159	repressor	-0.29407468542782
YBR033W	YPR081C	0.0196	repressor	-0.268624378602073
YBR033W	YPR116W	0.033	repressor	-0.201527100774333
YBR033W	YPR118W	0.00894	repressor	-0.360428153321575
YBR033W	YPR122W	0.0234	repressor	-0.246431713012328
YBR033W	YPR135W	0.0148	repressor	-0.302620619102919
YBR033W	YPR139C	0.0181	repressor	-0.278402139358122
YBR033W	YPR140W	0.0181	repressor	-0.278402139358122
YBR033W	YPR172W	0.0473	repressor	-0.151484902873596
YBR033W	YPR179C	0.0216	repressor	-0.256531343650086
YBR033W	YPR180W	0.0216	repressor	-0.256531343650086
YBR049C	YAL030W	3.62682676007183e-07	activator	1.13633389782129
YBR049C	YAL031C	1.4612536406955e-06	activator	1.05285765690879
YBR049C	YBL013W	9.21532573894233e-05	activator	0.771882782351972
YBR049C	YBL014C	0.000329150864288189	activator	0.671914385359214
YBR049C	YBL036C	7.22143107814135e-05	activator	0.790137541791062
YBR049C	YBL050W	3.2774167026756e-05	activator	0.8475674823308
YBR049C	YBL051C	0.00013578373718924	activator	0.742303885103887
YBR049C	YBL058W	1.40488082436486e-06	activator	1.05527734491783
YBR049C	YBL059C-A	1.40488082436486e-06	activator	1.05527734491783
YBR049C	YBL059W	0.00027922273977298	activator	0.685309871461266
YBR049C	YBL105C	0.0436966118554722	activator	0.162793515676172
YBR049C	YBR014C	0.0273849893473634	activator	0.226208955776152
YBR049C	YBR017C	8.31490343374186e-05	activator	0.779613056994576
YBR049C	YBR035C	0.000642911684951714	activator	0.615737555738498
YBR049C	YBR041W	0.02185165308723	activator	0.255077599220531
YBR049C	YBR051W	0.00179640779253661	activator	0.523558539581662
YBR049C	YBR065C	0.00780468813964034	activator	0.375376922744018
YBR049C	YBR076W	0.0130095951613551	activator	0.317777567952565
YBR049C	YBR095C	0.000105898647681824	activator	0.761353882443054
YBR049C	YBR096W	0.000105898647681824	activator	0.761353882443054
YBR049C	YBR120C	0.0220892575308265	activator	0.2537179306114
YBR049C	YBR130C	0.00102253351793596	activator	0.575082470961876
YBR049C	YBR131W	0.00102253351793596	activator	0.575082470961876
YBR049C	YBR140C	0.0426759062735464	activator	0.166133121067746
YBR049C	YBR143C	0.00158699435784459	activator	0.53510945537333
YBR049C	YBR156C	0.0158276244269532	activator	0.294621119180174
YBR049C	YBR163W	0.00939429613180518	activator	0.354909732957382
YBR049C	YBR164C	7.43157147749816e-05	activator	0.788003496812026
YBR049C	YBR165W	0.000133336285818971	activator	0.743707788150308
YBR049C	YBR166C	0.0135953437165647	activator	0.312630807198918
YBR049C	YBR167C	0.0486388170372531	activator	0.147459213066834
YBR049C	YBR168W	0.0486388170372531	activator	0.147459213066834
YBR049C	YBR169C	0.0441967380804921	activator	0.161180106906487
YBR049C	YBR170C	0.0015510569450147	activator	0.537230129064457
YBR049C	YBR171W	0.0015510569450147	activator	0.537230129064457
YBR049C	YBR179C	0.000489706462665552	activator	0.6389124099102
YBR049C	YBR180W	0.000489706462665552	activator	0.6389124099102
YBR049C	YBR198C	0.00904704834851105	activator	0.359106073712162
YBR049C	YBR199W	0.00904704834851105	activator	0.359106073712162
YBR049C	YBR216C	0.0299937222076113	activator	0.214265763914022
YBR049C	YBR217W	0.0299937222076113	activator	0.214265763914022
YBR049C	YBR222C	0.00127657000413066	activator	0.555091383789869
YBR049C	YBR224W	0.00127657000413066	activator	0.555091383789869
YBR049C	YBR225W	0.00127657000413066	activator	0.555091383789869
YBR049C	YBR234C	0.0229471193726653	activator	0.248909414116943
YBR049C	YBR235W	0.0229471193726653	activator	0.248909414116943
YBR049C	YBR236C	2.4726669662136e-07	activator	1.15852650734169
YBR049C	YBR237W	2.84779378021242e-07	activator	1.15037897799107
YBR049C	YBR246W	0.0373779954039937	activator	0.184587566063359
YBR049C	YBR256C	0.0199775596015717	activator	0.266263780688747
YBR049C	YBR257W	0.0199775596015717	activator	0.266263780688747
YBR049C	YCL002C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCL006C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCL007C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCL008C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCL009C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCL010C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCL055W	0.0160332126866994	activator	0.293074483815895
YBR049C	YCL056C	0.0160332126866994	activator	0.293074483815895
YBR049C	YCR002C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCR004C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCR005C	0.0443382945967119	repressor	-0.160726118975983
YBR049C	YCR006C	0.0443382945967119	activator	0.160726118975983
YBR049C	YCR008W	0.0443382945967119	activator	0.160726118975983
YBR049C	YCR012W	0.0443382945967119	activator	0.160726118975983
YBR049C	YCR028C	0.0285752006262004	activator	0.220647630767761
YBR049C	YCR032W	3.00788240625452e-10	activator	1.5070051617866
YBR049C	YCR042C	0.000744454839039473	activator	0.603050939315439
YBR049C	YCR067C	0.0134695147881485	activator	0.313720040492607
YBR049C	YCR068W	0.0274220881708233	activator	0.226032596369774
YBR049C	YCR094W	1.77832313007972e-05	activator	0.890362325325796
YBR049C	YCR095C	0.000499160714025564	activator	0.637299805969372
YBR049C	YCR107W	0.0441754061681599	activator	0.161248622372437
YBR049C	YDL007W	0.000606113317067418	activator	0.620796270553023
YBR049C	YDL044C	0.0485543424925492	activator	0.147710581563393
YBR049C	YDL045W-A	6.57771946371806e-05	activator	0.797059105343195
YBR049C	YDL070W	0.0477939108806633	activator	0.149989268383235
YBR049C	YDL089W	0.00589834130175579	activator	0.405450590330432
YBR049C	YDL090C	0.00589834130175579	activator	0.405450590330432
YBR049C	YDL091C	0.0214255523736836	activator	0.257547511300113
YBR049C	YDL092W	0.019644382396756	activator	0.268344896659976
YBR049C	YDL094C	0.019644382396756	activator	0.268344896659976
YBR049C	YDL127W	0.0379690306375851	activator	0.182427023507618
YBR049C	YDL132W	0.00374232159467281	activator	0.452342398599835
YBR049C	YDL134C	0.01761298033555	activator	0.281725391592909
YBR049C	YDL137W	0.000275069947057732	activator	0.686522481090269
YBR049C	YDL140C	0.000222140825423525	activator	0.703683642966172
YBR049C	YDL152W	0.00106425969971501	activator	0.571506458449269
YBR049C	YDL155W	0.00305684583839843	activator	0.472486173715205
YBR049C	YDL159W	0.0191411369626895	activator	0.271545861325787
YBR049C	YDL160C	0.0191411369626895	activator	0.271545861325787
YBR049C	YDL161W	9.88399640986739e-05	activator	0.766588925388704
YBR049C	YDL164C	9.88399640986739e-05	activator	0.766588925388704
YBR049C	YDL165W	0.0233392581892891	activator	0.246761673689136
YBR049C	YDL166C	0.0233392581892891	activator	0.246761673689136
YBR049C	YDL173W	0.0475915921864167	activator	0.150600415035645
YBR049C	YDL174C	0.0475915921864167	activator	0.150600415035645
YBR049C	YDL175C	0.0201578232615756	activator	0.265150053144326
YBR049C	YDL176W	0.00249630337677376	activator	0.49225312036106
YBR049C	YDL177C	0.00249630337677376	activator	0.49225312036106
YBR049C	YDL184C	0.0138502596437368	activator	0.310450540507535
YBR049C	YDL186W	5.097233590897e-05	activator	0.815774859696207
YBR049C	YDL188C	3.42477647837604e-05	activator	0.844435626039165
YBR049C	YDL192W	0.0341660515568259	activator	0.196843137665959
YBR049C	YDL207W	0.0135662717775869	activator	0.312881691963998
YBR049C	YDL208W	0.000134750049368661	activator	0.74289391026759
YBR049C	YDL209C	0.000275845050297872	activator	0.68629486345644
YBR049C	YDL212W	6.44410422620584e-07	activator	1.10244102357912
YBR049C	YDL213C	5.92661982134648e-07	activator	1.10742255854097
YBR049C	YDL225W	1.19806074712343e-05	activator	0.917310426270718
YBR049C	YDL226C	5.73395398713435e-06	activator	0.966239705398446
YBR049C	YDL232W	0.00352155245747111	activator	0.45843977722234
YBR049C	YDR003W	0.000251850552804668	activator	0.693634129970744
YBR049C	YDR020C	0.0239238459321102	activator	0.243615595309465
YBR049C	YDR021W	0.0239238459321102	activator	0.243615595309465
YBR049C	YDR028C	0.00372935904260019	activator	0.452691371067733
YBR049C	YDR029W	0.0353608664282167	repressor	-0.192178032365695
YBR049C	YDR030C	0.00190530267935291	activator	0.518028674370026
YBR049C	YDR031W	0.00190530267935291	activator	0.518028674370026
YBR049C	YDR036C	9.49361017729607e-05	activator	0.769637114420077
YBR049C	YDR037W	0.000375295759781143	activator	0.661119990328389
YBR049C	YDR048C	0.0383736474723342	activator	0.180963708805638
YBR049C	YDR059C	0.0284265287307256	activator	0.221331645971865
YBR049C	YDR060W	0.0284265287307256	activator	0.221331645971865
YBR049C	YDR061W	0.026991003475446	activator	0.228094278045889
YBR049C	YDR064W	0.0319695748740998	activator	0.205781176927841
YBR049C	YDR078C	0.0204371552106422	activator	0.263440819299246
YBR049C	YDR079W	0.0204371552106422	activator	0.263440819299246
YBR049C	YDR101C	0.000976906928373725	activator	0.57914936535986
YBR049C	YDR103W	0.0108316753720484	activator	0.338865762804193
YBR049C	YDR114C	0.035399653220613	activator	0.192028772256191
YBR049C	YDR144C	0.0257782910266583	activator	0.234045340293498
YBR049C	YDR146C	0.0209836175028441	activator	0.260153472571702
YBR049C	YDR147W	0.0209836175028441	activator	0.260153472571702
YBR049C	YDR154C	0.00706885247336727	activator	0.3861236117359
YBR049C	YDR155C	0.000406059504498965	activator	0.65458927655896
YBR049C	YDR156W	0.000530083191299552	activator	0.632215969129838
YBR049C	YDR157W	0.00706885247336727	activator	0.3861236117359
YBR049C	YDR158W	0.00706885247336727	activator	0.3861236117359
YBR049C	YDR173C	0.00167026531629926	activator	0.530359054586271
YBR049C	YDR174W	0.000230640228519639	activator	0.700686444259836
YBR049C	YDR175C	0.04996021266521	activator	0.143571857855512
YBR049C	YDR176W	0.04996021266521	repressor	-0.143571857855512
YBR049C	YDR179C	0.00242377579206146	activator	0.495098031870388
YBR049C	YDR179W-A	0.00242377579206146	activator	0.495098031870388
YBR049C	YDR183W	0.0422503337746866	activator	0.167544627334013
YBR049C	YDR190C	0.00393833575082437	activator	0.447193335252037
YBR049C	YDR191W	0.00574369315126517	activator	0.408253632297879
YBR049C	YDR219C	5.93625744268402e-05	activator	0.80462310877425
YBR049C	YDR221W	4.39709232277318e-05	activator	0.826497323731842
YBR049C	YDR248C	0.0283048891683628	activator	0.221893507282618
YBR049C	YDR257C	3.28548495740634e-06	activator	1.0021396571739
