loss	sse	Lp	epoch	time
7598619.01318	7593022.96542	17037.83564	143	2020-02-06T05:22:14.767
7574119.42135	7568520.77285	17038.25261	144	2020-02-06T05:29:33.87
7549879.74674	7544278.48486	17038.66856	145	2020-02-06T05:37:01.12
7525895.43136	7520291.56396	17039.07898	146	2020-02-06T05:44:17.471
7502162.01477	7496555.52996	17039.48824	147	2020-02-06T05:51:40.324
7478675.12036	7473065.96305	17039.89339	148	2020-02-06T05:59:03.141
7455430.38173	7449818.51555	17040.29498	149	2020-02-06T06:06:25.753
7432423.46286	7426808.88817	17040.69422	150	2020-02-06T06:13:49.843
7409650.18517	7404032.85041	17041.09465	151	2020-02-06T06:21:10.208
7387106.36552	7381486.23830	17041.49429	152	2020-02-06T06:28:30.752
7364787.87814	7359164.95045	17041.89169	153	2020-02-06T06:35:54.801
7342690.67256	7337064.94902	17042.28310	154	2020-02-06T06:43:24.441
7320810.77594	7315182.26280	17042.67270	155	2020-02-06T06:50:53.713
7299144.29197	7293512.98789	17043.05968	156	2020-02-06T06:58:15.467
7277687.38230	7272053.28696	17043.44218	157	2020-02-06T07:05:39.942
7256436.28262	7250799.38916	17043.82197	158	2020-02-06T07:13:11.2
7235387.27376	7229747.58941	17044.19588	159	2020-02-06T07:20:34.136
7214536.71129	7208894.24630	17044.56517	160	2020-02-06T07:27:55.077
7193881.02297	7188235.78360	17044.92989	161	2020-02-06T07:35:23.856
7173416.70023	7167768.68838	17045.29213	162	2020-02-06T07:42:48.59
7153140.29511	7147489.50730	17045.65063	163	2020-02-06T07:50:09.669
7133048.44520	7127394.85692	17046.00653	164	2020-02-06T07:57:19.681
7113137.77508	7107481.40587	17046.35777	165	2020-02-06T08:04:52.197
7093405.00891	7087745.87937	17046.70754	166	2020-02-06T08:12:18.979
7073846.94312	7068185.06245	17047.05171	167	2020-02-06T08:19:46.71
7054460.44351	7048795.79672	17047.39229	168	2020-02-06T08:27:16.402
7035242.40750	7029574.97901	17047.72878	169	2020-02-06T08:34:36.276
7016189.76406	7010519.55830	17048.06156	170	2020-02-06T08:42:02.857
6997299.50327	6991626.53226	17048.38936	171	2020-02-06T08:49:22.78
6978568.66674	6972892.94863	17048.71260	172	2020-02-06T08:56:35.437
6959994.30637	6954315.90055	17049.03205	173	2020-02-06T09:03:46.229
6941573.59965	6935892.52550	17049.34679	174	2020-02-06T09:11:01.079
6923303.77475	6917620.01434	17049.65823	175	2020-02-06T09:18:22.909
6905182.05741	6899495.60297	17049.96948	176	2020-02-06T09:25:36.288
6887205.74392	6881516.56687	17050.27961	177	2020-02-06T09:32:48.184
6869372.12645	6863680.22712	17050.58575	178	2020-02-06T09:40:09.171
6851678.56855	6845983.94088	17050.88865	179	2020-02-06T09:47:36.008
6834122.45953	6828425.10562	17051.18739	180	2020-02-06T09:54:59.14
6816701.24739	6811001.15870	17051.48270	181	2020-02-06T10:02:30.372
6799412.40545	6793709.57353	17051.77696	182	2020-02-06T10:09:56.592
6782253.39155	6776547.85729	17052.07026	183	2020-02-06T10:17:20.65
6765221.76927	6759513.55365	17052.36089	184	2020-02-06T10:24:47.026
6748315.13906	6742604.24357	17052.65292	185	2020-02-06T10:32:20.434
6731531.09738	6725817.54011	17052.94280	186	2020-02-06T10:39:50.6
6714867.30488	6709151.09472	17053.22892	187	2020-02-06T10:47:22.188
6698321.61459	6692602.59076	17053.51260	188	2020-02-06T10:54:41.061
6681891.63824	6676169.76761	17053.79497	189	2020-02-06T11:02:07.34
6665575.09398	6659850.37529	17054.07406	190	2020-02-06T11:09:27.369
6649369.78483	6643642.19540	17054.34848	191	2020-02-06T11:16:46.22
6633273.51484	6627543.04817	17054.61993	192	2020-02-06T11:24:12.282
6617284.11124	6611550.77966	17054.89011	193	2020-02-06T11:31:38.075
6601399.46968	6595663.27167	17055.15877	194	2020-02-06T11:39:02.984
6585617.55717	6579878.44142	17055.42566	195	2020-02-06T11:46:27.983
6569936.26597	6564194.23788	17055.68782	196	2020-02-06T11:53:43.665
6554353.56332	6548608.64064	17055.94664	197	2020-02-06T12:01:09.584
6538867.43539	6533119.66174	17056.20551	198	2020-02-06T12:08:28.472
6523475.87365	6517725.33497	17056.46370	199	2020-02-06T12:15:49.409
6508177.07101	6502423.74576	17056.71774	200	2020-02-06T12:23:08.638
