	r	p	ψ
T1	1.0	1.0	0.6319181835688044
T2	1.0	1.0	0.3657390824630058
T3	1.0	1.0	0.654107056588463
T4	1.0	1.0	0.9985135951950925
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	0.0003302293527943595	0.0003336040231356887	0.0003336040231356887
P4	1.0	1.0	1.0
O1	0.054795016885840764	0.05480267486005668	0.0
O2	0.5394034419311614	0.5394607191812504	0.0
O3	0.9072842508216682	0.9070196120278375	0.0
O4	0.16164219262578636	0.1671486078270986	0.0
