	r	p	ψ
T1	0.0003226137206174349	0.001308568648000129	0.001075576305294823
T2	1.0	1.0	0.3657390824719495
T3	1.0	1.0	0.6541070563907092
T4	1.0	1.0	0.3163959377613321
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.05480032866456624	0.05496940219568381	0.0
O2	0.9999654716406594	0.9973868356403502	0.0
O3	0.9068080459255528	0.9024096649016853	0.0
O4	0.5197784271359586	0.5247249214474379	0.0
