t	r_T1	r_T2	r_T3	r_T4	r_P1	r_P2	r_P3	r_P4	r_O1	r_O2	r_O3	r_O4	p_T1	p_T2	p_T3	p_T4	p_P1	p_P2	p_P3	p_P4	p_O1	p_O2	p_O3	p_O4	ψ_T1	ψ_T2	ψ_T3	ψ_T4	ψ_P1	ψ_P2	ψ_P3	ψ_P4
0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05708366296562792	1.0	0.04423865310348283	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.057083662965627925	1.0	0.04423865310348283	1.0	0.07639292016014818	0.9449601975992828	0.06505506930115806	0.9645089208917361	1.0	1.0	1.0	1.0
0.13473425248261436	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.059016460151176064	0.9999994153645217	0.04690711194068679	0.9998500708842355	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05708620717893754	0.999999999020062	0.04424339041369047	0.999999855175562	0.08555068665138714	0.9382123628729808	0.07289195515357727	0.9600160061795487	1.0	1.0	1.0	1.0
1.1347342524826143	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.07281284183708553	0.9999668986771285	0.06637602464754137	0.9981916697456688	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05725890530227735	0.9999997090080889	0.04456840654669698	0.9999867214143747	0.14965285761094013	0.8904698092926531	0.12787556215357962	0.9277232085094277	1.0	1.0	1.0	1.0
2.1347342524826143	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.08567263240431156	0.9997574611945196	0.08525486525820458	0.9956760905142152	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05768589546362895	0.9999966694210509	0.04538385568793295	0.9999432385347266	0.20742218883061497	0.8466113375131833	0.17763303749956721	0.8972142753847125	1.0	1.0	1.0	1.0
3.1347342524826143	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0976399601030862	0.999049833486611	0.10354762581091484	0.9924489565009473	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.05834457558912503	0.9999822094675183	0.0466616738331304	0.9998584604006343	0.25948431995054627	0.8063209591698022	0.2226611192841336	0.8683906655532992	1.0	1.0	1.0	1.0
4.134734252482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.10875964416383165	0.997397392131341	0.12125826073618201	0.9886383026699	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.059213641407798716	0.9999372680293446	0.04837463042494886	0.999723600480157	0.3064030818528097	0.7693083930408412	0.2634093311879575	0.841159281213592	1.0	1.0	1.0	1.0
5.134734252482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.11907676445338432	0.9943750702077812	0.13839078355258067	0.9843513194279684	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.060273070516553055	0.9998311505169224	0.050496306947164865	0.9995317085388618	0.34868660292823717	0.7353069736504533	0.3002844701579692	0.8154321673165436	1.0	1.0	1.0	1.0
6.134734252482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.1286362539747933	0.9897262405221416	0.15494936396561873	0.9796765414398142	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06150409863253802	0.9996245483524099	0.053001078602172944	0.9992773542487795	0.3867928120873897	0.7040717300163609	0.3336546675366196	0.7911262274783482	1.0	1.0	1.0	1.0
7.134734252482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.13748252536780078	0.9834164168906416	0.1709384230616383	0.9746869672263024	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0628891887391825	0.9992753053449687	0.055864098972146975	0.9989563564833642	0.42113439811308456	0.6753776207005329	0.3638530641852583	0.7681629555862083	1.0	1.0	1.0	1.0
8.134734252482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.14565913931331914	0.9755885079167838	0.18636272422204997	0.9694429565437063	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06441199400266827	0.9987440511917148	0.05906128750565221	0.9985655609059316	0.45208327906407625	0.6490179124468081	0.39118113629105755	0.7464681822302855	1.0	1.0	1.0	1.0
9.134734252482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.15320851961268797	0.966479095141478	0.20122745742237352	0.9639946501243036	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06605731544073801	0.9979977960583742	0.06256931961409874	0.9981026595201524	0.4799746301333598	0.6248026907239923	0.4159117050596292	0.7259718351428324	1.0	1.0	1.0	1.0
10.134734252482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.16017171690643098	0.9563477076176191	0.21553831472820512	0.958383916262736	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0678110553711262	0.9970112671074974	0.06636561910896012	0.9975660445091411	0.505110513582648	0.6025574914432958	0.438291660339653	0.7066077128707433	1.0	1.0	1.0	1.0
11.134734252482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.16658822064570264	0.945435730600367	0.22930155505127717	0.9526458963800895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06966016766142072	0.9957666970118116	0.07042835266381817	0.996954689480513	0.527763150065074	0.5821220439920075	0.45854442536996537	0.688313270950507	1.0	1.0	1.0	1.0
