	r	p	ψ
T1	1.0	1.0	0.6319181835688044
T2	1.0	1.0	0.9974927093135586
T3	1.0	1.0	0.654107056588482
T4	1.0	1.0	0.3163959368964846
P1	1.0	1.0	1.0
P2	0.0005085639969451227	0.0009172270210005296	0.0009172270210005296
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.5185467242248489	0.5142203840397633	0.0
O2	0.5394034284168909	0.539408965393242	0.0
O3	0.9073017918971176	0.9072738388662399	0.0
O4	0.5191340720711383	0.5192292432353967	0.0
