t	r_T1	r_T2	r_T3	r_T4	r_P1	r_P2	r_P3	r_P4	r_O1	r_O2	r_O3	r_O4	p_T1	p_T2	p_T3	p_T4	p_P1	p_P2	p_P3	p_P4	p_O1	p_O2	p_O3	p_O4	ψ_T1	ψ_T2	ψ_T3	ψ_T4	ψ_P1	ψ_P2	ψ_P3	ψ_P4
0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2333152390560014	0.2704154936407028	0.4499500532219684	0.5024847547719004	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2332400896881779	0.27073795946598234	0.44999363626623645	0.5092930203936951	0.7344046748318663	0.35136802250224863	0.6513689700615821	0.37542858111777083	1.0	1.0	1.0	1.0
0.32467337926753065	1.0	1.0	0.9946099407719852	1.0	1.0	1.0	1.0	1.0	0.2333152379880704	0.2704149775910616	0.4499499547426669	0.5024810084423923	1.0	1.0	0.9999782659661011	1.0	1.0	1.0	1.0	1.0	0.2332405646140023	0.27073510380279636	0.4499932643515131	0.5092607141446455	0.7344046748318663	0.35136802250224863	0.6513688181046774	0.3754285811166894	1.0	1.0	1.0	1.0
1.3246733792675307	1.0	1.0	0.9781904325970638	1.0	1.0	1.0	1.0	1.0	0.23331523476188717	0.27041341266800595	0.4499496560592235	0.5024696189869171	1.0	1.0	0.9996431705380521	1.0	1.0	1.0	1.0	1.0	0.2332420085762236	0.2707264378482185	0.44999213345254835	0.5091620595870449	0.7344046748318663	0.3513680225022486	0.651359005517575	0.3754285811134814	1.0	1.0	1.0	1.0
2.324673379267531	1.0	1.0	0.9620421494248697	1.0	1.0	1.0	1.0	1.0	0.233315231628786	0.2704118840971919	0.44994936424824117	0.5024585911282848	1.0	1.0	0.9989161361295994	1.0	1.0	1.0	1.0	1.0	0.2332434245543988	0.27071796414394506	0.44999102429923027	0.5090646761469046	0.7344046748318663	0.3513680225022485	0.6513169593194643	0.3754285811104505	1.0	1.0	1.0	1.0
3.324673379267531	1.0	1.0	0.9461606110358175	1.0	1.0	1.0	1.0	1.0	0.2333152285860813	0.2704103910341783	0.44994907915159454	0.5024482301195697	1.0	1.0	0.9978134054045387	1.0	1.0	1.0	1.0	1.0	0.2332448130914422	0.27070967846862715	0.449989936502462	0.5089685526476796	0.7344046748318663	0.35136802250224847	0.6512219914250528	0.3754285811075871	1.0	1.0	1.0	1.0
4.324673379267531	1.0	1.0	0.9305414112166539	1.0	1.0	1.0	1.0	1.0	0.23331522563116494	0.27040893265413984	0.4499488006147962	0.5024389755629707	1.0	1.0	0.9963507126511411	1.0	1.0	1.0	1.0	1.0	0.2332461747197183	0.2707015766923725	0.4499888696792046	0.5088736835211958	0.7344046748318663	0.3513680225022484	0.6510563696692924	0.37542858110488186	1.0	1.0	1.0	1.0
5.324673379267531	1.0	1.0	0.9151802165379865	1.0	1.0	1.0	1.0	1.0	0.23331522276150402	0.2704075081514114	0.449948528486913	0.5024313791160113	1.0	1.0	0.9945432980798022	1.0	1.0	1.0	1.0	1.0	0.23324750996124735	0.27069365477479923	0.44998782345241306	0.5087800705136284	0.7344046748318663	0.35136802250224836	0.6508050058278532	0.3754285811023261	1.0	1.0	1.0	1.0
6.324673379267531	1.0	1.0	0.9000727651520066	1.0	1.0	1.0	1.0	1.0	0.23331521997463875	0.270406116739043	0.44994826262048454	0.5024260848238993	1.0	1.0	0.9924059217395144	1.0	1.0	1.0	1.0	1.0	0.23324881932790673	0.2706859087631303	0.4499867974509717	0.5086877240620005	0.7344046748318663	0.3513680225022483	0.650455174164057	0.37542858109991145	1.0	1.0	1.0	1.0
7.324673379267531	1.0	1.0	0.8852148656100718	1.0	1.0	1.0	1.0	1.0	0.2333152172681803	0.2704047576483651	0.4499480028714429	0.502423811821395	1.0	1.0	0.9899528770630219	1.0	1.0	1.0	1.0	1.0	0.23325010332162857	0.27067833479032705	0.4499857913096292	0.5085966643822862	0.7344046748318663	0.35136802250224825	0.6499962575774755	0.3754285810976302	1.0	1.0	1.0	1.0
8.32467337926753	1.0	1.0	0.8706023956998196	1.0	1.0	1.0	1.0	1.0	0.2333152146398088	0.27040343012856377	0.4499477490990348	0.5024253391638488	1.0	1.0	0.9871980040502699	1.0	1.0	1.0	1.0	1.0	0.23325136243459338	0.27067092907326196	0.4499848046689331	0.5085069223059908	0.7344046748318663	0.3513680225022482	0.6494195187080012	0.37542858109547506	1.0	1.0	1.0	1.0
9.32467337926753	1.0	1.0	0.8562313013014912	1.0	1.0	1.0	1.0	1.0	0.23331521208727127	0.2704021334462662	0.4499475011657454	0.5024314925645577	1.0	1.0	0.9841547020995101	1.0	1.0	1.0	1.0	1.0	0.23325259714941995	0.27066368791092915	0.44998383717516444	0.5084185398981738	0.7344046748318663	0.3513680225022482	0.6487178936013013	0.3754285810934389	1.0	1.0	1.0	1.0
10.32467337926753	1.0	1.0	0.8420975952631462	1.0	1.0	1.0	1.0	1.0	0.23331520960837973	0.27040086688513526	0.44994725893722376	0.5024431328334833	1.0	1.0	0.9808359424951937	1.0	1.0	1.0	1.0	1.0	0.23325380793935152	0.27065660768269234	0.44998288848027174	0.5083315708862953	0.7344046748318663	0.3513680225022482	0.647885805769695	0.3754285810915152	1.0	1.0	1.0	1.0
