	r	p	ψ
T1	1.0	1.0	0.0037419707598199395
T2	1.0	1.0	0.3657390824641504
T3	1.0	1.0	0.6541070565559022
T4	1.0	1.0	0.3163959370567597
P1	0.00024425807778151324	0.000869137259594412	0.000869137259594412
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.054797250695009625	0.05489032446240754	0.0
O2	0.99988211725201	0.9953107068549125	0.0
O3	0.9070414506499286	0.9044753645951149	0.0
O4	0.5195260118217101	0.5227663072601941	0.0
