t	r_TF1	r_TF2	r_KP1	r_KP2	r_KP3	r_O1	p_TF1	p_TF2	p_KP1	p_KP2	p_KP3	p_O1	ψ_TF1	ψ_TF2	ψ_KP1	ψ_KP2	ψ_KP3
0.0	1.0	1.0	1.0	1.0	0.9368037074407769	0.20156085550676148	1.0	1.0	1.0	1.0	0.9353690045595306	0.20184454680911365	0.5651984162072274	0.7033410165675423	1.0	0.36110334999973764	0.9322563561187333
0.26490013983970906	1.0	1.0	1.0	0.9914125061956366	0.9368037148968125	0.20156017408813498	1.0	1.0	1.0	0.9999810986528952	0.935377533595722	0.20184192173278476	0.5651984164433294	0.7033410165676538	1.0	0.36110330353275316	0.9322826650956497
0.26490013983970906	1.0	1.0	1.0	0.9914125061956366	0.9368037148968125	0.20156017408813498	1.0	1.0	1.0	0.9999810986528952	0.935377533595722	0.20184192173278476	0.5651984164433294	0.7033410165676538	1.0	0.36110330353275316	0.9322826650956497
1.264900139839709	1.0	1.0	1.0	0.9596542471817308	0.9368037422544485	0.2015576455827557	1.0	1.0	1.0	0.9995760300154914	0.9354092766861786	0.20183217315079702	0.5651984173043685	0.7033410165680548	1.0	0.3610984159976125	0.9323806341503225
1.264900139839709	1.0	1.0	1.0	0.9596542471817308	0.9368037422544485	0.2015576455827557	1.0	1.0	1.0	0.9995760300154914	0.9354092766861786	0.20183217315079702	0.5651984173043685	0.7033410165680548	1.0	0.3610984159976125	0.9323806341503225
2.264900139839709	1.0	1.0	1.0	0.9289136266140511	0.9368037684062348	0.20155518501029732	1.0	1.0	1.0	0.9986626835286896	0.9354403138600982	0.20182267444095942	0.5651984181195129	0.7033410165684263	1.0	0.36107589679237945	0.9324765063773306
2.264900139839709	1.0	1.0	1.0	0.9289136266140511	0.9368037684062348	0.20155518501029732	1.0	1.0	1.0	0.9986626835286896	0.9354403138600982	0.20182267444095942	0.5651984181195129	0.7033410165684263	1.0	0.36107589679237945	0.9324765063773306
3.264900139839709	1.0	1.0	1.0	0.8991580360298105	0.9368037934052978	0.2015527905459964	1.0	1.0	1.0	0.9972659369312046	0.9354706608029556	0.2018134193047609	0.5651984188912086	0.7033410165687705	1.0	0.36102364718869423	0.9325703258289616
3.264900139839709	1.0	1.0	1.0	0.8991580360298105	0.9368037934052978	0.2015527905459964	1.0	1.0	1.0	0.9972659369312046	0.9354706608029556	0.2018134193047609	0.5651984188912086	0.7033410165687705	1.0	0.36102364718869423	0.9325703258289616
4.264900139839709	1.0	1.0	1.0	0.8703559118479766	0.9368038173024247	0.20155046041408473	1.0	1.0	1.0	0.995409729211651	0.9355003328522672	0.20180440159863783	0.5651984196217714	0.7033410165690893	1.0	0.36093113653290354	0.9326621356586366
4.264900139839709	1.0	1.0	1.0	0.8703559118479766	0.9368038173024247	0.20155046041408473	1.0	1.0	1.0	0.995409729211651	0.9355003328522672	0.20180440159863783	0.5651984196217714	0.7033410165690893	1.0	0.36093113653290354	0.9326621356586366
5.264900139839709	1.0	1.0	1.0	0.8424767018878442	0.936803840146166	0.20154819288647494	1.0	1.0	1.0	0.9931170930226472	0.9355293450052845	0.2017956153303016	0.5651984203133937	0.7033410165693846	1.0	0.3607892596760051	0.9327519781383824
5.264900139839709	1.0	1.0	1.0	0.8424767018878442	0.936803840146166	0.20154819288647494	1.0	1.0	1.0	0.9931170930226472	0.9355293450052845	0.2017956153303016	0.5651984203133937	0.7033410165693846	1.0	0.3607892596760051	0.9327519781383824
6.264900139839709	1.0	1.0	1.0	0.8154908329604623	0.9368038619829347	0.2015459862814812	1.0	1.0	1.0	0.9904101860178065	0.9355577119265192	0.20178705465514823	0.565198420968151	0.7033410165696582	1.0	0.36059020595835006	0.9328398946759917
6.264900139839709	1.0	1.0	1.0	0.8154908329604623	0.9368038619829347	0.2015459862814812	1.0	1.0	1.0	0.9904101860178065	0.9355577119265192	0.20178705465514823	0.565198420968151	0.7033410165696582	1.0	0.36059020595835006	0.9328398946759917
7.264900139839709	1.0	1.0	1.0	0.7893696794985378	0.9368038828570996	0.20154383896257422	1.0	1.0	1.0	0.9873103211467659	0.9355854479551018	0.20177871387274807	0.5651984215880081	0.7033410165699117	1.0	0.3603273388538872	0.9329259258318789
7.264900139839709	1.0	1.0	1.0	0.7893696794985378	0.9368038828570996	0.20154383896257422	1.0	1.0	1.0	0.9873103211467659	0.9355854479551018	0.20177871387274807	0.5651984215880081	0.7033410165699117	1.0	0.3603273388538872	0.9329259258318789
8.264900139839709	1.0	1.0	1.0	0.764085533191539	0.9368039028110755	0.20154174933716962	1.0	1.0	1.0	0.9838379959422602	0.9356125671119802	0.20177058742341406	0.5651984221748252	0.7033410165701465	1.0	0.3599950854468057	0.9330101113356328
8.264900139839709	1.0	1.0	1.0	0.764085533191539	0.9368039028110755	0.20154174933716962	1.0	1.0	1.0	0.9838379959422602	0.9356125671119802	0.20177058742341406	0.5651984221748252	0.7033410165701465	1.0	0.3599950854468057	0.9330101113356328
9.264900139839709	1.0	1.0	1.0	0.7396115735937911	0.9368039218854096	0.20153971585544883	1.0	1.0	1.0	0.9800129208321565	0.935639083106958	0.2017626698848472	0.5651984227303634	0.703341016570364	1.0	0.3595888349763684	0.9330924901022729
9.264900139839709	1.0	1.0	1.0	0.7396115735937911	0.9368039218854096	0.20153971585544883	1.0	1.0	1.0	0.9800129208321565	0.935639083106958	0.2017626698848472	0.5651984227303634	0.703341016570364	1.0	0.3595888349763684	0.9330924901022729
