/home/WIN/cdegma/PKTFX/data/dream/lambda_01/1_1
loss	sse	Lt	Lp
423.67837	422.14425	12.71124	17.92795
230.65362	225.55797	13.20268	43.35695
130.35455	123.38967	16.50414	49.77176
102.13295	94.61296	16.83109	52.70026
91.07737	83.24768	16.81460	53.93180
85.88768	77.89440	16.79847	54.48133
81.12529	73.01444	16.73895	54.96846
77.36327	69.15628	16.70941	55.35059
74.42101	66.14724	16.66720	55.65533
71.63768	63.30316	16.63667	55.92477
68.99555	60.61408	16.60391	56.17883
66.00193	57.58240	16.54662	56.44015
63.17373	54.73017	16.50235	56.66974
60.49375	52.05528	16.44026	56.86537
58.38396	49.93351	16.40024	57.03244
56.35717	47.92468	16.35456	57.16026
54.40788	46.00767	16.30524	57.26038
52.55692	44.18389	16.24446	57.37737
50.77584	42.44034	16.18218	57.48267
49.08363	40.78420	16.12652	57.56279
47.11978	38.90008	16.05787	57.62644
45.55636	37.40212	15.99034	57.67428
44.05763	35.96749	15.93084	57.71597
42.60724	34.60325	15.86276	57.73764
40.94629	33.02898	15.79515	57.74241
39.61322	31.79032	15.73217	57.73414
38.33593	30.59283	15.67639	57.73309
37.11783	29.45886	15.61694	57.72021
35.48421	27.94104	15.54936	57.68213
34.14811	26.70714	15.48343	57.64131
33.10323	25.72951	15.43819	57.63631
31.89325	24.62089	15.35851	57.62230
30.74180	23.53984	15.32034	57.60680
29.65041	22.53580	15.25628	57.59016
28.77761	21.72423	15.22092	57.56662
27.75982	20.80557	15.16611	57.51969
26.79853	19.92641	15.12464	57.46761
26.03341	19.22428	15.08279	57.43972
25.30236	18.55270	15.05051	57.40738
24.60030	17.90805	15.01000	57.38144
23.92718	17.28758	14.97437	57.34686
23.26907	16.69570	14.92956	57.28717
22.51137	16.01171	14.88955	57.21832
21.79088	15.35718	14.84832	57.13461
21.09813	14.74174	14.81136	57.04402
20.44299	14.14707	14.77497	56.95435
19.80828	13.57447	14.74633	56.85067
19.29457	13.13454	14.69954	56.76419
18.70141	12.60684	14.67103	56.65989
18.23666	12.20148	14.62462	56.57207
17.78875	11.80048	14.59680	56.49729
17.26769	11.33893	14.55677	56.40700
16.75944	10.90913	14.50505	56.30617
16.28317	10.47973	14.47587	56.21384
15.74095	10.01476	14.41921	56.09878
15.29722	9.63169	14.38269	56.00128
14.86528	9.26236	14.34599	55.89864
14.45825	8.92023	14.29322	55.80293
14.06220	8.58228	14.25500	55.70823
13.68951	8.26416	14.22158	55.61223
13.32709	7.95692	14.18109	55.51628
12.97820	7.66316	14.14508	55.42908
12.69654	7.42638	14.11096	55.34769
12.42013	7.19999	14.07970	55.25575
12.10845	6.93645	14.04714	55.16204
11.85488	6.72758	14.01631	55.07518
11.60746	6.52579	13.98305	54.98780
11.36575	6.33021	13.94828	54.89957
11.09065	6.10729	13.90947	54.79876
10.86546	5.92348	13.88459	54.71024
10.65360	5.74368	13.85627	54.62943
10.40264	5.54748	13.81835	54.52146
10.16122	5.35780	13.77124	54.42061
9.93501	5.16527	13.74619	54.33074
9.70788	4.99320	13.69916	54.22686
9.49296	4.82067	13.66981	54.12854
9.31967	4.68306	13.64208	54.04628
9.11477	4.52346	13.60442	53.94423
8.92556	4.37045	13.56964	53.84738
8.74263	4.22815	13.53587	53.74673
8.55783	4.08890	13.49947	53.64716
8.38942	3.95561	13.46714	53.55516
8.25000	3.84748	13.43988	53.47795
8.10852	3.74291	13.41030	53.39345
7.92970	3.60549	13.36798	53.28950
7.80343	3.50778	13.34605	53.21042
7.68326	3.42053	13.31472	53.13354
7.56656	3.32979	13.28932	53.05555
7.45249	3.24415	13.26254	52.97657
7.34026	3.15779	13.24452	52.90135
7.23572	3.08099	13.21761	52.82553
7.10504	2.98821	13.17327	52.73790
7.00684	2.90988	13.16382	52.66511
6.90855	2.84421	13.12504	52.59567
6.81817	2.76925	13.11233	52.52888
6.72511	2.70491	13.08227	52.45619
6.62043	2.62679	13.05863	52.37233
6.51748	2.55321	13.03323	52.29475
6.41861	2.47745	13.00332	52.22228
6.32184	2.41192	12.97646	52.14492
6.23491	2.34803	12.94527	52.07206
6.14696	2.28139	12.92311	52.00405
6.06442	2.21814	12.90438	51.93544
5.98069	2.15962	12.86823	51.86550
5.90050	2.10491	12.83267	51.80072
5.82618	2.04469	12.81846	51.73601
5.75154	1.99918	12.78186	51.66538
5.69211	1.95375	12.76979	51.61207
5.62431	1.90460	12.74591	51.54801
5.56560	1.86452	12.72460	51.49409
5.50207	1.81877	12.70450	51.43145
5.44763	1.78201	12.67441	51.38272
5.38761	1.73940	12.65827	51.31676
5.32630	1.69502	12.63753	51.25666
5.27215	1.66057	12.61134	51.19457
5.21996	1.62294	12.58652	51.12944
5.16249	1.58524	12.56552	51.06904
5.11048	1.54346	12.55222	51.00697
5.06799	1.52056	12.52636	50.95597
5.01853	1.48703	12.50306	50.89769
4.96962	1.45544	12.48036	50.83410
4.92525	1.42371	12.46386	50.77562
4.88047	1.39420	12.44299	50.71847
4.84494	1.37024	12.42745	50.66964
4.80278	1.34100	12.40787	50.60745
4.76243	1.31400	12.38568	50.55193
4.72860	1.29375	12.37159	50.50004
4.69214	1.27003	12.35149	50.44288
4.65674	1.24706	12.33704	50.39420
4.62149	1.22407	12.31869	50.34016
4.59161	1.20427	12.30349	50.29192
4.56276	1.18567	12.29438	50.24725
4.53122	1.16812	12.27381	50.19754
4.49725	1.14391	12.26530	50.14422
4.46570	1.12436	12.24294	50.09350
4.43310	1.10742	12.22480	50.03938
4.40884	1.09082	12.21495	49.99275
4.38528	1.07623	12.19247	49.95219
4.36209	1.05885	12.19087	49.90988
4.33149	1.04160	12.17085	49.86072
4.30927	1.02796	12.15734	49.81391
4.28472	1.00918	12.15477	49.76346
4.26430	1.00152	12.13419	49.72202
4.23978	0.98150	12.12532	49.67266
4.21850	0.96958	12.11589	49.62858
4.19014	0.95727	12.09590	49.57479
4.17017	0.94057	12.09494	49.52525
4.14705	0.92917	12.07219	49.47571
4.12347	0.91286	12.07092	49.42871
4.09913	0.90312	12.04648	49.37679
4.08398	0.89177	12.04266	49.34220
4.06345	0.87795	12.03327	49.29895
4.04635	0.86940	12.02283	49.25957
4.03399	0.86073	12.01682	49.22502
4.01665	0.85014	12.01059	49.18011
4.00116	0.84131	12.00034	49.14229
3.98890	0.83040	11.99930	49.10644
3.97271	0.82422	11.98977	49.07063
3.95743	0.81672	11.97696	49.02970
3.94306	0.80594	11.97829	48.98554
3.92494	0.79570	11.96849	48.94461
3.90974	0.78742	11.95578	48.89753
3.89605	0.77798	11.95116	48.85817
3.88110	0.76980	11.94953	48.81316
3.86345	0.76072	11.93602	48.77200
3.85215	0.75243	11.92879	48.73223
3.83952	0.74522	11.92966	48.69139
3.82621	0.73833	11.92291	48.65573
3.81348	0.73328	11.90606	48.62057
3.80255	0.72595	11.90422	48.59075
3.79190	0.71866	11.89866	48.55876
3.78059	0.71124	11.89684	48.52228
3.76873	0.70539	11.89061	48.48702
3.75542	0.69820	11.88413	48.44428
3.74169	0.68919	11.87782	48.40258
3.73079	0.68844	11.86685	48.37293
3.72406	0.67923	11.87186	48.34001
3.71037	0.67508	11.85815	48.30766
3.70325	0.66865	11.85656	48.27248
3.69272	0.66427	11.85029	48.23706
3.68120	0.65835	11.84401	48.19832
3.66985	0.65147	11.84109	48.16152
3.66139	0.64547	11.84229	48.13123
3.65386	0.64280	11.83101	48.10181
3.64200	0.63663	11.82296	48.06855
3.63414	0.63024	11.82600	48.03442
3.62550	0.62688	11.81795	47.99986
3.61704	0.62244	11.81554	47.97119
3.60912	0.61550	11.81601	47.93601
3.60017	0.61413	11.80546	47.90815
3.59313	0.60990	11.80286	47.87729
3.58679	0.60398	11.80089	47.84620
3.58008	0.60112	11.79724	47.81990
3.57155	0.59532	11.79754	47.77943
3.56297	0.59297	11.79130	47.75332
3.55599	0.58798	11.78577	47.72391
3.54817	0.58384	11.78484	47.68747
3.53718	0.57976	11.77880	47.65553
3.53004	0.57514	11.77484	47.62087
3.52364	0.57119	11.77581	47.58809
3.51527	0.56673	11.77017	47.56056
3.50994	0.56455	11.76353	47.53544
3.50508	0.56088	11.76315	47.50881
3.50208	0.55779	11.76412	47.48572
3.49555	0.55399	11.76218	47.46189
3.48817	0.55112	11.75675	47.43653
3.48086	0.54864	11.74767	47.40998
3.47627	0.54435	11.75190	47.38345
3.46871	0.54061	11.74768	47.35063
3.46255	0.53738	11.74206	47.32952
3.45541	0.53627	11.73768	47.29982
3.44836	0.53106	11.73183	47.27489
3.44373	0.52918	11.73198	47.24525
3.43814	0.52527	11.72956	47.21680
3.43315	0.52188	11.73083	47.19202
3.42662	0.51946	11.72277	47.16652
3.42059	0.51654	11.72150	47.13635
3.41506	0.51406	11.71347	47.11163
3.40783	0.50847	11.71757	47.09199
3.40436	0.50679	11.70975	47.06352
3.39749	0.50506	11.70394	47.03930
3.39314	0.50068	11.70237	47.01329
3.38664	0.49859	11.70244	46.98081
3.38235	0.49630	11.70089	46.95847
3.37313	0.49180	11.69429	46.92472
3.37056	0.49070	11.69501	46.89863
3.36438	0.48744	11.68986	46.87486
3.35928	0.48250	11.69214	46.84687
3.35398	0.48243	11.68120	46.82249
3.34877	0.47509	11.68907	46.79423
3.34222	0.47504	11.67876	46.76238
3.33827	0.47221	11.67843	46.74143
3.33179	0.46871	11.67876	46.71402
3.32893	0.46744	11.67439	46.68563
3.32285	0.46569	11.67062	46.66300
3.31919	0.46462	11.66621	46.63920
3.31341	0.45849	11.66978	46.61010
3.30723	0.45650	11.66577	46.58102
3.30341	0.45345	11.66665	46.55386
3.29759	0.45266	11.65564	46.53247
3.29375	0.44788	11.66077	46.50415
3.29054	0.44814	11.65361	46.48327
3.28526	0.44543	11.65243	46.46099
3.28168	0.44226	11.65058	46.43494
3.27718	0.43904	11.65276	46.41033
3.27382	0.43945	11.65021	46.38829
3.26874	0.43654	11.64456	46.36758
3.26417	0.43444	11.64338	46.34333
3.25994	0.43159	11.64223	46.32177
3.25635	0.43029	11.64089	46.29507
3.25359	0.42775	11.63760	46.26968
3.24746	0.42553	11.63641	46.24830
3.24482	0.42386	11.63457	46.22306
3.24054	0.42050	11.63368	46.19713
