	r	p	ψ
T1	0.0003571878385792042	0.0005118480960613445	0.00045813665563178014
T2	1.0	1.0	0.3397176650862276
T3	1.0	1.0	0.7384067150062151
T4	1.0	1.0	0.3009278964109909
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.478021271548144	0.47803517343146235	0.0
O2	0.9993693701346607	0.9948866058338528	0.0
O3	0.03943366315080113	0.03945804792129476	0.0
O4	0.3559758463019989	0.36050801661084586	0.0
