loss	sse	Lt	Lp	epoch	time
8013058623.74444	8788819805.69598	21775.01433	16846.52147	0	2020-02-06T14:57:34.902
86459970.22957	94244246.77933	21759.99233	16851.87681	1	2020-02-06T15:30:04.664
75039079.37184	81745246.54825	21749.09625	16860.59388	2	2020-02-06T16:02:46.656
64578082.78388	70313558.47315	21740.19534	16869.60154	3	2020-02-06T16:35:19.581
55642857.23898	60554270.20320	21732.58493	16878.19829	4	2020-02-06T17:07:47.512
48328765.96517	52568191.13143	21725.91720	16886.22884	5	2020-02-06T17:39:59.603
42431275.37007	46130530.71937	21719.98403	16893.64155	6	2020-02-06T18:11:37.425
37683714.79377	40949323.83432	21714.64616	16900.45581	7	2020-02-06T18:44:05.836
33843348.26089	36759103.54113	21709.80308	16906.71993	8	2020-02-06T19:15:56.338
30712448.54664	33343745.30719	21705.37836	16912.48184	9	2020-02-06T19:48:00.608
28136870.57975	30534725.24425	21701.31160	16917.78369	10	2020-02-06T20:19:43.703
25998246.69156	28202747.45733	21697.55372	16922.66870	11	2020-02-06T20:51:21.634
24206094.81023	26248965.91731	21694.06393	16927.17058	12	2020-02-06T21:23:25.034
22691043.78279	24597602.33531	21690.80780	16931.32921	13	2020-02-06T21:55:25.691
21399580.77444	23190210.23220	21687.75584	16935.17903	14	2020-02-06T22:27:02.088
20290083.78801	21981363.15846	21684.88256	16938.74026	15	2020-02-06T22:59:41.595
19329949.94309	20935455.53741	21682.16568	16942.04124	16	2020-02-06T23:31:45.388
18493403.07173	20024338.29930	21679.58567	16945.10743	17	2020-02-07T00:03:27.419
17759880.24718	19225566.04474	21677.12523	16947.95773	18	2020-02-07T00:34:54.27
17112841.74482	18521092.28534	21674.76904	16950.61198	19	2020-02-07T01:06:31.178
16538893.08356	17896291.36903	21672.50341	16953.08640	20	2020-02-07T01:38:09.626
16027110.49003	17339220.00017	21670.31615	16955.39776	21	2020-02-07T02:10:02.431
15568469.85880	16840055.87099	21668.19631	16957.55670	22	2020-02-07T02:42:06.029
15155508.13025	16390663.78664	21666.13408	16959.57478	23	2020-02-07T03:13:37.287
14782009.02656	15984263.91471	21664.12065	16961.46482	24	2020-02-07T03:45:52.122
14442767.35511	15615171.98313	21662.14811	16963.23799	25	2020-02-07T04:17:32.671
14133388.30179	15278595.71321	21660.20933	16964.90658	26	2020-02-07T04:49:18.366
