/home/WIN/cdegma/PKTFX/data/dream/lambda_01/5_5
loss	sse	Lt	Lp
605.21793	603.63008	14.29737	10.69071
564.63451	563.66692	8.90854	9.82619
535.24426	534.34385	8.12264	10.34213
511.92133	510.90946	8.75396	11.49286
488.59102	487.38504	9.74331	13.39938
455.00262	453.42241	11.23729	16.76257
425.26474	423.23208	12.53938	20.14395
395.98840	393.39909	13.80056	23.18511
367.81944	364.85917	14.71134	24.61206
341.66252	338.51009	15.30671	25.25547
322.32091	318.98634	15.85012	25.85963
302.41641	298.87991	16.44248	26.54650
283.23844	279.60242	16.87805	26.98230
271.63197	267.94442	17.10923	27.21900
261.29011	257.58781	17.26971	27.31821
250.17801	246.47642	17.43314	27.33882
240.16599	236.45253	17.56704	27.38260
231.02846	227.30710	17.69424	27.40156
222.60651	218.86778	17.81754	27.46852
214.77474	211.02776	17.92802	27.51493
208.64107	204.88228	18.03387	27.56708
202.82196	199.05082	18.14183	27.61794
197.28464	193.50316	18.25751	27.64208
190.97230	187.17977	18.41478	27.64674
184.99434	181.18970	18.58452	27.64817
180.24427	176.43107	18.73336	27.65312
174.80058	170.97969	18.90517	27.65785
169.61420	165.79008	19.07074	27.65280
165.47984	161.64751	19.21784	27.65067
160.72563	156.88371	19.38901	27.63438
156.18140	152.33661	19.55813	27.59703
151.83925	147.98068	19.72221	27.58351
147.68103	143.80871	19.87553	27.56941
143.69518	139.81605	20.00941	27.54912
140.49732	136.60995	20.12632	27.54397
137.40250	133.50872	20.23965	27.52571
134.40714	130.51019	20.34179	27.51236
130.94428	127.03566	20.47398	27.49305
127.60806	123.69222	20.58476	27.47874
124.39457	120.47340	20.68807	27.45899
121.29674	117.36993	20.78797	27.44773
118.79972	114.86717	20.86966	27.44849
116.37259	112.43921	20.93835	27.44222
114.01586	110.08035	21.01248	27.43509
111.27249	107.33723	21.08740	27.43003
109.05635	105.11701	21.16091	27.43733
106.89750	102.96072	21.22384	27.43628
104.79632	100.86192	21.27453	27.43702
102.35323	98.41659	21.35310	27.45000
99.98167	96.04264	21.42173	27.46544
97.68117	93.74432	21.49028	27.47596
95.45520	91.51592	21.54502	27.49203
93.29206	89.35311	21.60442	27.50556
91.53834	87.59652	21.65318	27.51914
89.82507	85.88375	21.70528	27.52820
88.15336	84.21434	21.74274	27.53597
86.52177	82.58141	21.79406	27.54433
84.61447	80.67298	21.85607	27.55151
83.06348	79.12567	21.89319	27.55593
81.24997	77.31347	21.94868	27.56034
79.48529	75.55121	21.99353	27.56337
78.04966	74.11946	22.03011	27.56874
76.36849	72.44107	22.07774	27.57268
74.73621	70.81084	22.12226	27.57616
73.14214	69.21893	22.17468	27.57513
71.84474	67.92664	22.19203	27.57707
70.57775	66.66111	22.23156	27.57229
69.33645	65.42130	22.27737	27.56633
67.87996	63.97020	22.30185	27.56190
66.69477	62.78717	22.33806	27.55536
65.30247	61.40033	22.37630	27.54083
64.16788	60.27143	22.40144	27.53140
63.05765	59.16482	22.43838	27.51750
61.97045	58.08064	22.45916	27.50836
60.69046	56.80885	22.48654	27.48661
59.44279	55.56658	22.52591	27.46717
58.42327	54.55413	22.54449	27.44906
57.42548	53.56135	22.56634	27.43776
56.25391	52.39725	22.60160	27.40614
55.29736	51.44578	22.61682	27.39298
54.17457	50.32957	22.64213	27.36765
53.07701	49.24117	22.65764	27.33979
52.17920	48.35400	22.67283	27.31430
51.12539	47.30755	22.70059	27.28191
50.09468	46.28625	22.71296	27.25487
49.08869	45.28914	22.73697	27.21906
48.10184	44.31184	22.75607	27.18233
47.29752	43.51659	22.76539	27.15526
46.51258	42.73351	22.77992	27.13402
45.43286	41.66421	22.80404	27.09875
