	r	p	ψ
T1	1.0	1.0	0.6597986208883422
T2	1.0	1.0	0.372768804261084
T3	1.0	1.0	0.6907420481451494
T4	0.0029586741377058603	0.00649730067375517	0.0031012874239487076
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.8615483638409864	0.8613952317772567	0.0
O2	0.05715906188394068	0.06152055126688089	0.0
O3	0.06761873627288625	0.07090036177955177	0.0
O4	0.11935165023055366	0.12022718416930536	0.0
