	r	p	ψ
T1	1.0	1.0	0.7410368558989582
T2	1.0	1.0	0.33971766508531487
T3	1.0	1.0	0.7384067150979686
T4	0.0016557693997408115	0.007145057129731821	0.002834894038802119
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.47801922496629234	0.47803021892501363	0.0
O2	0.4022120877768454	0.4051005396778953	0.0
O3	0.0372001917551224	0.037217102284739144	0.0
O4	0.35545065731154574	0.35900523801278666	0.0
