	r	p	ψ
T1	1.0	1.0	0.741036855900304
T2	1.0	1.0	0.3397176650848977
T3	0.0006887169820906929	0.0009962537319594352	0.0008655729643832174
T4	1.0	1.0	0.3009278963430259
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.47801580278591793	0.4780169545799008	0.0
O2	0.4019690685637647	0.4023482150928816	0.0
O3	0.03942886416078703	0.039429639214034216	0.0
O4	0.997346168668707	0.992843666829018	0.0
