	r	p	ψ
T1	1.0	1.0	0.7410368558961983
T2	1.0	1.0	0.9982030942375038
T3	1.0	1.0	0.7384067150062151
T4	1.0	1.0	0.3009278964109909
P1	1.0	1.0	1.0
P2	0.0002226718095357565	0.00025812946375615165	0.00025812946375615165
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.9441297262197058	0.9419917769801814	0.0
O2	0.4023180990656047	0.4061178698706729	0.0
O3	0.03943366315157296	0.039458047925670515	0.0
O4	0.355975846514988	0.36050801721784	0.0
