	P1	P2	P3	P4
T1	1.0241293569068812	0.28948780575667565	4.487231115130651	-0.031845351605256644
T2	-0.11058266876550676	-0.23668202140907138	0.45169425289199144	-0.3044209609980346
T3	-0.15201397885679466	-0.25157798635912426	-1.7044210721700452	0.9066038872572114
T4	-0.4793784263588428	-0.5332642090094899	3.190950237224868	-0.42213570044214616
P1	-0.0	-0.2795414858741082	-4.422098840757164	0.04057465959434253
P2	-0.4586698126752027	0.0	1.9862174431589343	-1.2952624474719867
P3	-0.12037964722517046	-0.0006577409377006742	-0.0	0.12637961873306625
P4	0.15938575779230557	0.2617678280857329	1.9043448693240042	-0.0
