	r	p	ψ
T1	1.0	1.0	0.6152661100636297
T2	1.0	1.0	0.3437937725457425
T3	1.0	1.0	0.620690494798176
T4	1.0	1.0	0.31023717827917957
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.2964857343708935	0.29666508339201375	0.0
O2	0.705607754998517	0.7089410015261245	0.0
O3	0.31905654813299095	0.31835771117564476	0.0
O4	0.5737791790682747	0.5774185582303869	0.0
