	r	p	ψ
T1	1.0	1.0	0.006822551008247488
T2	1.0	1.0	0.3437937723860832
T3	1.0	1.0	0.6206904980430387
T4	1.0	1.0	0.31023714783354633
P1	0.0004131653054799053	0.002376266318855439	0.002376266318855439
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.296384687276269	0.29639163482661196	0.0
O2	0.9998133426097408	0.9993822408793124	0.0
O3	0.31930404614856994	0.31928597896612226	0.0
O4	0.5729858623825231	0.5730689298016114	0.0
