	r	p	ψ
T1	1.0	1.0	0.6152661101303404
T2	1.0	1.0	0.343793772386104
T3	0.0004956642239345333	0.000836997506080782	0.0006570670497436519
T4	1.0	1.0	0.3102371478654959
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.2963899650660302	0.29641421501821946	0.0
O2	0.7042472989919141	0.7045946140416213	0.0
O3	0.3192865823233664	0.319222908453903	0.0
O4	0.9986485949089362	0.9949939827314066	0.0
