	P1	P2	P3	P4
T1	1.0569127856360678	0.5480517438447041	-9.391674640055186e-6	0.5893911265650619
T2	-0.13522156214454312	-0.608828267714528	-0.03210962783812377	-0.7023238741802654
T3	-0.07122799713774274	-0.2611472451530301	0.028597177853717924	0.9697501396519085
T4	-0.049208705489286686	0.04020523444654278	-0.35877432601343406	0.09816967549561093
P1	0.0	-0.5255287930756802	-0.008590050598994063	-0.5646011365540924
P2	-0.222175707461772	-0.0	-0.05319649173167245	-1.153497247872671
P3	-0.136817143873733	0.11404713790913884	0.0	0.2758594810751295
P4	0.07175288548576983	0.26456052174661443	-0.03297747961215484	-0.0
