	r	p	ψ
T1	1.0	1.0	0.6152661101303462
T2	1.0	1.0	0.3437937723860832
T3	1.0	1.0	0.6206904980430615
T4	1.0	1.0	0.9946539343288698
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	0.0004406815995335476	0.0007024241898015244	0.0007024241898015244
P4	1.0	1.0	1.0
O1	0.29638368172903856	0.296386652243653	0.0
O2	0.7041216838359676	0.7041669463866408	0.0
O3	0.6150761700836318	0.6117837662732837	0.0
O4	0.5729777602925344	0.5730119770463328	0.0
