	r	p	ψ
T1	1.0	1.0	0.6152661101302652
T2	1.0	1.0	0.34379377238632947
T3	1.0	1.0	0.6206904980307725
T4	0.00013908355923915585	0.000710867268469168	0.00032004209006453193
P1	1.0	1.0	1.0
P2	1.0	1.0	1.0
P3	1.0	1.0	1.0
P4	1.0	1.0	1.0
O1	0.29639758789852005	0.2964423672650337	0.0
O2	0.7043778938816605	0.7050301859996692	0.0
O3	0.039014593138390424	0.04232883805475342	0.0
O4	0.5730884268127842	0.5737159787984887	0.0
