/home/WIN/cdegma/PKTFX/data/dream/lambda_01/1_4
loss	sse	Lt	Lp
286.51121	284.98239	12.68096	17.57139
176.32617	172.79666	12.42651	37.21134
124.58822	119.97602	14.07458	43.41480
106.51407	101.59051	14.36670	46.11272
99.83325	94.85323	14.41987	46.93425
94.55893	89.56196	14.49336	47.48475
89.66757	84.64458	14.56998	48.02275
85.84582	80.81692	14.64691	48.39099
82.22486	77.20023	14.71016	48.72942
78.79380	73.76575	14.77931	49.07338
74.90954	69.87621	14.84203	49.45939
71.85240	66.81606	14.89684	49.77387
68.37184	63.34240	14.96184	50.11149
64.55251	59.54304	15.02167	50.42200
61.45357	56.48488	15.08497	50.58643
59.00006	54.07208	15.11642	50.70068
56.20393	51.30574	15.17602	50.85904
53.57377	48.70347	15.20769	51.04058
51.48763	46.63904	15.24664	51.16787
49.49450	44.67062	15.27304	51.30268
47.60340	42.79485	15.29013	51.43865
45.45151	40.65275	15.33031	51.61704
43.74314	38.96315	15.35008	51.74018
42.11842	37.34502	15.38892	51.87158
40.26047	35.50667	15.40543	52.03268
38.49860	33.76820	15.44664	52.14303
37.09303	32.38120	15.48168	52.23061
35.48591	30.80767	15.50865	52.34587
34.20506	29.55036	15.55265	52.43785
32.97529	28.34452	15.58170	52.52292
31.56419	26.97017	15.61898	52.61623
30.44116	25.87385	15.64298	52.71028
29.15281	24.61324	15.67436	52.84146
28.12952	23.61512	15.70177	52.95151
27.15115	22.65595	15.73056	53.05411
26.20564	21.73900	15.75321	53.15610
25.12770	20.68978	15.77823	53.27501
24.10142	19.68826	15.81439	53.37966
23.28398	18.89669	15.83050	53.44732
22.49657	18.13742	15.84357	53.51020
21.60315	17.27476	15.87224	53.56165
20.88337	16.58277	15.88540	53.60687
20.20005	15.92149	15.90950	53.64894
19.54163	15.29006	15.92720	53.68153
18.78438	14.56724	15.93422	53.72918
18.07092	13.87692	15.97027	53.76823
17.38471	13.23697	15.96239	53.77009
16.73770	12.61562	15.99618	53.77471
16.12231	12.03422	16.00121	53.77982
15.53999	11.47896	16.01931	53.77620
15.07621	11.04639	16.02346	53.76728
14.63586	10.62514	16.03619	53.75215
14.13122	10.15045	16.04618	53.71549
13.64779	9.70266	16.05635	53.66926
13.19301	9.27712	16.06404	53.61855
12.83253	8.94085	16.07753	53.57546
12.41392	8.55490	16.08776	53.52298
12.08401	8.24951	16.09275	53.47910
11.70781	7.89570	16.10768	53.42737
11.35425	7.56611	16.11755	53.37025
11.06819	7.30439	16.12845	53.32020
10.79685	7.05513	16.12723	53.27148
10.49407	6.76690	16.14898	53.21509
10.24898	6.54088	16.14781	53.16711
9.97390	6.28409	16.15928	53.10252
9.70849	6.03979	16.16376	53.02832
9.45821	5.80594	16.17501	52.96771
9.21956	5.58919	16.17433	52.90365
8.99383	5.38073	16.18083	52.84265
8.81351	5.21436	16.18147	52.79610
8.64415	5.05726	16.19256	52.74131
8.44427	4.87919	16.18831	52.67002
8.25743	4.70833	16.19203	52.60269
8.07740	4.54821	16.18757	52.53892
7.90999	4.39449	16.19178	52.47182
7.75132	4.25075	16.19288	52.40041
7.62166	4.13519	16.19838	52.33790
7.47599	4.00291	16.19444	52.27931
7.36003	3.90350	16.20135	52.21796
7.24774	3.80163	16.20338	52.16382
7.14014	3.70798	16.19744	52.11413
7.03562	3.61852	16.19932	52.05305
6.93629	3.52662	16.20027	52.01328
6.80373	3.41256	16.19325	51.96334
6.71518	3.33645	16.19607	51.92773
6.61189	3.24457	16.19929	51.87839
6.51176	3.15987	16.19589	51.83246
6.43284	3.08937	16.19669	51.79735
6.34202	3.01034	16.19084	51.75319
6.27040	2.95011	16.19260	51.71905
6.18584	2.87970	16.18868	51.66818
6.10508	2.80756	16.19419	51.62397
6.02869	2.74594	16.18928	51.57298
5.95346	2.68448	16.18704	51.52539
5.88304	2.62390	16.18330	51.48018
5.82215	2.57409	16.17983	51.43900
5.75641	2.52344	16.17475	51.38617
5.70321	2.47668	16.18071	51.34549
5.64892	2.43452	16.17482	51.30938
5.59963	2.39109	16.16626	51.27530
5.53115	2.33731	16.16498	51.21342
5.47670	2.29346	16.16503	51.16810
5.42102	2.24908	16.16087	51.11708
5.36979	2.20421	16.16607	51.07140
5.31854	2.17111	16.15456	51.01879
5.27619	2.13411	16.15847	50.98150
5.23120	2.09806	16.15666	50.93193
5.17913	2.05289	16.15765	50.88961
5.13529	2.02300	16.14653	50.84032
5.09946	1.99241	16.14909	50.80584
5.06415	1.96736	16.14469	50.76751
5.03061	1.93883	16.14510	50.72948
4.99753	1.91152	16.14182	50.69501
4.95942	1.88269	16.13657	50.65651
4.93047	1.85856	16.13306	50.62550
4.89460	1.82993	16.13166	50.58727
4.86132	1.80441	16.13252	50.54245
4.83319	1.77950	16.13316	50.50765
4.80341	1.76017	16.12338	50.47155
4.77327	1.73565	16.12114	50.42594
4.73740	1.70939	16.11424	50.38662
4.71415	1.68815	16.11828	50.34962
4.67792	1.66042	16.11576	50.30269
4.64760	1.63881	16.11035	50.26145
4.61651	1.61782	16.10421	50.21729
4.58865	1.59436	16.10141	50.17956
4.56402	1.57627	16.09805	50.14214
4.53994	1.55603	16.10240	50.09928
4.50747	1.53341	16.09443	50.04738
4.48220	1.51501	16.09353	50.00024
4.45619	1.49268	16.08920	49.96784
4.43473	1.47820	16.08433	49.93323
4.41505	1.46279	16.08637	49.89431
4.38984	1.44275	16.07635	49.85732
4.36689	1.42462	16.07476	49.82411
4.34368	1.40633	16.07160	49.78535
4.32682	1.39378	16.06630	49.75241
4.30366	1.37747	16.06272	49.71016
4.28433	1.36055	16.05833	49.68480
4.26301	1.34651	16.05600	49.63655
4.24410	1.32804	16.05519	49.60451
4.22739	1.31732	16.04949	49.56955
4.20861	1.29812	16.05315	49.53199
4.19225	1.29006	16.03897	49.50006
4.17501	1.27432	16.04089	49.47156
4.15928	1.26213	16.03312	49.43934
4.14445	1.25320	16.03269	49.40527
4.12410	1.23502	16.02340	49.36547
4.10674	1.22351	16.02656	49.32865
4.09257	1.21584	16.01574	49.29300
4.07618	1.19805	16.02319	49.25876
4.06373	1.19127	16.01533	49.22239
4.04875	1.17712	16.01760	49.18857
4.03497	1.16525	16.01932	49.14978
4.02026	1.15650	16.00465	49.12100
4.00502	1.14572	16.01038	49.07949
3.98751	1.13283	16.00163	49.04408
3.97447	1.11997	16.00275	49.01124
3.95928	1.10900	15.99591	48.97246
3.94467	1.09907	15.99982	48.92642
3.93139	1.08834	15.99378	48.89259
3.91710	1.07952	15.98828	48.85756
3.90456	1.06804	15.98761	48.81957
3.89029	1.05850	15.98360	48.77905
