/home/WIN/cdegma/PKTFX/data/dream/lambda_01/4_1
loss	sse	Lt	Lp
928.91984	927.11600	15.33598	15.67905
881.00747	879.48169	12.76412	15.73505
836.57419	834.75156	14.42769	17.48000
789.70308	787.20201	17.87039	20.72697
745.56326	742.21270	21.24790	24.16145
694.46175	689.94896	24.52977	28.10699
625.00881	618.36952	27.75633	33.65946
574.13898	564.91863	29.45976	38.01618
524.08468	513.14685	30.43072	40.25084
485.90357	474.81120	30.94837	40.70924
448.71057	436.77514	31.80109	41.78082
415.38787	402.04172	32.74188	43.24726
385.25768	371.08202	33.43768	44.36878
357.96719	342.96200	34.08460	45.53745
333.38824	317.28700	34.65129	46.85813
308.23091	291.20678	35.02589	48.27162
292.48580	274.76358	35.22004	49.26635
278.27354	260.00949	35.35668	50.16149
265.35778	246.84229	35.44382	50.91283
251.48591	232.61787	35.51897	51.79119
239.00749	219.96469	35.55728	52.53991
227.58780	208.42745	35.61709	53.22424
217.13706	197.86854	35.62569	53.86474
207.54691	188.19076	35.61040	54.45639
198.71134	179.21821	35.59704	55.02139
190.53566	170.99654	35.55393	55.53964
182.98128	163.37816	35.51136	56.02137
177.07672	157.43988	35.48712	56.37310
170.43922	150.75643	35.44683	56.76841
164.18303	144.55882	35.39499	57.08977
158.30911	138.72385	35.35127	57.38120
152.80969	133.25016	35.33983	57.66038
147.60437	128.10012	35.30406	57.91599
142.68795	123.25360	35.28174	58.14473
138.03822	118.65658	35.27717	58.35132
134.34772	115.04521	35.26649	58.49364
130.80827	111.54965	35.26289	58.63730
126.74032	107.59657	35.26957	58.79632
122.89427	103.79463	35.29240	58.97028
119.21749	100.18484	35.30559	59.12692
115.70838	96.72525	35.33164	59.27063
112.89893	93.99452	35.33116	59.36182
110.20200	91.33101	35.36311	59.45088
107.59203	88.77093	35.37420	59.52539
104.56184	85.82749	35.39078	59.58451
101.65184	82.99098	35.40751	59.62189
98.83114	80.28263	35.42067	59.63416
96.12637	77.66873	35.43256	59.64186
93.93902	75.56421	35.45900	59.64204
91.43477	73.14512	35.46462	59.63284
89.01169	70.82613	35.47792	59.60567
86.71061	68.60372	35.47636	59.59086
84.47870	66.48085	35.47044	59.56209
82.34122	64.43936	35.46322	59.53319
80.62106	62.80839	35.45126	59.50452
78.96431	61.24083	35.43281	59.47032
77.35342	59.73253	35.40375	59.42763
75.48556	57.97445	35.38939	59.37457
73.98140	56.57682	35.35586	59.34097
72.22173	54.95742	35.32860	59.27696
70.53590	53.42185	35.27800	59.20856
69.17813	52.15907	35.25787	59.15344
67.59249	50.72717	35.19949	59.07136
66.31223	49.56917	35.17350	58.99699
64.59441	48.00720	35.11405	58.89444
63.40119	46.94330	35.07633	58.81131
62.01803	45.70512	35.00610	58.71281
60.67618	44.51423	34.96414	58.61191
59.59176	43.55496	34.91248	58.52618
58.54245	42.63049	34.85881	58.43861
57.51263	41.72636	34.81915	58.34181
56.51349	40.85826	34.76799	58.24182
55.53948	40.00403	34.73033	58.14555
54.59398	39.17672	34.67679	58.05422
