	T1	T2	T3	T4
T1	0.0	1.0786165034418124e-6	-7.151581418884001e-6	2.028200820341763e-5
T2	-4.1939659574622505e-6	-0.0	4.448092670741933e-5	-3.213208726190399e-5
T3	2.5133444888264074e-6	1.5502901048309602e-6	-0.0	-2.804967016853505e-6
T4	5.346201060811471e-6	-3.1305769500616844e-5	1.8895733592609013e-6	0.0
P1	7.794154290950318e-6	-1.2069412053728417e-5	-1.3531605198203986e-5	1.3328352415997624e-5
P2	1.0330177889677612e-5	4.694314654247397e-7	-9.394736698569378e-6	6.1115023976985235e-6
P3	-3.9116382543920585e-6	-8.507217055810491e-6	1.0502863682729888e-5	-1.119743741178667e-5
P4	-1.9816628819793966e-5	-7.335867672371119e-5	-3.732016167757426e-6	4.961630780173414e-5
O1	-1.0888276140933387e-6	0.2297373653780039	2.1331099073339245e-7	4.260929049417802e-5
O2	-0.15852433690869758	-4.979382855705896e-6	-8.224374326145699e-6	-4.4565192791834425e-7
O3	-9.140609094111275e-5	3.8098195438941515e-6	0.5121613764069977	4.816791714750994e-7
O4	3.3078428942400693e-6	7.555918341414796e-6	0.00016056033578684407	-0.10564788532068234
