	T1	T2	T3	T4
T1	0.0	0.0001321464503283724	7.623032452867124e-5	-0.00018362675256764787
T2	-7.59944420701193e-5	0.0	8.99906463003997e-5	0.00013185732256629272
T3	2.266635087270054e-5	-9.314044773105432e-5	0.0	6.560824772243852e-5
T4	0.00013024385482726276	0.00013176821137969363	-2.623031977226454e-5	-0.0
P1	3.092231256743088e-5	0.00042196396167318095	0.00015159432435204564	-5.06009926517768e-5
P2	-6.760766712314737e-5	5.900392794204295e-5	-5.532800992137734e-5	-9.009454572996745e-5
P3	2.881003073847877e-5	-0.0004801321797387937	9.01198127018619e-5	0.00031556442526134583
P4	0.0001311794236013567	0.00018249023093892575	-5.624447770910795e-5	-9.013230583095936e-5
O1	-0.0003122117202476551	0.9502896810099385	9.184764312285134e-5	8.924153946103022e-5
O2	-0.9502786490952012	-0.00013424280033154525	-5.4622181931059254e-5	-4.7481323792335935e-5
O3	-0.00021545841890757857	0.00016865762633740916	0.9502592687094215	0.00021972748873448937
O4	-0.0001117012895040431	-0.0002179759552305545	0.00013081355310614652	-0.9502841546676541
