	P1	P2	P3	P4
T1	3.0337897623159064e-6	0.00011004349724545089	-2.5109684803822057	0.00015335315385664054
T2	4.0659352122964973e-5	-0.9949807794752525	0.00010265118463082776	-6.283981837226359e-5
T3	5.228067770437662e-5	0.0002056851037571597	-0.00010815931935932035	0.9950145174212088
T4	2.9808625181125654	1.974435951976329e-5	-6.15043818859293e-5	-0.00011974552165429013
P1	-0.0	-5.020883945658044e-5	2.1899384466028358	-0.00021651360221044204
P2	0.0001744869168364129	-0.0	5.0398952877294295e-5	0.00011454939326295977
P3	0.371326675904616	5.7121440865891276e-5	0.0	0.00020966589949741337
P4	-9.890966529262021e-5	5.05197176987642e-5	-3.4456324104727e-5	0.0
