	T1	T2	T3	T4
T1	0.0	-2.1845650020297555e-5	-1.7083714523618992e-5	-1.5222090783282846e-5
T2	-0.00015406762615969406	-0.0	1.1378038881564037e-5	3.492235003750845e-5
T3	9.923846207465453e-5	4.20135605089277e-6	0.0	0.00015058742560774858
T4	3.912405320248033e-5	6.34898684049516e-6	-2.1040973576682904e-5	-0.0
P1	-3.45003431616313e-5	-4.069466038788541e-5	-3.2836417956029746e-5	0.00010028519158834646
P2	2.017241211040742e-5	-5.815798683165061e-5	-1.612421803409522e-5	6.891315373325989e-6
P3	5.904911276448492e-6	2.922035366198e-5	-5.4963562499478374e-5	-6.510436852361347e-5
P4	2.38584322965429e-5	-4.2904580909340165e-6	5.1920019762819505e-5	6.721681198174611e-5
O1	6.186996714082995e-5	0.14581802138361696	-2.8314860653448276e-6	1.6219493851669426e-5
O2	-0.09189691601270085	0.0012060028735299839	-0.0011740102377844272	0.0010603750442500584
O3	-9.856420902681263e-6	2.7731279101581957e-6	0.6785782552197487	-1.7334887087772542e-5
O4	0.00192397785621025	-0.0012251911824842062	0.002639410770054227	-0.04304930334409579
