	T1	T2	T3	T4
T1	0.0	6.57668260465796e-5	-7.108133429621055e-5	-0.00022446622896242697
T2	-0.00019787089560610328	-0.0	0.00019786660239048455	-9.055411802149862e-5
T3	-0.00013230832683314744	0.0001323217130811553	0.0	7.037796960481036e-5
T4	-5.5275374621981435e-5	-5.536418767403515e-5	7.111774488308229e-5	0.0
P1	9.026396806636803e-5	0.0005077059715544671	-9.034650739451057e-5	9.054063489583949e-5
P2	9.09781749954477e-5	-9.083121373035072e-5	-0.00028147713996846626	-0.00013598804494747735
P3	0.0002257791601689743	-4.9500181826352176e-5	-0.00022399707109144618	-6.638197929178722e-5
P4	-0.00013232576975919872	-0.00022548950146667927	-0.0001970360410279328	-0.00022440848579275818
O1	0.00014081925378720857	0.29691935296912564	-0.00011039365015954999	6.235676897839687e-5
O2	-0.07802348398879863	-9.110706615644867e-5	6.962283571208564e-5	6.725063658843918e-5
O3	2.9211381496407424e-5	-0.00015846412366629656	0.5866552613495951	-7.379243269273463e-5
O4	-6.650379458198011e-5	3.694151463679869e-5	0.00017164125770542497	-0.18368580892595665
