	T1	T2	T3	T4
T1	0.0	9.791274961618176e-5	5.539440870059311e-5	-0.00021317644869163347
T2	-8.141496109409693e-6	-0.0	-0.00019436002734610902	6.952215753403084e-5
T3	-7.643818404119122e-5	-0.00012797679044779432	0.0	-0.00025793337900752085
T4	7.554152860024576e-5	7.426940412930371e-5	-5.050799036620792e-6	-0.0
P1	9.077416984868703e-5	5.4768073717890714e-5	-4.735294186416941e-5	8.974011455725082e-5
P2	4.9639564770759344e-5	0.00010162307605821043	-6.797335529015807e-5	6.630723293806852e-5
P3	4.580721011254038e-5	5.900942213692481e-5	-0.00013217266319955515	0.00012857946573129248
P4	-0.00010780413861467551	4.037764147788949e-5	-0.00013249488406229964	-0.0001615567718085749
O1	4.818021129749849e-5	0.22072486764703192	0.00015021010093339216	1.3136741397600855e-5
O2	-0.1504119122650085	9.868328040847879e-5	-8.846227578949783e-5	-6.712992364525882e-5
O3	0.00015634577536729252	-0.0003443353193257169	0.5039989541395707	5.0014641335630875e-5
O4	-0.0003251586571750877	2.13527558425553e-5	0.0003541490700485888	-0.10056968871619018
