	T1	T2	T3	T4
T1	-0.0	-5.7445900179962204e-5	1.190950680917279e-5	-6.10768665423314e-5
T2	7.846579567640427e-6	-0.0	-2.9666063011922615e-5	6.151455272167307e-5
T3	1.1885202217395483e-5	-3.0355690034003e-6	0.0	4.985644506246452e-5
T4	1.2419116097261595e-5	1.2000616510158178e-6	6.914500006971464e-6	0.0
P1	8.175752732567909e-5	-9.33416790648041e-6	-9.598426972839102e-6	4.558140306495677e-5
P2	7.135850345758088e-6	3.973545276592581e-5	-1.996971699030927e-5	8.413708367657442e-6
P3	-1.4269526872387605e-5	3.150854959739995e-5	0.00020128816574205806	3.464969427332339e-5
P4	-4.634121402056549e-6	-1.7971209112827207e-5	-6.947556284333206e-6	-9.601444047282215e-5
O1	-7.900133261482182e-6	0.7045013490168662	5.849538006165584e-6	-2.029671661341671e-5
O2	-0.049699480063007395	2.45525017379752e-5	7.011699765977226e-5	-5.7768246414633496e-5
O3	-0.0001371423040664553	-0.00012874016208241774	0.1732435462653257	1.3254087220862091e-5
O4	0.00026406644678096365	4.424447790332278e-6	0.0006777699248635533	-0.026087502342331027
