	T1	T2	T3	T4
T1	-0.0	9.437934921139877e-5	-4.871002289954782e-5	6.602517474934464e-5
T2	-0.00013805687008758112	0.0	-5.5253825489834354e-5	-4.5903388032136544e-5
T3	0.0001378712767068595	6.75987687765364e-5	-0.0	3.3232326445995964e-5
T4	5.5792361713377794e-5	0.00015598212483812818	4.7672772781366256e-5	-0.0
P1	3.666598223888101e-5	-5.472154155535219e-5	4.6168774705430255e-5	4.5888995888480363e-5
P2	9.610607408514024e-5	3.585825026065895e-5	-4.0375415616371673e-5	-6.609848223296886e-5
P3	-0.00010291312379156064	-9.388781388282663e-5	-4.2948082255972923e-5	0.00020289890716639915
P4	-0.00010289691413098614	-9.44083254104281e-5	-0.00013629630984579615	4.614222868192243e-5
O1	-3.806119449798433e-5	0.7045161868275008	6.025906929885689e-5	-3.0665893072406926e-5
O2	-0.049564484337999204	9.345044269678153e-5	-4.607652604835018e-5	-2.4898914799416338e-5
O3	-0.00012296654430734964	-0.00012556698640266877	0.17325826010128526	6.299500433494084e-5
O4	-5.129859117355408e-5	-7.066687082534874e-5	5.3686810082518685e-5	-0.01682940902687443
