	P1	P2	P3	P4
T1	0.9993125464134549	-0.00034628960476225444	0.00015760186043743397	-0.00017974278678290257
T2	8.001027488371331e-5	-0.999283761287815	-0.00010169267164690223	-0.000233943214120377
T3	0.0002684938232952702	5.475912173719924e-6	-5.551745089406204e-5	0.9992667097478591
T4	-1.980534130713756e-5	-3.886095253309705e-5	-0.9993031084758264	0.0001500219688496991
P1	-0.0	-3.557102815438398e-5	-9.495227604849746e-5	4.6403280147847204e-5
P2	9.916839171194994e-5	-0.0	-0.00012337278976725242	0.00015099248802540095
P3	0.00012771834738169126	-0.00019865671449222004	0.0	0.00018893178188136752
P4	-0.000248904037231734	-0.00010305293162247264	-8.761495322381107e-5	0.0
