	T1	T2	T3	T4
T1	-0.0	2.7991155526602254e-5	-0.00019252169730380614	0.00024752583571681846
T2	0.00031437551931849997	-0.0	4.938629750485037e-5	-7.106383492604741e-5
T3	7.161934356965525e-5	-6.590785540690004e-5	-0.0	0.00024468786358965427
T4	-0.00024968734636738265	0.0003295647988901126	-0.0002179126442210893	-0.0
P1	-0.00012953519155908187	-7.465968151066785e-5	-8.922557804254203e-5	0.0003224050925129851
P2	-0.00024098291432409424	-7.290388962987244e-5	5.145976671793386e-6	-0.00012925453345830483
P3	-0.00018553074409536656	-6.570702169197562e-5	0.0001300092881020853	-0.00010947613829971374
P4	0.00012449158858392228	0.00012860036296869393	-5.4860621650651115e-5	-4.6663122241552245e-5
O1	0.0001335401673875229	0.9950043878137443	7.921158299541313e-5	-8.725711715734242e-5
O2	-0.9950058091954129	6.797890758411837e-5	6.504383234376506e-5	-8.820826857078685e-5
O3	5.787666680754076e-5	0.00018440164046834795	0.9950033143360304	0.0001221852508079078
O4	0.00019498664398145312	-0.00012948021791934426	0.0002019872590603401	-0.995005016563031
