	T1	T2	T3	T4
T1	-0.0	1.5906230575548275e-6	-1.7216114991738068e-5	-2.349876822127508e-5
T2	7.285552208076068e-6	0.0	2.0724247132746816e-5	0.00011759026603840633
T3	-6.983512107615157e-5	4.287759167474715e-5	-0.0	-5.9284116386332596e-5
T4	-2.0831064065899088e-5	1.2908426845082763e-7	9.463087316806167e-6	0.0
P1	-4.102825424446214e-5	7.155150616965138e-6	3.417610011811261e-5	7.296392684346167e-6
P2	-3.943329157361479e-5	6.8046427812888765e-6	2.9688810578914277e-5	-4.10502753713289e-5
P3	-8.875706632821623e-5	-8.566300252520411e-5	4.81523605732062e-5	0.00010821784237323479
P4	-7.215878459233598e-6	-3.948760242187981e-5	-4.913217110834632e-5	-1.1145130173094832e-5
O1	1.215279084157938e-5	0.4434535738591667	-6.35133807556706e-5	-1.122240409959074e-5
O2	-0.176637842405744	7.851183858652816e-5	1.1861947880867993e-5	1.1538342699769977e-5
O3	1.3829663586523834e-6	-1.5832699589618505e-5	0.2550320321227349	0.00012458269602914736
O4	0.0001781141354205128	-2.6484338922491007e-5	-1.7850313084653855e-5	-0.07011124077963439
