	T1	T2	T3	T4
T1	0.0	-1.6377221015851713e-6	-5.054323453777686e-6	1.0245198002848891e-5
T2	5.5231103579807695e-5	-0.0	-8.336369876182909e-6	-9.809756752198205e-6
T3	1.2846980359524106e-5	-2.2320985976779395e-5	-0.0	-7.792989771499515e-5
T4	-2.1331405313702803e-5	-2.4410086606934215e-6	-3.086176610486134e-5	-0.0
P1	-4.2206111663365026e-5	-9.835669262634329e-5	9.109671073120581e-6	9.796268538076001e-6
P2	1.9898393360456392e-5	-0.00010148069656187868	-4.651135450627069e-6	-1.4978329094264702e-5
P3	6.760155381939869e-5	-2.9468153225823595e-6	4.220331229064813e-5	-2.577296932595768e-5
P4	6.188821669671302e-5	-0.00014503992408777675	-2.470680990377927e-5	3.074735407818255e-5
O1	1.6583622111842524e-5	0.2976338259977363	9.131301689219035e-5	-1.973128160035093e-5
O2	-0.07850921226362649	6.429552930110134e-5	-0.00043837493786744386	7.211287147421521e-5
O3	-1.0125691392908602e-5	1.2385061835386392e-6	0.5877085507268468	-0.0002190303452967224
O4	5.7532368668608476e-5	-1.3021384417089113e-5	5.2301666909713075e-6	-0.18443719742312067
