	T1	T2	T3	T4
T1	0.0	-8.952613654397374e-5	5.527955684477958e-5	-7.290245274766376e-5
T2	-0.00013055920326638976	-0.0	7.05677939904226e-5	-3.562767753826616e-5
T3	-0.00024616533098669054	7.579020516648309e-5	-0.0	3.0734158776110756e-5
T4	-6.727865503613193e-5	-6.720614378867065e-5	0.00019672769597784955	0.0
P1	0.00018408251681768437	-0.00013178085160363016	8.964107010426077e-5	-8.94630961471611e-5
P2	-7.60741566357886e-5	-6.718898561658472e-5	-0.00021959434501176957	0.00031642270392368606
P3	-7.603184614620627e-5	6.805764557477409e-5	-0.0003187653029489356	1.117582638531333e-5
P4	8.946786721044835e-5	0.00019649954836352453	-0.00025110369630736975	-7.597055764041558e-5
O1	-6.6822303622691e-5	0.15142407713493095	-0.00019287523364529767	0.00021707366035849605
O2	-0.07890240494796165	-0.00014168447301700685	-0.0002231498028381603	1.5289624228910175e-5
O3	-5.026630091916876e-5	0.0002711102098129239	0.6815367579228159	-7.911553256422666e-5
O4	-5.2643434668466934e-5	-6.999506098190678e-5	-8.204408423372463e-5	-0.024431627626195912
