	T1	T2	T3	T4
T1	-0.0	1.2379610207122827e-105	-5.529186581318855e-104	-7.150532809931748e-105
T2	6.567730040857879e-112	-0.0	8.320699260514575e-112	1.6977400959957343e-111
T3	-2.1452474967247035e-101	-5.98232597303206e-102	-0.0	-4.4549278154684713e-103
T4	-1.0342751388588398e-96	2.654297872026872e-95	-2.416551113263208e-97	0.0
P1	-7.149696226776329e-115	1.4513719607292075e-114	-7.2197452876054e-116	-1.2123686720620315e-115
P2	5.33676059960416e-112	3.5518466560843317e-110	9.902842964519575e-113	4.7582455220660734e-113
P3	1.2449910238622574e-98	-3.437269668641216e-97	1.31912666729891e-98	6.235778434866237e-98
P4	8.78661306257199e-13	3.757023172743981e-9	1.2452887591529058e-15	4.6190325565313995e-11
O1	-8.896390323670247e-5	0.14613569894545012	-0.00047378730585391065	-0.0003286691779537178
O2	-0.09254228461452813	0.0030269748487196883	-0.00412216073960631	-0.002068786837359786
O3	-0.00011046064515910855	-8.605997196553237e-6	0.6785600899472036	-8.913197476062502e-5
O4	-0.0005769132864263828	0.004226352806534869	-0.007084422561963358	-0.041193062374204
