	T1	T2	T3	T4
T1	-0.0	6.3208478717437e-5	-6.835021549162195e-5	3.776657158198757e-5
T2	-3.8668246172386935e-5	0.0	2.6307886829293256e-5	-3.159055541390559e-5
T3	1.3911206438023457e-6	2.6115728863584738e-5	0.0	2.1164080895486818e-5
T4	-6.364576442258783e-6	1.1654864228129411e-6	2.4809388307401644e-6	-0.0
P1	5.79128923652138e-5	1.567363879023555e-5	1.838756230817618e-6	-3.8919311778811825e-5
P2	-4.916947944102383e-6	2.583878528285391e-6	-5.7594616386003994e-6	-1.4028627559787765e-6
P3	-5.4266399488745265e-5	-6.117159725461157e-5	3.5094845398891592e-6	4.3112805511836245e-5
P4	5.026597458612008e-6	-6.386902529844276e-5	-1.2225701493558045e-5	-3.3992191732564185e-6
O1	-7.58332054403242e-6	0.22982878595929795	1.2597269501920826e-7	7.215440599840509e-5
O2	-0.1580108995262212	2.750766229602519e-5	2.8791936330525893e-5	2.3956233773799793e-5
O3	-0.00014416901164741796	-0.00015753197844946919	0.5122276726840268	-0.00012203917595076697
O4	0.00013342249848506262	0.00017696662868867027	0.00015892963099919849	-0.10576141770460133
