	T1	T2	T3	T4
T1	-0.0	-4.3829076532240415e-7	3.0137211906062363e-6	-2.738843684667715e-6
T2	1.2657264967956033e-5	0.0	-5.497456946653103e-6	9.335551952475212e-6
T3	-1.4519482537490698e-6	1.6340994563463297e-7	0.0	2.8660977911321114e-6
T4	1.173564221107236e-6	-7.585765332080876e-7	-9.16932083724202e-6	0.0
P1	4.482248529915697e-7	-2.8518905799236853e-5	-7.028960591524524e-5	-7.410327483788873e-5
P2	8.257700312607269e-7	5.955407561236714e-6	-2.4301623372396755e-5	-4.75145959336598e-6
P3	4.538373207191462e-7	2.909447077878068e-6	1.3171377625206526e-6	-1.0927912932536384e-5
P4	-2.6316867370268095e-5	-6.864539052138578e-5	3.038168657499045e-6	-2.9377498457489183e-6
O1	-1.4778865017764977e-5	0.44434289050779935	-7.63417500338226e-6	4.337344792908486e-6
O2	-0.17319192765171185	1.191457088764972e-5	6.242266509641925e-6	-1.99117393323351e-6
O3	-0.0001544898230377943	-0.00013359174931545706	0.2524563051849935	-0.00012006712044322029
O4	4.430668474713452e-7	-1.9133431036853845e-6	-7.2602271639872795e-6	-0.06313178209530113
