	T1	T2	T3	T4
T1	-0.0	0.00022750210185473187	4.193288212154293e-5	-0.00011441442291106209
T2	3.265923036539276e-5	0.0	1.633908560229794e-5	5.040787548756528e-5
T3	-4.311597888266147e-6	-5.539599244682807e-5	0.0	-4.4884478165536625e-5
T4	-0.0001098208368947658	5.50950743373598e-5	-5.537071346427152e-5	0.0
P1	-0.00010596151124931613	6.368271874803482e-5	6.578057804760587e-5	0.0001956872056923544
P2	-9.018196967462213e-5	-4.784363133274332e-5	0.0001979129291602757	-0.0003505790779459046
P3	0.00010746986812572315	-0.00015959103084025903	-0.0002091050413396066	4.519707524965059e-5
P4	0.00014394111307581707	4.624632596735689e-5	-4.2588862806180735e-5	-7.46984225368317e-5
O1	-8.606616675481101e-5	0.148279074553561	-4.787533732835495e-5	-0.00023675853466994056
O2	-0.09753662272736126	-4.6983190598239415e-5	7.459917390504233e-5	3.660546865267115e-5
O3	-7.959710759889754e-6	4.0001395371662234e-5	0.6789825957159666	-1.1730858334327436e-5
O4	0.00017518562105120266	3.084077421549471e-5	2.8772437939432794e-5	-0.0548433484882882
